create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.col,parameters.dbkey,parameters.legend.__current_case__,parameters.legend.leg_pos,parameters.legend.leg_title,parameters.legend.status,parameters.lty,parameters.lwd,parameters.main,parameters.series,parameters.xlab,parameters.ylab,runner_name,series_0|input,series_0|input_filetype,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-09-14 03:03:15.597112,slurm_normal,,main_w3_handler1,2818638,13846483,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8069438.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1""","""hg19""",0,top,,yes,"""1""","""1.0""","""""","[{""fpch"": ""1"", ""leg_text"": """", ""startcolumn"": ""1"", ""endcolumn"": ""1"", ""input"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b575ad2ceed5eb6c6e""}]}, ""__index__"": 0, ""chrcolumn"": ""1"", ""fcol"": ""1"", ""fcex"": ""1.0""}]","""""","""""",,17950476286,vcf,32950954,error,toolshed.g2.bx.psu.edu/repos/guru-ananda/karyotype_plot/karyotype_Plot_1/1.0.0,1.0.0,,2016-09-14 03:30:44.705097,42102,1649.107985
