bias_correction|ref_file,bias_correction|ref_file_filetype,create_time,destination_id,exit_code,gtf_input,gtf_input_filetype,handler,history_id,id,imported,in_type|conditions_0|samples,in_type|conditions_0|samples1,in_type|conditions_0|samples10,in_type|conditions_0|samples10_filetype,in_type|conditions_0|samples1_filetype,in_type|conditions_0|samples2,in_type|conditions_0|samples2_filetype,in_type|conditions_0|samples3,in_type|conditions_0|samples3_filetype,in_type|conditions_0|samples4,in_type|conditions_0|samples4_filetype,in_type|conditions_0|samples5,in_type|conditions_0|samples5_filetype,in_type|conditions_0|samples6,in_type|conditions_0|samples6_filetype,in_type|conditions_0|samples7,in_type|conditions_0|samples7_filetype,in_type|conditions_0|samples8,in_type|conditions_0|samples8_filetype,in_type|conditions_0|samples9,in_type|conditions_0|samples9_filetype,in_type|conditions_0|samples_filetype,in_type|conditions_1|samples,in_type|conditions_1|samples1,in_type|conditions_1|samples1_filetype,in_type|conditions_1|samples2,in_type|conditions_1|samples2_filetype,in_type|conditions_1|samples3,in_type|conditions_1|samples3_filetype,in_type|conditions_1|samples4,in_type|conditions_1|samples4_filetype,in_type|conditions_1|samples5,in_type|conditions_1|samples5_filetype,in_type|conditions_1|samples6,in_type|conditions_1|samples6_filetype,in_type|conditions_1|samples7,in_type|conditions_1|samples7_filetype,in_type|conditions_1|samples8,in_type|conditions_1|samples8_filetype,in_type|conditions_1|samples9,in_type|conditions_1|samples9_filetype,in_type|conditions_1|samples_filetype,in_type|conditions_2|samples,in_type|conditions_2|samples1,in_type|conditions_2|samples10,in_type|conditions_2|samples10_filetype,in_type|conditions_2|samples1_filetype,in_type|conditions_2|samples2,in_type|conditions_2|samples2_filetype,in_type|conditions_2|samples3,in_type|conditions_2|samples3_filetype,in_type|conditions_2|samples4,in_type|conditions_2|samples4_filetype,in_type|conditions_2|samples5,in_type|conditions_2|samples5_filetype,in_type|conditions_2|samples6,in_type|conditions_2|samples6_filetype,in_type|conditions_2|samples7,in_type|conditions_2|samples7_filetype,in_type|conditions_2|samples8,in_type|conditions_2|samples8_filetype,in_type|conditions_2|samples9,in_type|conditions_2|samples9_filetype,in_type|conditions_2|samples_filetype,in_type|conditions_3|samples,in_type|conditions_3|samples1,in_type|conditions_3|samples1_filetype,in_type|conditions_3|samples2,in_type|conditions_3|samples2_filetype,in_type|conditions_3|samples3,in_type|conditions_3|samples3_filetype,in_type|conditions_3|samples4,in_type|conditions_3|samples4_filetype,in_type|conditions_3|samples5,in_type|conditions_3|samples5_filetype,in_type|conditions_3|samples_filetype,in_type|conditions_4|samples,in_type|conditions_4|samples1,in_type|conditions_4|samples1_filetype,in_type|conditions_4|samples2,in_type|conditions_4|samples2_filetype,in_type|conditions_4|samples3,in_type|conditions_4|samples3_filetype,in_type|conditions_4|samples4,in_type|conditions_4|samples4_filetype,in_type|conditions_4|samples5,in_type|conditions_4|samples5_filetype,in_type|conditions_4|samples_filetype,in_type|conditions_5|samples,in_type|conditions_5|samples1,in_type|conditions_5|samples1_filetype,in_type|conditions_5|samples2,in_type|conditions_5|samples2_filetype,in_type|conditions_5|samples3,in_type|conditions_5|samples3_filetype,in_type|conditions_5|samples4,in_type|conditions_5|samples4_filetype,in_type|conditions_5|samples5,in_type|conditions_5|samples5_filetype,in_type|conditions_5|samples_filetype,in_type|conditions_6|samples,in_type|conditions_6|samples1,in_type|conditions_6|samples1_filetype,in_type|conditions_6|samples2,in_type|conditions_6|samples2_filetype,in_type|conditions_6|samples3,in_type|conditions_6|samples3_filetype,in_type|conditions_6|samples4,in_type|conditions_6|samples4_filetype,in_type|conditions_6|samples5,in_type|conditions_6|samples5_filetype,in_type|conditions_6|samples_filetype,in_type|conditions_7|samples,in_type|conditions_7|samples1,in_type|conditions_7|samples1_filetype,in_type|conditions_7|samples2,in_type|conditions_7|samples2_filetype,in_type|conditions_7|samples3,in_type|conditions_7|samples3_filetype,in_type|conditions_7|samples4,in_type|conditions_7|samples4_filetype,in_type|conditions_7|samples5,in_type|conditions_7|samples5_filetype,in_type|conditions_7|samples_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.additional.__current_case__,parameters.additional.frag_len_std_dev,parameters.additional.frag_mean_len,parameters.additional.sAdditional,parameters.advanced_settings.__current_case__,parameters.advanced_settings.sAdvanced,parameters.bias_correction.__current_case__,parameters.bias_correction.do_bias_correction,parameters.bias_correction.seq_source.__current_case__,parameters.bias_correction.seq_source.index,parameters.bias_correction.seq_source.index_source,parameters.bias_correction.seq_source.ref_file.values,parameters.chromInfo,parameters.dbkey,parameters.dispersion_method,parameters.fdr,parameters.generate_sqlite,parameters.gtf_input.values,parameters.in_type.__current_case__,parameters.in_type.conditions,parameters.in_type.set_in_type,parameters.include_count_files,parameters.include_read_group_files,parameters.length_correction,parameters.library_norm_method,parameters.min_alignment_count,parameters.multiread_correct,parameters.omit_tabular_output,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2018-03-01 08:21:18.059676,slurm_multi,,94926257,gtf,main_w4_handler2,2772339,18560667,False,1862983536,1862983536,,,bam,1786680598,bam,1988080371,bam,1885344277,bam,,,,,,,,,,,bam,2428066339,2428066339,bam,2001394910,bam,2038157447,bam,1960771135,bam,1939874925,bam,,,,,,,,,bam,2103583511,2103583511,,,bam,2026341537,bam,2103992539,bam,1928121732,bam,2006463892,bam,,,,,,,,,bam,1850489823.0,1850489823.0,bam,1874514022.0,bam,1847612694.0,bam,1878345388.0,bam,1804954810.0,bam,bam,1941119558.0,1941119558.0,bam,2839485988.0,bam,2431032053.0,bam,1988404162.0,bam,1909755193.0,bam,bam,1928254052.0,1928254052.0,bam,2035630620.0,bam,1967716434.0,bam,1793868453.0,bam,2409270387.0,bam,bam,,,,,,,,,,,,,,,,,,,,,,,,,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12657536,slurm,,corral-repl,,0,no,1,80,200,Yes,,,0,Yes,0.0,mm10,cached,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""pooled""","""0.05""","""false""","[{'src': 'hda', 'id': 34114341}]",0,"[{'__index__': 0, 'name': 'T', 'samples': {'values': [{'src': 'hda', 'id': 34018000}, {'src': 'hda', 'id': 34019382}, {'src': 'hda', 'id': 34019390}, {'src': 'hda', 'id': 34019395}]}}, {'__index__': 1, 'name': 'MT', 'samples': {'values': [{'src': 'hda', 'id': 34019391}, {'src': 'hda', 'id': 34019407}, {'src': 'hda', 'id': 34019410}, {'src': 'hda', 'id': 34019415}, {'src': 'hda', 'id': 34019417}]}}, {'__index__': 2, 'name': 'LL', 'samples': {'values': [{'src': 'hda', 'id': 34019387}, {'src': 'hda', 'id': 34019396}, {'src': 'hda', 'id': 34019397}, {'src': 'hda', 'id': 34019399}, {'src': 'hda', 'id': 34019414}]}}, {'__index__': 3, 'name': 'L', 'samples': {'values': [{'src': 'hda', 'id': 34019386}, {'src': 'hda', 'id': 34019388}, {'src': 'hda', 'id': 34019392}, {'src': 'hda', 'id': 34019400}, {'src': 'hda', 'id': 34019405}]}}, {'__index__': 4, 'name': 'ML', 'samples': {'values': [{'src': 'hda', 'id': 34019381}, {'src': 'hda', 'id': 34019383}, {'src': 'hda', 'id': 34019389}, {'src': 'hda', 'id': 34019393}, {'src': 'hda', 'id': 34019418}]}}, {'__index__': 5, 'name': 'LT', 'samples': {'values': [{'src': 'hda', 'id': 34019385}, {'src': 'hda', 'id': 34019403}, {'src': 'hda', 'id': 34019412}, {'src': 'hda', 'id': 34019416}, {'src': 'hda', 'id': 34031507}]}}]",BAM,"""Yes""","""Yes""","""""","""geometric""","""8""","""true""","""false""",,44240707,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.5,2.2.1.5,,2018-03-01 18:42:17.957232,87738,37259.897556
,,2018-03-02 18:40:20.763199,slurm_multi,,94926257,gtf,main_w4_handler2,3449265,18584993,False,1993663312,1993663312,,,bam,1859757473,bam,1989797640,bam,2172868924,bam,2265960044.0,bam,,,,,,,,,bam,1359211921,1359211921,bam,1389849885,bam,1475927040,bam,1432662482,bam,1466270193,bam,,,,,,,,,bam,1966597769,1966597769,,,bam,1463870140,bam,1828525399,bam,1555158732,bam,2318029846,bam,,,,,,,,,bam,1909476548.0,1909476548.0,bam,1661882336.0,bam,2079796645.0,bam,1709150178.0,bam,1991794996.0,bam,bam,1611749662.0,1611749662.0,bam,2037769518.0,bam,1741687046.0,bam,2053078981.0,bam,1703513618.0,bam,bam,1357539988.0,1357539988.0,bam,1489707502.0,bam,1294030608.0,bam,1276562641.0,bam,1367421387.0,bam,bam,1761489727.0,1761489727.0,bam,2201269163.0,bam,2296414976.0,bam,1904429227.0,bam,1841991374.0,bam,bam,1811587769.0,1811587769.0,bam,1806925988.0,bam,1816353392.0,bam,1868656379.0,bam,1774830890.0,bam,bam,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12679803,slurm,,corral-repl,,0,no,1,80,200,Yes,,,1,No,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""pooled""","""0.05""","""false""","[{'src': 'hda', 'id': 34176330}]",0,"[{'__index__': 0, 'name': 'WL', 'samples': {'values': [{'src': 'hda', 'id': 34173117}, {'src': 'hda', 'id': 34173140}, {'src': 'hda', 'id': 34173147}, {'src': 'hda', 'id': 34173148}, {'src': 'hda', 'id': 34173150}]}}, {'__index__': 1, 'name': 'WT', 'samples': {'values': [{'src': 'hda', 'id': 34173108}, {'src': 'hda', 'id': 34173111}, {'src': 'hda', 'id': 34173141}, {'src': 'hda', 'id': 34173143}, {'src': 'hda', 'id': 34173149}]}}, {'__index__': 2, 'name': 'CKL', 'samples': {'values': [{'src': 'hda', 'id': 34173115}, {'src': 'hda', 'id': 34173133}, {'src': 'hda', 'id': 34173135}, {'src': 'hda', 'id': 34173142}, {'src': 'hda', 'id': 34173146}]}}, {'__index__': 3, 'name': 'CKT', 'samples': {'values': [{'src': 'hda', 'id': 34173119}, {'src': 'hda', 'id': 34173121}, {'src': 'hda', 'id': 34173122}, {'src': 'hda', 'id': 34173125}, {'src': 'hda', 'id': 34173127}]}}, {'__index__': 4, 'name': 'MKL', 'samples': {'values': [{'src': 'hda', 'id': 34173113}, {'src': 'hda', 'id': 34173124}, {'src': 'hda', 'id': 34173128}, {'src': 'hda', 'id': 34173130}, {'src': 'hda', 'id': 34173134}]}}, {'__index__': 5, 'name': 'MKT', 'samples': {'values': [{'src': 'hda', 'id': 34173129}, {'src': 'hda', 'id': 34173132}, {'src': 'hda', 'id': 34173137}, {'src': 'hda', 'id': 34173138}, {'src': 'hda', 'id': 34173139}]}}, {'__index__': 6, 'name': 'DKL', 'samples': {'values': [{'src': 'hda', 'id': 34173116}, {'src': 'hda', 'id': 34173118}, {'src': 'hda', 'id': 34173123}, {'src': 'hda', 'id': 34173131}, {'src': 'hda', 'id': 34173136}]}}, {'__index__': 7, 'name': 'DKT', 'samples': {'values': [{'src': 'hda', 'id': 34173109}, {'src': 'hda', 'id': 34173120}, {'src': 'hda', 'id': 34173126}, {'src': 'hda', 'id': 34173144}, {'src': 'hda', 'id': 34173145}]}}]",BAM,"""Yes""","""Yes""","""""","""geometric""","""8""","""false""","""false""",,44292826,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.5,2.2.1.5,,2018-03-02 20:06:59.009167,123166,5198.245968
,,2018-02-28 18:57:44.043228,slurm_multi,,94926257,gtf,main_w4_handler2,2772339,18552889,False,1862983536,1862983536,,,bam,1786680598,bam,1988080371,bam,1885344277,bam,,,,,,,,,,,bam,2428066339,2428066339,bam,2001394910,bam,2038157447,bam,1960771135,bam,1939874925,bam,,,,,,,,,bam,2103583511,2103583511,,,bam,2026341537,bam,2103992539,bam,1928121732,bam,2006463892,bam,,,,,,,,,bam,1850489823.0,1850489823.0,bam,1874514022.0,bam,1847612694.0,bam,1878345388.0,bam,1804954810.0,bam,bam,1941119558.0,1941119558.0,bam,2839485988.0,bam,2431032053.0,bam,1988404162.0,bam,1909755193.0,bam,bam,1928254052.0,1928254052.0,bam,2035630620.0,bam,1967716434.0,bam,1793868453.0,bam,2409270387.0,bam,bam,,,,,,,,,,,,,,,,,,,,,,,,,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12649227,slurm,,corral-repl,,0,no,1,80,200,Yes,,,0,Yes,0.0,mm10,cached,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""pooled""","""0.05""","""false""","[{'src': 'hda', 'id': 34114341}]",0,"[{'__index__': 0, 'name': 'T', 'samples': {'values': [{'src': 'hda', 'id': 34018000}, {'src': 'hda', 'id': 34019382}, {'src': 'hda', 'id': 34019390}, {'src': 'hda', 'id': 34019395}]}}, {'__index__': 1, 'name': 'MT', 'samples': {'values': [{'src': 'hda', 'id': 34019391}, {'src': 'hda', 'id': 34019407}, {'src': 'hda', 'id': 34019410}, {'src': 'hda', 'id': 34019415}, {'src': 'hda', 'id': 34019417}]}}, {'__index__': 2, 'name': 'LL', 'samples': {'values': [{'src': 'hda', 'id': 34019387}, {'src': 'hda', 'id': 34019396}, {'src': 'hda', 'id': 34019397}, {'src': 'hda', 'id': 34019399}, {'src': 'hda', 'id': 34019414}]}}, {'__index__': 3, 'name': 'L', 'samples': {'values': [{'src': 'hda', 'id': 34019386}, {'src': 'hda', 'id': 34019388}, {'src': 'hda', 'id': 34019392}, {'src': 'hda', 'id': 34019400}, {'src': 'hda', 'id': 34019405}]}}, {'__index__': 4, 'name': 'ML', 'samples': {'values': [{'src': 'hda', 'id': 34019381}, {'src': 'hda', 'id': 34019383}, {'src': 'hda', 'id': 34019389}, {'src': 'hda', 'id': 34019393}, {'src': 'hda', 'id': 34019418}]}}, {'__index__': 5, 'name': 'LT', 'samples': {'values': [{'src': 'hda', 'id': 34019385}, {'src': 'hda', 'id': 34019403}, {'src': 'hda', 'id': 34019412}, {'src': 'hda', 'id': 34019416}, {'src': 'hda', 'id': 34031507}]}}]",BAM,"""Yes""","""Yes""","""""","""geometric""","""8""","""true""","""false""",,44176720,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.5,2.2.1.5,,2018-03-01 04:52:39.752584,87738,35695.709356
2762262322.0,fasta,2018-03-02 11:03:48.615099,slurm_multi,,230937271,gtf,main_w4_handler2,3437226,18578905,False,2220589090,2220589090,1700713022.0,bam,bam,1592390858,bam,1913480834,bam,2171760146,bam,2441185301.0,bam,2139813718.0,bam,2018117091.0,bam,2044759569.0,bam,1787808582.0,bam,bam,2071301580,2071301580,bam,1530714837,bam,1974481983,bam,2290981172,bam,2338796659,bam,2529665129.0,bam,2505618356.0,bam,2289646283.0,bam,1976906026.0,bam,bam,1812221250,1812221250,1945484765.0,bam,bam,2360206345,bam,2887350213,bam,2154627947,bam,2226538946,bam,1512663513.0,bam,1533138610.0,bam,1805835426.0,bam,1327899821.0,bam,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12673491,slurm,,corral-repl,,0,no,0,,,No,0.0,No,0,Yes,1.0,,history,"[{'src': 'hda', 'id': 33978683}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""per-condition""","""0.05""","""false""","[{'src': 'hda', 'id': 33978757}]",0,"[{'__index__': 0, 'name': 'No stress', 'samples': {'values': [{'src': 'hdca', 'id': 112396}]}}, {'__index__': 1, 'name': '30 min', 'samples': {'values': [{'src': 'hdca', 'id': 112397}]}}, {'__index__': 2, 'name': '120 min', 'samples': {'values': [{'src': 'hdca', 'id': 112398}]}}]",BAM,"""No""","""Yes""","""""","""geometric""","""10""","""true""","""false""",,43753576,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.5,2.2.1.5,,2018-03-03 05:30:44.994680,91096,66416.379581
,,2018-03-03 16:11:43.214497,slurm_multi,,94926257,gtf,main_w4_handler2,2772339,18592385,False,1862983536,1862983536,,,bam,1786680598,bam,1988080371,bam,1885344277,bam,,,,,,,,,,,bam,2428066339,2428066339,bam,2001394910,bam,2038157447,bam,1960771135,bam,1939874925,bam,,,,,,,,,bam,2103583511,2103583511,,,bam,2026341537,bam,2103992539,bam,1928121732,bam,2006463892,bam,,,,,,,,,bam,1850489823.0,1850489823.0,bam,1874514022.0,bam,1847612694.0,bam,1878345388.0,bam,1804954810.0,bam,bam,1941119558.0,1941119558.0,bam,2839485988.0,bam,2431032053.0,bam,1988404162.0,bam,1909755193.0,bam,bam,1928254052.0,1928254052.0,bam,2035630620.0,bam,1967716434.0,bam,1793868453.0,bam,2409270387.0,bam,bam,,,,,,,,,,,,,,,,,,,,,,,,,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12687137,slurm,,corral-repl,,0,no,1,80,200,Yes,,,1,No,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""pooled""","""0.05""","""false""","[{'src': 'hda', 'id': 34114341}]",0,"[{'__index__': 0, 'name': 'T', 'samples': {'values': [{'src': 'hda', 'id': 34018000}, {'src': 'hda', 'id': 34019382}, {'src': 'hda', 'id': 34019390}, {'src': 'hda', 'id': 34019395}]}}, {'__index__': 1, 'name': 'MT', 'samples': {'values': [{'src': 'hda', 'id': 34019391}, {'src': 'hda', 'id': 34019407}, {'src': 'hda', 'id': 34019410}, {'src': 'hda', 'id': 34019415}, {'src': 'hda', 'id': 34019417}]}}, {'__index__': 2, 'name': 'LL', 'samples': {'values': [{'src': 'hda', 'id': 34019387}, {'src': 'hda', 'id': 34019396}, {'src': 'hda', 'id': 34019397}, {'src': 'hda', 'id': 34019399}, {'src': 'hda', 'id': 34019414}]}}, {'__index__': 3, 'name': 'L', 'samples': {'values': [{'src': 'hda', 'id': 34019386}, {'src': 'hda', 'id': 34019388}, {'src': 'hda', 'id': 34019392}, {'src': 'hda', 'id': 34019400}, {'src': 'hda', 'id': 34019405}]}}, {'__index__': 4, 'name': 'ML', 'samples': {'values': [{'src': 'hda', 'id': 34019381}, {'src': 'hda', 'id': 34019383}, {'src': 'hda', 'id': 34019389}, {'src': 'hda', 'id': 34019393}, {'src': 'hda', 'id': 34019418}]}}, {'__index__': 5, 'name': 'LT', 'samples': {'values': [{'src': 'hda', 'id': 34019385}, {'src': 'hda', 'id': 34019403}, {'src': 'hda', 'id': 34019412}, {'src': 'hda', 'id': 34019416}, {'src': 'hda', 'id': 34031507}]}}]",BAM,"""Yes""","""Yes""","""""","""geometric""","""8""","""true""","""false""",,44245299,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.5,2.2.1.5,,2018-03-04 00:01:08.800563,87738,28165.586066000003
