create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,input2,input2_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input2,parameters.out_format1,parameters.table,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-10-06 08:49:51.511152,slurm_normal,,main_w1_handler1,2461801,10508344,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",220543023,fasta,179100177,fasta,4784003.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21413450,21413457,"""fasta""","""1""",,25524065,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: tranalign100/5.0.0,5.0.0,,2015-10-06 08:50:39.215715,33277,47.704563
