create_time,destination_id,exit_code,handler,history_id,id,imported,info,input_control_file,input_control_file1,input_control_file1_filetype,input_control_file_filetype,input_treatment_file,input_treatment_file1,input_treatment_file1_filetype,input_treatment_file_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.advanced_options.__current_case__,parameters.advanced_options.advanced_options_selector,parameters.bampe,parameters.band_width,parameters.chromInfo,parameters.cutoff_options.__current_case__,parameters.cutoff_options.cutoff_options_selector,parameters.cutoff_options.pvalue,parameters.cutoff_options.qvalue,parameters.dbkey,parameters.effective_genome_size_options.__current_case__,parameters.effective_genome_size_options.effective_genome_size_options_selector,parameters.effective_genome_size_options.gsize,parameters.input_control_file,parameters.input_control_file.values,parameters.input_treatment_file,parameters.input_treatment_file.values,parameters.nomodel_type.__current_case__,parameters.nomodel_type.extsize,parameters.nomodel_type.nomodel_type_selector,parameters.outputs,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-01-09 10:52:35.992179,slurm_normal,,main_w1_handler2,2535516,11429770,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,571813822,571813822,bam,bam,5695502.roundup,slurm,,corral-repl,,,1,off,"""False""","""300""","""/galaxy-repl/localdata/chrom/?.len""",1,qvalue,,0.05,"""?""",4,user_defined,0,,,"""22809026""",,0,,create_model,"[""peaks_bed"", ""summits"", ""bdg""]",,27298835,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20140616.0,2.1.0.20140616.0,,2016-01-09 10:53:22.128195,75177,46.136016000000005
2016-03-02 15:00:04.121321,slurm_normal,,main_w1_handler1,2616201,11994733,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",177698926.0,177698926.0,bam,bam,952893894,952893894,bam,bam,6223390.roundup,slurm,,corral-repl,,,1,off,"""True""","""300""","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""",0,pvalue,0.0,,"""Arabidopsis_thaliana_TAIR10""",4,user_defined,135000000,"""23609540""",,"""23609492""",,0,,create_model,"[""peaks_bed"", ""summits"", ""bdg"", ""html""]",,28699380,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20140616.0,2.1.0.20140616.0,,2016-03-02 15:01:09.635215,79508,65.51389400000001
2016-10-25 19:26:20.325616,slurm_normal,,main_w4_handler0,661172,14172555,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",284205935.0,284205935.0,bam,bam,468415741,468415741,bam,bam,8385256.roundup,slurm,,corral-repl,,,1,off,"""false""","""300""","""/galaxy-repl/localdata/chrom/papHam.len""",1,qvalue,,0.05,"""papHam""",3,93260000,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a6f24cbae2de885e'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ba338e95e8cfb1d8'}]",0,,create_model,"[""peaks_bed"", ""summits"", ""bdg""]",,33877454,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20140616.0,2.1.0.20140616.0,,2016-10-25 19:27:01.993771,15171,41.668155000000006
2016-01-19 14:40:09.306767,slurm_normal,,main_w2_handler1,2570563,11547246,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",474095390.0,474095390.0,bam,bam,504150738,504150738,bam,bam,5814151.roundup,slurm,,corral-repl,,"""8619f640beba11e5a166005056a52a46""",1,off,"""False""","""300""","""/galaxy-repl/localdata/chrom/mm10.len""",1,qvalue,,0.05,"""mm10""",1,2150570000,,"""22957742""",,"""22957740""",,0,,create_model,"[""peaks_bed"", ""summits"", ""bdg""]",,27546569,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20140616.0,2.1.0.20140616.0,,2016-01-19 15:43:38.696060,11726,3809.389293
2016-01-09 10:54:43.262580,slurm_normal,,main_w2_handler0,2535516,11429772,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",679378389.0,679378389.0,bam,bam,571813822,571813822,bam,bam,5695519.roundup,slurm,,corral-repl,,,1,off,"""False""","""300""","""/galaxy-repl/localdata/chrom/rn4.len""",1,qvalue,,0.05,"""rn4""",4,user_defined,3000000000,"""22745763""",,"""22809026""",,0,,create_model,"[""peaks_bed""]",,27298835,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20140616.0,2.1.0.20140616.0,,2016-01-09 10:55:29.978405,75177,46.715825
2016-03-02 15:20:28.687310,slurm_normal,,main_w2_handler1,2616201,11995920,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",39244041.0,39244041.0,bam,bam,952893894,952893894,bam,bam,6223631.roundup,slurm,,corral-repl,,,1,off,"""True""","""300""","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""",0,pvalue,0.0,,"""Arabidopsis_thaliana_TAIR10""",4,user_defined,135000000,"""23606628""",,"""23609492""",,1,100,nomodel,"[""peaks_bed"", ""summits"", ""bdg"", ""html""]",,28699380,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20140616.0,2.1.0.20140616.0,,2016-03-02 15:21:55.956688,79508,87.269378
2016-01-09 10:49:13.929182,slurm_normal,,main_w1_handler0,2535516,11429765,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,571813822,571813822,bam,bam,5695490.roundup,slurm,,corral-repl,,,1,off,"""False""","""300""","""/galaxy-repl/localdata/chrom/?.len""",1,qvalue,,0.05,"""?""",4,user_defined,3000000000,,,"""22809026""",,0,,create_model,"[""peaks_bed""]",,27298835,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20140616.0,2.1.0.20140616.0,,2016-01-09 10:49:53.733187,75177,39.804005000000004
2017-05-02 17:08:42.496938,slurm_normal,,main_w4_handler1,1987500,15727282,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",769228096.0,769228096.0,bam,bam,1126781923,1126781923,bam,bam,9837725.roundup,slurm,,corral-repl,,,1,off,"""false""","""300""","""/galaxy-repl/localdata/chrom/hg19.len""",1,qvalue,,0.05,"""hg19""",0,2451960000,,,"[{'src': 'hda', 'id': 29270887}]",,"[{'src': 'hda', 'id': 29271309}]",1,100,nomodel,"[""peaks_bed"", ""summits"", ""bdg""]",,37703893,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20140616.0,2.1.0.20140616.0,,2017-05-02 17:10:16.726214,42527,94.22927600000001
