create_time,destination_id,exit_code,handler,history_id,id,imported,info,inputFile,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.clipping_action,parameters.clipping_attribute,parameters.dbkey,parameters.include_non_pf_reads,parameters.include_non_primary_alignments,parameters.inputFile,parameters.inputFile.values,parameters.interleave,parameters.output_per_rg,parameters.re_reverse,parameters.read1_max_bases_to_write,parameters.read1_trim,parameters.read2_max_bases_to_write,parameters.read2_trim,parameters.validation_stringency,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-09-29 14:40:04.877527,slurm_normal_16gb,,main_w3_handler1,2625989,13974656,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",35982934159,bam,8193933.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""null""","""null""","""Homo_sapiens_nuHg19_mtrCRS""","""false""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5dba87cff01dae322'}]","""false""","""true""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",,32167947,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2016-09-29 15:48:27.413547,78458,4102.5360200000005
2016-09-29 19:55:23.086336,slurm_normal_16gb,,main_w3_handler0,2836021,13977901,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",35982934159,bam,8197259.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""null""","""null""","""Homo_sapiens_nuHg19_mtrCRS""","""false""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52d6ad2522cb0b6cf'}]","""true""","""true""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",,33289682,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2016-09-29 20:27:02.985056,91112,1899.8987200000001
2016-10-15 05:07:51.371010,slurm_normal,,main_w3_handler1,2855563,14087313,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10679082447,sam,8304067.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""false""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5969744ca1322d4e2'}]","""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",,32509101,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2016-10-15 05:10:27.749944,88997,156.37893400000002
2017-05-04 17:06:56.866966,slurm_normal,,main_w4_handler1,3098357,15750956,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",16403925206,bam,9859620.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""false""","""false""",,"[{'src': 'hda', 'id': 29471767}]","""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",,37637030,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2017-05-04 17:24:06.046699,104881,1029.1797330000002
2016-09-29 19:59:27.844820,slurm_normal_16gb,,main_w4_handler0,2836021,13977925,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",35982934159,bam,8197306.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""null""","""null""","""Homo_sapiens_nuHg19_mtrCRS""","""false""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52d6ad2522cb0b6cf'}]","""true""","""true""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",,33289682,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2016-09-29 20:27:27.336539,91112,1679.491719
2016-04-22 10:40:51.904121,slurm_normal_16gb,,main_w1_handler2,2677536,12566472,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3356477091,bam,6751419.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""null""","""null""","""hg19""","""false""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55b28d824c4a0616b'}]","""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",,29182366,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2016-04-22 10:47:06.101024,64365,374.196903
2016-10-15 04:13:42.444252,slurm_normal,,main_w4_handler0,2855563,14087172,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10679082447,sam,8303947.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""false""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5969744ca1322d4e2'}]","""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",,32509101,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2016-10-15 04:17:17.706353,88997,215.262101
2016-10-15 04:39:14.228226,slurm_normal,,main_w3_handler1,2855563,14087217,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10679082447,sam,8303984.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""false""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5969744ca1322d4e2'}]","""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",,32509101,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2016-10-15 04:41:34.362979,88997,140.13475300000002
2016-07-24 21:41:00.735492,slurm_normal_16gb,,main_w1_handler1,2753433,13481072,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4494798749,bam,7696934.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""null""","""null""","""hg19""","""false""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b521da4f7bd2ed0f2f'}]","""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",,31156802,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2016-07-24 21:50:46.667431,66529,585.931939
2017-05-15 05:59:52.971314,slurm_normal,,main_w3_handler1,2093315,15835177,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5876307393,sam,9936380.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""false""","""false""",,"[{'src': 'hda', 'id': 29596873}]","""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",,37302518,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2017-05-15 06:02:57.620147,31180,184.64883300000002
