create_time,destination_id,exit_code,handler,history_id,id,imported,info,inputFile,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.clipping_action,parameters.clipping_attribute,parameters.dbkey,parameters.include_non_pf_reads,parameters.include_non_primary_alignments,parameters.inputFile,parameters.inputFile.values,parameters.interleave,parameters.output_per_rg,parameters.re_reverse,parameters.read1_max_bases_to_write,parameters.read1_trim,parameters.read2_max_bases_to_write,parameters.read2_trim,parameters.validation_stringency,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-07-23 14:08:46.979409,slurm_normal_16gb,,main_w2_handler1,2753433,13476571,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4494798749,bam,7692210.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""null""","""null""","""hg19""","""false""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b521da4f7bd2ed0f2f'}]","""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",,31156802,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2016-07-23 14:18:03.402149,66529,556.4227400000001
2016-03-04 03:41:09.296560,slurm_normal_16gb,,main_w1_handler0,2619124,12016658,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",13390692979,bam,6246162.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""False""","""False""",23632030,,"""False""","""False""","""True""","""-1""","""0""","""-1""","""0""","""LENIENT""",,27519316,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2016-03-04 03:59:23.229733,9209,1093.9331730000001
2016-02-25 11:34:21.936241,slurm_normal_16gb,,main_w2_handler0,2605700,11938274,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10309706966,bam,6168709.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/phiX.len""","""null""","""null""","""phiX""","""False""","""False""",23470245,,"""False""","""False""","""True""","""-1""","""0""","""-1""","""0""","""LENIENT""",,27519316,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2016-02-25 11:39:57.622087,9209,335.685846
2016-02-26 15:52:16.902273,slurm_normal_16gb,,main_w1_handler2,2605700,11951911,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10309706966,bam,6185269.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/phiX.len""","""null""","""null""","""phiX""","""False""","""False""",23470245,,"""False""","""False""","""True""","""-1""","""0""","""-1""","""0""","""LENIENT""",,27522347,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2016-02-26 15:57:29.361277,9209,312.459004
2016-10-15 04:44:01.400257,slurm_normal,,main_w3_handler0,2855563,14087231,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10679082447,sam,8303990.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""false""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5969744ca1322d4e2'}]","""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",,32509101,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2016-10-15 04:46:22.945430,88997,141.545173
2016-10-15 15:26:38.103928,slurm_normal,,main_w4_handler0,2855502,14088751,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10679082447,sam,8305326.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""false""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55db252d6e52abbdc'}]","""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",,33713553,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2016-10-15 15:39:27.072140,50164,768.968212
2016-10-15 04:53:57.184574,slurm_normal,,main_w4_handler0,2855563,14087292,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10679082447,sam,8304032.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""false""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5969744ca1322d4e2'}]","""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",,32509101,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2016-10-15 04:56:02.105610,88997,124.921036
2016-07-18 21:57:07.436422,slurm_normal_16gb,,main_w1_handler0,2768706,13437140,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",735908017,bam,7648652.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""false""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58984e8ecf9522b2e'}]","""false""","""true""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",,31526483,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2016-07-18 21:59:44.504759,69692,157.068337
2016-09-11 18:55:18.441943,slurm_normal_16gb,,main_w3_handler1,2793202,13825961,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12172433903,bam,8047867.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""false""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b581b8f78d25c70163'}]","""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",,32672812,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2016-09-11 19:11:07.564482,88548,949.1225390000001
2016-10-15 14:57:04.660333,slurm_normal,,main_w3_handler0,2855563,14088617,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10679082447,sam,8305184.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""false""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5969744ca1322d4e2'}]","""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",,33713999,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2016-10-15 15:00:41.599291,88997,216.938958
2016-10-15 04:18:51.944471,slurm_normal,,main_w4_handler0,2855563,14087182,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10679082447,sam,8303953.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""false""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5969744ca1322d4e2'}]","""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",,32509101,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2016-10-15 04:22:27.495334,88997,215.55086300000002
2016-10-15 15:02:33.635046,slurm_normal,,main_w3_handler0,2855563,14088634,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10679082447,sam,8305198.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""false""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5969744ca1322d4e2'}]","""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",,33713999,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2016-10-15 15:04:43.636654,88997,130.001608
2016-04-22 10:43:05.887056,slurm_normal_16gb,,main_w1_handler0,2677536,12566493,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4759151369,bam,6751531.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""null""","""null""","""hg19""","""false""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54d6b408a840d55c5'}]","""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",,29182366,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2016-04-22 10:53:36.944477,64365,631.0574210000001
2017-05-15 05:59:26.197175,slurm_normal,,main_w4_handler1,2093315,15835172,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5876307393,sam,9936375.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""false""","""false""",,"[{'src': 'hda', 'id': 29596873}]","""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",,37302518,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2017-05-15 06:03:02.000383,31180,215.803208
2016-04-15 06:30:05.988031,slurm_normal_16gb,,main_w2_handler0,2619417,12461959,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4911364439,bam,6656922.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""false""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fccc0b69dcf12389'}]","""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",,29492447,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2016-04-15 06:40:55.942286,53861,649.954255
2016-05-02 16:44:42.861383,slurm_normal_16gb,,main_w2_handler1,2616603,12735380,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12163994545,bam,6934239.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""false""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51648b958f19c9def'}]","""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""SILENT""",,28709359,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2016-05-02 16:54:39.987613,79549,597.1262300000001
2016-07-19 23:00:42.094253,slurm_normal_16gb,,main_w1_handler1,2769141,13448300,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9654330307,bam,7660906.roundup,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/hg19_rCRS_pUC18_phiX174.len""","""null""","""null""","""hg19_rCRS_pUC18_phiX174""","""false""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c1dcdddcf4b29bbb'}]","""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",,31546639,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2016-07-19 23:20:09.423059,87492,1167.328806
2016-05-02 16:06:41.994689,slurm_normal_16gb,,main_w1_handler2,2616603,12734980,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12163994545,bam,6933561.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""false""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51648b958f19c9def'}]","""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",,28709359,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2016-05-02 16:15:46.883646,79549,544.888957
2016-04-22 10:39:09.418152,slurm_normal_16gb,,main_w1_handler0,2677536,12566445,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3356477091,bam,6751369.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""null""","""null""","""hg19""","""false""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55b28d824c4a0616b'}]","""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",,29182366,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2016-04-22 10:47:28.039704,64365,498.621552
2016-10-15 04:32:33.774696,slurm_normal,,main_w3_handler0,2855563,14087202,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10679082447,sam,8303971.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""false""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5969744ca1322d4e2'}]","""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",,32509101,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2016-10-15 04:34:54.663229,88997,140.888533
2016-07-23 15:39:21.104090,slurm_normal_16gb,,main_w1_handler0,2753433,13476947,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4494798749,bam,7692459.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""null""","""null""","""hg19""","""false""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b521da4f7bd2ed0f2f'}]","""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",,31156802,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2016-07-23 15:48:06.337508,66529,525.233418
2017-05-18 07:37:44.999491,slurm_normal,,main_w4_handler1,3111290,15876531,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",784924381,bam,9976466.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""false""","""false""",,"[{'src': 'hda', 'id': 29645461}]","""false""","""false""","""false""","""-1""","""0""","""-1""","""0""","""LENIENT""",,38029899,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.136.0,1.136.0,,2017-05-18 07:41:32.281664,105842,227.282173
