create_time,destination_id,exit_code,handler,history_id,id,imported,info,inputFile,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.assume_sorted,parameters.barcode_tag,parameters.chromInfo,parameters.comments,parameters.dbkey,parameters.duplicate_scoring_strategy,parameters.inputFile.values,parameters.optical_duplicate_pixel_distance,parameters.read_name_regex,parameters.remove_duplicates,parameters.validation_stringency,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-09-06 09:20:30.479173,slurm_normal,,main_w4_handler0,3243917,16744663,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6725498031,bam,10823205.roundup,slurm,,corral-repl,,"""4914513c92e411e78e70005056ba2773""","""true""","""""","""/galaxy-repl/localdata/chrom/mm9.len""",[],"""mm9""","""SUM_OF_BASE_QUALITIES""","[{'src': 'hda', 'id': 31120783}]","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""true""","""LENIENT""",,,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicates/2.7.1.1,2.7.1.1,,2017-09-07 02:28:03.378398,81721,61652.899225
2017-12-08 08:39:06.785943,slurm_normal,,main_w4_handler1,3342568,17744484,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1554278324,bam,11810919,slurm,,corral-repl,,,"""true""","""""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""",[],"""mm9""","""SUM_OF_BASE_QUALITIES""","[{'src': 'hda', 'id': 32813040}]","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""true""","""LENIENT""",,42534041.0,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicates/2.7.1.1,2.7.1.1,,2017-12-08 08:44:45.738308,93619,338.95236500000004
2017-06-05 12:10:36.836964,slurm_normal,,main_w4_handler0,3139156,16015442,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",29636631631,bam,10108046.roundup,slurm,,corral-repl,,,"""true""","""""","""/galaxy-repl/localdata/chrom/?.len""",[],"""?""","""SUM_OF_BASE_QUALITIES""","[{'src': 'hda', 'id': 29882354}]","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""false""","""LENIENT""",,38175230.0,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicates/2.7.1.1,2.7.1.1,,2017-06-05 13:32:12.206494,104814,4895.36953
2017-08-31 17:38:27.807838,slurm_normal,,main_w4_handler0,3237123,16705393,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3274605042,bam,10780040.roundup,slurm,,corral-repl,,,"""true""","""""","""/galaxy-repl/localdata/chrom/?.len""",[],"""?""","""SUM_OF_BASE_QUALITIES""","[{'src': 'hda', 'id': 31063500}]","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""false""","""LENIENT""",,40124901.0,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicates/2.7.1.1,2.7.1.1,,2017-08-31 22:12:09.416958,64743,16421.60912
2017-08-31 19:20:18.545883,slurm_normal,,main_w4_handler1,3239195,16706293,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1702088255,bam,10780825.roundup,slurm,,corral-repl,,"""6647d3d08e8111e7a4a0005056ba2773""","""true""","""""","""/galaxy-repl/localdata/chrom/mm10.len""",[],"""mm10""","""SUM_OF_BASE_QUALITIES""","[{'src': 'hda', 'id': 31065476}]","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""true""","""LENIENT""",,,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicates/2.7.1.1,2.7.1.1,,2017-09-01 00:07:15.627048,31580,17217.081165
2017-09-08 11:08:31.801533,slurm_normal,,main_w4_handler1,3243917,16770445,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6767468406,bam,10837884.roundup,slurm,,corral-repl,,,"""true""","""""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""",[],"""mm9""","""SUM_OF_BASE_QUALITIES""","[{'src': 'hda', 'id': 31155948}]","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""true""","""LENIENT""",,40297082.0,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicates/2.7.1.1,2.7.1.1,,2017-09-08 11:21:30.315754,81721,778.514221
2018-02-15 18:50:27.030311,slurm_normal,,main_w4_handler0,3417543,18401345,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8618115726,bam,12490371,slurm,,corral-repl,,,"""true""","""""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""",[],"""hg19""","""SUM_OF_BASE_QUALITIES""","[{'src': 'hda', 'id': 33882972}]","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""true""","""LENIENT""",,43728543.0,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicates/2.7.1.1,2.7.1.1,,2018-02-16 01:33:08.835191,93750,24161.804880000003
2017-06-05 02:29:27.480364,slurm_normal,,main_w3_handler0,3139156,16011957,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",29636631631,bam,10104846.roundup,slurm,,corral-repl,,,"""true""","""""","""/galaxy-repl/localdata/chrom/?.len""",[],"""?""","""SUM_OF_BASE_QUALITIES""","[{'src': 'hda', 'id': 29882354}]","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""false""","""LENIENT""",,38175230.0,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicates/2.7.1.1,2.7.1.1,,2017-06-05 02:57:16.587502,104814,1669.107138
2017-08-29 20:26:18.801292,slurm_normal,,main_w3_handler1,3235791,16687270,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3718142396,bam,10759866.roundup,slurm,,corral-repl,,,"""true""","""""","""/galaxy-repl/localdata/chrom/hg38.len""",[],"""hg38""","""SUM_OF_BASE_QUALITIES""","[{'src': 'hda', 'id': 31022423}]","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""false""","""LENIENT""",,40124901.0,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicates/2.7.1.1,2.7.1.1,,2017-08-29 21:11:10.666450,64743,2691.865158
2017-08-31 17:38:27.992899,slurm_normal,,main_w3_handler1,3237123,16705394,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3699061671,bam,10780123.roundup,slurm,,corral-repl,,,"""true""","""""","""/galaxy-repl/localdata/chrom/?.len""",[],"""?""","""SUM_OF_BASE_QUALITIES""","[{'src': 'hda', 'id': 31063501}]","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""false""","""LENIENT""",,40124901.0,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicates/2.7.1.1,2.7.1.1,,2017-08-31 22:42:26.432234,64743,18238.439335000003
