create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.std_scores,parameters.x_cols,parameters.x_scale,parameters.y_cols,parameters.y_scale,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-01-30 15:49:10.886994,rodeo_normal,,main_w1_handler0,2107480,8639036,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1880824138,tabular,2597022.roundup,slurm,,corral-repl,,"""/galaxy-repl/main/files/010/265/dataset_10265393.dat""","""trypanosoma_v5.1""",18352574,"""no""","[""2""]","""none""","[""3""]","""none""",,19892064,error,toolshed.g2.bx.psu.edu/repos/devteam/canonical_correlation_analysis/cca1/1.0.0,1.0.0,,2015-01-30 15:58:18.156805,55442,547.269811
