create_time,destination_id,exit_code,handler,history_id,id,imported,info,inputA,inputA_filetype,inputB,inputB_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.inputA.values,parameters.inputB.values,parameters.overlap,parameters.removeIfOverlap,parameters.strand,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-02-01 17:11:35.029572,slurm_normal,,main_w4_handler1,2974513,14925587,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7230695637,bed,5558854113,bed,9081680.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 28168888}]","[{'src': 'hda', 'id': 28168892}]","""1e-08""","""-A""","""""",,35742688,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2017-02-01 17:20:32.689189,99095,537.659617
2016-10-05 08:00:01.367686,slurm_normal,,main_w4_handler0,2820031,14010690,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10536026889,bed,9762384185,bed,8229135.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5f79ee9a092c61338'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b57947b682aef73ff3'}]","""1e-09""","""""","""""",,32970716,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-10-05 08:04:17.616737,55734,256.249051
2016-11-25 12:50:00.673258,slurm_normal,,main_w4_handler0,2869718,14430557,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6848972,bed,2182436543,bed,8631963.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27407314}]","[{'src': 'hda', 'id': 27408712}]","""1e-09""","""-A""","""""",,33452524,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-11-25 12:54:42.157818,12752,281.48456000000004
2016-11-24 10:27:40.996325,slurm_normal,,main_w3_handler1,2869718,14423820,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4172654,bed,19291092924,bed,8626965.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27397435}]","[{'src': 'hda', 'id': 27004520}]","""1e-09""","""-A""","""""",,33452524,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-11-24 10:28:45.152120,12752,64.155795
2016-11-24 10:50:47.346605,slurm_normal,,main_w4_handler0,2869718,14423993,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4172654,bed,19289997231,bed,8627186.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27397435}]","[{'src': 'hda', 'id': 27398058}]","""1e-09""","""-A""","""""",,33452524,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-11-24 11:03:49.303955,12752,781.95735
2016-11-25 11:50:35.534410,slurm_normal,,main_w4_handler0,2869718,14430046,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6848972,bed,1367529281,bed,8631530.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27407314}]","[{'src': 'hda', 'id': 27407444}]","""1e-09""","""-A""","""""",,33452524,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-11-25 11:51:27.395702,12752,51.861292000000006
2017-02-01 21:06:21.098368,slurm_normal,,main_w4_handler1,2974513,14927527,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7230695637,bed,5558854113,bed,9083949.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 28168888}]","[{'src': 'hda', 'id': 28168892}]","""1e-08""","""-A""","""""",,35748328,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2017-02-01 21:07:26.527051,99095,65.428683
2016-07-28 16:28:55.344048,slurm_normal,,main_w2_handler1,2772444,13517292,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",424961529,bed,2311997672,bed,7732799.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5754a845d9450539f'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5722b5698f92a6203'}]","""1e-09""","""""","""""",,31570927,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-07-28 16:58:28.462870,87575,1773.1188220000001
2016-06-30 16:04:30.015731,slurm_normal,,main_w2_handler1,2728441,13297739,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1675420475,bed,1240395366,bed,7499477.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5d8b3eb9fbcebec79'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5d99c9e46bb126cee'}]","""1e-09""","""""","""""",,30649763,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-06-30 16:06:09.997505,56565,99.981774
2017-02-01 16:58:01.686921,slurm_normal,,main_w4_handler1,2974513,14925467,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7230695637,bed,5558854113,bed,9081630.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 28168888}]","[{'src': 'hda', 'id': 28168892}]","""3e-09""","""""","""""",,35742688,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2017-02-01 17:11:50.115896,99095,828.428975
2016-11-25 11:06:48.208977,slurm_normal,,main_w4_handler0,2869718,14429690,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6848972,bed,1367529281,bed,8631400.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27407314}]","[{'src': 'hda', 'id': 27407444}]","""1e-09""","""-A""","""""",,33452524,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-11-25 11:29:04.408922,12752,1336.199945
2016-11-25 12:14:32.574702,slurm_normal,,main_w4_handler0,2869718,14430253,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6848972,bed,8681535130,bed,8631751.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27407314}]","[{'src': 'hda', 'id': 27408399}]","""1e-09""","""-A""","""""",,33452524,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-11-25 12:27:52.269998,12752,799.6952960000001
2017-02-01 21:25:20.668181,slurm_normal,,main_w3_handler1,2974513,14927649,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7230695637,bed,5558854113,bed,9084108.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 28168888}]","[{'src': 'hda', 'id': 28168892}]","""1e-08""","""-A""","""""",,35748328,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2017-02-01 21:25:56.289678,99095,35.621497000000005
2016-11-25 12:55:21.075006,slurm_normal,,main_w3_handler0,2869718,14430620,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6848972,bed,2182436543,bed,8631981.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27407314}]","[{'src': 'hda', 'id': 27408712}]","""1e-09""","""-A""","""""",,33452524,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-11-25 12:55:57.651336,12752,36.576330000000006
2016-11-24 10:44:05.522475,slurm_normal,,main_w4_handler0,2869718,14423920,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4172654,bed,19291092924,bed,8627053.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27397435}]","[{'src': 'hda', 'id': 27004520}]","""1e-09""","""-A""","""""",,33452524,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-11-24 10:44:41.547329,12752,36.024854000000005
2016-11-25 11:06:56.734127,slurm_normal,,main_w4_handler1,2869718,14429706,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6848972,bed,8681535130,bed,8631420.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27407314}]","[{'src': 'hda', 'id': 27407477}]","""1e-09""","""-A""","""""",,33452524,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.24.0,2.24.0,,2016-11-25 11:32:19.430559,12752,1522.6964320000002
