create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.format,parameters.pdf,parameters.samples,runner_name,samples_0|bamcontrol,samples_0|bamcontrol_filetype,samples_0|bamreads,samples_0|bamreads_filetype,samples_0|peaks,samples_0|peaks_filetype,samples_1|bamcontrol,samples_1|bamcontrol_filetype,samples_1|bamreads,samples_1|bamreads_filetype,samples_1|peaks,samples_1|peaks_filetype,samples_2|bamcontrol,samples_2|bamcontrol_filetype,samples_2|bamreads,samples_2|bamreads_filetype,samples_2|peaks,samples_2|peaks_filetype,samples_3|bamcontrol,samples_3|bamcontrol_filetype,samples_3|bamreads,samples_3|bamreads_filetype,samples_3|peaks,samples_3|peaks_filetype,samples_4|bamcontrol,samples_4|bamcontrol_filetype,samples_4|bamreads,samples_4|bamreads_filetype,samples_4|peaks,samples_4|peaks_filetype,samples_5|bamcontrol,samples_5|bamcontrol_filetype,samples_5|bamreads,samples_5|bamreads_filetype,samples_5|peaks,samples_5|peaks_filetype,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-06-07 00:19:44.463438,slurm_normal,,main_w1_handler0,2728365,13090695,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7274876.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""bed""","""true""","[{""bamcontrol"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b50ea2f9c9a893c4b6""}]}, ""peaks"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5bccedd729cefb2ef""}]}, ""sample_id"": ""siCon1"", ""tissue"": ""ECs"", ""replicate"": ""1"", ""factor"": ""Notch1"", ""__index__"": 0, ""condition"": ""siControl"", ""bamreads"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5dc77ab4be79cc045""}]}}, {""bamcontrol"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b57c80853bbee73102""}]}, ""peaks"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b562e3fdb01ec22bfc""}]}, ""sample_id"": ""siCon2"", ""tissue"": ""ECs"", ""replicate"": ""1"", ""factor"": ""Notch1"", ""__index__"": 1, ""condition"": ""Condition"", ""bamreads"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5f13a02c4e8862db3""}]}}, {""bamcontrol"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b51fb1157a18001d91""}]}, ""peaks"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5bc37f0ffcbba33c1""}]}, ""sample_id"": ""siP3-1"", ""tissue"": ""ECs"", ""replicate"": ""1"", ""factor"": ""Notch1"", ""__index__"": 2, ""condition"": ""siPFKFB3"", ""bamreads"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b54055a7bdd2028703""}]}}, {""bamcontrol"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5308058dfdd428ea6""}]}, ""peaks"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5bb9a221471f38403""}]}, ""sample_id"": ""siP3-2"", ""tissue"": ""ECs"", ""replicate"": ""1"", ""factor"": ""Notch1"", ""__index__"": 3, ""condition"": ""siPFKFB3"", ""bamreads"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5c2611f3a15de8de3""}]}}]",,10146198032,bam,7998215982,bam,1342373695,bed,8693579393,bam,7228135437,bam,2181335654,bed,8962586624.0,bam,6671977872.0,bam,1589205068.0,bed,9596732205.0,bam,7333611016.0,bam,1616085031.0,bed,,,,,,,,,,,,,30647447,error,toolshed.g2.bx.psu.edu/repos/bgruening/diffbind/diffbind/2.0.2,2.0.2,,2016-06-07 01:31:14.757221,85504,4290.293783
2017-03-06 21:08:25.616269,slurm_normal,,main_w3_handler1,3015872,15223846,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9372702.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""bed""","""true""","[{""bamcontrol"": {""values"": [{""src"": ""hda"", ""id"": 28582216}]}, ""peaks"": {""values"": [{""src"": ""hda"", ""id"": 28644956}]}, ""sample_id"": ""612155"", ""tissue"": ""K562"", ""replicate"": ""1"", ""factor"": ""NF90"", ""__index__"": 0, ""condition"": ""Condition"", ""bamreads"": {""values"": [{""src"": ""hda"", ""id"": 28579853}]}}, {""bamcontrol"": {""values"": [{""src"": ""hda"", ""id"": 28582214}]}, ""peaks"": {""values"": [{""src"": ""hda"", ""id"": 28644957}]}, ""sample_id"": ""612155"", ""tissue"": ""K562"", ""replicate"": ""2"", ""factor"": ""NF90"", ""__index__"": 1, ""condition"": ""Condition"", ""bamreads"": {""values"": [{""src"": ""hda"", ""id"": 28579855}]}}]",,4545480669,bam,2489147246,bam,3067402928,bed,4629688293,bam,2581583387,bam,3213415744,bed,,,,,,,,,,,,,,,,,,,,,,,,,36379461,error,toolshed.g2.bx.psu.edu/repos/bgruening/diffbind/diffbind/2.0.2,2.0.2,,2017-03-06 22:01:33.463413,101168,3187.8471440000003
2016-06-07 02:22:16.494953,slurm_normal,,main_w2_handler1,2728365,13091163,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7275287.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""bed""","""true""","[{""bamcontrol"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b50ea2f9c9a893c4b6""}]}, ""peaks"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5bccedd729cefb2ef""}]}, ""sample_id"": ""siCon1"", ""tissue"": ""ECs"", ""replicate"": ""1"", ""factor"": ""Notch1"", ""__index__"": 0, ""condition"": ""siControl"", ""bamreads"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5dc77ab4be79cc045""}]}}, {""bamcontrol"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b57c80853bbee73102""}]}, ""peaks"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b562e3fdb01ec22bfc""}]}, ""sample_id"": ""siCon2"", ""tissue"": ""ECs"", ""replicate"": ""2"", ""factor"": ""Notch1"", ""__index__"": 1, ""condition"": ""siControl"", ""bamreads"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5f13a02c4e8862db3""}]}}, {""bamcontrol"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b51fb1157a18001d91""}]}, ""peaks"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5bc37f0ffcbba33c1""}]}, ""sample_id"": ""siP-1"", ""tissue"": ""ECs"", ""replicate"": ""1"", ""factor"": ""Notch1"", ""__index__"": 2, ""condition"": ""siPFKFB3"", ""bamreads"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b54055a7bdd2028703""}]}}, {""bamcontrol"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5308058dfdd428ea6""}]}, ""peaks"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5bb9a221471f38403""}]}, ""sample_id"": ""siP-2"", ""tissue"": ""ECs"", ""replicate"": ""2"", ""factor"": ""Notch1"", ""__index__"": 3, ""condition"": ""siPFKFB3"", ""bamreads"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5c2611f3a15de8de3""}]}}]",,10146198032,bam,7998215982,bam,1342373695,bed,8693579393,bam,7228135437,bam,2181335654,bed,8962586624.0,bam,6671977872.0,bam,1589205068.0,bed,9596732205.0,bam,7333611016.0,bam,1616085031.0,bed,,,,,,,,,,,,,30690280,error,toolshed.g2.bx.psu.edu/repos/bgruening/diffbind/diffbind/2.0.2,2.0.2,,2016-06-07 03:07:32.297586,85504,2715.8026330000002
2016-03-08 00:36:34.605775,slurm_normal,,main_w2_handler1,2617088,12062871,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6285878.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""bed""","""True""","[{""bamcontrol"": 23698456, ""peaks"": 23729306, ""sample_id"": ""Sample ID"", ""tissue"": ""Tissue"", ""replicate"": ""1"", ""factor"": ""Factor Name"", ""__index__"": 0, ""condition"": ""Condition"", ""bamreads"": 23697369}, {""bamcontrol"": 23698456, ""peaks"": 23729307, ""sample_id"": ""Sample ID"", ""tissue"": ""Tissue"", ""replicate"": ""1"", ""factor"": ""Factor Name"", ""__index__"": 1, ""condition"": ""Condition"", ""bamreads"": 23697378}]",,164569698,bam,2124193180,bam,2659513979,bed,164569698,bam,1905317088,bam,4357860711,bed,,,,,,,,,,,,,,,,,,,,,,,,,28719198,error,toolshed.g2.bx.psu.edu/repos/bgruening/diffbind/diffbind/2.0.2,2.0.2,,2016-03-08 02:01:58.237893,19259,5123.632118
2016-06-12 21:52:05.193251,slurm_normal,,main_w2_handler1,2735444,13143277,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7328071.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bed""","""true""","[{""bamcontrol"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b51df6239ad85fed06""}]}, ""peaks"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b594b4a3c9bbcd0aaa""}]}, ""sample_id"": ""Sample ID"", ""tissue"": ""Tissue"", ""replicate"": ""1"", ""factor"": ""Factor Name"", ""__index__"": 0, ""condition"": ""Condition"", ""bamreads"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b51df6239ad85fed06""}]}}, {""bamcontrol"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5cdc722229f8bea36""}]}, ""peaks"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b59636d976fa81ac5f""}]}, ""sample_id"": ""Sample ID"", ""tissue"": ""Tissue"", ""replicate"": ""1"", ""factor"": ""Factor Name"", ""__index__"": 1, ""condition"": ""Condition"", ""bamreads"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5d95796a035449c67""}]}}]",,4441061657,bam,4441061657,bam,1710646456,bed,3226681047,bam,1825143734,bam,49968,bed,,,,,,,,,,,,,,,,,,,,,,,,,30592499,error,toolshed.g2.bx.psu.edu/repos/bgruening/diffbind/diffbind/2.0.2,2.0.2,,2016-06-12 22:27:49.440091,62141,2144.2468400000002
2016-02-11 20:34:08.777011,slurm_normal,,main_w2_handler1,2529237,11795176,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6048920.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bed""","""True""","[{""bamcontrol"": 22993145, ""peaks"": 23284952, ""sample_id"": ""790"", ""tissue"": ""t cell"", ""replicate"": ""1"", ""factor"": ""CTCF"", ""__index__"": 0, ""condition"": ""LowIL2"", ""bamreads"": 22992683}, {""bamcontrol"": 22994096, ""peaks"": 23284956, ""sample_id"": ""792"", ""tissue"": ""t cell"", ""replicate"": ""1"", ""factor"": ""CTCF"", ""__index__"": 1, ""condition"": ""LowIL2+KG"", ""bamreads"": 22994081}]",,1331413154,bam,1020297721,bam,1455392102,bed,1188220765,bam,904047447,bam,1265524218,bed,,,,,,,,,,,,,,,,,,,,,,,,,28264722,error,toolshed.g2.bx.psu.edu/repos/bgruening/diffbind/diffbind/2.0.2,2.0.2,,2016-02-11 20:55:43.341897,74818,1294.5648860000001
2016-03-07 12:33:21.422181,slurm_normal,,main_w1_handler0,2617088,12051349,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6277775.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""bed""","""True""","[{""bamcontrol"": 23705612, ""peaks"": 23714620, ""sample_id"": ""Sample ID"", ""tissue"": ""Tissue"", ""replicate"": ""1"", ""factor"": ""Factor Name"", ""__index__"": 0, ""condition"": ""Condition"", ""bamreads"": 23705608}, {""bamcontrol"": 23705611, ""peaks"": 23714621, ""sample_id"": ""Sample ID"", ""tissue"": ""Tissue"", ""replicate"": ""1"", ""factor"": ""Factor Name"", ""__index__"": 1, ""condition"": ""Condition"", ""bamreads"": 23705610}]",,162607564,bam,1684338247,bam,3633180862,bed,1673791361,bam,162607564,bam,358386558,bed,,,,,,,,,,,,,,,,,,,,,,,,,28719198,error,toolshed.g2.bx.psu.edu/repos/bgruening/diffbind/diffbind/2.0.2,2.0.2,,2016-03-07 13:34:42.805341,19259,3681.3831600000003
2016-02-10 19:37:32.640545,slurm_normal,,main_w1_handler2,2529237,11781064,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6034854.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bed""","""True""","[{""bamcontrol"": 22993145, ""peaks"": 23284952, ""sample_id"": ""790"", ""tissue"": ""leukocyte"", ""replicate"": ""1"", ""factor"": ""CTCF"", ""__index__"": 0, ""condition"": ""LowIL-2"", ""bamreads"": 22992683}, {""bamcontrol"": 23049281, ""peaks"": 23284954, ""sample_id"": ""333"", ""tissue"": ""leukocyte"", ""replicate"": ""2"", ""factor"": ""CTCF"", ""__index__"": 1, ""condition"": ""LowIL-2"", ""bamreads"": 23048945}, {""bamcontrol"": 22994096, ""peaks"": 23284956, ""sample_id"": ""792"", ""tissue"": ""leukocyte"", ""replicate"": ""1"", ""factor"": ""CTCF"", ""__index__"": 2, ""condition"": ""LowIL-2alphaKG"", ""bamreads"": 22994081}, {""bamcontrol"": 23049401, ""peaks"": 23284957, ""sample_id"": ""332"", ""tissue"": ""leukocyte"", ""replicate"": ""2"", ""factor"": ""CTCF"", ""__index__"": 3, ""condition"": ""LowIL-2alphaKG"", ""bamreads"": 23049395}]",,1331413154,bam,1020297721,bam,1455392102,bed,2568824386,bam,1865554349,bam,2913432034,bed,1188220765.0,bam,904047447.0,bam,1265524218.0,bed,2529054534.0,bam,1893155662.0,bam,2833627537.0,bed,,,,,,,,,,,,,28264722,error,toolshed.g2.bx.psu.edu/repos/bgruening/diffbind/diffbind/2.0.2,2.0.2,,2016-02-10 20:40:05.868338,74818,3753.227793
2016-03-08 15:59:14.649280,slurm_normal,,main_w1_handler0,2617088,12070888,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6295058.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""bed""","""True""","[{""bamcontrol"": 23740514, ""peaks"": 23741047, ""sample_id"": ""Sample ID"", ""tissue"": ""Tissue"", ""replicate"": ""1"", ""factor"": ""Factor Name"", ""__index__"": 0, ""condition"": ""Condition"", ""bamreads"": 23697369}, {""bamcontrol"": 23740964, ""peaks"": 23737058, ""sample_id"": ""Sample ID"", ""tissue"": ""Tissue"", ""replicate"": ""1"", ""factor"": ""Factor Name"", ""__index__"": 1, ""condition"": ""Condition"", ""bamreads"": 23735229}]",,1469409049,bam,2124193180,bam,1701344741,bed,1439725803,bam,1905317144,bam,6847560,bed,,,,,,,,,,,,,,,,,,,,,,,,,28719198,error,toolshed.g2.bx.psu.edu/repos/bgruening/diffbind/diffbind/2.0.2,2.0.2,,2016-03-08 16:43:24.703801,19259,2650.054521
2016-09-22 19:49:52.486467,slurm_normal,,main_w3_handler1,2799370,13920172,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8142282.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/rn6.len""","""rn6""","""bed""","""true""","[{""bamcontrol"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5dee00e89f361da78""}]}, ""peaks"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b58aae683044fb9ce6""}]}, ""sample_id"": ""Sample ID"", ""tissue"": ""Tissue"", ""replicate"": ""1"", ""factor"": ""Factor Name"", ""__index__"": 0, ""condition"": ""Condition"", ""bamreads"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5badde5406d5099c7""}]}}, {""bamcontrol"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b52dda1de5a0acae01""}]}, ""peaks"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b552fea9f1c0f95090""}]}, ""sample_id"": ""Sample ID"", ""tissue"": ""Tissue"", ""replicate"": ""1"", ""factor"": ""Factor Name"", ""__index__"": 1, ""condition"": ""Condition"", ""bamreads"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5462acb6f0c224d8d""}]}}]",,237896261,bam,274128204,bam,177263655,bed,225287726,bam,246117010,bam,230432663,bed,,,,,,,,,,,,,,,,,,,,,,,,,31486278,error,toolshed.g2.bx.psu.edu/repos/bgruening/diffbind/diffbind/2.0.2,2.0.2,,2016-09-22 20:08:10.066237,17286,1097.57977
