create_time,destination_id,exit_code,handler,history_id,id,imported,infile,infile_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.clustering_mode.__current_case__,parameters.clustering_mode.clustering_mode_select,parameters.cons_truncate,parameters.dbkey,parameters.id,parameters.iddef,parameters.infile,parameters.maxaccepts,parameters.maxrejects,parameters.outputs,parameters.qmask,parameters.sizein,parameters.sizeout,parameters.strand,parameters.uc,parameters.usersort,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-02-22 17:33:37.956424,slurm_normal,,main_w2_handler0,2604489,11901623,False,4441528668,fasta,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6140974.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""",1,cluster_smallmem,"""False""","""hg19""","""0.9""","""2""",23460043,"""1""","""32""","[""--blast6out""]","""none""","""True""","""True""","""plus""","""False""","""True""",,28104360,error,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_clustering/1.1.3.2,1.1.3.2,,2016-02-22 21:37:47.200514,77870,14649.24409
