bed_data,bed_data_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.bed_data,parameters.bed_data.values,parameters.chromInfo,parameters.dbkey,parameters.input,parameters.input.values,parameters.key_option,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2459505377,bed,2015-07-10 15:20:04.788774,slurm_normal,,main_w1_handler2,2371804,9831221,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",511448511,vcf,4129592.roundup,slurm,,corral-repl,,"""1dffe942271711e5947e005056a52a46""",20296349,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20296506,,"""SR_homopolymer_3to5""",,23676452,error,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotate/vcfannotate/0.0.3,0.0.3,,2015-07-10 16:09:08.134283,64907,2943.345509
2459505377,bed,2015-07-10 15:21:46.197390,slurm_normal,,main_w2_handler0,2371804,9831296,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7446422,vcf,4129658.roundup,slurm,,corral-repl,,"""57538a64271711e5947e005056a52a46""",20296349,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20296587,,"""SR_homopolymer_3to5""",,23676452,error,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotate/vcfannotate/0.0.3,0.0.3,,2015-07-10 16:12:42.090135,64907,3055.892745
2853835353,bed,2016-03-22 03:36:21.070145,slurm_normal,,main_w2_handler1,2079717,12222361,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",193846,vcf,6434779.roundup,slurm,,corral-repl,,,23970406,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",23969060,,"""BED-features""",,28848263,error,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotate/vcfannotate/0.0.3,0.0.3,,2016-03-22 03:39:07.319849,54037,166.249704
2459505377,bed,2015-07-10 15:22:20.142815,slurm_normal,,main_w1_handler1,2371804,9831321,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2995356,vcf,4129730.roundup,slurm,,corral-repl,,"""6c3d2f2a271711e5947e005056a52a46""",20296349,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20296612,,"""SR_homopolymer_3to5""",,23676452,error,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotate/vcfannotate/0.0.3,0.0.3,,2015-07-10 16:16:00.724334,64907,3220.5815190000003
2459505377,bed,2015-07-10 15:23:58.018621,slurm_normal,,main_w1_handler0,2371804,9831390,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",54937742,vcf,4129683.roundup,slurm,,corral-repl,,"""a721d3fc271711e5947e005056a52a46""",20296349,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20296710,,"""SR_homopolymer_3to5""",,23676452,error,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotate/vcfannotate/0.0.3,0.0.3,,2015-07-10 16:13:47.756241,64907,2989.7376200000003
2459505377,bed,2015-07-10 15:21:08.033818,slurm_normal,,main_w1_handler0,2371804,9831274,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",56000184,vcf,4129479.roundup,slurm,,corral-repl,,"""4253744e271711e5947e005056a52a46""",20296349,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20296565,,"""SR_homopolymer_3to5""",,23676452,error,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotate/vcfannotate/0.0.3,0.0.3,,2015-07-10 16:02:50.855219,64907,2502.821401
2853835353,bed,2016-03-22 03:39:47.855369,slurm_normal,,main_w2_handler0,2079717,12222364,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",193846,vcf,6434817.roundup,slurm,,corral-repl,,,23970406,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",23969060,,"""BED-features""",,28848263,error,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotate/vcfannotate/0.0.3,0.0.3,,2016-03-22 03:44:44.650676,54037,296.79530700000004
2459505377,bed,2015-07-10 15:23:24.940789,slurm_normal,,main_w1_handler1,2371804,9831365,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",60754293,vcf,4129701.roundup,slurm,,corral-repl,,"""92f500ca271711e5947e005056a52a46""",20296349,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20296677,,"""SR_homopolymer_3to5""",,23676452,error,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotate/vcfannotate/0.0.3,0.0.3,,2015-07-10 16:15:28.475680,64907,3123.5348910000002
2459505377,bed,2015-07-10 15:22:50.920232,slurm_normal,,main_w1_handler0,2371804,9831342,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",16578313,vcf,4129621.roundup,slurm,,corral-repl,,"""7ff0e318271711e5947e005056a52a46""",20296349,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20296633,,"""SR_homopolymer_3to5""",,23676452,error,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotate/vcfannotate/0.0.3,0.0.3,,2015-07-10 16:11:05.531779,64907,2894.611547
2459505377,bed,2015-07-10 15:20:39.852367,slurm_normal,,main_w1_handler1,2371804,9831243,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",65502393,vcf,4129579.roundup,slurm,,corral-repl,,"""31011e30271711e5947e005056a52a46""",20296349,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20296528,,"""SR_homopolymer_3to5""",,23676452,error,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotate/vcfannotate/0.0.3,0.0.3,,2015-07-10 16:07:57.628202,64907,2837.7758350000004
2583883906,bed,2016-06-01 20:51:37.595247,slurm_normal,,main_w1_handler1,2723672,13044083,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2286114950,vcf,7224031.roundup,slurm,,corral-repl,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b552f8c70b1dd9b477'}]","""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d053e6572d0ed5db'}]","""BED-features""",,30514304,error,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotate/vcfannotate/0.0.3,0.0.3,,2016-06-01 20:54:03.636176,5573,146.040929
2459505377,bed,2015-07-10 21:08:58.260224,slurm_normal,,main_w1_handler0,2371804,9835243,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3275666,vcf,4132736.roundup,slurm,,corral-repl,,,20296349,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20298366,,"""homop_3to5""",,23676452,error,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotate/vcfannotate/0.0.3,0.0.3,,2015-07-10 21:14:32.839599,64907,334.579375
2459505377,bed,2015-07-10 15:19:07.433265,slurm_normal,,main_w1_handler1,2371804,9831154,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",562714563,vcf,4129536.roundup,slurm,,corral-repl,,"""fb81815a271611e5947e005056a52a46""",20296349,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20296438,,"""SR_homopolymer_3to5""",,23676452,error,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotate/vcfannotate/0.0.3,0.0.3,,2015-07-10 16:04:40.403161,64907,2732.969896
2459505377,bed,2015-07-10 15:17:56.921873,slurm_normal,,main_w2_handler1,2371804,9831065,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3201851,vcf,4129436.roundup,slurm,,corral-repl,,"""cb47a794271611e5947e005056a52a46""",20296349,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20296347,,"""SR_homopolymer_3to5""",,23676452,error,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotate/vcfannotate/0.0.3,0.0.3,,2015-07-10 15:57:39.920032,64907,2382.998159
4493036040,bed,2015-10-21 01:20:10.884938,slurm_normal,,main_w1_handler2,2476157,10665330,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",105958,vcf,4928057.roundup,slurm,,corral-repl,,,21649280,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",21629514,,"""BED-features""",,25804852,error,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotate/vcfannotate/0.0.3,0.0.3,,2015-10-21 01:22:34.366112,70772,143.481174
