chromInfo,chromInfo_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,input_1,input_1_filetype,input_2,input_2_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,own_file,own_file_filetype,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.analysis_type.__current_case__,parameters.analysis_type.alignment_options.L,parameters.analysis_type.alignment_options.N,parameters.analysis_type.alignment_options.__current_case__,parameters.analysis_type.alignment_options.align_mode.__current_case__,parameters.analysis_type.alignment_options.align_mode.align_mode_selector,parameters.analysis_type.alignment_options.align_mode.score_min_ete,parameters.analysis_type.alignment_options.alignment_options_selector,parameters.analysis_type.alignment_options.dpad,parameters.analysis_type.alignment_options.gbar,parameters.analysis_type.alignment_options.i,parameters.analysis_type.alignment_options.ignore_quals,parameters.analysis_type.alignment_options.n_ceil,parameters.analysis_type.alignment_options.no_1mm_upfront,parameters.analysis_type.alignment_options.nofw,parameters.analysis_type.alignment_options.norc,parameters.analysis_type.analysis_type_selector,parameters.analysis_type.effort_options.D,parameters.analysis_type.effort_options.R,parameters.analysis_type.effort_options.__current_case__,parameters.analysis_type.effort_options.effort_options_selector,parameters.analysis_type.input_options.__current_case__,parameters.analysis_type.input_options.input_options_selector,parameters.analysis_type.input_options.int_quals,parameters.analysis_type.input_options.qupto,parameters.analysis_type.input_options.qv_encoding,parameters.analysis_type.input_options.skip,parameters.analysis_type.input_options.solexa_quals,parameters.analysis_type.input_options.trim3,parameters.analysis_type.input_options.trim5,parameters.analysis_type.other_options.__current_case__,parameters.analysis_type.other_options.non_deterministic,parameters.analysis_type.other_options.other_options_selector,parameters.analysis_type.other_options.reorder,parameters.analysis_type.other_options.seed,parameters.analysis_type.presets,parameters.analysis_type.reporting_options.__current_case__,parameters.analysis_type.reporting_options.reporting_options_selector,parameters.analysis_type.sam_opt,parameters.analysis_type.sam_options.__current_case__,parameters.analysis_type.sam_options.no_unal,parameters.analysis_type.sam_options.omit_sec_seq,parameters.analysis_type.sam_options.sam_options_selector,parameters.analysis_type.scoring_options.__current_case__,parameters.analysis_type.scoring_options.ma,parameters.analysis_type.scoring_options.mp,parameters.analysis_type.scoring_options.np,parameters.analysis_type.scoring_options.rdg_read_extend,parameters.analysis_type.scoring_options.rdg_read_open,parameters.analysis_type.scoring_options.rfg_ref_extend,parameters.analysis_type.scoring_options.rfg_ref_open,parameters.analysis_type.scoring_options.scoring_options_selector,parameters.chromInfo,parameters.dbkey,parameters.input_1|__identifier__,parameters.library.__current_case__,parameters.library.aligned_file,parameters.library.input_1.values,parameters.library.input_2.values,parameters.library.paired_options.I,parameters.library.paired_options.X,parameters.library.paired_options.__current_case__,parameters.library.paired_options.dovetail,parameters.library.paired_options.fr_rf_ff,parameters.library.paired_options.no_contain,parameters.library.paired_options.no_discordant,parameters.library.paired_options.no_mixed,parameters.library.paired_options.no_overlap,parameters.library.paired_options.paired_options_selector,parameters.library.type,parameters.library.unaligned_file,parameters.reference_genome.__current_case__,parameters.reference_genome.index,parameters.reference_genome.own_file.values,parameters.reference_genome.source,parameters.rg.__current_case__,parameters.rg.rg_selector,parameters.save_mapping_stats,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2018-01-04 09:53:25.792911,slurm_multi,,main_w3_handler2,3380968,17942408,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1692135985,fasta,,,12018500,slurm,,corral-repl,2803943.0,fasta,,0,no,,0,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,no_presets,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""R9.clean.fa""",0,false,"[{'src': 'hda', 'id': 33167363}]",,,,,,,,,,,,single,false,1,,"[{'src': 'hda', 'id': 33166400}]",history,3,do_not_set,"""true""",,42962496,error,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.3.2.2,2.3.2.2,,2018-01-04 10:00:49.070681,119319,443.27777000000003
,,2017-10-07 08:10:34.103622,slurm_multi,,main_w4_handler2,3278567,17045007,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",15572220580,fastqsanger,,,11102892.roundup,slurm,,corral-repl,7680762680.0,fasta,,0,no,,0,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,no_presets,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,0,false,"[{'src': 'hda', 'id': 31592419}]",,,,,,,,,,,,single,false,1,,"[{'src': 'hda', 'id': 31592645}]",history,3,do_not_set,"""true""",,41111866,error,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.3.2.2,2.3.2.2,,2017-10-07 12:25:31.115857,112926,15297.012235
,,2018-01-30 10:02:21.873985,slurm_multi,,main_w4_handler2,3403314,18198616,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",140616378,fasta,,,12279485,slurm,,corral-repl,,,,0,no,,0,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,--fast,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,0,false,"[{'src': 'hda', 'id': 33475098}]",,,,,,,,,,,,single,false,0,dm6,,indexed,3,do_not_set,"""false""",,43542050,error,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.3.2.2,2.3.2.2,,2018-01-30 10:04:40.432245,120472,138.55826000000002
,,2017-12-08 19:39:26.022925,slurm_multi,,main_w4_handler2,2572687,17750309,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",291038725,fasta,,,11817474,slurm,,corral-repl,161432990.0,fasta,,0,no,,0,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,no_presets,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,0,true,"[{'src': 'hda', 'id': 32804637}]",,,,,,,,,,,,single,false,1,,"[{'src': 'hda', 'id': 32721937}]",history,3,do_not_set,"""false""",,41893080,error,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.3.2.2,2.3.2.2,,2017-12-08 20:04:46.420733,63934,1520.3978080000002
,,2018-03-06 20:54:49.039413,slurm_multi,,main_w4_handler2,3449803,18630197,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5164036834,fastqsanger,5164036834.0,fastqsanger,12726479,slurm,,corral-repl,,,,0,no,,1,,,1.0,,,,no,,,,,,,,,full,15,2,0.0,yes,1.0,no,,,,,,,,1.0,,no,,,,2.0,a,false,1.0,,,no,1.0,,,,,,,,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,1,false,"[{'src': 'hda', 'id': 34176684}]","[{'src': 'hda', 'id': 34176739}]",0,600,0.0,true,--fr,false,true,true,false,yes,paired,false,0,mm9,,indexed,3,do_not_set,"""true""",,44295921,error,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.3.2.2,2.3.2.2,,2018-03-07 01:14:50.575010,109673,15601.535597000002
23433632.0,len,2017-11-28 07:51:47.377646,slurm_multi,,main_w3_handler2,3339062,17614516,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8043589967,fastqsanger,,,11675392,slurm,,corral-repl,13725373601.0,fasta,,0,no,,0,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,--very-fast-local,,,,,,,,,,,,,,,,,"""/galaxy-repl/main/files/022/471/dataset_22471550.dat""","""?""",,0,false,"[{'src': 'hda', 'id': 32535970}]",,,,,,,,,,,,single,false,1,,"[{'src': 'hda', 'id': 32576174}]",history,3,do_not_set,"""true""",,42265568,error,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.3.2.2,2.3.2.2,,2017-11-28 08:25:13.420879,117104,2006.043233
,,2017-10-25 08:00:43.374249,slurm_multi,,main_w4_handler2,3299089,17207485,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",36629855,fastqsanger,,,11268015,slurm,,corral-repl,,,,0,no,,0,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,--very-sensitive-local,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,0,false,"[{'src': 'hda', 'id': 31869703}]",,,,,,,,,,,,single,false,0,hg19,,indexed,3,do_not_set,"""false""",,41505879,error,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.3.2.2,2.3.2.2,,2017-10-25 08:22:12.648645,114444,1289.274396
,,2018-01-31 23:46:27.157151,slurm_multi,,main_w4_handler2,3024726,18218146,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7159038610,fastqsanger,,,12298327,slurm,,corral-repl,23400734924.0,fasta,,0,no,,1,22,0,0.0,0.0,end-to-end,"L,-0.6,-0.4",yes,15,4,"S,1,1.15",false,"L,0,0.15",false,false,false,full,15,2,0.0,yes,1.0,no,,,,,,,,0.0,false,yes,false,0,,2.0,a,true,0.0,false,false,yes,0.0,2,"6,2",1,5,6,5,6,yes,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,0,false,"[{'src': 'hda', 'id': 33585360}]",,,,,,,,,,,,single,false,1,,"[{'src': 'hda', 'id': 33585309}]",history,3,do_not_set,"""false""",,43593471,error,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.3.2.2,2.3.2.2,,2018-01-31 23:57:56.530162,58177,689.373011
,,2017-12-08 15:04:44.627158,slurm_multi,,main_w4_handler2,2572687,17747563,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",291038725,fasta,,,11814398,slurm,,corral-repl,161432990.0,fasta,,0,no,,1,,,1.0,,,,no,,,,,,,,,full,,,1.0,no,1.0,no,,,,,,,,1.0,,no,,,,0.0,no,true,1.0,,,no,1.0,,,,,,,,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,0,false,"[{'src': 'hda', 'id': 32804637}]",,,,,,,,,,,,single,false,1,,"[{'src': 'hda', 'id': 32721937}]",history,3,do_not_set,"""false""",,41893080,error,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.3.2.2,2.3.2.2,,2017-12-08 15:38:46.587474,63934,2041.9603160000001
,,2018-01-28 13:21:20.877025,slurm_multi,,main_w3_handler2,3383216,18179203,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",28082218,fasta,,,12261027,slurm,,corral-repl,,,,0,no,,0,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,no_presets,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,0,false,"[{'src': 'hda', 'id': 33531124}]",,,,,,,,,,,,single,false,0,hg38,,indexed,3,do_not_set,"""false""",,43008390,error,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.3.2.2,2.3.2.2,,2018-01-28 13:24:19.914223,89476,179.03719800000002
,,2017-10-01 09:34:53.300263,slurm_multi,,main_w4_handler2,3269360,16979704,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",731640465,fasta,,,11047040.roundup,slurm,,corral-repl,8791401.0,fasta,,0,no,,0,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,no_presets,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,0,false,"[{'src': 'hda', 'id': 31462167}]",,,,,,,,,,,,single,false,1,,"[{'src': 'hda', 'id': 31462081}]",history,3,do_not_set,"""false""",,40983540,error,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.3.2.2,2.3.2.2,,2017-10-01 10:36:13.843920,112447,3680.543657
,,2017-10-01 14:14:51.461812,slurm_multi,,main_w3_handler2,3269360,16980276,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",731640465,fasta,,,11047601.roundup,slurm,,corral-repl,8791401.0,fasta,,0,no,,0,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,--fast,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,0,false,"[{'src': 'hda', 'id': 31462167}]",,,,,,,,,,,,single,false,1,,"[{'src': 'hda', 'id': 31462081}]",history,3,do_not_set,"""false""",,40983540,error,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.3.2.2,2.3.2.2,,2017-10-01 14:54:29.671532,112447,2378.2097200000003
,,2018-03-07 09:54:10.339426,slurm_multi,,main_w4_handler2,3452509,18636945,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5432882673,fastqsanger,,,12733243,slurm,,corral-repl,43341636.0,fasta,,0,no,,0,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,no_presets,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,0,false,"[{'src': 'hda', 'id': 34240780}]",,,,,,,,,,,,single,false,1,,"[{'src': 'hda', 'id': 34261114}]",history,3,do_not_set,"""true""",,44369431,error,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.3.2.2,2.3.2.2,,2018-03-07 09:56:22.916629,123405,132.577203
,,2018-01-31 10:19:42.301942,slurm_multi,,main_w3_handler2,3024726,18209567,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4581343418,fastqsanger,4581343418.0,fastqsanger,12291211,slurm,,corral-repl,23400734924.0,fasta,,0,no,,1,22,0,0.0,0.0,end-to-end,"L,-0.6,-0.4",yes,15,4,"S,1,1.15",false,"L,0,0.15",false,false,false,full,,,1.0,no,1.0,no,,,,,,,,1.0,,no,,,,2.0,a,true,1.0,,,no,0.0,2,"6,2",1,5,6,5,6,yes,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,1,false,"[{'src': 'hda', 'id': 33585362}]","[{'src': 'hda', 'id': 33585363}]",0,600,0.0,false,--rf,false,true,true,false,yes,paired,false,1,,"[{'src': 'hda', 'id': 33585309}]",history,3,do_not_set,"""true""",,43571910,error,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.3.2.2,2.3.2.2,,2018-01-31 11:56:20.211751,58177,5797.909809000001
,,2017-09-28 12:32:50.153391,slurm_multi,,main_w4_handler2,3269360,16960232,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",731640465,fasta,,,11028125.roundup,slurm,,corral-repl,8791401.0,fasta,,0,no,,0,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,no_presets,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,0,false,"[{'src': 'hda', 'id': 31462167}]",,,,,,,,,,,,single,false,1,,"[{'src': 'hda', 'id': 31462081}]",history,3,do_not_set,"""true""",,40930336,error,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.3.2.2,2.3.2.2,,2017-09-28 13:37:33.741084,112447,3883.5876930000004
,,2018-01-02 17:40:26.464103,slurm_multi,,main_w4_handler2,2572687,17931390,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",32089920,fasta,,,12007423,slurm,,corral-repl,379377754.0,fasta,,0,no,,0,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,no_presets,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,0,true,"[{'src': 'hda', 'id': 33148122}]",,,,,,,,,,,,single,false,1,,"[{'src': 'hda', 'id': 33148121}]",history,3,do_not_set,"""false""",,41893080,error,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.3.2.2,2.3.2.2,,2018-01-02 17:55:05.791120,63934,879.3270170000001
272.0,len,2018-03-07 12:51:31.313503,slurm_multi,,main_w3_handler2,3452509,18638897,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5432882673,fastqsanger,,,12735043,slurm,,corral-repl,49119820.0,fasta,,0,no,,0,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,no_presets,,,,,,,,,,,,,,,,,"""/galaxy-repl/main/files/023/953/dataset_23953657.dat""","""?""",,3,false,"[{'src': 'hda', 'id': 34240780}]",,,,1.0,,,,,,,no,paired_interleaved,false,1,,"[{'src': 'hda', 'id': 34240360}]",history,3,do_not_set,"""true""",,44369431,error,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.3.2.2,2.3.2.2,,2018-03-07 13:02:13.927992,123405,642.614489
,,2018-01-30 09:46:38.495327,slurm_multi,,main_w3_handler2,3403314,18198495,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",140616378,fasta,,,12279381,slurm,,corral-repl,,,,0,no,,0,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,--fast,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,0,false,"[{'src': 'hda', 'id': 33475098}]",,,,,,,,,,,,single,false,0,dm6,,indexed,3,do_not_set,"""false""",,43542050,error,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.3.2.2,2.3.2.2,,2018-01-30 09:49:25.567382,120472,167.072055
,,2018-01-24 15:11:37.855181,slurm_multi,,main_w3_handler2,2572687,18144636,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",193209428,fasta,,,12225000,slurm,,corral-repl,,,,0,no,,0,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,--very-fast,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,0,false,"[{'src': 'hda', 'id': 33480836}]",,,,,,,,,,,,single,false,0,hg19,,indexed,3,do_not_set,"""false""",,41893080,error,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.3.2.2,2.3.2.2,,2018-01-24 15:37:04.461669,63934,1526.6064880000001
,,2017-10-25 08:25:01.962856,slurm_multi,,main_w3_handler2,3299089,17208041,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",38676424,fastqsanger,,,11268106,slurm,,corral-repl,,,,0,no,,0,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,no_presets,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,0,false,"[{'src': 'hda', 'id': 31870479}]",,,,,,,,,,,,single,false,0,hg19,,indexed,3,do_not_set,"""false""",,41505879,error,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.3.2.2,2.3.2.2,,2017-10-25 08:25:37.869878,114444,35.907022000000005
272.0,len,2018-03-07 11:01:51.130700,slurm_multi,,main_w3_handler2,3452509,18637613,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5432882673,fastqsanger,,,12733880,slurm,,corral-repl,43341636.0,fasta,,1,yes,slurm_multi,0,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,--fast,,,,,,,,,,,,,,,,,"""/galaxy-repl/main/files/023/953/dataset_23953657.dat""","""?""",,3,false,"[{'src': 'hda', 'id': 34240780}]",,,,1.0,,,,,,,no,paired_interleaved,false,1,,"[{'src': 'hda', 'id': 34261114}]",history,3,do_not_set,"""false""",,44369431,error,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.3.2.2,2.3.2.2,,2018-03-07 11:14:34.705242,123405,763.5745420000001
,,2017-10-09 14:56:59.154273,slurm_multi,,main_w3_handler2,3276773,17056298,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2474773,fasta,2474773.0,fasta,11113430.roundup,slurm,,corral-repl,2580078.0,fasta,,0,no,,0,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,no_presets,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,1,false,"[{'src': 'hda', 'id': 31604328}]","[{'src': 'hda', 'id': 31604328}]",,,1.0,,,,,,,no,paired,false,1,,"[{'src': 'hda', 'id': 31604317}]",history,3,do_not_set,"""false""",,41142342,error,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.3.2.2,2.3.2.2,,2017-10-09 14:58:29.980013,113087,90.82574000000001
,,2018-01-28 13:33:00.757363,slurm_multi,,main_w3_handler2,3407754,18179245,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",163371846,fastqsanger,,,12261062,slurm,,corral-repl,4912270.0,fasta,,0,no,,0,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,no_presets,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,0,false,"[{'src': 'hda', 'id': 33537116}]",,,,,,,,,,,,single,false,1,,"[{'src': 'hda', 'id': 33537421}]",history,3,do_not_set,"""false""",,43491327,error,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.3.2.2,2.3.2.2,,2018-01-28 13:52:45.543660,120775,1184.786297
,,2017-12-15 01:44:52.561242,slurm_multi,,main_w3_handler2,3364725,17813776,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3245265831,fastqsanger,,,11882364,slurm,,corral-repl,,,,0,no,,1,8,1,0.0,0.0,end-to-end,"L,-0.6,-0.6",yes,15,4,"S,1,1.15",false,"L,0,0.15",true,false,false,full,,,1.0,no,0.0,yes,false,100000000,--phred33,0,false,0,0,1.0,,no,,,,2.0,a,false,1.0,,,no,0.0,2,"6,2",1,3,5,3,5,yes,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,0,false,"[{'src': 'hda', 'id': 32922032}]",,,,,,,,,,,,single,false,0,papHam1,,indexed,3,do_not_set,"""true""",,41075702,error,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.3.2.2,2.3.2.2,,2017-12-15 01:46:35.600145,101171,103.038903
,,2017-10-27 09:48:40.732523,slurm_multi,,main_w4_handler2,3143422,17238038,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",47728865,fasta,47728865.0,fasta,11298744,slurm,,corral-repl,61022532.0,fasta,,0,no,,0,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,no_presets,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,1,false,"[{'src': 'hda', 'id': 31920526}]","[{'src': 'hda', 'id': 31920526}]",,,1.0,,,,,,,no,paired,false,1,,"[{'src': 'hda', 'id': 31920515}]",history,3,do_not_set,"""false""",,40926605,error,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.3.2.2,2.3.2.2,,2017-10-27 09:52:19.203379,102381,218.47085600000003
,,2017-10-23 21:48:30.930069,slurm_multi,,main_w4_handler2,3256733,17183806,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2172446,fastqsanger,,,11244347,slurm,,corral-repl,,,,0,no,,0,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,no_presets,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,0,false,"[{'src': 'hda', 'id': 31799983}]",,,,,,,,,,,,single,false,0,hg38,,indexed,3,do_not_set,"""true""",,40581055,error,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.3.2.2,2.3.2.2,,2017-10-23 22:13:45.835431,111694,1514.9053620000002
272.0,len,2018-03-07 10:42:20.171167,slurm_multi,,main_w4_handler2,3452509,18637397,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5432882673,fastqsanger,,,12733734,slurm,,corral-repl,43341636.0,fasta,,1,yes,slurm_multi,0,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,--fast,,,,,,,,,,,,,,,,,"""/galaxy-repl/main/files/023/953/dataset_23953657.dat""","""?""",,0,false,"[{'src': 'hda', 'id': 34240780}]",,,,,,,,,,,,single,false,1,,"[{'src': 'hda', 'id': 34261114}]",history,3,do_not_set,"""false""",,44369431,error,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.3.2.2,2.3.2.2,,2018-03-07 10:49:01.779628,123405,401.60846100000003
,,2017-10-30 14:48:59.284322,slurm_multi,,main_w4_handler2,3302728,17265059,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",482100017,fastqsanger.gz,,,11324250,slurm,,corral-repl,,,,0,no,,1,,,1.0,,,,no,,,,,,,,,full,,,1.0,no,1.0,no,,,,,,,,0.0,false,yes,false,0,,2.0,a,true,1.0,,,no,1.0,,,,,,,,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,0,false,"[{'src': 'hda', 'id': 31935688}]",,,,,,,,,,,,single,false,0,hg38,,indexed,3,do_not_set,"""false""",,41594465,error,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.3.2.2,2.3.2.2,,2017-10-31 03:00:43.438079,114026,43904.153757
,,2018-01-30 10:05:22.307550,slurm_multi,,main_w3_handler2,3403314,18198632,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",140616378,fasta,,,12279505,slurm,,corral-repl,,,,0,no,,0,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,--fast,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,0,false,"[{'src': 'hda', 'id': 33475098}]",,,,,,,,,,,,single,false,0,dm6,,indexed,3,do_not_set,"""false""",,43542050,error,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.3.2.2,2.3.2.2,,2018-01-30 10:07:13.320907,120472,111.01335700000001
,,2018-03-07 09:47:07.768636,slurm_multi,,main_w3_handler2,3452509,18636883,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5432882673,fastqsanger,,,12733164,slurm,,corral-repl,43341636.0,fasta,,0,no,,0,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,no_presets,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,0,false,"[{'src': 'hda', 'id': 34240780}]",,,,,,,,,,,,single,false,1,,"[{'src': 'hda', 'id': 34261114}]",history,3,do_not_set,"""true""",,44369431,error,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.3.2.2,2.3.2.2,,2018-03-07 09:49:07.801801,123405,120.03316500000001
