bamInput,bamInput_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.__workflow_invocation_uuid__,parameters.advancedOpt.__current_case__,parameters.advancedOpt.showAdvancedOpt,parameters.bamInput.values,parameters.bamInput|__identifier__,parameters.binSize,parameters.chromInfo,parameters.dbkey,parameters.outFileFormat,parameters.region,parameters.scaling.__current_case__,parameters.scaling.effectiveGenomeSize.__current_case__,parameters.scaling.effectiveGenomeSize.effectiveGenomeSize,parameters.scaling.effectiveGenomeSize.effectiveGenomeSize_opt,parameters.scaling.type,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
8093236527,bam,2017-09-14 15:46:04.909502,slurm_multi,,main_w4_handler2,2890467,16821648,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10890160,slurm,,corral-repl,,0,no,,,0.0,no,"[{'src': 'hda', 'id': 31183783}]",,"""100""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","""bigwig""","""""",1,,,,no,,40506531.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2017-09-14 16:26:54.110541,50053,2449.201039
5161868521,bam,2017-08-31 23:06:53.663038,slurm_multi,,main_w4_handler2,3239220,16707706,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10780823,slurm,,corral-repl,,0,no,,,0.0,no,"[{'src': 'hda', 'id': 31066088}]",,"""25""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""bigwig""","""""",2,2.0,,2451960000,1x,,40188746.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2017-09-01 00:03:09.934241,89823,3376.2712030000002
12533197163,bam,2017-11-09 16:21:36.581979,slurm_multi,,main_w3_handler2,3275615,17399005,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11460382,slurm,,corral-repl,,0,no,,,0.0,no,"[{'src': 'hda', 'id': 31988214}]",,"""50""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""bigwig""","""""",2,2.0,,2451960000,1x,,41624195.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2017-11-09 17:09:00.526705,111059,2843.944726
15591049246,bam,2017-11-16 11:54:27.965465,slurm_multi,,main_w3_handler2,2946132,17480615,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11538382,slurm,,corral-repl,,0,no,,,0.0,no,"[{'src': 'hda', 'id': 32349668}]",,"""50""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""bigwig""","""""",0,,,,rpkm,,41976562.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2017-11-16 12:13:18.572855,21426,1130.6073900000001
139853938,bam,2017-11-01 11:29:57.084668,slurm_multi,,main_w3_handler2,3303847,17284494,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11345891,slurm,,corral-repl,,0,no,,,0.0,no,"[{'src': 'hda', 'id': 31973587}]",,"""50""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""bigwig""","""chr5:107716657:107726036""",2,1.0,,2150570000,1x,,41459965.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2017-11-01 11:33:38.308367,114191,221.223699
5841372894,bam,2018-03-08 09:08:57.291755,slurm_multi,,main_w3_handler2,3455344,18653839,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12749690,slurm,,corral-repl,,0,no,,,,,"[{'src': 'hda', 'id': 34280265}]",,"""1""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""bigwig""","""""",1,,,,no,,44461031.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2018-03-08 09:12:58.133566,100624,240.841811
6110220710,bam,2018-03-01 16:54:17.613381,slurm_multi,,main_w3_handler2,3446409,18566662,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12664422,slurm,,corral-repl,,0,no,,,0.0,no,"[{'src': 'hda', 'id': 34149697}]",,"""50""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","""bigwig""","""""",2,0.0,134000000,specific,1x,,44260603.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2018-03-01 20:08:24.661995,103836,11647.048614000001
19248766361,bam,2017-11-17 08:07:04.271514,slurm_multi,,main_w4_handler2,2946132,17489652,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11547958,slurm,,corral-repl,,0,no,,,0.0,no,"[{'src': 'hda', 'id': 32349645}]",,"""50""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""bigwig""","""""",0,,,,rpkm,,41976562.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2017-11-17 08:13:43.751375,21426,399.479861
16892840731,bam,2017-12-03 13:55:58.397230,slurm_multi,,main_w4_handler2,3350955,17681154,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11744658,slurm,,corral-repl,,0,no,,,0.0,no,"[{'src': 'hda', 'id': 32701921}]",,"""50""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","""bigwig""","""""",2,2.0,,2451960000,1x,,42424551.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2017-12-03 15:24:31.167995,117650,5312.770765
5861887545,bam,2017-09-27 16:33:52.944906,slurm_multi,,main_w3_handler2,3243114,16951072,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11018268.roundup,slurm,,corral-repl,,0,no,,,,,"[{'src': 'hda', 'id': 31431944}]",,"""1""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""bigwig""","""""",0,,,,rpkm,,40889037.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2017-09-27 16:50:24.689975,105583,991.7450690000001
19248766361,bam,2017-11-17 09:22:43.713722,slurm_multi,,main_w3_handler2,2946132,17491076,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11549279,slurm,,corral-repl,,0,no,,,0.0,no,"[{'src': 'hda', 'id': 32349645}]",,"""50""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""bigwig""","""""",0,,,,rpkm,,41976562.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2017-11-17 09:30:14.312837,21426,450.59911500000004
7509920419,bam,2018-03-08 13:41:25.763527,slurm_multi,,main_w4_handler2,2083417,18657302,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12753218,slurm,,corral-repl,,0,no,,,0.0,no,"[{'src': 'hda', 'id': 34237606}]",,"""50""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""bedgraph""","""""",0,,,,rpkm,,43751526.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2018-03-08 13:57:21.605843,54189,955.8423160000001
7307777971,bam,2017-09-07 06:36:14.027947,slurm_multi,,main_w3_handler2,2944470,16758520,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10825372,slurm,,corral-repl,,0,no,,,0.0,no,"[{'src': 'hda', 'id': 31069995}]",,"""50""","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","""bigwig""","""""",1,,,,no,,40108324.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2017-09-07 07:07:06.805149,97544,1852.7772020000002
6581306346,bam,2017-09-07 06:14:18.553317,slurm_multi,,main_w3_handler2,2944470,16758345,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10824776,slurm,,corral-repl,,0,no,,,0.0,no,"[{'src': 'hda', 'id': 31069993}]",,"""50""","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","""bigwig""","""""",0,,,,rpkm,,40108324.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2017-09-07 06:20:25.933674,97544,367.380357
6547291545,bam,2017-12-08 14:27:41.890022,slurm_multi,,main_w4_handler2,3352737,17747086,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11815346,slurm,,corral-repl,,0,no,,,0.0,no,"[{'src': 'hda', 'id': 32817281}]",,"""50""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""bedgraph""","""""",0,,,,rpkm,,42530277.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2017-12-08 17:44:51.066807,68175,11829.176785000001
4565327696,bam,2018-03-09 08:32:49.712426,slurm_multi,,main_w3_handler2,3452649,18669260,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12766267,slurm,,corral-repl,,0,no,,,,,"[{'src': 'hda', 'id': 34319063}]",,"""50""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","""bedgraph""","""""",2,2.0,,2451960000,1x,,42637045.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2018-03-09 09:31:58.518714,48306,3548.806288
971809,bam,2017-09-04 00:21:55.969600,slurm_multi,,main_w3_handler2,3171048,16727563,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10795701,slurm,,corral-repl,,0,no,,,,,"[{'src': 'hda', 'id': 31096365}]",,"""10""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""bigwig""","""""",0,,,,rpkm,,40232397.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2017-09-04 00:26:49.034303,32853,293.064703
7011869684,bam,2017-12-07 16:44:47.608748,slurm_multi,,main_w4_handler2,3352737,17738045,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11806510,slurm,,corral-repl,,0,no,,,0.0,no,"[{'src': 'hda', 'id': 32782264}]",,"""50""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""bigwig""","""""",0,,,,rpkm,,42450869.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2017-12-07 22:41:23.999103,68175,21396.390355
2051,bam,2018-03-08 20:26:03.555821,slurm_multi,,main_w4_handler2,3457125,18662915,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12759107,slurm,,corral-repl,,0,no,,,,,"[{'src': 'hda', 'id': 34302694}]",,"""25""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","""bigwig""","""""",2,2.0,,2451960000,1x,,44480084.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2018-03-08 21:04:14.525715,123659,2290.9698940000003
8691742345,bam,2017-09-07 04:53:20.369754,slurm_multi,,main_w3_handler2,2944470,16757380,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10824021,slurm,,corral-repl,,0,no,,,0.0,no,"[{'src': 'hda', 'id': 31069990}]",,"""50""","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","""bigwig""","""""",0,,,,rpkm,,40108324.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2017-09-07 05:15:27.084613,97544,1326.7148590000002
6547288064,bam,2017-12-07 22:01:09.052492,slurm_multi,,main_w4_handler2,3352737,17741060,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11807495,slurm,,corral-repl,,0,no,,,0.0,no,"[{'src': 'hda', 'id': 32755960}]",,"""50""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""bigwig""","""""",0,,,,rpkm,,42450869.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2017-12-08 00:23:11.516759,68175,8522.464267000001
3357952568,bam,2017-05-16 17:51:17.173703,slurm_multi,,main_w3_handler2,2339672,15856904,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9957245,slurm,,corral-repl,,0,no,,,0.0,no,"[{'src': 'hda', 'id': 29629518}]",,"""50""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""bigwig""","""""",0,,,,rpkm,,37716563.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2017-05-16 17:57:04.214886,2621,347.04118300000005
21538910153,bam,2017-08-27 22:36:48.751595,slurm_multi,,main_w3_handler2,3218099,16669545,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10741786,slurm,,corral-repl,,0,no,,,0.0,no,"[{'src': 'hda', 'id': 31009308}]",,"""50""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""bigwig""","""""",2,2.0,,2451960000,1x,,39799926.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2017-08-27 23:16:31.323454,92578,2382.571859
5861887545,bam,2017-09-27 21:18:40.739404,slurm_multi,,main_w3_handler2,3243114,16953334,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11021594.roundup,slurm,,corral-repl,,0,no,,,,,"[{'src': 'hda', 'id': 31431944}]",,"""1""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""bigwig""","""""",0,,,,rpkm,,40889037.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2017-09-27 21:21:25.184384,105583,164.44498000000002
6495490814,bam,2017-12-09 02:01:53.814733,slurm_multi,,main_w3_handler2,3352737,17753166,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11820602,slurm,,corral-repl,,0,no,,,0.0,no,"[{'src': 'hda', 'id': 32824078}]",,"""50""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""bigwig""","""""",0,,,,rpkm,,42450869.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2017-12-09 02:13:21.896319,68175,688.081586
16053302158,bam,2017-05-09 15:25:02.210769,slurm_multi,,main_w3_handler2,3102295,15794985,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9900838,slurm,,corral-repl,,0,no,,,,,"[{'src': 'hda', 'id': 29535460}]",,"""10""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""bigwig""","""""",0,,,,rpkm,,37830080.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2017-05-09 15:30:44.215520,74984,342.004751
6110220710,bam,2018-03-02 16:51:20.493264,slurm_multi,,main_w3_handler2,3446409,18583618,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12678418,slurm,,corral-repl,,0,no,,,0.0,no,"[{'src': 'hda', 'id': 34149697}]",,"""50""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","""bigwig""","""""",2,0.0,135000000,specific,1x,,44294273.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2018-03-02 16:59:15.427678,103836,474.934414
6488583791,bam,2017-09-27 18:23:25.029225,slurm_multi,,main_w3_handler2,3243114,16951878,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11019353.roundup,slurm,,corral-repl,,0,no,,,,,"[{'src': 'hda', 'id': 31431966}]",,"""1""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""bigwig""","""""",0,,,,rpkm,,40889037.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2017-09-27 18:36:15.969766,105583,770.940541
4169184756,bam,2018-02-12 14:40:18.167316,slurm_multi,,main_w3_handler2,3405255,18350738,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12435435,slurm,,corral-repl,,0,no,,,0.0,no,"[{'src': 'hda', 'id': 33807496}]",,"""10""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""bigwig""","""""",2,0.0,6380000,specific,1x,,43714465.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2018-02-12 14:44:18.152446,102197,239.98513000000003
5861887545,bam,2017-09-27 18:23:24.467076,slurm_multi,,main_w4_handler2,3243114,16951877,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11019217.roundup,slurm,,corral-repl,,0,no,,,,,"[{'src': 'hda', 'id': 31431944}]",,"""1""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""bigwig""","""""",0,,,,rpkm,,40889037.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2017-09-27 18:29:38.197285,105583,373.730209
19248766361,bam,2017-11-17 12:49:59.178830,slurm_multi,,main_w3_handler2,2946132,17492981,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11551519,slurm,,corral-repl,,0,no,,,0.0,no,"[{'src': 'hda', 'id': 32349645}]",,"""50""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38Patch11.len""","""hg38Patch11""","""bigwig""","""""",0,,,,rpkm,,42062784.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2017-11-17 12:58:16.507573,21426,497.32874300000003
6822837761,bam,2017-12-08 05:20:23.043789,slurm_multi,,main_w3_handler2,3352737,17743673,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11810137,slurm,,corral-repl,,0,no,,,0.0,no,"[{'src': 'hda', 'id': 32755961}]",,"""50""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""bedgraph""","""""",0,,,,rpkm,,42530277.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2017-12-08 06:40:49.316157,68175,4826.272368
35715352205,bam,2017-11-17 08:07:05.715896,slurm_multi,,main_w3_handler2,2946132,17489653,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11548170,slurm,,corral-repl,,0,no,,,0.0,no,"[{'src': 'hda', 'id': 32349646}]",,"""50""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""bigwig""","""""",0,,,,rpkm,,41976562.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2017-11-17 08:44:13.721233,21426,2228.005337
23344947133,bam,2017-11-16 11:08:08.654398,slurm_multi,,main_w4_handler2,2946132,17480033,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11543054,slurm,,corral-repl,,0,no,,,0.0,no,"[{'src': 'hda', 'id': 32349648}]",,"""50""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""bigwig""","""""",0,,,,rpkm,,41976562.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2017-11-16 18:39:57.412801,21426,27108.758403000003
7584134021,bam,2017-08-05 18:30:40.644514,slurm_multi,,main_w4_handler2,3213773,16511136,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10581728,slurm,,corral-repl,,0,no,,,0.0,no,"[{'src': 'hda', 'id': 30769222}]",,"""20""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""bigwig""","""""",2,2.0,,2451960000,1x,,39729234.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2017-08-05 20:21:28.313045,99302,6647.668531
35715352205,bam,2017-11-16 11:08:08.393252,slurm_multi,,main_w3_handler2,2946132,17480032,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11542021,slurm,,corral-repl,,0,no,,,0.0,no,"[{'src': 'hda', 'id': 32349646}]",,"""50""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""bigwig""","""""",0,,,,rpkm,,41976562.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2017-11-16 16:58:10.156377,21426,21001.763125
16053302158,bam,2017-05-09 14:07:07.618977,slurm_multi,,main_w4_handler2,3102295,15794146,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9899833,slurm,,corral-repl,,0,no,,,,,"[{'src': 'hda', 'id': 29535460}]",,"""1""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""bigwig""","""""",0,,,,rpkm,,37830080.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2017-05-09 14:13:57.650746,74984,410.03176900000005
5686907777,bam,2018-03-08 09:08:56.543459,slurm_multi,,main_w4_handler2,3455344,18653838,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12749689,slurm,,corral-repl,,0,no,,,,,"[{'src': 'hda', 'id': 34280264}]",,"""1""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""bigwig""","""""",1,,,,no,,44461031.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2018-03-08 09:28:54.226821,100624,1197.683362
23159812888,bam,2017-11-30 18:51:55.207579,slurm_multi,,main_w3_handler2,3347045,17652815,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11713858,slurm,,corral-repl,,0,no,,,,,"[{'src': 'hda', 'id': 32653088}]",,"""50""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","""bigwig""","""""",2,2.0,,2451960000,1x,,41778418.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2017-11-30 23:32:41.593260,92578,16846.385681
4575259229,bam,2018-02-07 23:59:38.727278,slurm_multi,,main_w3_handler2,3421358,18305066,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12388765,slurm,,corral-repl,,0,no,,,0.0,no,"[{'src': 'hda', 'id': 33738133}]",,"""50""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","""bedgraph""","""""",2,2.0,,2451960000,1x,,42637045.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2018-02-08 00:05:46.959675,48306,368.23239700000005
16053302158,bam,2017-05-09 15:25:26.125344,slurm_multi,,main_w4_handler2,3102295,15794995,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9900922,slurm,,corral-repl,,0,no,,,,,"[{'src': 'hda', 'id': 29535460}]",,"""10""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""bigwig""","""""",0,,,,rpkm,,37830080.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2017-05-09 15:36:49.273744,74984,683.1484
19059865863,bam,2017-11-17 08:07:16.923079,slurm_multi,,main_w4_handler2,2946132,17489668,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11548573,slurm,,corral-repl,,0,no,,,0.0,no,"[{'src': 'hda', 'id': 32349664}]",,"""50""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""bigwig""","""""",0,,,,rpkm,,41976562.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2017-11-17 08:59:05.611526,21426,3108.688447
743345830,bam,2017-10-25 18:08:58.368498,slurm_multi,,main_w4_handler2,3299784,17216416,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11277112,slurm,,corral-repl,,0,no,,,,,"[{'src': 'hda', 'id': 31882032}]",,"""10000""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""","""bigwig""","""""",0,,,,rpkm,,41425073.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2017-10-25 18:11:24.648722,67898,146.280224
