chromInfo,chromInfo_filetype,create_time,destination_id,exit_code,handler,history_id,history_item,history_item_filetype,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.alignment_options.__current_case__,parameters.alignment_options.alignment_options_selector,parameters.chromInfo,parameters.dbkey,parameters.input_format.__current_case__,parameters.input_format.input_format_selector,parameters.input_format.paired.__current_case__,parameters.input_format.paired.paired_end_options.__current_case__,parameters.input_format.paired.paired_end_options.paired_end_options_selector,parameters.input_format.paired.paired_selector,parameters.input_format.paired.reads,parameters.input_format.paired.reads_f,parameters.input_format.paired.reads_r,parameters.input_options.__current_case__,parameters.input_options.input_options_selector,parameters.max_primary,parameters.paired_options.__current_case__,parameters.paired_options.paired_options_selector,parameters.reference_genome.__current_case__,parameters.reference_genome.history_item,parameters.reference_genome.reference_genome_source,parameters.scoring_options.__current_case__,parameters.scoring_options.scoring_options_selector,parameters.spliced_options.__current_case__,parameters.spliced_options.spliced_options_selector,reads,reads1,reads1_filetype,reads_f,reads_f1,reads_f1_filetype,reads_f_filetype,reads_filetype,reads_r,reads_r1,reads_r1_filetype,reads_r_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-03-05 09:37:43.287844,slurm_normal,,main_w1_handler1,2602568,2705411569,fasta,12028032,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6264447.roundup,slurm,,corral-repl,,0,defaults,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,fastq,1,0.0,defaults,paired,,23485655,23485656,0,defaults,"""5""",0,defaults,1,23670298,history,0,defaults,0,defaults,,,,3505635406.0,3505635406.0,fastqsanger,fastqsanger,,3502985326.0,3502985326.0,fastqsanger,fastqsanger,,28607615,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.0,1.0.0,,2016-03-06 07:15:28.483075,78793,77865.195231
,,2016-01-05 02:21:50.887624,slurm_normal,,main_w2_handler1,2539812,361961632,fasta,11375341,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5647751.roundup,slurm,,corral-repl,,0,defaults,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,fastq,1,0.0,defaults,paired,,22734699,22734684,0,defaults,"""5""",0,defaults,1,22736829,history,0,defaults,0,defaults,,,,9908660564.0,9908660564.0,fastqsanger,fastqsanger,,10133251308.0,10133251308.0,fastqsanger,fastqsanger,,26241361,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.0,1.0.0,,2016-01-05 03:05:36.358775,29285,2625.471151
,,2016-01-05 23:07:02.811618,slurm_normal,,main_w2_handler0,2539812,361961632,fasta,11387796,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5658735.roundup,slurm,,corral-repl,,0,defaults,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,fastq,1,0.0,defaults,paired,,22737074,22737075,0,defaults,"""5""",0,defaults,1,22736829,history,0,defaults,0,defaults,,,,9802998286.0,9802998286.0,fastqsanger,fastqsanger,,9802998286.0,9802998286.0,fastqsanger,fastqsanger,,26241361,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.0,1.0.0,,2016-01-05 23:50:09.378113,29285,2586.566495
,,2016-03-05 09:22:39.648374,slurm_normal,,main_w1_handler2,2602568,2705411569,fasta,12027988,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6258906.roundup,slurm,,corral-repl,,0,defaults,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,fastq,1,0.0,defaults,paired,,23485650,23485632,0,defaults,"""5""",0,defaults,1,23670298,history,0,defaults,0,defaults,,,,3578794874.0,3578794874.0,fastqsanger,fastqsanger,,3576090376.0,3576090376.0,fastqsanger,fastqsanger,,28607615,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.0,1.0.0,,2016-03-05 18:46:15.638775,78793,33815.990401
,,2016-03-05 09:20:59.592880,slurm_normal,,main_w2_handler0,2602568,2705411569,fasta,12027979,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6256730.roundup,slurm,,corral-repl,,0,defaults,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,fastq,1,0.0,defaults,paired,,23485646,23485647,0,defaults,"""5""",0,defaults,1,23670298,history,0,defaults,0,defaults,,,,3228601010.0,3228601010.0,fastqsanger,fastqsanger,,3226178682.0,3226178682.0,fastqsanger,fastqsanger,,28607615,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.0,1.0.0,,2016-03-05 12:28:40.531486,78793,11260.938606000002
,,2016-03-05 09:38:28.699014,slurm_normal,,main_w1_handler2,2602568,2705411569,fasta,12028036,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6259856.roundup,slurm,,corral-repl,,0,defaults,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,fastq,1,0.0,defaults,paired,,23485657,23485658,0,defaults,"""5""",0,defaults,1,23670298,history,0,defaults,0,defaults,,,,3547017349.0,3547017349.0,fastqsanger,fastqsanger,,3544391027.0,3544391027.0,fastqsanger,fastqsanger,,28607615,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.0,1.0.0,,2016-03-05 21:55:55.699290,78793,44247.000276000006
,,2016-03-05 10:10:19.182891,slurm_normal,,main_w1_handler1,2602568,2705411569,fasta,12028241,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6265540.roundup,slurm,,corral-repl,,0,defaults,"""/galaxy-repl/localdata/chrom/mm10Strains1.len""","""mm10Strains1""",1,fastq,1,0.0,defaults,paired,,23497375,23518780,0,defaults,"""5""",0,defaults,1,23670298,history,0,defaults,0,defaults,,,,3743755657.0,3743755657.0,fastqsanger,fastqsanger,,3741298099.0,3741298099.0,fastqsanger,fastqsanger,,28607615,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.0,1.0.0,,2016-03-06 10:11:14.000089,78793,86454.817198
,,2016-03-05 09:23:40.727450,slurm_normal,,main_w1_handler1,2602568,2705411569,fasta,12027992,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6259809.roundup,slurm,,corral-repl,,0,defaults,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,fastq,1,0.0,defaults,paired,,23485634,23485635,0,defaults,"""5""",0,defaults,1,23670298,history,0,defaults,0,defaults,,,,3714427614.0,3714427614.0,fastqsanger,fastqsanger,,3711757834.0,3711757834.0,fastqsanger,fastqsanger,,28607615,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.0,1.0.0,,2016-03-05 21:52:20.616017,78793,44919.888567
,,2016-03-05 09:46:18.407632,slurm_normal,,main_w2_handler1,2602568,2705411569,fasta,12028158,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6258821.roundup,slurm,,corral-repl,,0,defaults,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,fastq,1,0.0,defaults,paired,,23524846,23524847,0,defaults,"""5""",0,defaults,1,23670298,history,0,defaults,0,defaults,,,,3393674371.0,3393674371.0,fastqsanger,fastqsanger,,3391305561.0,3391305561.0,fastqsanger,fastqsanger,,28607615,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.0,1.0.0,,2016-03-05 18:26:23.265852,78793,31204.858220000002
,,2016-03-05 10:07:18.541373,slurm_normal,,main_w2_handler1,2602568,2705411569,fasta,12028232,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6265547.roundup,slurm,,corral-repl,,0,defaults,"""/galaxy-repl/localdata/chrom/mm10Strains1.len""","""mm10Strains1""",1,fastq,1,0.0,defaults,paired,,23497373,23518776,0,defaults,"""5""",0,defaults,1,23670298,history,0,defaults,0,defaults,,,,3483961736.0,3483961736.0,fastqsanger,fastqsanger,,3481691872.0,3481691872.0,fastqsanger,fastqsanger,,28607615,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.0,1.0.0,,2016-03-06 10:18:42.807087,78793,87084.26571400001
,,2016-03-05 09:48:33.178201,slurm_normal,,main_w2_handler1,2602568,2705411569,fasta,12028170,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6259755.roundup,slurm,,corral-repl,,0,defaults,"""/galaxy-repl/localdata/chrom/mm10Strains1.len""","""mm10Strains1""",1,fastq,1,0.0,defaults,paired,,23517769,23497370,0,defaults,"""5""",0,defaults,1,23670298,history,0,defaults,0,defaults,,,,3359769030.0,3359769030.0,fastqsanger,fastqsanger,,3357581324.0,3357581324.0,fastqsanger,fastqsanger,,28607615,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.0,1.0.0,,2016-03-05 21:32:59.620171,78793,42266.44197
,,2016-03-05 09:32:36.607274,slurm_normal,,main_w1_handler1,2602568,2705411569,fasta,12028021,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6261161.roundup,slurm,,corral-repl,,0,defaults,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,fastq,1,0.0,defaults,paired,,23485638,23485640,0,defaults,"""5""",0,defaults,1,23670298,history,0,defaults,0,defaults,,,,3377469459.0,3377469459.0,fastqsanger,fastqsanger,,3374808593.0,3374808593.0,fastqsanger,fastqsanger,,28607615,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.0,1.0.0,,2016-03-06 01:08:02.259292,78793,56125.652018
