chromInfo,chromInfo_filetype,create_time,destination_id,exit_code,handler,history_id,history_item,history_item_filetype,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.alignment_options.__current_case__,parameters.alignment_options.alignment_options_selector,parameters.chromInfo,parameters.dbkey,parameters.input_format.__current_case__,parameters.input_format.input_format_selector,parameters.input_format.paired.__current_case__,parameters.input_format.paired.paired_end_options.__current_case__,parameters.input_format.paired.paired_end_options.paired_end_options_selector,parameters.input_format.paired.paired_selector,parameters.input_format.paired.reads,parameters.input_format.paired.reads_f,parameters.input_format.paired.reads_r,parameters.input_options.__current_case__,parameters.input_options.input_options_selector,parameters.max_primary,parameters.paired_options.__current_case__,parameters.paired_options.paired_options_selector,parameters.reference_genome.__current_case__,parameters.reference_genome.history_item,parameters.reference_genome.reference_genome_source,parameters.scoring_options.__current_case__,parameters.scoring_options.scoring_options_selector,parameters.spliced_options.__current_case__,parameters.spliced_options.spliced_options_selector,reads,reads1,reads1_filetype,reads_f,reads_f1,reads_f1_filetype,reads_f_filetype,reads_filetype,reads_r,reads_r1,reads_r1_filetype,reads_r_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-03-05 09:21:48.574315,slurm_normal,,main_w1_handler0,2602568,2705411569,fasta,12027986,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6256734.roundup,slurm,,corral-repl,,0,defaults,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,fastq,1,0.0,defaults,paired,,23485649,23485650,0,defaults,"""5""",0,defaults,1,23670298,history,0,defaults,0,defaults,,,,3614531330.0,3614531330.0,fastqsanger,fastqsanger,,3578794874.0,3578794874.0,fastqsanger,fastqsanger,,28607615,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.0,1.0.0,,2016-03-05 12:36:10.358931,78793,11661.784616
,,2016-03-05 09:47:24.314567,slurm_normal,,main_w2_handler1,2602568,2705411569,fasta,12028159,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6264396.roundup,slurm,,corral-repl,,0,defaults,"""/galaxy-repl/localdata/chrom/mm10Strains1.len""","""mm10Strains1""",1,fastq,1,0.0,defaults,paired,,23517756,23497368,0,defaults,"""5""",0,defaults,1,23670298,history,0,defaults,0,defaults,,,,3311473979.0,3311473979.0,fastqsanger,fastqsanger,,3309696727.0,3309696727.0,fastqsanger,fastqsanger,,28607615,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.0,1.0.0,,2016-03-06 07:10:43.728864,78793,76999.41429700001
,,2016-03-05 09:36:28.828475,slurm_normal,,main_w2_handler0,2602568,2705411569,fasta,12028030,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6262446.roundup,slurm,,corral-repl,,0,defaults,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,fastq,1,0.0,defaults,paired,,23485653,23485654,0,defaults,"""5""",0,defaults,1,23670298,history,0,defaults,0,defaults,,,,3482441842.0,3482441842.0,fastqsanger,fastqsanger,,3479792248.0,3479792248.0,fastqsanger,fastqsanger,,28607615,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.0,1.0.0,,2016-03-06 04:08:32.713340,78793,66723.884865
,,2016-03-05 09:45:20.731756,slurm_normal,,main_w2_handler1,2602568,2705411569,fasta,12028157,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6262452.roundup,slurm,,corral-repl,,0,defaults,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,fastq,1,0.0,defaults,paired,,23524844,23524845,0,defaults,"""5""",0,defaults,1,23670298,history,0,defaults,0,defaults,,,,3332565646.0,3332565646.0,fastqsanger,fastqsanger,,3330659114.0,3330659114.0,fastqsanger,fastqsanger,,28607615,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.0,1.0.0,,2016-03-06 04:18:30.910739,78793,66790.178983
,,2016-02-21 20:15:15.501095,slurm_normal,,main_w2_handler0,2604352,11403159883,fasta,11894877,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6133108.roundup,slurm,,corral-repl,,0,defaults,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",1,fastq,1,0.0,defaults,paired,,23413307,23413309,0,defaults,"""5""",0,defaults,1,23434434,history,0,defaults,0,defaults,,,,5363405664.0,5363405664.0,fastqsanger,fastqsanger,,5246659494.0,5246659494.0,fastqsanger,fastqsanger,,28474316,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.0,1.0.0,,2016-02-21 20:19:16.701917,20478,241.20082200000002
,,2016-03-05 09:42:24.204776,slurm_normal,,main_w1_handler0,2602568,2705411569,fasta,12028056,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6260923.roundup,slurm,,corral-repl,,0,defaults,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,fastq,1,0.0,defaults,paired,,23485666,23485667,0,defaults,"""5""",0,defaults,1,23670298,history,0,defaults,0,defaults,,,,3538510631.0,3538510631.0,fastqsanger,fastqsanger,,3535597201.0,3535597201.0,fastqsanger,fastqsanger,,28607615,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.0,1.0.0,,2016-03-06 00:45:16.909377,78793,54172.704601000005
,,2016-03-05 09:35:06.172414,slurm_normal,,main_w1_handler0,2602568,2705411569,fasta,12028026,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6257707.roundup,slurm,,corral-repl,,0,defaults,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,fastq,1,0.0,defaults,paired,,23485651,23485652,0,defaults,"""5""",0,defaults,1,23670298,history,0,defaults,0,defaults,,,,3375423189.0,3375423189.0,fastqsanger,fastqsanger,,3372900871.0,3372900871.0,fastqsanger,fastqsanger,,28607615,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.0,1.0.0,,2016-03-05 15:25:17.330215,78793,21011.157801
,,2016-02-20 16:49:38.932736,slurm_normal,,main_w2_handler1,2604352,11403159883,fasta,11885055,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6124689.roundup,slurm,,corral-repl,,0,defaults,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",1,fastq,1,0.0,defaults,paired,,23413307,23413309,0,defaults,"""5""",0,defaults,1,23434434,history,0,defaults,0,defaults,,,,5363405664.0,5363405664.0,fastqsanger,fastqsanger,,5246659494.0,5246659494.0,fastqsanger,fastqsanger,,28474316,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.0,1.0.0,,2016-02-20 16:52:23.185194,20478,164.25245800000002
,,2016-03-05 09:26:00.366908,slurm_normal,,main_w2_handler1,2602568,2705411569,fasta,12028000,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6258839.roundup,slurm,,corral-repl,,0,defaults,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,fastq,1,0.0,defaults,paired,,23485636,23485637,0,defaults,"""5""",0,defaults,1,23670298,history,0,defaults,0,defaults,,,,3928134477.0,3928134477.0,fastqsanger,fastqsanger,,3925112841.0,3925112841.0,fastqsanger,fastqsanger,,28607615,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.0,1.0.0,,2016-03-05 18:33:59.115257,78793,32878.748349
,,2016-03-05 10:05:10.080841,slurm_normal,,main_w2_handler1,2602568,2705411569,fasta,12028227,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6264539.roundup,slurm,,corral-repl,,0,defaults,"""/galaxy-repl/localdata/chrom/mm10Strains1.len""","""mm10Strains1""",1,fastq,1,0.0,defaults,paired,,23517772,23517781,0,defaults,"""5""",0,defaults,1,23670298,history,0,defaults,0,defaults,,,,3679398234.0,3679398234.0,fastqsanger,fastqsanger,,3676714046.0,3676714046.0,fastqsanger,fastqsanger,,28607615,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.0,1.0.0,,2016-03-06 07:22:39.618814,78793,76649.537973
,,2016-03-05 09:39:11.026451,slurm_normal,,main_w1_handler0,2602568,2705411569,fasta,12028038,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6257775.roundup,slurm,,corral-repl,,0,defaults,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,fastq,1,0.0,defaults,paired,,23485660,23485661,0,defaults,"""5""",0,defaults,1,23670298,history,0,defaults,0,defaults,,,,3398147023.0,3398147023.0,fastqsanger,fastqsanger,,3395418837.0,3395418837.0,fastqsanger,fastqsanger,,28607615,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.0,1.0.0,,2016-03-05 15:40:49.437045,78793,21698.410594
,,2016-03-05 09:40:15.370146,slurm_normal,,main_w2_handler1,2602568,2705411569,fasta,12028046,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6261159.roundup,slurm,,corral-repl,,0,defaults,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,fastq,1,0.0,defaults,paired,,23485662,23485663,0,defaults,"""5""",0,defaults,1,23670298,history,0,defaults,0,defaults,,,,3532827276.0,3532827276.0,fastqsanger,fastqsanger,,3530095982.0,3530095982.0,fastqsanger,fastqsanger,,28607615,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.0,1.0.0,,2016-03-06 01:05:17.916750,78793,55502.546604
,,2016-03-05 09:44:25.843786,slurm_normal,,main_w2_handler1,2602568,2705411569,fasta,12028126,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6262447.roundup,slurm,,corral-repl,,0,defaults,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,fastq,1,0.0,defaults,paired,,23524841,23497362,0,defaults,"""5""",0,defaults,1,23670298,history,0,defaults,0,defaults,,,,3271220661.0,3271220661.0,fastqsanger,fastqsanger,,3268790661.0,3268790661.0,fastqsanger,fastqsanger,,28607615,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.0,1.0.0,,2016-03-06 04:12:18.388289,78793,66472.544503
293.0,len,2016-02-15 19:52:44.106650,slurm_normal,,main_w1_handler0,2597023,5096047591,fasta,11836862,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6080918.roundup,slurm,,corral-repl,,0,defaults,"""/galaxy-repl/main/files/014/370/dataset_14370412.dat""","""?""",1,fastq,1,0.0,defaults,paired,,23304746,23304747,0,defaults,"""5""",0,defaults,1,23304816,history,0,defaults,0,defaults,,,,40400162.0,40400162.0,fastqsanger,fastqsanger,,40106652.0,40106652.0,fastqsanger,fastqsanger,,26342551,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.0,1.0.0,,2016-02-15 20:00:05.880224,73749,441.77357400000005
,,2016-01-02 03:53:47.424623,slurm_normal,,main_w1_handler0,2547479,3752848021,fasta,11358186,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5631190.roundup,slurm,,corral-repl,,0,defaults,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,fastq,2,,,single,22651265,,,0,defaults,"""5""",0,defaults,1,22700992,history,0,defaults,0,defaults,7249119112.0,7249119112.0,fastqsanger,,,,,fastqsanger,,,,,,26981294,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.0,1.0.0,,2016-01-02 07:16:28.349948,75767,12160.925325
,,2016-03-05 09:19:49.716648,slurm_normal,,main_w2_handler1,2602568,2705411569,fasta,12027978,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6256714.roundup,slurm,,corral-repl,,0,defaults,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,fastq,1,0.0,defaults,paired,,23510173,23510174,0,defaults,"""5""",0,defaults,1,23670298,history,0,defaults,0,defaults,,,,3518989945.0,3518989945.0,fastqsanger,fastqsanger,,3516207519.0,3516207519.0,fastqsanger,fastqsanger,,28607615,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.0,1.0.0,,2016-03-05 12:23:37.620062,78793,11027.903414
,,2016-03-05 09:34:01.270249,slurm_normal,,main_w2_handler0,2602568,2705411569,fasta,12028025,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6257708.roundup,slurm,,corral-repl,,0,defaults,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,fastq,1,0.0,defaults,paired,,23485641,23485642,0,defaults,"""5""",0,defaults,1,23670298,history,0,defaults,0,defaults,,,,4274589837.0,4274589837.0,fastqsanger,fastqsanger,,4270764833.0,4270764833.0,fastqsanger,fastqsanger,,28607615,error,toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.0,1.0.0,,2016-03-05 15:31:36.238540,78793,21454.968291
