create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,paired_collection1,paired_collection1_filetype,paired_collection2,paired_collection2_filetype,param_filename,parameters.align,parameters.chromInfo,parameters.dbkey,parameters.gapextend,parameters.gapopen,parameters.input_type.__current_case__,parameters.input_type.paired_collection.values,parameters.input_type.type,parameters.match,parameters.mismatch,parameters.oligo.__current_case__,parameters.oligo.add,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-12-08 09:20:09.420394,slurm_normal,,main_w4_handler1,3327621,17744596,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11811091,slurm,,corral-repl,3044631570,fastqsanger,3973887878,fastqsanger,,"""needleman""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""-1""","""-2""",1,"[{'src': 'hdca', 'id': 91552}]",simple_collection,"""1""","""-1""",0,no,,41617925,error,toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_contigs/mothur_make_contigs/1.36.1.0,1.36.1.0,,2017-12-08 09:26:54.931242,114736,405.510848
