create_time,destination_id,exit_code,fasta,fasta_filetype,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.fasta_source.__current_case__,parameters.fasta_source.fasta.values,parameters.fasta_source.fasta_source_selector,parameters.input.values,parameters.name,parameters.split,parameters.strand,parameters.tab,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-02-26 12:33:31.132777,slurm_normal,,5260234979,fasta,main_w4_handler0,3229717,18521592,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1490192,bed,12617720,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",0,"[{'src': 'hda', 'id': 34070471}]",history,"[{'src': 'hda', 'id': 34070799}]","""false""","""false""","""false""","""false""",,44166629,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.27.0.1,2.27.0.1,,2018-02-26 12:36:23.872984,110428,172.740207
