create_time,destination_id,exit_code,fastq_input1,fastq_input1_filetype,fastq_input2,fastq_input2_filetype,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.analysis_type.__current_case__,parameters.analysis_type.analysis_type_selector,parameters.chromInfo,parameters.dbkey,parameters.input_type.__current_case__,parameters.input_type.adv_pe_options.__current_case__,parameters.input_type.adv_pe_options.adv_pe_options_selector,parameters.input_type.fastq_input1,parameters.input_type.fastq_input2,parameters.input_type.input_type_selector,parameters.reference_source.__current_case__,parameters.reference_source.ref_file,parameters.reference_source.reference_source_selector,parameters.rg.__current_case__,parameters.rg.rg_selector,ref_file,ref_file_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-01-31 23:59:24.961896,slurm_multi_dynamic_walltime,,3109552535,fastqsanger,3109552535,fastqsanger,main_w2_handler2,2098308,11651279,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5912211,slurm,,corral-repl,,0,no,0,illumina,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,1,do_not_set,23108102,23108103,paired,1,23107131,history,3,do_not_set,117343938232,fasta,,27132311,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa/0.4.2,0.4.2,,2016-02-01 01:11:57.322743,54971,4352.360847
