create_time,destination_id,exit_code,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input.values,parameters.invert,parameters.pattern,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-10-26 04:52:03.444348,slurm_normal,,main_w4_handler0,2867584,14175443,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12814141379,bed,8388124.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 'bbd44e69cb8906b57e74ad0dbb5cbaba'}]","""false""","""^chr16""",,33817109,error,Grep1,1.0.1,,2016-10-26 04:53:53.723978,32188,110.27963000000001
