create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.allchroms,parameters.chromInfo,parameters.dbkey,parameters.input1.values,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-03-11 00:32:13.655710,slurm_normal,,main_w4_handler0,2945501,15267981,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",23171496,bed,9413838.roundup,slurm,,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28714882}]",,36548467,error,toolshed.g2.bx.psu.edu/repos/devteam/complement/gops_complement_1/1.0.0,1.0.0,,2017-03-11 00:32:33.947167,93212.0,20.291457
2017-03-05 15:49:36.421772,slurm_normal,,main_w3_handler1,3019424,15212441,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",15092438,interval,9361587.roundup,slurm,,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28625598}]",,36444966,error,toolshed.g2.bx.psu.edu/repos/devteam/complement/gops_complement_1/1.0.0,1.0.0,,2017-03-05 15:49:56.664144,,20.242372
2017-03-11 00:20:28.486860,slurm_normal,,main_w4_handler1,2945501,15267929,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",15072469,interval,9413803.roundup,slurm,,corral-repl,,"""true""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28706570}]",,36548467,error,toolshed.g2.bx.psu.edu/repos/devteam/complement/gops_complement_1/1.0.0,1.0.0,,2017-03-11 00:20:48.431158,93212.0,19.944298
