create_time,destination_id,exit_code,handler,history_id,id,imported,info,input_file,input_file1,input_file1_filetype,input_file_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.dbtype,parameters.hash_index,parameters.input_file.values,parameters.parse_seqids,parameters.tax.__current_case__,parameters.tax.taxselect,parameters.title,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-03-01 19:14:44.380123,slurm_normal,,main_w3_handler1,3447863,18571619,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",89309744426,89309744426,fasta,fasta,12663986,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""prot""","""true""","[{'src': 'hda', 'id': 34154378}]","""true""",0,,"""nr database March 1, 2018""",,44258802,error,toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_makeblastdb/0.2.01,0.2.01,,2018-03-01 19:23:41.047615,106937,536.667492
