chromInfo,chromInfo_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,input_sam,input_sam_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.clipping_action,parameters.clipping_attribute,parameters.dbkey,parameters.include_non_pf_reads,parameters.include_non_primary_alignments,parameters.input_sam,parameters.input_sam.values,parameters.output_per_read_group_selector,parameters.re_reverse,parameters.read1_max_bases_to_write,parameters.read1_trim,parameters.single_paired_end_type.__current_case__,parameters.single_paired_end_type.read2_max_bases_to_write,parameters.single_paired_end_type.read2_trim,parameters.single_paired_end_type.single_paired_end_type_selector,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2014-11-14 21:31:51.218222,rodeo_normal,,main_w1_handler0,2118957,8170402,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",21897565105,sam,2017346.roundup,slurm,,corral-repl,,"""a4d40b526c4511e48a1b005056a51846""","""/galaxy-repl/localdata/chrom/mm10.len""","""""","""""","""mm10""","""True""","""True""",17545388,,"""per_sam_file""","""True""","""""","""""",1,,,paired,,18452035.0,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.56.1,1.56.1,,2014-11-14 21:37:53.023701,19796,361.80547900000005
,,2015-11-24 19:38:24.633134,slurm_normal_16gb,,main_w1_handler0,2517890,10998389,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",71174129135,sam,5257832.roundup,slurm,,corral-repl,,"""ec3b61e292e211e590a9005056a52a46""","""/galaxy-repl/localdata/chrom/mm10.len""","""""","""""","""mm10""","""True""","""True""",22148953,,"""per_sam_file""","""True""","""""","""""",1,,,paired,,25328109.0,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.56.1,1.56.1,,2015-11-24 20:59:22.493795,19796,4857.860661000001
,,2015-05-11 04:19:56.266007,slurm_normal_16gb,,main_w1_handler1,2287655,9440484,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10289918455,sam,3766698.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""""","""?""","""False""","""False""",19656996,,"""per_sam_file""","""True""","""""","""""",1,,,paired,,21182977.0,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.56.1,1.56.1,,2015-05-11 04:43:44.691019,38914,1428.4250120000002
2323288.0,len,2015-08-27 07:00:43.647565,slurm_normal_16gb,,main_w1_handler1,2413497,10208689,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7131021951,bam,4478546.roundup,slurm,,corral-repl,,,"""/galaxy-repl/main/files/012/221/dataset_12221620.dat""","""""","""""","""?""","""False""","""False""",20908760,,"""per_read_group""","""True""","""""","""""",1,,,paired,,24389626.0,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.56.1,1.56.1,,2015-08-27 07:04:25.281159,67002,221.63359400000002
,,2015-08-14 23:45:28.279211,slurm_normal_16gb,,main_w1_handler0,2402098,10122839,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",40206754284,sam,4395611.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""""","""?""","""False""","""False""",20767598,,"""per_sam_file""","""True""","""""","""""",0,,,single,,24679258.0,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.56.1,1.56.1,,2015-08-14 23:56:16.468202,61634,648.188991
,,2015-11-24 19:37:37.599517,slurm_normal_16gb,,main_w1_handler2,2517889,10998378,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",96019548511,sam,5258469.roundup,slurm,,corral-repl,,"""d017b1a092e211e59ff9005056a52a46""","""/galaxy-repl/localdata/chrom/mm10.len""","""""","""""","""mm10""","""True""","""True""",22148940,,"""per_sam_file""","""True""","""""","""""",1,,,paired,,25328109.0,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.56.1,1.56.1,,2015-11-24 22:17:49.578013,19796,9611.978496
,,2014-11-16 03:56:59.261662,rodeo_normal,,main_w1_handler0,2119778,8177067,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",39232555985,sam,2025604.roundup,slurm,,corral-repl,,"""9c6c6fb86d4411e4b638005056a51846""","""/galaxy-repl/localdata/chrom/mm10.len""","""""","""""","""mm10""","""True""","""True""",17559044,,"""per_sam_file""","""True""","""""","""""",1,,,paired,,18452159.0,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.56.1,1.56.1,,2014-11-16 07:30:55.437758,39842,12836.176096000001
,,2014-11-16 04:23:25.091349,rodeo_normal,,main_w2_handler0,2119788,8177301,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5958554979,sam,2025043.roundup,slurm,,corral-repl,,"""4dd476e46d4811e4bb01005056a51846""","""/galaxy-repl/localdata/chrom/mm10.len""","""""","""""","""mm10""","""True""","""True""",17559317,,"""per_sam_file""","""True""","""""","""""",1,,,paired,,17873176.0,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.56.1,1.56.1,,2014-11-16 04:40:26.655819,19796,1021.56447
,,2014-11-16 04:41:38.347889,rodeo_normal,,main_w2_handler1,2119788,8177478,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5958554979,sam,2025217.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""""","""""","""mm10""","""True""","""True""",17559317,,"""per_sam_file""","""True""","""""","""""",1,,,paired,,17873176.0,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.56.1,1.56.1,,2014-11-16 05:22:39.205198,19796,2460.857309
,,2017-05-15 05:20:43.033801,slurm_normal,,main_w3_handler1,2093315,15835052,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5876307393,sam,9936286.roundup,slurm,,corral-repl,,"""3c945d04392e11e78edd005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""""","""""","""?""","""false""","""false""",,"[{'src': 'hda', 'id': 29596873}]","""per_sam_file""","""true""","""""","""""",1,,,paired,,,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.56.1,1.56.1,,2017-05-15 05:33:55.477802,31180,792.4440010000001
