chromInfo,chromInfo_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,input_concordance,input_concordance_filetype,input_discordance,input_discordance_filetype,input_interval_repeat_0|input_intervals,input_interval_repeat_0|input_intervals_filetype,input_variant,input_variant_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.analysis_param_type.__current_case__,parameters.analysis_param_type.analysis_param_type_selector,parameters.chromInfo,parameters.dbkey,parameters.exclude_filtered,parameters.exclude_sample_name_repeat,parameters.gatk_param_type.__current_case__,parameters.gatk_param_type.baq,parameters.gatk_param_type.baq_gap_open_penalty,parameters.gatk_param_type.default_base_qualities,parameters.gatk_param_type.disable_experimental_low_memory_sharding,parameters.gatk_param_type.downsampling_type.__current_case__,parameters.gatk_param_type.downsampling_type.downsampling_type_selector,parameters.gatk_param_type.gatk_param_type_selector,parameters.gatk_param_type.input_exclude_interval_repeat,parameters.gatk_param_type.input_interval_repeat,parameters.gatk_param_type.interval_merging,parameters.gatk_param_type.interval_set_rule,parameters.gatk_param_type.non_deterministic_random_seed,parameters.gatk_param_type.pedigree,parameters.gatk_param_type.pedigree_string_repeat,parameters.gatk_param_type.pedigree_validation_type,parameters.gatk_param_type.read_filter,parameters.gatk_param_type.read_group_black_list_repeat,parameters.gatk_param_type.use_original_qualities,parameters.gatk_param_type.validation_strictness,parameters.input_concordance,parameters.input_concordance.values,parameters.input_discordance,parameters.input_discordance.values,parameters.reference_source.__current_case__,parameters.reference_source.input_variant,parameters.reference_source.input_variant.values,parameters.reference_source.ref_file,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,parameters.sample_name_repeat,parameters.select_expressions_repeat,ref_file,ref_file_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-06-09 11:39:06.893082,slurm_normal,,main_w1_handler0,2161077,9619111,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,25317249,vcf,3930485.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""False""",[],1,OFF,40.0,-1,False,0.0,NONE,advanced,[],[],ALL,UNION,False,[],[],STRICT,[],[],False,STRICT,,,,,1,19951313.0,,19544148,,history,"[{""__index__"": 0, ""sample_name"": """"}]","[{""__index__"": 0, ""select_expressions"": ""PKHD1""}]",8492197072.0,fasta,,22527848,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,0.0.2,,2015-06-09 11:42:13.471928,57795,186.578846
,,2016-06-20 22:16:57.222647,slurm_normal,,main_w1_handler0,2744891,13216606,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,839003768.0,vcf,,,420701697,vcf,7401109.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""","""false""",[],0,,,,,,,basic,,,,,,,,,,,,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a44552871924a05c'}]",0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d7e3689f4baab4fc'}]",hg_g1k_v37,,cached,[],[],,,,30977857,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,0.0.2,,2016-06-20 22:18:15.146898,50040,77.924251
,,2014-11-20 08:59:12.760056,rodeo_normal,,main_w2_handler1,2123961,8208942,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,486706475,vcf,2063767.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/main/files/009/304/dataset_9304384.dat""","""IRGSP-1.0""","""True""",[],0,,,,,,,basic,,,,,,,,,,,,,,,,,1,17615551.0,,17614816,,history,[],"[{""__index__"": 0, ""select_expressions"": ""AC==0""}]",379466370.0,fasta,,18124944,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,0.0.2,,2014-11-20 09:00:22.140910,49852,69.380854
,,2015-07-11 09:37:19.784929,slurm_normal,,main_w1_handler1,2254940,9838850,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,322664801,vcf,4135432.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",[],0,,,,,,,basic,,,,,,,,,,,,,,,,,1,20275389.0,,19079408,,history,[],[],379157083.0,fasta,,24057746,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,0.0.2,,2015-07-11 09:40:48.107483,60651,208.32255400000003
,,2015-01-12 00:34:06.025106,rodeo_normal,,main_w2_handler0,2169492,8529809,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,2257433158,vcf,2453152.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""","""False""",[],0,,,,,,,basic,,,,,,,,,,,,,,,,,0,18172600.0,,hg_g1k_v37,,cached,[],"[{""__index__"": 0, ""select_expressions"": ""vc.getGenotype(\""NA12878\"").isHomRef()""}]",,,,20395490,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,0.0.2,,2015-01-12 00:35:44.136439,11603,98.111333
,,2015-05-06 05:15:08.965769,slurm_normal,,main_w1_handler1,2254940,9406176,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,310198221,vcf,3737567.roundup,slurm,,corral-repl,,"""cd0fb95ef3ae11e483e3005056a51846""",0.0,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""True""",[],0,,,,,,,basic,,,,,,,,,,,,,,,,,1,19598987.0,,19079408,,history,[],"[{""__index__"": 0, ""select_expressions"": ""DP >=3""}]",379157083.0,fasta,,22549614,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,0.0.2,,2015-05-06 07:27:58.091655,60651,7969.125886000001
,,2015-05-06 05:15:11.433985,slurm_normal,,main_w2_handler1,2254940,9406177,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,319341017,vcf,3738049.roundup,slurm,,corral-repl,,"""cd0fb95ef3ae11e483e3005056a51846""",0.0,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",[],0,,,,,,,basic,,,,,,,,,,,,,,,,,1,19598988.0,,19079408,,history,[],[],379157083.0,fasta,,22549614,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,0.0.2,,2015-05-06 08:14:17.523874,60651,10746.089889
,,2015-05-23 12:46:49.282728,slurm_normal,,main_w1_handler0,2268241,9524085,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,312795416,vcf,3842598.roundup,slurm,,corral-repl,,"""b32b6c1a014911e5958c005056a51846""",0.0,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""True""",[],0,,,,,,,basic,,,,,,,,,,,,,,,,,1,19798753.0,,19261145,,history,[],"[{""__index__"": 0, ""select_expressions"": ""DP >=3""}]",379157083.0,fasta,,22549614,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,0.0.2,,2015-05-23 20:08:15.646060,60651,26486.363332
,,2015-06-01 09:29:22.900209,slurm_normal,,main_w1_handler0,2268241,9572575,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,350117074,vcf,3886001.roundup,slurm,,corral-repl,,"""9552ebc0084011e58dd9005056a52a46""",0.0,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",[],0,,,,,,,basic,,,,,,,,,,,,,,,,,1,19872844.0,,19261145,,history,[],[],379157083.0,fasta,,22549614,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,0.0.2,,2015-06-01 11:27:07.664243,60651,7064.764034000001
,,2014-12-01 07:39:43.834641,rodeo_normal,,main_w1_handler0,2123961,8278636,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",14733050.0,vcf,,,,,760622853,vcf,2148871.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/main/files/009/304/dataset_9304384.dat""","""IRGSP-1.0""","""False""",[],0,,,,,,,basic,,,,,,,,,,,,,17725116,,,,1,17614817.0,,17614816,,history,[],[],379466370.0,fasta,,19831955,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,0.0.2,,2014-12-01 07:41:11.840337,49852,88.005696
,,2016-06-20 21:32:38.223981,slurm_normal,,main_w1_handler1,2744891,13216447,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",839003768.0,vcf,,,,,420701697,vcf,7400815.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""","""false""",[],0,,,,,,,basic,,,,,,,,,,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a44552871924a05c'}]",,,0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d7e3689f4baab4fc'}]",hg_g1k_v37,,cached,[],[],,,,30977857,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,0.0.2,,2016-06-20 21:34:36.752051,50040,118.52807000000001
,,2015-07-10 12:09:59.279060,slurm_normal,,main_w2_handler0,2254940,9828404,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,322664801,vcf,4127807.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",[],0,,,,,,,basic,,,,,,,,,,,,,,,,,1,20275389.0,,19079408,,history,[],[],379157083.0,fasta,,24057746,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,0.0.2,,2015-07-10 12:13:24.890315,60651,205.611255
,,2014-11-18 08:55:47.472515,rodeo_normal,,main_w1_handler1,2099877,8191600,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",567385934.0,vcf,,,,,567864555,vcf,2041847.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/main/files/009/304/dataset_9304384.dat""","""IRGSP-1.0""","""False""",[],0,,,,,,,basic,,,,,,,,,,,,,17588791,,,,1,17588784.0,,17362225,,history,[],[],379466370.0,fasta,,18124944,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,0.0.2,,2014-11-18 08:57:28.216184,49852,100.74366900000001
,,2016-03-02 22:57:04.809888,slurm_normal,,main_w2_handler0,2616324,12000678,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,1184895332.0,vcf,,,5500860,vcf,6229415.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""","""False""",[],0,,,,,,,basic,,,,,,,,,,,,,,,23554579,,1,23625933.0,,23554577,,history,[],[],21342638.0,fasta,,28669668,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,0.0.2,,2016-03-02 22:59:40.898051,24657,156.088163
,,2015-05-29 12:28:38.492394,slurm_normal,,main_w1_handler1,2268241,9561687,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,366753267,vcf,3875216.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",[],0,,,,,,,basic,,,,,,,,,,,,,,,,,1,19828463.0,,19261145,,history,[],[],379157083.0,fasta,,22549614,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,0.0.2,,2015-05-29 12:31:53.282770,60651,194.790376
,,2014-11-18 02:38:17.679863,rodeo_normal,,main_w1_handler1,2099877,8189920,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,760622853,vcf,2039722.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/main/files/009/304/dataset_9304384.dat""","""IRGSP-1.0""","""False""","[{""__index__"": 0, ""exclude_sample_name"": ""NJ16""}]",0,,,,,,,basic,,,,,,,,,,,,,,,,,1,17584717.0,,17362225,,history,[],[],379466370.0,fasta,,18124944,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,0.0.2,,2014-11-18 02:40:30.611492,49852,132.93162900000002
1641085.0,len,2015-03-24 23:09:41.463062,rodeo_normal,,main_w2_handler1,2242266,9028676,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,84629308,vcf,3313885.roundup,slurm,,corral-repl,,,,,"""/galaxy-repl/main/files/010/759/dataset_10759551.dat""","""Medicago_v3""","""False""",[],0,,,,,,,basic,,,,,,,,,,,,,,,,,1,18978548.0,,18915915,,history,[],[],62166027.0,fasta,,21905254,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,0.0.2,,2015-03-24 23:12:34.593829,61115,173.13076700000002
,,2014-11-18 02:43:53.494618,rodeo_normal,,main_w1_handler0,2099877,8189934,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,760622853,vcf,2039741.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/main/files/009/304/dataset_9304384.dat""","""IRGSP-1.0""","""False""","[{""__index__"": 0, ""exclude_sample_name"": ""NJ16""}]",0,,,,,,,basic,,,,,,,,,,,,,,,,,1,17584717.0,,17362225,,history,[],[],379466370.0,fasta,,18124944,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,0.0.2,,2014-11-18 02:45:19.797781,49852,86.30316300000001
,,2016-06-20 22:52:38.405802,slurm_normal,,main_w2_handler0,2744891,13216925,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",389149887.0,vcf,,,,,420701697,vcf,7401368.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""","""false""",[],0,,,,,,,basic,,,,,,,,,,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5467068e375a621b8'}]",,,0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d7e3689f4baab4fc'}]",hg_g1k_v37,,cached,[],[],,,,30977857,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,0.0.2,,2016-06-20 22:54:51.914594,50040,133.508792
,,2016-05-27 09:56:34.289316,slurm_normal,,main_w2_handler1,2710132,13000810,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,326770402,vcf,7188364.roundup,slurm,,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""","""false""",[],0,,,,,,,basic,,,,,,,,,,,,,,,,,0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b526d141d601c95a1f'}]",hg_g1k_v37,,cached,[],[],,,,30327132,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,0.0.2,,2016-05-27 11:17:18.860573,84651,4844.5712570000005
,,2015-07-02 16:47:50.684834,slurm_normal,,main_w2_handler0,2254940,9782808,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,301693268,vcf,4087477.roundup,slurm,,corral-repl,,"""e54f595420d911e5bda8005056a52a46""",0.0,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""True""",[],0,,,,,,,basic,,,,,,,,,,,,,,,,,1,20216411.0,,19079408,,history,[],"[{""__index__"": 0, ""select_expressions"": ""DP >=3""}]",379157083.0,fasta,,23583717,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,0.0.2,,2015-07-03 02:23:54.559145,60651,34563.874311
,,2015-07-02 16:49:57.620590,slurm_normal,,main_w2_handler1,2254940,9782824,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,301412039,vcf,4087544.roundup,slurm,,corral-repl,,"""371f058620da11e5b142005056a52a46""",0.0,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",[],0,,,,,,,basic,,,,,,,,,,,,,,,,,1,20216438.0,,19079408,,history,[],[],379157083.0,fasta,,23583717,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,0.0.2,,2015-07-03 03:11:18.368899,60651,37280.748309
,,2015-05-06 02:16:09.962492,slurm_normal,,main_w2_handler1,2268241,9405393,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,374564087,vcf,3736175.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""True""",[],0,,,,,,,basic,,,,,,,,,,,,,,,,,1,19585391.0,,19261145,,history,[],"[{""__index__"": 0, ""select_expressions"": ""DP >=3""}]",379157083.0,fasta,,22549614,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,0.0.2,,2015-05-06 02:18:33.980310,60651,144.017818
,,2014-11-20 08:36:24.600360,rodeo_normal,,main_w1_handler1,2123961,8208884,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,486706475,vcf,2063711.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/main/files/009/304/dataset_9304384.dat""","""IRGSP-1.0""","""True""",[],0,,,,,,,basic,,,,,,,,,,,,,,,,,1,17615551.0,,17614816,,history,[],"[{""__index__"": 0, ""select_expressions"": ""AC==1 || AC==2""}]",379466370.0,fasta,,18124944,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,0.0.2,,2014-11-20 08:37:33.448005,49852,68.847645
,,2015-07-09 01:37:46.349023,slurm_normal,,main_w1_handler0,2332165,9818348,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,187379702,vcf,4117949.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",[],0,,,,,,,basic,,,,,,,,,,,,,,,,,1,20086978.0,,19926836,,history,[],[],1915540030.0,fasta,,23693264,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,0.0.2,,2015-07-09 01:40:11.853254,61035,145.504231
291.0,len,2015-04-16 07:03:44.472031,slurm_normal,,main_w1_handler0,2254940,9243358,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,226222373,vcf,3525332.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/main/files/011/018/dataset_11018059.dat""","""?""","""False""",[],0,,,,,,,basic,,,,,,,,,,,,,,,,,1,19283645.0,,19079408,,history,[],[],379157083.0,fasta,,22031002,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,0.0.2,,2015-04-16 07:06:06.534223,60651,142.062192
,,2015-05-07 09:16:53.117400,slurm_normal,,main_w1_handler0,2268241,9418845,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,406648406,vcf,3748322.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""True""",[],0,,,,,,,basic,,,,,,,,,,,,,,,,,1,19585385.0,,19261145,,history,[],"[{""__index__"": 0, ""select_expressions"": ""DP >=3""}]",379157083.0,fasta,,22549614,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,0.0.2,,2015-05-07 09:20:15.173792,60651,202.05639200000002
,,2016-01-21 20:55:07.353090,slurm_normal,,main_w2_handler0,2573718,11574860,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",29274095.0,vcf,,,,,18227202859,vcf,5848460.roundup,slurm,,corral-repl,,"""3f1fd21ec08111e5a80e005056a52a46""",0.0,basic,"""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""","""False""",[],0,,,,,,,basic,,,,,,,,,,,,,22997447,,,,1,22997445.0,,22995191,,history,[],[],102291840.0,fasta,,26337469,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,0.0.2,,2016-01-22 19:33:43.663008,30247,81516.309918
,,2015-01-16 05:50:33.239957,rodeo_normal,,main_w2_handler1,2165276,8556004,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,796447793.0,vcf,,,132727991,vcf,2484768.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",[],0,,,,,,,basic,,,,,,,,,,,,,,,18222963,,1,18222451.0,,18214378,,history,[],[],381956675.0,fasta,,18124944,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,0.0.2,,2015-01-16 05:52:18.139469,49852,104.899512
,,2015-06-05 11:02:19.068848,slurm_normal,,main_w2_handler0,2268241,9603332,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,263763618,vcf,3914958.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""True""",[],0,,,,,,,basic,,,,,,,,,,,,,,,,,1,19911532.0,,19261145,,history,[],"[{""__index__"": 0, ""select_expressions"": ""DP >=3""}]",379157083.0,fasta,,22549614,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,0.0.2,,2015-06-05 11:05:20.937957,60651,181.869109
,,2015-01-16 01:12:24.890059,rodeo_normal,,main_w1_handler0,2165276,8555446,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,1156498399,vcf,2483859.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",[],0,,,,,,,basic,,,,,,,,,,,,,,,,,1,18222254.0,,18214378,,history,"[{""__index__"": 0, ""sample_name"": ""R01""}, {""__index__"": 1, ""sample_name"": ""R03""}]",[],381956675.0,fasta,,18124944,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,0.0.2,,2015-01-16 01:14:01.291367,49852,96.401308
,,2015-03-25 12:15:59.502204,rodeo_normal,,main_w1_handler0,2247106,9032530,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,1140849416,vcf,3317938.roundup,slurm,,corral-repl,,,,,"""/galaxy-repl/main/files/010/759/dataset_10759551.dat""","""Medicago_v3""","""False""",[],0,,,,,,,basic,,,,,,,,,,,,,,,,,1,18989786.0,,18973189,,history,[],[],27274590.0,fasta,,21905254,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,0.0.2,,2015-03-25 12:18:18.522765,61115,139.02056100000001
,,2015-07-19 00:31:24.650580,slurm_normal,,main_w2_handler1,2254940,9905024,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,363280543,vcf,4193906.roundup,slurm,,corral-repl,,"""51bc03822dad11e58045005056a51846""",0.0,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",[],0,,,,,,,basic,,,,,,,,,,,,,,,,,1,20416212.0,,19079408,,history,[],[],379157083.0,fasta,,24057746,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,0.0.2,,2015-07-19 02:46:27.055270,60651,8102.40469
,,2015-06-12 09:39:07.173018,slurm_normal,,main_w1_handler1,2311858,9640775,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,2668809,vcf,3951997.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/main/files/011/437/dataset_11437611.dat""","""temp""","""False""",[],0,,,,,,,basic,,,,,,,,,,,,,,,,,1,19881522.0,,19752687,,history,[],[],359832686.0,fasta,,23451692,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,0.0.2,,2015-06-12 09:40:45.042949,61115,97.86993100000001
,,2016-02-09 09:18:43.773770,slurm_normal,,main_w1_handler1,2276715,11755912,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,1904531387,vcf,6011968.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",[],0,,,,,,,basic,,,,,,,,,,,,,,,,,1,23247394.0,,23239970,,history,[],[],32853167.0,fasta,,28123383,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,0.0.2,,2016-02-09 09:21:38.180132,62597,174.406362
,,2015-08-31 06:29:22.299498,slurm_normal,,main_w1_handler0,2106308,10228660,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,884065884,vcf,4503597.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",[],0,,,,,,,basic,,,,,,,,,,,,,,,,,1,20934131.0,,17418375,,history,[],"[{""__index__"": 0, ""select_expressions"": ""vc.getGenotype(\""DJ15\"").isHomRef()""}]",379466370.0,fasta,,24368632,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,0.0.2,,2015-08-31 06:32:03.491866,49852,161.19236800000002
,,2015-03-30 02:53:05.192647,rodeo_normal,,main_w1_handler1,2245734,9078844,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,693715526,vcf,3365643.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",[],0,,,,,,,basic,,,,,,,,,,,,,,,,,1,19052501.0,,18957012,,history,[],"[{""__index__"": 0, ""select_expressions"": ""vc.getGenotype(\""DJ15\"").isHomRef()""}]",379466370.0,fasta,,21898224,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,0.0.2,,2015-03-30 02:56:32.137077,49852,206.94443
,,2015-05-29 12:34:07.025082,slurm_normal,,main_w1_handler1,2268241,9561724,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,365036577,vcf,3875572.roundup,slurm,,corral-repl,,"""d57db8ae05fe11e5930d005056a52a46""",0.0,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""True""",[],0,,,,,,,basic,,,,,,,,,,,,,,,,,1,19853919.0,,19261145,,history,[],"[{""__index__"": 0, ""select_expressions"": ""DP >=3""}]",379157083.0,fasta,,22549614,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,0.0.2,,2015-05-29 13:49:50.762350,60651,4543.737268
