chromInfo,chromInfo_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,input_concordance,input_concordance_filetype,input_discordance,input_discordance_filetype,input_interval_repeat_0|input_intervals,input_interval_repeat_0|input_intervals_filetype,input_variant,input_variant_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.analysis_param_type.__current_case__,parameters.analysis_param_type.analysis_param_type_selector,parameters.chromInfo,parameters.dbkey,parameters.exclude_filtered,parameters.exclude_sample_name_repeat,parameters.gatk_param_type.__current_case__,parameters.gatk_param_type.baq,parameters.gatk_param_type.baq_gap_open_penalty,parameters.gatk_param_type.default_base_qualities,parameters.gatk_param_type.disable_experimental_low_memory_sharding,parameters.gatk_param_type.downsampling_type.__current_case__,parameters.gatk_param_type.downsampling_type.downsampling_type_selector,parameters.gatk_param_type.gatk_param_type_selector,parameters.gatk_param_type.input_exclude_interval_repeat,parameters.gatk_param_type.input_interval_repeat,parameters.gatk_param_type.interval_merging,parameters.gatk_param_type.interval_set_rule,parameters.gatk_param_type.non_deterministic_random_seed,parameters.gatk_param_type.pedigree,parameters.gatk_param_type.pedigree_string_repeat,parameters.gatk_param_type.pedigree_validation_type,parameters.gatk_param_type.read_filter,parameters.gatk_param_type.read_group_black_list_repeat,parameters.gatk_param_type.use_original_qualities,parameters.gatk_param_type.validation_strictness,parameters.input_concordance,parameters.input_concordance.values,parameters.input_discordance,parameters.input_discordance.values,parameters.reference_source.__current_case__,parameters.reference_source.input_variant,parameters.reference_source.input_variant.values,parameters.reference_source.ref_file,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,parameters.sample_name_repeat,parameters.select_expressions_repeat,ref_file,ref_file_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-06-01 08:31:24.915044,slurm_normal,,main_w2_handler1,2268241,9572318,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,350117074,vcf,3887699.roundup,slurm,,corral-repl,,"""6baaf8d8083811e5b516005056a51846""",0.0,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",[],0,,,,,,,basic,,,,,,,,,,,,,,,,,1,19872253.0,,19261145,,history,[],[],379157083.0,fasta,,22549614,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,0.0.2,,2015-06-01 15:48:30.520570,60651,26225.605526000003
,,2015-06-02 16:41:17.557336,slurm_normal,,main_w1_handler1,2268241,9582833,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,314776366,vcf,3895930.roundup,slurm,,corral-repl,,"""f07e0dd0094511e5b195005056a51846""",0.0,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",[],0,,,,,,,basic,,,,,,,,,,,,,,,,,1,19890057.0,,19261145,,history,[],[],379157083.0,fasta,,22549614,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,0.0.2,,2015-06-02 18:46:06.622063,60651,7489.064727000001
,,2016-01-21 18:14:13.586784,slurm_normal,,main_w1_handler0,2573718,11573628,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",29274095.0,vcf,,,,,18227202859,vcf,5847231.roundup,slurm,,corral-repl,,"""c20cf2aec06a11e58784005056a52a46""",0.0,basic,"""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""","""False""",[],0,,,,,,,basic,,,,,,,,,,,,,22995198,,,,1,22995197.0,,22300805,,history,[],[],102291840.0,fasta,,26337469,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,0.0.2,,2016-01-22 16:40:51.972081,30247,80798.385297
,,2016-05-30 10:25:39.963548,slurm_normal,,main_w1_handler1,2710132,13022976,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,326770402,vcf,7205061.roundup,slurm,,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""","""false""",[],0,,,,,,,basic,,,,,,,,,,,,,,,,,0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b526d141d601c95a1f'}]",hg_g1k_v37,,cached,[],[],,,,30303613,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,0.0.2,,2016-05-30 10:31:09.763265,84651,329.79971700000004
,,2014-12-01 07:20:37.205801,rodeo_normal,,main_w1_handler1,2123961,8278511,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,568323542,vcf,2148744.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/main/files/009/304/dataset_9304384.dat""","""IRGSP-1.0""","""True""",[],0,,,,,,,basic,,,,,,,,,,,,,,,,,1,17724873.0,,17614816,,history,[],"[{""__index__"": 0, ""select_expressions"": ""AC==0""}]",379466370.0,fasta,,19831955,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,0.0.2,,2014-12-01 07:22:06.178942,49852,88.97314100000001
,,2015-05-06 12:31:29.689956,slurm_normal,,main_w2_handler1,2254940,9409053,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,319341017,vcf,3739660.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",[],0,,,,,,,basic,,,,,,,,,,,,,,,,,1,19598988.0,,19079408,,history,[],[],379157083.0,fasta,,22549614,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,0.0.2,,2015-05-06 12:34:27.884414,60651,178.194458
,,2015-05-06 12:31:06.602641,slurm_normal,,main_w2_handler1,2254940,9409046,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,310198221,vcf,3739647.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""True""",[],0,,,,,,,basic,,,,,,,,,,,,,,,,,1,19598987.0,,19079408,,history,[],"[{""__index__"": 0, ""select_expressions"": ""DP >=3""}]",379157083.0,fasta,,22549614,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,0.0.2,,2015-05-06 12:34:12.160327,60651,185.55768600000002
,,2015-05-05 12:08:53.471163,slurm_normal,,main_w1_handler1,2268241,9398750,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,406648406,vcf,3730627.roundup,slurm,,corral-repl,,"""7304cfe2f31f11e4a4a9005056a51846""",0.0,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""True""",[],0,,,,,,,basic,,,,,,,,,,,,,,,,,1,19585385.0,,19261145,,history,[],"[{""__index__"": 0, ""select_expressions"": ""DP >=3""}]",379157083.0,fasta,,22549614,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,0.0.2,,2015-05-05 14:04:18.782011,60651,6925.310848
,,2015-07-02 16:49:51.048638,slurm_normal,,main_w1_handler0,2254940,9782823,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,285804514,vcf,4087335.roundup,slurm,,corral-repl,,"""371f058620da11e5b142005056a52a46""",0.0,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""True""",[],0,,,,,,,basic,,,,,,,,,,,,,,,,,1,20216437.0,,19079408,,history,[],"[{""__index__"": 0, ""select_expressions"": ""DP >=3""}]",379157083.0,fasta,,23583717,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,0.0.2,,2015-07-03 01:28:27.400602,60651,31116.351964
,,2015-06-28 06:02:39.684596,slurm_normal,,main_w2_handler0,2337629,9753082,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,824975035,vcf,4056598.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",[],0,,,,,,,basic,,,,,,,,,,,,,,,,,1,20165646.0,,19979926,,history,[],[],4474636.0,fasta,,23498875,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,0.0.2,,2015-06-28 06:05:43.796543,61381,184.11194700000001
,,2015-11-29 20:53:28.137909,slurm_normal,,main_w1_handler1,2514678,11038440,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,336904170,vcf,5293642.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/eschColi_K12.len""","""eschColi_K12""","""False""",[],0,,,,,,,basic,,,,,,,,,,,,,,,,,1,22206697.0,,22153237,,history,[],[],4708049.0,fasta,,26426856,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,0.0.2,,2015-11-29 20:55:46.019841,71986,137.881932
,,2014-11-20 08:56:05.433600,rodeo_normal,,main_w2_handler1,2123961,8208925,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,486706475,vcf,2063761.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/main/files/009/304/dataset_9304384.dat""","""IRGSP-1.0""","""True""",[],0,,,,,,,basic,,,,,,,,,,,,,,,,,1,17615551.0,,17614816,,history,[],"[{""__index__"": 0, ""select_expressions"": ""AC==1 || AC==2""}]",379466370.0,fasta,,18124944,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,0.0.2,,2014-11-20 08:57:35.573067,49852,90.13946700000001
2654877.0,len,2015-10-30 02:35:58.456767,slurm_normal,,main_w1_handler2,2483215,10769269,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,4844140,vcf,5027855.roundup,slurm,,corral-repl,,,,,"""/galaxy-repl/main/files/012/989/dataset_12989318.dat""","""?""","""False""",[],0,,,,,,,basic,,,,,,,,,,,,,,,,,1,21805604.0,,21711738,,history,[],[],105546497.0,fasta,,25848528,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,0.0.2,,2015-10-30 02:37:30.756599,71653,92.29983200000001
,,2015-05-27 13:35:31.049567,slurm_normal,,main_w2_handler0,2268241,9544586,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,366753267,vcf,3861017.roundup,slurm,,corral-repl,,"""1e46ade2047511e59dab005056a52a46""",0.0,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",[],0,,,,,,,basic,,,,,,,,,,,,,,,,,1,19828463.0,,19261145,,history,[],[],379157083.0,fasta,,22549614,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,0.0.2,,2015-05-27 19:31:18.206805,60651,21347.157238
,,2015-06-01 08:22:48.304034,slurm_normal,,main_w2_handler1,2268241,9572280,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,348811664,vcf,3885561.roundup,slurm,,corral-repl,,"""41061fb4083711e59f03005056a51846""",0.0,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""True""",[],0,,,,,,,basic,,,,,,,,,,,,,,,,,1,19872203.0,,19261145,,history,[],"[{""__index__"": 0, ""select_expressions"": ""DP >=3""}]",379157083.0,fasta,,22549614,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,0.0.2,,2015-06-01 09:23:30.976150,60651,3642.672116
,,2015-06-13 17:09:15.570773,slurm_normal,,main_w2_handler0,2268241,9648684,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,262652044,vcf,3960133.roundup,slurm,,corral-repl,,"""cbf592ec11ee11e5a7ed005056a51846""",0.0,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""True""",[],0,,,,,,,basic,,,,,,,,,,,,,,,,,1,19999922.0,,19261145,,history,[],"[{""__index__"": 0, ""select_expressions"": ""DP >=3""}]",379157083.0,fasta,,23583717,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,0.0.2,,2015-06-13 18:01:40.067745,60651,3144.4969720000004
,,2014-11-20 07:29:32.417021,rodeo_normal,,main_w2_handler1,2123961,8208637,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,486706475,vcf,2063361.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/main/files/009/304/dataset_9304384.dat""","""IRGSP-1.0""","""True""",[],0,,,,,,,basic,,,,,,,,,,,,,,,,,1,17615551.0,,17614816,,history,[],"[{""__index__"": 0, ""select_expressions"": ""AC==1 || AC==2""}]",379466370.0,fasta,,18124944,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,0.0.2,,2014-11-20 07:33:17.167828,49852,224.750807
,,2016-06-01 11:32:41.609799,slurm_normal,,main_w1_handler1,2710132,13039064,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,326770402,vcf,7219495.roundup,slurm,,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""","""false""",[],0,,,,,,,basic,,,,,,,,,,,,,,,,,0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b526d141d601c95a1f'}]",hg_g1k_v37,,cached,[],[],,,,30303613,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,0.0.2,,2016-06-01 11:35:11.032910,84651,149.423111
,,2015-01-16 01:16:02.388200,rodeo_normal,,main_w1_handler0,2165276,8555462,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,1156498399,vcf,2483878.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","[{""__index__"": 0, ""exclude_sample_name"": ""R02""}]",0,,,,,,,basic,,,,,,,,,,,,,,,,,1,18222254.0,,18214378,,history,[],[],381956675.0,fasta,,18124944,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,0.0.2,,2015-01-16 01:17:36.162645,49852,93.774445
,,2014-12-01 07:57:43.596837,rodeo_normal,,main_w2_handler0,2123961,8278747,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,567864555,vcf,2148982.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/main/files/009/304/dataset_9304384.dat""","""IRGSP-1.0""","""False""",[],0,,,,,,,basic,,,,,,,,,,,,,,,,,1,17725362.0,,17614816,,history,[],"[{""__index__"": 0, ""select_expressions"": ""AC==1 || AC==2""}]",379466370.0,fasta,,19831955,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,0.0.2,,2014-12-01 07:58:59.578424,49852,75.981587
,,2015-01-27 15:57:04.817751,rodeo_normal,,main_w1_handler0,2169492,8614274,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,2257433158,vcf,2578455.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""","""False""",[],0,,,,,,,basic,,,,,,,,,,,,,,,,,0,18172600.0,,hg_g1k_v37,,cached,[],"[{""__index__"": 0, ""select_expressions"": ""vc.getGenotype(\""NA12891\"").getDP()>=10""}]",,,,20395490,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,0.0.2,,2015-01-27 15:59:10.172745,11603,125.354994
,,2014-11-20 06:41:16.471297,rodeo_normal,,main_w2_handler1,2123961,8208456,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,486706475,vcf,2063213.roundup,slurm,,corral-repl,,"""35014814708011e4b74d005056a52a46""",0.0,basic,"""/galaxy-repl/main/files/009/304/dataset_9304384.dat""","""IRGSP-1.0""","""False""",[],0,,,,,,,basic,,,,,,,,,,,,,,,,,1,17615551.0,,17614816,,history,[],"[{""__index__"": 0, ""select_expressions"": ""AC==1 || AC==2""}]",379466370.0,fasta,,18124944,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,0.0.2,,2014-11-20 06:53:44.061453,49852,747.5901560000001
,,2014-11-20 06:41:13.363198,rodeo_normal,,main_w1_handler1,2123961,8208454,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,598529499,vcf,2063197.roundup,slurm,,corral-repl,,"""35014814708011e4b74d005056a52a46""",0.0,basic,"""/galaxy-repl/main/files/009/304/dataset_9304384.dat""","""IRGSP-1.0""","""False""",[],0,,,,,,,basic,,,,,,,,,,,,,,,,,1,17615545.0,,17614816,,history,"[{""__index__"": 0, ""sample_name"": ""Dongxiang""}]",[],379466370.0,fasta,,18124944,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,0.0.2,,2014-11-20 06:48:02.126715,49852,408.76351700000004
,,2015-02-03 15:06:54.039278,rodeo_normal,,main_w1_handler1,1104862,8656797,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,8264099411,vcf,2630901.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""False""",[],0,,,,,,,basic,,,,,,,,,,,,,,,,,1,18374099.0,,18252376,,history,[],"[{""__index__"": 0, ""select_expressions"": ""CHROM=='chr20'""}]",3199905909.0,fasta,,20845931,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,0.0.2,,2015-02-03 15:12:49.973458,25699,355.93418
,,2015-08-22 00:10:36.773263,slurm_normal,,main_w1_handler1,2415138,10170200,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,193237021.0,vcf,,,361043526,vcf,4439189.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",[],0,,,,,,,basic,,,,,,,,,,,,,,,20857963,,1,20858030.0,,20854659,,history,[],[],6764573.0,fasta,,24749435,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,0.0.2,,2015-08-22 01:35:00.445776,67962,5063.672513
,,2015-06-01 08:31:19.648843,slurm_normal,,main_w1_handler1,2268241,9572316,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,348811664,vcf,3885959.roundup,slurm,,corral-repl,,"""6baaf8d8083811e5b516005056a51846""",0.0,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""True""",[],0,,,,,,,basic,,,,,,,,,,,,,,,,,1,19872252.0,,19261145,,history,[],"[{""__index__"": 0, ""select_expressions"": ""DP >=3""}]",379157083.0,fasta,,22549614,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,0.0.2,,2015-06-01 11:15:20.623808,60651,9840.974965000001
,,2014-11-18 03:08:02.092958,rodeo_normal,,main_w1_handler0,2099877,8190007,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,569630846,vcf,2039833.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/main/files/009/304/dataset_9304384.dat""","""IRGSP-1.0""","""False""",[],0,,,,,,,basic,,,,,,,,,,,,,,,,,1,17585502.0,,17362225,,history,[],"[{""__index__"": 0, ""select_expressions"": ""AC > 0""}]",379466370.0,fasta,,18124944,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,0.0.2,,2014-11-18 03:09:57.298043,49852,115.20508500000001
,,2015-01-16 05:45:01.555003,rodeo_normal,,main_w1_handler1,2165276,8555973,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,796447793.0,vcf,,,132727991,vcf,2484732.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",[],0,,,,,,,basic,,,,,,,,,,,,,,,18222963,,1,18222451.0,,18214378,,history,[],[],381956675.0,fasta,,18124944,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,0.0.2,,2015-01-16 05:47:25.471866,49852,143.916863
,,2016-05-27 11:36:23.891123,slurm_normal,,main_w1_handler1,2710132,13002652,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,326770402,vcf,7188570.roundup,slurm,,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""","""false""",[],0,,,,,,,basic,,,,,,,,,,,,,,,,,0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b526d141d601c95a1f'}]",hg_g1k_v37,,cached,[],[],,,,30327132,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,0.0.2,,2016-05-27 11:39:46.180327,84651,202.289204
