conditions_0|samples,conditions_0|samples1,conditions_0|samples1_filetype,conditions_0|samples2,conditions_0|samples2_filetype,conditions_0|samples3,conditions_0|samples3_filetype,conditions_0|samples4,conditions_0|samples4_filetype,conditions_0|samples5,conditions_0|samples5_filetype,conditions_0|samples_filetype,conditions_10|samples,conditions_10|samples1,conditions_10|samples1_filetype,conditions_10|samples_filetype,conditions_11|samples,conditions_11|samples1,conditions_11|samples1_filetype,conditions_11|samples_filetype,conditions_1|samples,conditions_1|samples1,conditions_1|samples1_filetype,conditions_1|samples2,conditions_1|samples2_filetype,conditions_1|samples3,conditions_1|samples3_filetype,conditions_1|samples4,conditions_1|samples4_filetype,conditions_1|samples5,conditions_1|samples5_filetype,conditions_1|samples_filetype,conditions_2|samples,conditions_2|samples1,conditions_2|samples1_filetype,conditions_2|samples2,conditions_2|samples2_filetype,conditions_2|samples3,conditions_2|samples3_filetype,conditions_2|samples4,conditions_2|samples4_filetype,conditions_2|samples5,conditions_2|samples5_filetype,conditions_2|samples_filetype,conditions_3|samples,conditions_3|samples1,conditions_3|samples1_filetype,conditions_3|samples2,conditions_3|samples2_filetype,conditions_3|samples3,conditions_3|samples3_filetype,conditions_3|samples_filetype,conditions_4|samples,conditions_4|samples1,conditions_4|samples1_filetype,conditions_4|samples2,conditions_4|samples2_filetype,conditions_4|samples3,conditions_4|samples3_filetype,conditions_4|samples4,conditions_4|samples4_filetype,conditions_4|samples5,conditions_4|samples5_filetype,conditions_4|samples_filetype,conditions_5|samples,conditions_5|samples1,conditions_5|samples1_filetype,conditions_5|samples2,conditions_5|samples2_filetype,conditions_5|samples3,conditions_5|samples3_filetype,conditions_5|samples_filetype,conditions_6|samples,conditions_6|samples1,conditions_6|samples1_filetype,conditions_6|samples2,conditions_6|samples2_filetype,conditions_6|samples3,conditions_6|samples3_filetype,conditions_6|samples_filetype,conditions_7|samples,conditions_7|samples1,conditions_7|samples1_filetype,conditions_7|samples2,conditions_7|samples2_filetype,conditions_7|samples3,conditions_7|samples3_filetype,conditions_7|samples_filetype,conditions_8|samples,conditions_8|samples1,conditions_8|samples1_filetype,conditions_8|samples2,conditions_8|samples2_filetype,conditions_8|samples_filetype,conditions_9|samples,conditions_9|samples1,conditions_9|samples1_filetype,conditions_9|samples2,conditions_9|samples2_filetype,conditions_9|samples_filetype,create_time,destination_id,exit_code,gtf_input,gtf_input_filetype,handler,history_id,id,imported,in_type|conditions_0|samples,in_type|conditions_0|samples1,in_type|conditions_0|samples1_filetype,in_type|conditions_0|samples2,in_type|conditions_0|samples2_filetype,in_type|conditions_0|samples3,in_type|conditions_0|samples3_filetype,in_type|conditions_0|samples_filetype,in_type|conditions_10|samples,in_type|conditions_10|samples1,in_type|conditions_10|samples1_filetype,in_type|conditions_10|samples_filetype,in_type|conditions_11|samples,in_type|conditions_11|samples1,in_type|conditions_11|samples1_filetype,in_type|conditions_11|samples_filetype,in_type|conditions_12|samples,in_type|conditions_12|samples1,in_type|conditions_12|samples1_filetype,in_type|conditions_12|samples_filetype,in_type|conditions_13|samples,in_type|conditions_13|samples1,in_type|conditions_13|samples1_filetype,in_type|conditions_13|samples_filetype,in_type|conditions_14|samples,in_type|conditions_14|samples1,in_type|conditions_14|samples1_filetype,in_type|conditions_14|samples_filetype,in_type|conditions_15|samples,in_type|conditions_15|samples1,in_type|conditions_15|samples1_filetype,in_type|conditions_15|samples_filetype,in_type|conditions_16|samples,in_type|conditions_16|samples1,in_type|conditions_16|samples1_filetype,in_type|conditions_16|samples_filetype,in_type|conditions_17|samples,in_type|conditions_17|samples1,in_type|conditions_17|samples1_filetype,in_type|conditions_17|samples_filetype,in_type|conditions_18|samples,in_type|conditions_18|samples1,in_type|conditions_18|samples1_filetype,in_type|conditions_18|samples_filetype,in_type|conditions_19|samples,in_type|conditions_19|samples1,in_type|conditions_19|samples1_filetype,in_type|conditions_19|samples_filetype,in_type|conditions_1|samples,in_type|conditions_1|samples1,in_type|conditions_1|samples1_filetype,in_type|conditions_1|samples2,in_type|conditions_1|samples2_filetype,in_type|conditions_1|samples3,in_type|conditions_1|samples3_filetype,in_type|conditions_1|samples_filetype,in_type|conditions_20|samples,in_type|conditions_20|samples1,in_type|conditions_20|samples1_filetype,in_type|conditions_20|samples_filetype,in_type|conditions_21|samples,in_type|conditions_21|samples1,in_type|conditions_21|samples1_filetype,in_type|conditions_21|samples_filetype,in_type|conditions_22|samples,in_type|conditions_22|samples1,in_type|conditions_22|samples1_filetype,in_type|conditions_22|samples_filetype,in_type|conditions_23|samples,in_type|conditions_23|samples1,in_type|conditions_23|samples1_filetype,in_type|conditions_23|samples_filetype,in_type|conditions_24|samples,in_type|conditions_24|samples1,in_type|conditions_24|samples1_filetype,in_type|conditions_24|samples_filetype,in_type|conditions_25|samples,in_type|conditions_25|samples1,in_type|conditions_25|samples1_filetype,in_type|conditions_25|samples_filetype,in_type|conditions_26|samples,in_type|conditions_26|samples1,in_type|conditions_26|samples1_filetype,in_type|conditions_26|samples_filetype,in_type|conditions_27|samples,in_type|conditions_27|samples1,in_type|conditions_27|samples1_filetype,in_type|conditions_27|samples_filetype,in_type|conditions_2|samples,in_type|conditions_2|samples1,in_type|conditions_2|samples1_filetype,in_type|conditions_2|samples_filetype,in_type|conditions_3|samples,in_type|conditions_3|samples1,in_type|conditions_3|samples1_filetype,in_type|conditions_3|samples_filetype,in_type|conditions_4|samples,in_type|conditions_4|samples1,in_type|conditions_4|samples1_filetype,in_type|conditions_4|samples_filetype,in_type|conditions_5|samples,in_type|conditions_5|samples1,in_type|conditions_5|samples1_filetype,in_type|conditions_5|samples_filetype,in_type|conditions_6|samples,in_type|conditions_6|samples1,in_type|conditions_6|samples1_filetype,in_type|conditions_6|samples_filetype,in_type|conditions_7|samples,in_type|conditions_7|samples1,in_type|conditions_7|samples1_filetype,in_type|conditions_7|samples_filetype,in_type|conditions_8|samples,in_type|conditions_8|samples1,in_type|conditions_8|samples1_filetype,in_type|conditions_8|samples_filetype,in_type|conditions_9|samples,in_type|conditions_9|samples1,in_type|conditions_9|samples1_filetype,in_type|conditions_9|samples_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,mask_file,mask_file_filetype,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.__workflow_invocation_uuid__,parameters.additional.__current_case__,parameters.additional.frag_len_std_dev,parameters.additional.frag_mean_len,parameters.additional.sAdditional,parameters.advanced_settings.__current_case__,parameters.advanced_settings.hits_norm,parameters.advanced_settings.library_type,parameters.advanced_settings.mask_file,parameters.advanced_settings.max_bundle_frags,parameters.advanced_settings.max_mle_iterations,parameters.advanced_settings.min_reps_for_js_test,parameters.advanced_settings.num_frag_assign_draws,parameters.advanced_settings.num_frag_count_draws,parameters.advanced_settings.sAdvanced,parameters.advanced_settings.time_series,parameters.bias_correction.__current_case__,parameters.bias_correction.do_bias_correction,parameters.bias_correction.seq_source.__current_case__,parameters.bias_correction.seq_source.index,parameters.bias_correction.seq_source.index_source,parameters.bias_correction.seq_source.ref_file,parameters.chromInfo,parameters.conditions_2|samples,parameters.conditions_3|samples,parameters.conditions_4|samples,parameters.conditions_5|samples,parameters.conditions_6|samples,parameters.conditions_7|samples,parameters.dbkey,parameters.dispersion_method,parameters.fdr,parameters.generate_sqlite,parameters.gtf_input,parameters.gtf_input.values,parameters.in_type.__current_case__,parameters.in_type.conditions,parameters.in_type.set_in_type,parameters.include_count_files,parameters.include_read_group_files,parameters.length_correction,parameters.library_norm_method,parameters.min_alignment_count,parameters.multiread_correct,parameters.omit_tabular_output,ref_file,ref_file_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
3912561368.0,3912561368.0,bam,2330446938.0,bam,2528600199.0,bam,,,,,bam,,,,,,,,,2489997970.0,2489997970.0,bam,2326692492.0,bam,2356085119.0,bam,3160475890.0,bam,1930239283.0,bam,bam,2496227070.0,2496227070.0,bam,3013591492.0,bam,3152817987.0,bam,,,,,bam,2986520677.0,2986520677.0,bam,811472841.0,bam,2981190786.0,bam,bam,2986520677.0,2986520677.0,bam,811472841.0,bam,2981190786.0,bam,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-14 20:08:59.524519,slurm_multi_dynamic_walltime,,194221725,gtf,main_w2_handler2,2365404,9868567,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4161924,slurm,,,,corral-repl,,0,no,,,0,,,No,0.0,,,,,,,,,No,,1,No,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""__collection_reduce__|5020""","""__collection_reduce__|4795""","""__collection_reduce__|4795""",,,,"""mm10""","""pooled""","""0.05""","""False""",20312708,,0,"[{'__index__': 0, 'name': 'Adelta-LTMR', 'samples': '20319628,20319630,20319632'}, {'__index__': 1, 'name': 'Abeta-RA-LTMR', 'samples': '20319646,20319648,20319650,20319652,20319653'}, {'__index__': 2, 'name': 'Abeta-SAI-LTMR', 'samples': '20317234,20317239,20317244'}, {'__index__': 3, 'name': 'Abeta-Field Receptor', 'samples': '20287416,20287421,20287426'}, {'__index__': 4, 'name': 'Proprioceptor', 'samples': '20287416,20287421,20287426'}]",BAM,"""No""","""No""","""""","""geometric""","""10""","""False""","""False""",,,,24143797,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-07-15 20:20:12.469876,65384,87072.945357
6104998211.0,6104998211.0,bam,5989510607.0,bam,5557499045.0,bam,3676223412.0,bam,3956695279.0,bam,bam,,,,,,,,,6269870146.0,6269870146.0,bam,5470977628.0,bam,3545381274.0,bam,2202683840.0,bam,4647697524.0,bam,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-08-29 20:46:45.456403,slurm_multi_dynamic_walltime,,95698447,gtf,main_w2_handler2,2419388,10222358,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4494531,slurm,,182033.0,gtf,corral-repl,,0,no,,,0,,,No,1.0,--compatible-hits-norm,auto,20928930.0,500000,5000,3,50,100,Yes,True,0,Yes,0.0,mm10,cached,,"""/galaxy-repl/localdata/chrom/mm10.len""",,,,,,,"""mm10""","""pooled""","""0.05""","""True""",20945801,,0,"[{'__index__': 0, 'name': 'control', 'samples': '20907891,20931692,20931694,20935028,20935029'}, {'__index__': 1, 'name': 'dDAVP', 'samples': '20907894,20907895,20930436,20930438,20931690'}]",BAM,"""No""","""No""","""""","""geometric""","""10""","""True""","""False""",,,,24845514,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-08-29 21:38:57.135222,56262,3131.678819
2570845322.0,2570845322.0,bam,,,,,,,,,bam,,,,,,,,,2341427908.0,2341427908.0,bam,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-08-27 19:50:34.319773,slurm_multi_dynamic_walltime,,563913290,gtf,main_w2_handler2,2417726,10212617,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4483015,slurm,,,,corral-repl,,0,no,,,0,,,No,0.0,,,,,,,,,No,,0,Yes,0.0,galGal4,cached,,"""/galaxy-repl/localdata/chrom/galGal4.len""",,,,,,,"""galGal4""","""blind""","""0.05""","""False""",20917877,,0,"[{'__index__': 0, 'name': '5622', 'samples': '20895358'}, {'__index__': 1, 'name': '5611', 'samples': '20895359'}]",BAM,"""No""","""No""","""""","""quartile""","""10""","""False""","""False""",,,,24799894,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-08-28 07:48:20.729824,40165,43066.410051000006
3956695281.0,3956695281.0,bam,5989510603.0,bam,5939392416.0,bam,6157308953.0,bam,,,bam,,,,,,,,,3545381338.0,3545381338.0,bam,3432128527.0,bam,3431049020.0,bam,6321698241.0,bam,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-08-23 01:04:01.056082,slurm_multi_dynamic_walltime,,102553429,gtf,main_w2_handler2,2414784,10174681,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4444705,slurm,,,,corral-repl,,0,no,,,0,,,No,0.0,,,,,,,,,No,,1,No,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,,,,,,"""mm10""","""pooled""","""0.05""","""True""",20866004,,0,"[{'__index__': 0, 'name': 'control', 'samples': '20861535,20865986,20865987,20865988'}, {'__index__': 1, 'name': 'vasopressin', 'samples': '20861536,20865982,20865985,20865989'}]",BAM,"""No""","""No""","""""","""geometric""","""10""","""False""","""False""",,,,24792383,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-08-23 03:39:33.382769,56262,9332.326687
2570845322.0,2570845322.0,bam,,,,,,,,,bam,,,,,,,,,2341427908.0,2341427908.0,bam,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-08-27 12:32:22.207522,slurm_multi_dynamic_walltime,,563913290,gtf,main_w2_handler2,2417726,10209944,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4479900,slurm,,,,corral-repl,,0,no,,,0,,,No,0.0,,,,,,,,,No,,1,No,,,,,"""/galaxy-repl/localdata/chrom/galGal4.len""",,,,,,,"""galGal4""","""blind""","""0.05""","""False""",20917877,,0,"[{'__index__': 0, 'name': '5622', 'samples': '20895358'}, {'__index__': 1, 'name': '5611', 'samples': '20895359'}]",BAM,"""No""","""No""","""""","""quartile""","""10""","""False""","""False""",,,,24799894,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-08-27 16:31:00.694296,40165,14318.486774
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-12 06:57:48.287214,slurm_multi_dynamic_walltime,,173953159,gtf,main_w2_handler2,2621970,12864544,False,3052693762.0,3052693762.0,bam,3201477329.0,bam,3339569895.0,bam,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3405453739.0,3405453739.0,bam,4205198448.0,bam,3891749345.0,bam,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7065399,slurm,,,,corral-repl,,0,no,,"""d3d99bc6180e11e6bd37005056a52a46""",0,,,No,0.0,,,,,,,,,No,,1,No,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,,,,,,"""mm10""","""pooled""","""0.05""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5562f91ba2deb3acf'}]",0,"[{'__index__': 0, 'name': 'E14 RA', 'samples': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5024a29d1a5f536ac'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5234959ad709af090'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5ef4f54cf03a0cfea'}]}}, {'__index__': 1, 'name': 'E14 SAN', 'samples': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b566db605dc4c183a2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b557d7b9db0ad4bc21'}, {'src': 'hda', 'id': 'bbd44e69cb8906b510a8bf6dbc231afc'}]}}]",BAM,"""No""","""No""","""""","""classic-fpkm""","""10""","""false""","""false""",,,,30186384,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2016-05-12 08:45:50.551076,79863,6482.263862000001
1936599625.0,1936599625.0,bam,1659449723.0,bam,,,,,,,bam,,,,,,,,,1695510513.0,1695510513.0,bam,966180808.0,bam,1003777716.0,bam,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-19 10:02:36.400275,slurm_multi_dynamic_walltime,,84207474,gtf,main_w2_handler2,2365003,9906340,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4194958,slurm,,,,corral-repl,,0,no,,,1,80,200,Yes,,,,,,,,,,,,0,Yes,0.0,mm9,cached,,"""/galaxy-repl/localdata/chrom/mm9.len""",,,,,,,"""mm9""","""pooled""","""0.05""","""False""",20331740,,0,"[{'__index__': 0, 'name': 'control', 'samples': '20328686,20328702'}, {'__index__': 1, 'name': 'cont_kras', 'samples': '20328681,20328692,20328697'}]",BAM,"""No""","""No""","""""","""geometric""","""10""","""True""","""False""",,,,24118349,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-07-19 12:24:18.172369,49002,8501.772094
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-10-08 12:26:43.641317,slurm_multi,,172438791,gtf,main_w4_handler2,3263295,17051024,False,9573142265.0,9573142265.0,bam,,,,,bam,4787434868.0,4787434868.0,bam,bam,5145430517.0,5145430517.0,bam,bam,6144828277.0,6144828277.0,bam,bam,7684160138.0,7684160138.0,bam,bam,8978366387.0,8978366387.0,bam,bam,6311251722.0,6311251722.0,bam,bam,9908679788.0,9908679788.0,bam,bam,7859515429.0,7859515429.0,bam,bam,3755899656.0,3755899656.0,bam,bam,6404967080.0,6404967080.0,bam,bam,4432151958.0,4432151958.0,bam,,,,,bam,8622095969.0,8622095969.0,bam,bam,7421592553.0,7421592553.0,bam,bam,5381483334.0,5381483334.0,bam,bam,10162056259.0,10162056259.0,bam,bam,6817864078.0,6817864078.0,bam,bam,4663312415.0,4663312415.0,bam,bam,8028409153.0,8028409153.0,bam,bam,7950241537.0,7950241537.0,bam,bam,5843967840.0,5843967840.0,bam,bam,6141016224.0,6141016224.0,bam,bam,5906566909.0,5906566909.0,bam,bam,5899120839.0,5899120839.0,bam,bam,6048568250.0,6048568250.0,bam,bam,6430894765.0,6430894765.0,bam,bam,9573142850.0,9573142850.0,bam,bam,6051094843.0,6051094843.0,bam,bam,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11108880.roundup,slurm,,,,corral-repl,,0,no,,,0,,,No,0.0,,,,,,,,,No,,1,No,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""",,,,,,,"""hg38""","""blind""","""0.05""","""false""",,"[{'src': 'hda', 'id': 31596168}]",0,"[{'__index__': 0, 'name': '', 'samples': {'values': [{'src': 'hda', 'id': 31594793}]}}, {'__index__': 1, 'name': '', 'samples': {'values': [{'src': 'hda', 'id': 31513264}]}}, {'__index__': 2, 'name': '', 'samples': {'values': [{'src': 'hda', 'id': 31510587}]}}, {'__index__': 3, 'name': '', 'samples': {'values': [{'src': 'hda', 'id': 31510573}]}}, {'__index__': 4, 'name': '', 'samples': {'values': [{'src': 'hda', 'id': 31510556}]}}, {'__index__': 5, 'name': '', 'samples': {'values': [{'src': 'hda', 'id': 31499785}]}}, {'__index__': 6, 'name': '', 'samples': {'values': [{'src': 'hda', 'id': 31499776}]}}, {'__index__': 7, 'name': '', 'samples': {'values': [{'src': 'hda', 'id': 31499640}]}}, {'__index__': 8, 'name': '', 'samples': {'values': [{'src': 'hda', 'id': 31497000}]}}, {'__index__': 9, 'name': '', 'samples': {'values': [{'src': 'hda', 'id': 31496991}]}}, {'__index__': 10, 'name': '', 'samples': {'values': [{'src': 'hda', 'id': 31494330}]}}, {'__index__': 11, 'name': '', 'samples': {'values': [{'src': 'hda', 'id': 31494328}]}}, {'__index__': 12, 'name': '', 'samples': {'values': [{'src': 'hda', 'id': 31494324}]}}, {'__index__': 13, 'name': '', 'samples': {'values': [{'src': 'hda', 'id': 31494231}]}}, {'__index__': 14, 'name': '', 'samples': {'values': [{'src': 'hda', 'id': 31494229}]}}, {'__index__': 15, 'name': '', 'samples': {'values': [{'src': 'hda', 'id': 31493895}]}}, {'__index__': 16, 'name': '', 'samples': {'values': [{'src': 'hda', 'id': 31493893}]}}, {'__index__': 17, 'name': '', 'samples': {'values': [{'src': 'hda', 'id': 31493591}]}}, {'__index__': 18, 'name': '', 'samples': {'values': [{'src': 'hda', 'id': 31493092}]}}, {'__index__': 19, 'name': '', 'samples': {'values': [{'src': 'hda', 'id': 31493067}]}}, {'__index__': 20, 'name': '', 'samples': {'values': [{'src': 'hda', 'id': 31493060}]}}, {'__index__': 21, 'name': '', 'samples': {'values': [{'src': 'hda', 'id': 31492842}]}}, {'__index__': 22, 'name': '', 'samples': {'values': [{'src': 'hda', 'id': 31492744}]}}, {'__index__': 23, 'name': '', 'samples': {'values': [{'src': 'hda', 'id': 31492693}]}}, {'__index__': 24, 'name': '', 'samples': {'values': [{'src': 'hda', 'id': 31492692}]}}, {'__index__': 25, 'name': '', 'samples': {'values': [{'src': 'hda', 'id': 31491376}]}}, {'__index__': 26, 'name': '', 'samples': {'values': [{'src': 'hda', 'id': 31491375}]}}, {'__index__': 27, 'name': '', 'samples': {'values': [{'src': 'hda', 'id': 31491371}]}}]",BAM,"""No""","""No""","""""","""geometric""","""10""","""false""","""true""",,,,40761902,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2017-10-09 07:54:26.440200,112130,70062.79888300001
1360983697.0,1360983697.0,bam,1411875531.0,bam,1223628786.0,bam,1389867099.0,bam,,,bam,,,,,,,,,1186418472.0,1186418472.0,bam,1578054111.0,bam,1342532497.0,bam,1526854558.0,bam,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-08-14 14:17:30.356067,slurm_multi_dynamic_walltime,,1330273532,gtf,main_w2_handler2,2374101,10118097,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4394145,slurm,,,,corral-repl,,0,no,,,0,,,No,0.0,,,,,,,,,No,,1,No,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,,,,,,"""hg19""","""pooled""","""0.05""","""True""",20773067,,0,"[{'__index__': 0, 'name': 'sh113', 'samples': '20484575,20484582,20484590,20491863'}, {'__index__': 1, 'name': 'shFF', 'samples': '20484605,20484613,20484620,20484628'}]",BAM,"""Yes""","""No""","""""","""geometric""","""10""","""False""","""False""",,,,24121586,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-08-14 20:38:12.536612,51071,22842.180545000003
2570845322.0,2570845322.0,bam,,,,,,,,,bam,,,,,,,,,2341427908.0,2341427908.0,bam,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-08-26 19:58:16.604897,slurm_multi_dynamic_walltime,,563913290,gtf,main_w2_handler2,2417726,10206550,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4476593,slurm,,,,corral-repl,,0,no,,,0,,,No,0.0,,,,,,,,,No,,0,Yes,1.0,,history,20895357.0,"""/galaxy-repl/localdata/chrom/galGal4.len""",,,,,,,"""galGal4""","""blind""","""0.05""","""False""",20917877,,0,"[{'__index__': 0, 'name': '5622', 'samples': '20895358'}, {'__index__': 1, 'name': '5611', 'samples': '20895359'}]",BAM,"""No""","""No""","""""","""quartile""","""10""","""False""","""False""",1023114609.0,fasta,,24799894,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-08-27 08:32:11.187347,40165,45234.58245
261794909.0,261794909.0,cxb,261794909.0,cxb,261794909.0,cxb,,,,,cxb,,,,,,,,,261794909.0,261794909.0,cxb,261794909.0,cxb,261794909.0,cxb,,,,,cxb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-11 21:34:32.779613,slurm_multi_dynamic_walltime,,35946424,gtf,main_w2_handler2,2371847,9841370,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4137541,slurm,,,,corral-repl,,0,no,,,0,,,No,0.0,,,,,,,,,No,,1,No,,,,,"""/galaxy-repl/localdata/chrom/ce10.len""",,,,,,,"""ce10""","""pooled""","""0.05""","""False""",20300895,,1,"[{'__index__': 0, 'name': 'EV C', 'samples': '20315132,20315133,20315134'}, {'__index__': 1, 'name': 'EV J', 'samples': '20315160,20315161,20315162'}]",CXB,"""No""","""No""","""""","""geometric""","""10""","""False""","""False""",,,,24005967,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-07-11 22:25:17.487536,65468,3044.7079230000004
