create_time,destination_id,exit_code,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.aligner,parameters.chromInfo,parameters.dbkey,parameters.input.values,parameters.phone,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-03-05 12:36:11.570333,slurm_multi,,main_w4_handler2,3451974,18609375,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7658698986,tabular,12704782,slurm,,corral-repl,,0,no,"""kalign""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34213160}]","""true""",,44286442,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/2.0.12,2.0.12,,2018-03-05 12:43:11.684461,84316,420.11412800000005
