create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,input2,input2_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.direction,parameters.input1,parameters.input1.values,parameters.input2,parameters.input2.values,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-10-30 20:09:33.636192,slurm_normal,,main_w4_handler1,2845046,14209808,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",276905,bed,341459672,bed,8420908.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""Both""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5085f613e8bdd6101'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51f9ae5a5acffba1c'}]",,33988944,error,toolshed.g2.bx.psu.edu/repos/devteam/flanking_features/flanking_features_1/4.0.1,4.0.1,,2016-10-30 20:14:09.320849,52630.0,275.684657
2017-01-17 20:24:47.694671,slurm_normal_16gb,,main_w4_handler0,2951837,14792983,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",276905,bed,341459672,bed,8955784.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""Both""",,"[{'src': 'hda', 'id': 27867250}]",,"[{'src': 'hda', 'id': 27867101}]",,33988944,error,toolshed.g2.bx.psu.edu/repos/devteam/flanking_features/flanking_features_1/4.0.1,4.0.1,,2017-01-17 21:04:11.082883,52630.0,2363.3882120000003
2015-05-12 22:11:11.192728,slurm_normal,,main_w1_handler1,2292137,9458386,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11997,bed,1206554472,gff,3783358.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""Both""",19683825,,19683801,,,22847123,error,toolshed.g2.bx.psu.edu/repos/devteam/flanking_features/flanking_features_1/4.0.1,4.0.1,,2015-05-12 22:16:54.760604,,343.567876
2018-02-08 12:33:25.140044,slurm_normal_16gb,,main_w4_handler0,3422005,18313355,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4798887,bedgraph,2552560218,bedgraph,12396917,slurm,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""","""Either""",,"[{'src': 'hda', 'id': 33750695}]",,"[{'src': 'hda', 'id': 33750404}]",,43777955,error,toolshed.g2.bx.psu.edu/repos/devteam/flanking_features/flanking_features_1/4.0.1,4.0.1,,2018-02-08 12:45:59.583761,96816.0,754.443717
2016-05-02 21:22:03.378023,slurm_normal,,main_w1_handler0,2682207,12739173,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",27447,bed,1175571066,gtf,6938893.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""Either""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b555f05b6dad8fe36f'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b529240212e2db64cd'}]",,30001118,error,toolshed.g2.bx.psu.edu/repos/devteam/flanking_features/flanking_features_1/4.0.1,4.0.1,,2016-05-02 21:27:34.073790,80130.0,330.69576700000005
2016-05-02 20:51:59.101032,slurm_normal,,main_w2_handler0,2684303,12738715,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",600060,bed,1249402843,gtf,6938285.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""Either""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d8e328bb7962b624'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fd7f148477c9980e'}]",,30000458,error,toolshed.g2.bx.psu.edu/repos/devteam/flanking_features/flanking_features_1/4.0.1,4.0.1,,2016-05-02 21:00:10.249251,83138.0,491.14821900000004
2014-11-22 03:44:20.349637,rodeo_normal,,main_w2_handler1,2112485,8227033,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9078950,bed,4052146021,interval,2087554.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""","""Either""",17645679,,17645041,,,17793260,error,toolshed.g2.bx.psu.edu/repos/devteam/flanking_features/flanking_features_1/4.0.1,4.0.1,,2014-11-22 03:47:31.426746,54557.0,191.077109
2016-06-09 16:15:01.858535,slurm_normal,,main_w2_handler0,2733171,13123846,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",26328,interval,2423504072,interval,7307807.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""Both""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b545d96552e37e6f78'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bda7729128a4b0f6'}]",,29663867,error,toolshed.g2.bx.psu.edu/repos/devteam/flanking_features/flanking_features_1/4.0.1,4.0.1,,2016-06-09 16:19:10.636436,15920.0,248.777901
2016-09-27 07:51:46.475214,slurm_normal,,main_w3_handler0,2833470,13952526,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",92233,bed,148069368,interval,8173264.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""Both""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b506a049e720e3569f'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53e71add660f5d552'}]",,33222351,error,toolshed.g2.bx.psu.edu/repos/devteam/flanking_features/flanking_features_1/4.0.1,4.0.1,,2016-09-27 07:56:20.668695,,274.193481
2015-05-05 15:34:10.504859,slurm_normal,,main_w1_handler1,2294261,9400546,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",486465333,interval,486465333,interval,3731449.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""Either""",19587946,,19587946,,,22890017,error,toolshed.g2.bx.psu.edu/repos/devteam/flanking_features/flanking_features_1/4.0.1,4.0.1,,2015-05-05 15:41:50.740587,,460.23572800000005
