create_time,destination_id,exit_code,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.c_and_o_argument_repeat,parameters.chromInfo,parameters.dbkey,parameters.distance,parameters.header,parameters.input.values,parameters.strand,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-02-27 02:38:14.415422,slurm_normal,,main_w4_handler1,3443717,18530619,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",375048041,bam,12626969,slurm,,corral-repl,,[],"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""0""","""false""","[{'src': 'hda', 'id': 34087011}]","""""",,44184266,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_mergebed/2.27.0.0,2.27.0.0,,2018-02-27 02:39:41.300958,122872,86.885536
