bamFile1,bamFile1_filetype,bamFile2,bamFile2_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.advancedOpt.__current_case__,parameters.advancedOpt.showAdvancedOpt,parameters.bamFile1.values,parameters.bamFile2.values,parameters.binSize,parameters.chromInfo,parameters.comparison.__current_case__,parameters.comparison.pseudocount,parameters.comparison.type,parameters.dbkey,parameters.outFileFormat,parameters.region,parameters.scaling.__current_case__,parameters.scaling.method,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
9079534472,bam,11714420405,bam,2016-10-26 19:30:16.693997,slurm_multi,,main_w3_handler2,2869718,14183426,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8396112,slurm,,corral-repl,,0,no,0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e81171cb54d867af'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b539d073d6d3f38a4f'}]","""10""","""/galaxy-repl/localdata/chrom/hg19.len""",0,1.0,log2,"""hg19""","""bigwig""","""""",1,readCount,,33926352,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.3.5.0,2.3.5.0,,2016-10-26 20:26:34.478146,12752,3377.784149
