create_time,destination_id,exit_code,handler,history_id,id,imported,includebed,includebed_filetype,infile,infile_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.excluderef,parameters.ignore_strand,parameters.includebed,parameters.includeref,parameters.infile,parameters.mapped,parameters.mask,parameters.maximum_mismatch_ratio,parameters.maxlen,parameters.minlen,parameters.mismatch,parameters.nopcrdup,parameters.noproperpair,parameters.noqcfail,parameters.nosecondary,parameters.properpair,parameters.uniq,parameters.uniq_start,parameters.unmapped,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-01-22 02:25:21.480778,slurm_normal,,main_w1_handler1,2566310,11577084,False,393904485,bed,1396357206,bam,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5842670.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""","""False""",23000097,"""""",22996200,"""False""","""""","""""","""""","""""","""""","""False""","""False""","""False""","""False""","""False""","""-1""","""False""","""False""",,27216767,error,toolshed.g2.bx.psu.edu/repos/iuc/ngsutils_bam_filter/ngsutils_bam_filter/0.5.7.1,0.5.7.1,,2016-01-22 02:27:52.800937,50986,151.32015900000002
