create_time,destination_id,exit_code,handler,history_id,id,imported,info,inputA,inputA_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.cols,parameters.dbkey,parameters.group,parameters.inputA.values,parameters.operation,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-05-29 02:18:36.901628,slurm_normal,,main_w3_handler0,3127739,15957808,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",17567966461,bed,10055218.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""1""","""hg38""","""1""","[{'src': 'hda', 'id': 29801617}]","""freqasc""",,38250366,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_groupbybed/2.26.0.0,2.26.0.0,,2017-05-29 02:19:06.631833,30016,29.730205
