create_time,destination_id,exit_code,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-02-06 10:55:34.544552,rodeo_normal,,main_w2_handler1,2124041,8675544,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",16607920414,qualsolid,2665707.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18430657,,19616120,error,solid_qual_boxplot,1.0.0,,2015-02-06 11:07:00.117483,25065,685.572931
