bed_infile,bed_infile_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,infile,infile_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.bed_infile.values,parameters.chromInfo,parameters.cutoff,parameters.dbkey,parameters.infile.values,parameters.winsize,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
858990958,bed,2017-04-15 05:01:55.768356,slurm_normal,,main_w4_handler1,3074094,15592009,False,905770923,bam,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9713533.roundup,slurm,,corral-repl,,"[{'src': 'hda', 'id': 29226567}]","""/galaxy-repl/localdata/chrom/mm10.len""","""5.0""","""mm10""","[{'src': 'hda', 'id': 29226495}]","""350""",,36260211,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_refinepeak/2.1.1.20160309.0,2.1.1.20160309.0,,2017-04-15 16:16:56.537899,100453,40500.769543
3246318387,bed,2017-05-24 21:16:18.604173,slurm_normal,,main_w4_handler1,3125783,15932010,False,1972880845,bam,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10030196.roundup,slurm,,corral-repl,,"[{'src': 'hda', 'id': 29758577}]","""/galaxy-repl/localdata/chrom/mm9.len""","""5.0""","""mm9""","[{'src': 'hda', 'id': 29757401}]","""200""",,38195661,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_refinepeak/2.1.1.20160309.0,2.1.1.20160309.0,,2017-05-24 21:19:35.023450,44428,196.41927700000002
1592398826,bed,2017-08-18 08:28:46.500004,slurm_normal,,main_w4_handler0,3225258,16607083,False,4334618066,bam,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10678916.roundup,slurm,,corral-repl,,"[{'src': 'hda', 'id': 30912100}]","""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""5.0""","""Homo_sapiens_nuHg19_mtrCRS""","[{'src': 'hda', 'id': 30909657}]","""200""",,38196891,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_refinepeak/2.1.1.20160309.0,2.1.1.20160309.0,,2017-08-18 13:14:19.568393,39888,17133.068389
3246318387,bed,2017-05-24 19:56:47.403898,slurm_normal,,main_w4_handler1,3125783,15931301,False,1972880845,bam,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10029854.roundup,slurm,,corral-repl,,"[{'src': 'hda', 'id': 29758577}]","""/galaxy-repl/localdata/chrom/mm9.len""","""5.0""","""mm9""","[{'src': 'hda', 'id': 29757401}]","""200""",,38195661,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_refinepeak/2.1.1.20160309.0,2.1.1.20160309.0,,2017-05-24 20:37:57.903857,44428,2470.499959
1592398826,bed,2017-08-18 08:29:04.431194,slurm_normal,,main_w4_handler1,3225258,16607084,False,3953283953,bam,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10678915.roundup,slurm,,corral-repl,,"[{'src': 'hda', 'id': 30912100}]","""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""5.0""","""Homo_sapiens_nuHg19_mtrCRS""","[{'src': 'hda', 'id': 30909656}]","""200""",,38196891,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_refinepeak/2.1.1.20160309.0,2.1.1.20160309.0,,2017-08-18 12:59:34.773212,39888,16230.342018000001
