create_time,destination_id,exit_code,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.chromInfo,parameters.dbkey,parameters.input.values,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-06-20 20:07:01.764801,slurm_multi,,main_w4_handler2,2770488,16147459,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",366802380,tabular,10226409,slurm,,corral-repl,,0,no,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30102083}]",,38792267,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-06-20 20:30:29.102151,15917,1407.33735
2017-04-28 19:18:26.978522,slurm_multi,,main_w4_handler2,3091043,15703422,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4995250858,tabular,9816171,slurm,,corral-repl,,0,no,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29400759}]",,37637145,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-04-28 20:09:03.804388,104882,3036.825866
