create_time,destination_id,exit_code,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.filters,parameters.gene_anns,parameters.input.values,parameters.out_format,parameters.regions,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-05-22 13:02:29.637489,slurm_normal,,main_w4_handler0,3121386,15906043,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",779364784,vcf,10004336.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[""1000g2012apr_all"", ""avsift"", ""snp137NonFlagged"", ""esp6500si_all"", ""snp137"", ""cosmic67""]","[""refGene"", ""gencodeV19""]","[{'src': 'hda', 'id': 29715042}]","""tabular""","[""genomicSuperDups"", ""phastConsElements46way""]",,38127120,error,toolshed.g2.bx.psu.edu/repos/devteam/table_annovar/table_annovar/0.2,0.2,,2017-05-22 13:52:27.540932,42102,2997.903443
2016-09-12 15:51:37.171547,slurm_normal,,main_w3_handler1,2741324,13832766,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",941803676,vcf,8054893.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[""1000g2012apr_all""]","[""refGene"", ""gencodeV19""]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ca4ffa5e09242dbd'}]","""tabular""","[""genomicSuperDups"", ""phastConsElements46way""]",,32869820,error,toolshed.g2.bx.psu.edu/repos/devteam/table_annovar/table_annovar/0.2,0.2,,2016-09-12 16:15:05.934960,45529,1408.7634130000001
2017-02-13 14:20:45.320225,slurm_normal,,main_w3_handler1,2941454,15023645,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",56015757272,vcf,9179909.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[""1000g2012apr_all"", ""avsift"", ""snp137NonFlagged"", ""esp6500si_all"", ""snp137"", ""cosmic67""]","[""refGene"", ""gencodeV19""]","[{'src': 'hda', 'id': 28316598}]","""tabular""","[""genomicSuperDups"", ""phastConsElements46way""]",,36002645,error,toolshed.g2.bx.psu.edu/repos/devteam/table_annovar/table_annovar/0.2,0.2,,2017-02-14 02:07:35.831123,92973,42410.510898
2016-09-20 06:50:54.343424,slurm_normal,,main_w4_handler0,2808709,13890168,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2736896360,vcf,8113904.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[""1000g2012apr_all"", ""avsift"", ""snp137NonFlagged"", ""esp6500si_all"", ""snp137"", ""cosmic67""]","[""refGene"", ""gencodeV19""]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5817b719288120e97'}]","""tabular""","[""genomicSuperDups"", ""phastConsElements46way""]",,32725404,error,toolshed.g2.bx.psu.edu/repos/devteam/table_annovar/table_annovar/0.2,0.2,,2016-09-20 07:26:14.020112,89374,2119.676688
2016-09-20 09:51:06.970111,slurm_normal,,main_w3_handler1,2808709,13891281,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1653524826,vcf,8115050.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[""1000g2012apr_all"", ""avsift"", ""snp137NonFlagged"", ""esp6500si_all"", ""snp137"", ""cosmic67""]","[""refGene"", ""gencodeV19""]","[{'src': 'hda', 'id': 'bbd44e69cb8906b58f5e15f05d7e22f3'}]","""tabular""","[""genomicSuperDups"", ""phastConsElements46way""]",,33053467,error,toolshed.g2.bx.psu.edu/repos/devteam/table_annovar/table_annovar/0.2,0.2,,2016-09-20 10:13:54.604581,89374,1367.6344700000002
2016-09-28 09:02:42.537181,slurm_normal,,main_w3_handler0,2807755,13963360,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1558529787,vcf,8182666.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[""1000g2012apr_all"", ""avsift"", ""snp137NonFlagged"", ""esp6500si_all"", ""snp137"", ""cosmic67""]","[""refGene"", ""gencodeV19""]","[{'src': 'hda', 'id': 'bbd44e69cb8906b58ba3a57867b1675e'}]","""tabular""","[""genomicSuperDups"", ""phastConsElements46way""]",,32973343,error,toolshed.g2.bx.psu.edu/repos/devteam/table_annovar/table_annovar/0.2,0.2,,2016-09-28 09:30:46.696621,89322,1684.1594400000001
2016-08-27 08:00:44.442909,slurm_normal,,main_w3_handler0,2798504,13730478,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",792657869,vcf,7948844.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[""1000g2012apr_all"", ""avsift"", ""snp137NonFlagged"", ""esp6500si_all"", ""snp137"", ""cosmic67""]","[""refGene"", ""gencodeV19""]","[{'src': 'hda', 'id': 'bbd44e69cb8906b53d4fe4b7a44549a2'}]","""tabular""",,,32591417,error,toolshed.g2.bx.psu.edu/repos/devteam/table_annovar/table_annovar/0.2,0.2,,2016-08-27 08:53:33.499867,88838,3169.056958
2016-11-01 10:36:16.289762,slurm_normal,,main_w4_handler1,2807755,14223617,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1552965832,vcf,8433647.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[""1000g2012apr_all"", ""avsift"", ""snp137NonFlagged"", ""esp6500si_all"", ""snp137"", ""cosmic67""]","[""refGene"", ""gencodeV19""]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5f72a749c7a8829ce'}]","""tabular""","[""genomicSuperDups"", ""phastConsElements46way""]",,34013667,error,toolshed.g2.bx.psu.edu/repos/devteam/table_annovar/table_annovar/0.2,0.2,,2016-11-01 11:05:08.054699,89322,1731.7649370000001
2016-11-01 11:32:13.889493,slurm_normal,,main_w4_handler0,2808737,14223913,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1558529787,vcf,8433938.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[""1000g2012apr_all"", ""avsift"", ""snp137NonFlagged"", ""esp6500si_all"", ""snp137"", ""cosmic67""]","[""refGene"", ""gencodeV19""]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ff8aaefcf5155109'}]","""tabular""","[""genomicSuperDups"", ""phastConsElements46way""]",,33025829,error,toolshed.g2.bx.psu.edu/repos/devteam/table_annovar/table_annovar/0.2,0.2,,2016-11-01 11:54:50.149595,88442,1356.2601020000002
2016-09-20 09:51:20.102618,slurm_normal,,main_w4_handler1,2807755,13891283,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1558529787,vcf,8115052.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[""1000g2012apr_all"", ""avsift"", ""snp137NonFlagged"", ""esp6500si_all"", ""snp137"", ""cosmic67""]","[""refGene"", ""gencodeV19""]","[{'src': 'hda', 'id': 'bbd44e69cb8906b58ba3a57867b1675e'}]","""tabular""","[""genomicSuperDups"", ""phastConsElements46way""]",,33022144,error,toolshed.g2.bx.psu.edu/repos/devteam/table_annovar/table_annovar/0.2,0.2,,2016-09-20 10:13:03.810733,89322,1303.7081150000001
2017-02-13 07:26:23.860016,slurm_normal,,main_w4_handler1,2958303,15020618,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",26296796019,vcf,9177018.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[""1000g2012apr_all"", ""avsift"", ""snp137NonFlagged"", ""esp6500si_all"", ""snp137"", ""cosmic67""]","[""refGene"", ""gencodeV19""]","[{'src': 'hda', 'id': 28199305}]","""tabular""","[""genomicSuperDups"", ""phastConsElements46way""]",,35991567,error,toolshed.g2.bx.psu.edu/repos/devteam/table_annovar/table_annovar/0.2,0.2,,2017-02-13 12:50:14.759957,94328,19430.899941
2016-09-29 06:29:32.633273,slurm_normal,,main_w4_handler0,2808709,13971404,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2736896360,vcf,8190869.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[""1000g2012apr_all"", ""avsift"", ""snp137NonFlagged"", ""esp6500si_all"", ""snp137"", ""cosmic67""]","[""refGene"", ""gencodeV19""]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5817b719288120e97'}]","""tabular""","[""genomicSuperDups"", ""phastConsElements46way""]",,33094884,error,toolshed.g2.bx.psu.edu/repos/devteam/table_annovar/table_annovar/0.2,0.2,,2016-09-29 07:08:37.725179,89374,2345.091906
