create_time,destination_id,exit_code,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.filters,parameters.gene_anns,parameters.input.values,parameters.out_format,parameters.regions,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-09-28 09:02:19.986448,slurm_normal,,main_w3_handler0,2807755,13963358,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1552965832,vcf,8182662.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[""1000g2012apr_all"", ""avsift"", ""snp137NonFlagged"", ""esp6500si_all"", ""snp137"", ""cosmic67""]","[""refGene"", ""gencodeV19""]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5f72a749c7a8829ce'}]","""tabular""","[""genomicSuperDups"", ""phastConsElements46way""]",,32973343,error,toolshed.g2.bx.psu.edu/repos/devteam/table_annovar/table_annovar/0.2,0.2,,2016-09-28 09:37:35.565475,89322,2115.579027
2016-09-20 09:51:28.586533,slurm_normal,,main_w4_handler1,2808709,13891285,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1653065842,vcf,8115054.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[""1000g2012apr_all"", ""avsift"", ""snp137NonFlagged"", ""esp6500si_all"", ""snp137"", ""cosmic67""]","[""refGene"", ""gencodeV19""]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ca378e6710215f4f'}]","""tabular""","[""genomicSuperDups"", ""phastConsElements46way""]",,33053467,error,toolshed.g2.bx.psu.edu/repos/devteam/table_annovar/table_annovar/0.2,0.2,,2016-09-20 10:14:12.468888,89374,1363.8823550000002
2016-11-01 11:32:46.802477,slurm_normal,,main_w4_handler0,2808737,14223915,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1552965832,vcf,8433940.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[""1000g2012apr_all"", ""avsift"", ""snp137NonFlagged"", ""esp6500si_all"", ""snp137"", ""cosmic67""]","[""refGene"", ""gencodeV19""]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5f7f1a19ca8b0ef5d'}]","""tabular""","[""genomicSuperDups"", ""phastConsElements46way""]",,33025829,error,toolshed.g2.bx.psu.edu/repos/devteam/table_annovar/table_annovar/0.2,0.2,,2016-11-01 12:02:56.576191,88442,1809.7737140000002
2016-10-06 10:33:31.348986,slurm_normal,,main_w3_handler1,2807755,14018750,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1996113625,vcf,8236875.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[""1000g2012apr_all"", ""avsift"", ""snp137NonFlagged"", ""esp6500si_all"", ""snp137"", ""cosmic67""]","[""refGene"", ""gencodeV19""]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5265e00e2ff14d500'}]","""tabular""","[""genomicSuperDups"", ""phastConsElements46way""]",,32973343,error,toolshed.g2.bx.psu.edu/repos/devteam/table_annovar/table_annovar/0.2,0.2,,2016-10-06 10:58:51.958275,89322,1520.609289
2016-09-12 14:56:48.654540,slurm_normal,,main_w3_handler1,2741324,13832081,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",941803676,vcf,8054089.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[""1000g2012apr_all"", ""avsift"", ""snp137NonFlagged"", ""esp6500si_all"", ""snp137"", ""cosmic67""]","[""refGene"", ""gencodeV19""]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ca4ffa5e09242dbd'}]","""tabular""","[""genomicSuperDups"", ""phastConsElements46way""]",,32869820,error,toolshed.g2.bx.psu.edu/repos/devteam/table_annovar/table_annovar/0.2,0.2,,2016-09-12 15:20:24.243057,45529,1415.5885170000001
2016-08-27 09:17:56.438869,slurm_normal,,main_w4_handler1,2798504,13730621,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",792657869,vcf,7949013.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[""1000g2012apr_all"", ""avsift"", ""snp137NonFlagged"", ""esp6500si_all"", ""snp137"", ""cosmic67""]","[""refGene"", ""gencodeV19""]","[{'src': 'hda', 'id': 'bbd44e69cb8906b53d4fe4b7a44549a2'}]","""tabular""",,,32591417,error,toolshed.g2.bx.psu.edu/repos/devteam/table_annovar/table_annovar/0.2,0.2,,2016-08-27 10:13:09.466663,88838,3313.027794
2017-02-13 09:28:52.460158,slurm_normal,,main_w3_handler0,2992149,15021343,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",26296796019,vcf,9177704.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[""1000g2012apr_all"", ""avsift"", ""snp137NonFlagged"", ""esp6500si_all"", ""snp137"", ""cosmic67""]","[""refGene"", ""gencodeV19""]","[{'src': 'hda', 'id': 28316403}]","""tabular""","[""genomicSuperDups"", ""phastConsElements46way""]",,35994341,error,toolshed.g2.bx.psu.edu/repos/devteam/table_annovar/table_annovar/0.2,0.2,,2017-02-13 14:51:44.365940,99925,19371.905782
2016-09-20 08:14:43.479834,slurm_normal,,main_w3_handler0,2808709,13890520,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2736896360,vcf,8114281.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[""1000g2012apr_all"", ""avsift"", ""snp137NonFlagged"", ""esp6500si_all"", ""snp137"", ""cosmic67""]","[""refGene"", ""gencodeV19""]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5817b719288120e97'}]","""tabular""","[""genomicSuperDups"", ""phastConsElements46way""]",,32725404,error,toolshed.g2.bx.psu.edu/repos/devteam/table_annovar/table_annovar/0.2,0.2,,2016-09-20 08:52:46.035741,89374,2282.555907
2016-09-22 05:53:09.507201,slurm_normal,,main_w4_handler1,2808737,13913037,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1558529787,vcf,8135663.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[""1000g2012apr_all"", ""avsift"", ""snp137NonFlagged"", ""esp6500si_all"", ""snp137"", ""cosmic67""]","[""refGene"", ""gencodeV19""]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ff8aaefcf5155109'}]","""tabular""","[""genomicSuperDups"", ""phastConsElements46way""]",,33025829,error,toolshed.g2.bx.psu.edu/repos/devteam/table_annovar/table_annovar/0.2,0.2,,2016-09-22 06:13:50.571351,88442,1241.0641500000002
2016-09-22 05:53:35.105675,slurm_normal,,main_w3_handler1,2808737,13913038,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1552965832,vcf,8135664.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[""1000g2012apr_all"", ""avsift"", ""snp137NonFlagged"", ""esp6500si_all"", ""snp137"", ""cosmic67""]","[""refGene"", ""gencodeV19""]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5f7f1a19ca8b0ef5d'}]","""tabular""","[""genomicSuperDups"", ""phastConsElements46way""]",,33025829,error,toolshed.g2.bx.psu.edu/repos/devteam/table_annovar/table_annovar/0.2,0.2,,2016-09-22 06:14:30.287322,88442,1255.181647
