create_time,destination_id,exit_code,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-01-01 07:45:28.478891,rodeo_normal,,main_w1_handler1,2129857,8485197,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2033793317,bedgraph,2398018.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",18107034,,20289115,error,CONVERTER_bedgraph_to_bigwig,1.0.0,,2015-01-01 07:46:49.715467,56463,81.236576
2014-12-31 22:59:32.833854,rodeo_normal,,main_w2_handler1,2129857,8484252,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2033793317,bedgraph,667048.rodeo,slurm,,corral-repl,,"""ace9afc0914011e4b9ee005056a51846""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",18107034,,20286946,error,CONVERTER_bedgraph_to_bigwig,1.0.0,,2015-01-01 01:00:47.268866,56463,7274.435012000001
2015-01-06 18:33:36.300326,rodeo_normal,,main_w2_handler1,2162937,8506055,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",986252900,bedgraph,2424571.roundup,slurm,,corral-repl,,"""84cc088a95d211e49265005056a51846""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",18141398,,20358300,error,CONVERTER_bedgraph_to_bigwig,1.0.0,,2015-01-06 19:14:41.131771,56462,2464.8314450000003
2014-11-20 08:17:57.555125,rodeo_normal,,main_w1_handler1,2123643,8208836,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",563039495,bedgraph,2063641.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",17611374,,19608840,error,CONVERTER_bedgraph_to_bigwig,1.0.0,,2014-11-20 08:18:42.261032,21426,44.705907
2015-01-01 01:06:12.992051,rodeo_normal,,main_w2_handler1,2129857,8484594,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2033793317,bedgraph,667069.rodeo,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",18107034,,20286946,error,CONVERTER_bedgraph_to_bigwig,1.0.0,,2015-01-01 01:07:28.982435,56463,75.990384
2015-01-06 19:31:16.696707,rodeo_normal,,main_w2_handler1,2162937,8506272,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1097513792,bedgraph,703920.rodeo,slurm,,corral-repl,,"""937bd42a95da11e4aa83005056a52a46""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",18141674,,20358300,error,CONVERTER_bedgraph_to_bigwig,1.0.0,,2015-01-06 20:17:23.392407,56462,2766.6957
2015-01-06 17:23:03.537284,rodeo_normal,,main_w2_handler0,2162937,8505727,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1070461928,bedgraph,2424229.roundup,slurm,,corral-repl,,"""a9b8c4da95c811e4a9bf005056a51846""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",18140946,,20358300,error,CONVERTER_bedgraph_to_bigwig,1.0.0,,2015-01-06 18:12:35.421684,56462,2971.8844000000004
2014-11-19 15:57:09.635135,rodeo_normal,,main_w2_handler1,1712621,8203690,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",445894037,bedgraph,261845.rodeo,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",17606527,,17215619,error,CONVERTER_bedgraph_to_bigwig,1.0.0,,2014-11-19 15:57:54.020981,34874,44.385846
2014-11-19 19:23:34.861514,rodeo_normal,,main_w1_handler0,2085612,8204927,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1548347732,bedgraph,2058504.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",17600141,,17610465,error,CONVERTER_bedgraph_to_bigwig,1.0.0,,2014-11-19 19:24:58.109160,29964,83.247646
2014-11-25 22:26:30.626424,rodeo_normal,,main_w1_handler1,2129706,8252425,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",621392858,bedgraph,2119053.roundup,slurm,,corral-repl,,"""17ec32d674f211e4a31a005056a52a46""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",17683214,,19778334,error,CONVERTER_bedgraph_to_bigwig,1.0.0,,2014-11-25 23:10:03.884266,56462,2613.257842
2014-12-31 20:43:41.348326,rodeo_normal,,main_w1_handler0,2161751,8483975,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",862484199,bedgraph,665952.rodeo,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",18106299,,20285801,error,CONVERTER_bedgraph_to_bigwig,1.0.0,,2014-12-31 20:44:46.248155,56462,64.89982900000001
2015-01-01 01:02:18.195008,rodeo_normal,,main_w2_handler1,2129857,8484589,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2033793317,bedgraph,667059.rodeo,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",18107034,,20286946,error,CONVERTER_bedgraph_to_bigwig,1.0.0,,2015-01-01 01:03:38.899763,56463,80.704755
2015-01-07 02:31:29.867165,rodeo_normal,,main_w2_handler0,2162937,8507436,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1151718022,bedgraph,705834.rodeo,slurm,,corral-repl,,"""47fe45ce961511e4a9bf005056a51846""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",18143727,,20366182,error,CONVERTER_bedgraph_to_bigwig,1.0.0,,2015-01-07 03:19:58.244354,56462,2908.3771890000003
2015-01-06 19:31:36.576618,rodeo_normal,,main_w2_handler0,2162937,8506278,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1085923818,bedgraph,2424838.roundup,slurm,,corral-repl,,"""9eeb2f7295da11e4a6cd005056a52a46""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",18141680,,20358300,error,CONVERTER_bedgraph_to_bigwig,1.0.0,,2015-01-06 20:16:36.379380,56462,2699.8027620000003
2014-12-31 20:31:21.222200,rodeo_normal,,main_w1_handler1,2161751,8483913,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",862484199,bedgraph,2396290.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",18106299,,20285801,error,CONVERTER_bedgraph_to_bigwig,1.0.0,,2014-12-31 20:32:11.599349,56462,50.377149
2014-11-19 15:44:22.239822,rodeo_normal,,main_w1_handler0,1712621,8203632,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",445894037,bedgraph,2056745.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",17606527,,17215619,error,CONVERTER_bedgraph_to_bigwig,1.0.0,,2014-11-19 15:45:01.825080,34874,39.585258
2014-12-31 21:39:08.803618,rodeo_normal,,main_w2_handler1,2161751,8484111,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",862484199,bedgraph,2396544.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",18106299,,20285801,error,CONVERTER_bedgraph_to_bigwig,1.0.0,,2014-12-31 21:40:15.302111,56462,66.49849300000001
2014-11-25 23:41:10.946081,rodeo_normal,,main_w2_handler0,2129706,8253093,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",693035494,bedgraph,2119548.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",17683230,,19780056,error,CONVERTER_bedgraph_to_bigwig,1.0.0,,2014-11-25 23:42:03.976134,56462,53.030053
2014-11-25 22:27:10.429874,rodeo_normal,,main_w2_handler0,2129706,8252438,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",693035494,bedgraph,2119146.roundup,slurm,,corral-repl,,"""304fd43674f211e49719005056a52a46""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",17683230,,19778334,error,CONVERTER_bedgraph_to_bigwig,1.0.0,,2014-11-25 23:16:32.334901,56462,2961.9050270000002
2014-12-31 21:55:51.328951,rodeo_normal,,main_w2_handler0,2161751,8484155,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2033793317,bedgraph,666276.rodeo,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",18106320,,20285801,error,CONVERTER_bedgraph_to_bigwig,1.0.0,,2014-12-31 21:57:12.489855,56462,81.160904
2014-12-31 20:27:44.980258,rodeo_normal,,main_w1_handler1,2161751,8483890,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",862484199,bedgraph,2396265.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",18106299,,20285801,error,CONVERTER_bedgraph_to_bigwig,1.0.0,,2014-12-31 20:28:37.573304,56462,52.593046
