create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,matrixFile,matrixFile_filetype,object_store_id,param_filename,parameters.advancedOpt.__current_case__,parameters.advancedOpt.averageType,parameters.advancedOpt.colors,parameters.advancedOpt.outFileNameData,parameters.advancedOpt.perGroup,parameters.advancedOpt.plotHeight,parameters.advancedOpt.plotTitle,parameters.advancedOpt.plotType,parameters.advancedOpt.plotWidth,parameters.advancedOpt.regionsLabel,parameters.advancedOpt.samplesLabel,parameters.advancedOpt.showAdvancedOpt,parameters.advancedOpt.used_multiple_regions.__current_case__,parameters.advancedOpt.used_multiple_regions.clustering.__current_case__,parameters.advancedOpt.used_multiple_regions.clustering.clustering_options,parameters.advancedOpt.used_multiple_regions.clustering.n_hclust,parameters.advancedOpt.used_multiple_regions.used_multiple_regions_options,parameters.advancedOpt.yMax,parameters.advancedOpt.yMin,parameters.chromInfo,parameters.dbkey,parameters.matrixFile.values,parameters.output.__current_case__,parameters.output.dpi,parameters.output.outFileFormat,parameters.output.saveSortedRegions,parameters.output.showOutputSettings,parameters.scaleRegions.__current_case__,parameters.scaleRegions.endLabel,parameters.scaleRegions.showScaleRegionsOpt,parameters.scaleRegions.startLabel,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-03-04 10:21:10.495914,slurm_normal,,main_w3_handler1,3410491,18598931,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12693938,slurm,,23101280,deeptools_compute_matrix_archive,corral-repl,,1,mean,,false,false,5,,lines,11,,,yes,1.0,,,,yes,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34186140}]",1,200,svg,false,yes,0,,no,,,44167010,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.5.0.0,2.5.0.0,,2018-03-04 10:24:24.178967,69821,193.683053
2018-01-31 06:56:34.007406,slurm_normal,,main_w3_handler0,3404788,18208588,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12289581,slurm,,729140847,deeptools_compute_matrix_archive,corral-repl,,0,,,,,,,,,,,no,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","[{'src': 'hda', 'id': 33582132}]",0,,,,no,0,,no,,,42674210,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.5.0.0,2.5.0.0,,2018-01-31 07:00:15.209719,32840,221.202313
2017-11-19 05:11:18.453046,slurm_normal,,main_w3_handler1,2641038,17505579,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11566677,slurm,,779949397,deeptools_compute_matrix_archive,corral-repl,,1,mean,,true,false,5,,lines,11,,,yes,1.0,,,,yes,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","[{'src': 'hda', 'id': 32392982}]",0,,,,no,1,TES,yes,TSS,,41039757,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.5.0.0,2.5.0.0,,2017-11-19 08:17:00.290842,81070,11141.837796
2017-11-15 08:02:11.003440,slurm_normal,,main_w4_handler1,3306625,17464295,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11522765,slurm,,756632760,deeptools_compute_matrix_archive,corral-repl,,1,mean,,false,false,5,,lines,11,,,yes,1.0,,,,yes,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 32323406}]",1,200,png,false,yes,1,TES,yes,TSS,,41657932,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.5.0.0,2.5.0.0,,2017-11-15 08:05:23.875443,114851,192.872003
2017-11-09 04:20:19.610798,slurm_normal,,main_w4_handler1,2641038,17392054,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11454587,slurm,,472990626,deeptools_compute_matrix_archive,corral-repl,,0,,,,,,,,,,,no,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 32180613}]",0,,,,no,0,,no,,,41801116,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.5.0.0,2.5.0.0,,2017-11-09 07:55:47.662496,81070,12928.051698000001
2017-11-15 07:51:16.796151,slurm_normal,,main_w3_handler0,3306625,17464259,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11522720,slurm,,756632760,deeptools_compute_matrix_archive,corral-repl,,1,mean,,true,false,5,,lines,11,,,yes,1.0,,,,yes,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 32323406}]",1,200,png,false,yes,1,TES,yes,TSS,,41657932,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.5.0.0,2.5.0.0,,2017-11-15 07:54:28.672562,114851,191.87641100000002
2017-12-26 18:43:38.344620,slurm_normal,,main_w4_handler1,2641038,17899614,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11974236,slurm,,43332963,deeptools_compute_matrix_archive,corral-repl,,1,mean,,true,false,5,,lines,11,,,yes,1.0,,,,yes,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","[{'src': 'hda', 'id': 33089908}]",0,,,,no,1,TES,yes,TSS,,42709598,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.5.0.0,2.5.0.0,,2017-12-26 20:06:06.393403,81070,4948.048783
2017-12-26 16:24:53.118629,slurm_normal,,main_w4_handler1,3359375,17899279,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11973565,slurm,,91486185,deeptools_compute_matrix_archive,corral-repl,,1,mean,,false,false,11,,lines,11,,,yes,0.0,2.0,none,,no,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 33088436}]",1,300,png,false,yes,0,,no,,,42568494,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.5.0.0,2.5.0.0,,2017-12-26 16:28:59.043835,55887,245.925206
2017-08-21 06:47:09.633362,slurm_normal,,main_w3_handler1,3225676,16620246,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10692607.roundup,slurm,,851376720,deeptools_compute_matrix_archive,corral-repl,,1,mean,,false,false,6,,lines,8,LTR-mm10,control SETDB1 H3K9me3 H3K14ac,yes,0.0,2.0,none,,no,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 30932250}]",1,200,png,false,yes,1,End,yes,Start,,39961345,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.5.0.0,2.5.0.0,,2017-08-21 09:19:08.281609,76755,9118.648247000001
2018-02-19 14:22:01.182933,slurm_normal,,main_w4_handler1,2641038,18436357,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12532103,slurm,,137051718,deeptools_compute_matrix_archive,corral-repl,,1,mean,,true,false,5,,lines,11,,,yes,1.0,,,,yes,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 33939632}]",0,,,,no,0,,no,,,44004896,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.5.0.0,2.5.0.0,,2018-02-19 16:10:46.994087,81070,6525.811154
2017-11-06 16:35:37.488433,slurm_normal,,main_w3_handler0,3229685,17347739,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11411032,slurm,,429187934,deeptools_compute_matrix_archive,corral-repl,,1,mean,,true,false,10,,lines,20,,,yes,1.0,,,,yes,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 31715960}]",1,200,pdf,false,yes,1,mRNA,yes,lncRNA,,40314219,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.5.0.0,2.5.0.0,,2017-11-06 16:38:19.491997,84399,162.003564
2017-06-07 19:31:49.481387,slurm_normal,,main_w3_handler1,3012221,16044234,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10134636.roundup,slurm,,31209905,deeptools_compute_matrix_archive,corral-repl,,1,mean,,false,false,5,,lines,11,,,yes,0.0,1.0,hclust,2,no,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 29938304}]",0,,,,no,1,TES,yes,TSS,,38376569,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.5.0.0,2.5.0.0,,2017-06-07 20:23:03.369598,34777,3073.8882110000004
2017-11-11 07:24:48.351720,slurm_normal,,main_w3_handler1,2641038,17417519,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11479729,slurm,,196518263,deeptools_compute_matrix_archive,corral-repl,,1,mean,,true,false,5,,lines,11,,,yes,1.0,,,,yes,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 32246462}]",0,,,,no,0,,no,,,41039757,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.5.0.0,2.5.0.0,,2017-11-11 08:52:34.702892,81070,5266.351172000001
2017-10-18 21:55:37.892718,slurm_normal,,main_w3_handler0,3290043,17137871,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11194687,slurm,,525827502,deeptools_compute_matrix_archive,corral-repl,,1,mean,,true,false,5,,lines,11,,,yes,1.0,,,,yes,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 31738457}]",0,,,,no,1,mRNA,yes,lncRNA,,40314219,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.5.0.0,2.5.0.0,,2017-10-18 21:59:10.526602,84399,212.63388400000002
2017-10-24 14:44:39.787259,slurm_normal,,main_w3_handler0,2400273,17197933,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11259433,slurm,,117201158,deeptools_compute_matrix_archive,corral-repl,,0,,,,,,,,,,,no,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31852742}]",0,,,,no,0,,no,,,41416008,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.5.0.0,2.5.0.0,,2017-10-24 17:00:30.547745,67372,8150.760486
2017-10-26 09:15:15.328153,slurm_normal,,main_w4_handler0,2400273,17224661,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11286911,slurm,,240643454,deeptools_compute_matrix_archive,corral-repl,,0,,,,,,,,,,,no,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31895576}]",0,,,,no,0,,no,,,41416008,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.5.0.0,2.5.0.0,,2017-10-26 11:20:29.968037,67372,7514.639884
2017-05-10 18:54:20.287305,slurm_normal,,main_w4_handler1,3102668,15805109,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9909886.roundup,slurm,,270931519,deeptools_compute_matrix_archive,corral-repl,,0,,,,,,,,,,,no,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29539432}]",0,,,,no,0,,no,,,37885721,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.5.0.0,2.5.0.0,,2017-05-10 20:24:36.705113,105462,5416.417808
2017-08-21 06:49:02.149391,slurm_normal,,main_w4_handler1,3225676,16620251,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10693195.roundup,slurm,,821252063,deeptools_compute_matrix_archive,corral-repl,,1,mean,,false,false,6,,lines,8,LINE-mm10,control SETDB1 H3K9me3 H3K14ac,yes,0.0,2.0,none,,no,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 30932258}]",1,200,png,false,yes,1,End,yes,Start,,39961345,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.5.0.0,2.5.0.0,,2017-08-21 11:47:59.882782,76755,17937.733391
2017-11-13 05:06:48.077516,slurm_normal,,main_w4_handler0,2641038,17432825,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11491195,slurm,,537400859,deeptools_compute_matrix_archive,corral-repl,,1,mean,,true,false,5,,lines,11,,,yes,1.0,,,,yes,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 32272494}]",0,,,,no,0,,no,,,41801116,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.5.0.0,2.5.0.0,,2017-11-13 05:09:54.044184,81070,185.966668
2017-11-20 03:54:23.776071,slurm_normal,,main_w3_handler0,2641038,17512682,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11573090,slurm,,415115184,deeptools_compute_matrix_archive,corral-repl,,1,mean,,true,false,5,,lines,11,,,yes,1.0,,,,yes,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","[{'src': 'hda', 'id': 32408513}]",0,,,,no,1,TES,yes,TSS,,41801116,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.5.0.0,2.5.0.0,,2017-11-20 06:00:24.767430,81070,7560.991359000001
2017-11-08 08:49:23.347553,slurm_normal,,main_w3_handler0,2641038,17377987,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11439456,slurm,,451047089,deeptools_compute_matrix_archive,corral-repl,,0,,,,,,,,,,,no,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 32142709}]",0,,,,no,0,,no,,,41801116,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.5.0.0,2.5.0.0,,2017-11-08 08:52:33.068969,81070,189.721416
2017-08-19 12:41:49.974442,slurm_normal,,main_w3_handler0,3225676,16614122,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10685943.roundup,slurm,,196092551,deeptools_compute_matrix_archive,corral-repl,,1,mean,,false,false,5,,lines,11,,,yes,1.0,,,,yes,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 30922378}]",1,200,png,false,yes,1,TES,yes,TSS,,39961345,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.5.0.0,2.5.0.0,,2017-08-19 12:46:17.962765,76755,267.98832300000004
2017-10-17 19:04:09.805519,slurm_normal,,main_w4_handler0,3229685,17122165,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11178786,slurm,,429187934,deeptools_compute_matrix_archive,corral-repl,,1,mean,,true,false,5,,lines,11,,,yes,1.0,,,,yes,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 31715960}]",0,,,,no,1,mRNA,yes,lncRNA,,40314219,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.5.0.0,2.5.0.0,,2017-10-17 19:06:56.336185,84399,166.530666
2017-12-26 14:10:09.005754,slurm_normal,,main_w3_handler0,3359375,17898647,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11972869,slurm,,119388623,deeptools_compute_matrix_archive,corral-repl,,1,mean,,false,false,11,,lines,11,,,yes,0.0,2.0,none,,no,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 33087581}]",1,300,png,false,yes,0,,no,,,42568494,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.5.0.0,2.5.0.0,,2017-12-26 14:14:14.764226,55887,245.758472
2017-11-09 04:20:25.302585,slurm_normal,,main_w4_handler1,2641038,17392055,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11454042,slurm,,404207060,deeptools_compute_matrix_archive,corral-repl,,0,,,,,,,,,,,no,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 32180617}]",0,,,,no,0,,no,,,41801116,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.5.0.0,2.5.0.0,,2017-11-09 06:26:03.629630,81070,7538.327045000001
2017-08-10 09:44:01.656078,slurm_normal,,main_w3_handler0,1934684,16548043,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10618661.roundup,slurm,,1097852163,deeptools_compute_matrix_archive,corral-repl,,1,mean,,false,true,5,,lines,11,,,yes,1.0,,,,yes,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 30818694}]",0,,,,no,1,TES,yes,TSS,,39778342,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.5.0.0,2.5.0.0,,2017-08-10 09:48:02.878951,46725,241.22287300000002
2017-08-09 20:13:26.869832,slurm_normal,,main_w3_handler0,1934684,16544074,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10614552.roundup,slurm,,1132353299,deeptools_compute_matrix_archive,corral-repl,,1,mean,,false,false,5,,lines,11,,,yes,1.0,,,,yes,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 30813961}]",1,200,png,false,yes,1,TES,yes,TSS,,39792748,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.5.0.0,2.5.0.0,,2017-08-09 20:19:33.991136,46725,367.121304
2017-08-21 09:50:13.404795,slurm_normal,,main_w4_handler1,3225676,16621030,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10692711.roundup,slurm,,851376720,deeptools_compute_matrix_archive,corral-repl,,1,mean,,false,false,6,,lines,8,LTR-mm10,control SETDB1 H3K9me3 H3K14ac,yes,0.0,2.0,none,,no,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 30932250}]",1,200,png,false,yes,1,End,yes,Start,,39946348,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.5.0.0,2.5.0.0,,2017-08-21 09:54:25.013263,76755,251.60846800000002
2017-09-14 12:29:51.942526,slurm_normal,,main_w3_handler0,1796147,16817691,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10886987.roundup,slurm,,213714343,deeptools_compute_matrix_archive,corral-repl,,0,,,,,,,,,,,no,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 31087066}]",0,,,,no,1,TES,yes,TSS,,39545215,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.5.0.0,2.5.0.0,,2017-09-14 12:33:36.293034,35884,224.35050800000002
2017-12-14 17:10:32.405210,slurm_normal,,main_w4_handler0,2641038,17809768,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11879938,slurm,,405947202,deeptools_compute_matrix_archive,corral-repl,,1,mean,,true,false,5,,lines,11,,,yes,1.0,,,,yes,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","[{'src': 'hda', 'id': 32934827}]",0,,,,no,1,TES,yes,TSS,,42121260,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.5.0.0,2.5.0.0,,2017-12-14 20:12:47.045370,81070,10934.64016
2018-01-31 05:51:03.719052,slurm_normal,,main_w3_handler0,3404788,18208362,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12289297,slurm,,729140847,deeptools_compute_matrix_archive,corral-repl,,0,,,,,,,,,,,no,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","[{'src': 'hda', 'id': 33582132}]",0,,,,no,0,,no,,,42674210,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.5.0.0,2.5.0.0,,2018-01-31 05:55:02.316674,32840,238.597622
2017-08-20 15:41:39.370471,slurm_normal,,main_w4_handler1,3218930,16617299,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10688897.roundup,slurm,,722316725,deeptools_compute_matrix_archive,corral-repl,,1,mean,,true,true,15,,lines,15,,,yes,1.0,,,,yes,100.0,10.0,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 30923640}]",1,200,png,false,yes,1,E,yes,S,,39648648,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.5.0.0,2.5.0.0,,2017-08-20 15:45:37.970333,69475,238.599862
2017-06-12 11:52:12.068714,slurm_normal,,main_w4_handler1,1991423,16080687,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10167483.roundup,slurm,,1053565303,deeptools_compute_matrix_archive,corral-repl,,1,mean,,false,true,10,,lines,11,,,yes,1.0,,,,yes,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29968185}]",0,,,,no,0,,no,,,37835250,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.5.0.0,2.5.0.0,,2017-06-12 11:55:45.492561,32351,213.42384700000002
2017-09-16 12:48:30.601099,slurm_normal,,main_w3_handler1,3252896,16843831,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10910740.roundup,slurm,,254797372,deeptools_compute_matrix_archive,corral-repl,,1,mean,,false,false,5,,lines,11,,,yes,1.0,,,,yes,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 31274159}]",0,,,,no,0,,no,,,39436679,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.5.0.0,2.5.0.0,,2017-09-16 12:52:41.013022,27830,250.411923
2017-12-25 13:28:26.096876,slurm_normal,,main_w4_handler0,2641038,17893972,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11968198,slurm,,134490363,deeptools_compute_matrix_archive,corral-repl,,1,mean,,true,false,5,,lines,11,,,yes,1.0,,,,yes,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","[{'src': 'hda', 'id': 33081665}]",0,,,,no,1,TES,yes,TSS,,42709598,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.5.0.0,2.5.0.0,,2017-12-25 15:09:22.490610,81070,6056.393734
2017-08-19 10:39:53.006787,slurm_normal,,main_w4_handler0,3225676,16614021,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10685902.roundup,slurm,,196092551,deeptools_compute_matrix_archive,corral-repl,,1,mean,,false,true,5,,lines,11,,,yes,1.0,,,,yes,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 30922378}]",1,200,png,false,yes,1,TES,yes,TSS,,39961345,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.5.0.0,2.5.0.0,,2017-08-19 12:03:00.765688,76755,4987.758901
2017-08-20 10:51:17.106991,slurm_normal,,main_w3_handler0,3225676,16616553,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10688564.roundup,slurm,,572205478,deeptools_compute_matrix_archive,corral-repl,,1,mean,,false,true,5,,lines,11,,,yes,0.0,2.0,none,,no,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 30926631}]",1,200,png,false,yes,1,End,yes,Start,,39961345,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.5.0.0,2.5.0.0,,2017-08-20 12:48:02.596821,76755,7005.48983
2017-11-20 00:29:57.781405,slurm_normal,,main_w3_handler1,2641038,17511723,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11572024,slurm,,364578888,deeptools_compute_matrix_archive,corral-repl,,1,mean,,true,false,5,,lines,11,,,yes,1.0,,,,yes,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","[{'src': 'hda', 'id': 32406299}]",0,,,,no,1,TES,yes,TSS,,41039757,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.5.0.0,2.5.0.0,,2017-11-20 02:04:13.428818,81070,5655.647413000001
2017-07-28 09:29:04.289859,slurm_normal,,main_w3_handler0,1934684,16441061,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10509029.roundup,slurm,,649900543,deeptools_compute_matrix_archive,corral-repl,,1,mean,,false,false,5,,lines,11,,,yes,1.0,,,,yes,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 30645958}]",0,,,,no,1,TES,yes,TSS,,39551696,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.5.0.0,2.5.0.0,,2017-07-28 09:32:45.252577,46725,220.96271800000002
2017-08-20 14:11:48.341024,slurm_normal,,main_w3_handler0,3225676,16617093,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10688669.roundup,slurm,,572205478,deeptools_compute_matrix_archive,corral-repl,,1,mean,,false,true,5,,lines,11,,,yes,1.0,,,,yes,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 30926631}]",1,200,png,false,yes,1,End,yes,Start,,39961345,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.5.0.0,2.5.0.0,,2017-08-20 14:16:44.159010,76755,295.817986
