create_time,destination_id,exit_code,gfffile,gfffile_filetype,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.featuretype,parameters.force_sort,parameters.gfffile.values,parameters.idattr,parameters.minaqual,parameters.mode,parameters.samfile.values,parameters.samout_conditional.__current_case__,parameters.samout_conditional.samout,parameters.stranded,runner_name,samfile,samfile_filetype,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-12-04 18:38:25.077535,slurm_normal_16gb,,4172686211,gtf,main_w4_handler1,3343541,17694099,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11758087,slurm,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""exon""","""false""","[{'src': 'hda', 'id': 32662708}]","""gene_id""","""10""","""union""","[{'src': 'hda', 'id': 32661373}]",1,No,"""yes""",,1861848694,bam,41989345.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy3,0.6.1galaxy3,,2017-12-04 20:59:24.956296,108057,8459.878761
2017-08-15 08:04:27.937113,slurm_normal_16gb,,116963244,gtf,main_w3_handler1,3029171,16583164,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10654456.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""exon""","""false""","[{'src': 'hda', 'id': 29496889}]","""gene_id""","""10""","""union""","[{'src': 'hda', 'id': 30238616}]",1,No,"""no""",,2200071694,bam,39837641.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy3,0.6.1galaxy3,,2017-08-15 08:27:41.159036,101921,1393.221923
2017-11-06 08:12:49.818747,slurm_normal_16gb,,116963244,gtf,main_w4_handler1,3029171,17342269,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11406482,slurm,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""exon""","""false""","[{'src': 'hda', 'id': 30614878}]","""gene_id""","""10""","""union""","[{'src': 'hda', 'id': 30238616}]",1,No,"""yes""",,2200071694,bam,41781114.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy3,0.6.1galaxy3,,2017-11-06 10:27:42.193953,101921,8092.375206000001
2017-12-03 04:39:34.286075,slurm_normal_16gb,,4172686211,gtf,main_w4_handler0,3343541,17679017,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11741704,slurm,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""exon""","""false""","[{'src': 'hda', 'id': 32662708}]","""gene_id""","""10""","""union""","[{'src': 'hda', 'id': 32661373}]",1,No,"""yes""",,1861848694,bam,41989345.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy3,0.6.1galaxy3,,2017-12-03 06:45:54.542880,108057,7580.256805000001
2017-08-19 03:07:23.758015,slurm_normal_16gb,,116963244,gtf,main_w4_handler0,3029171,16613135,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10685067.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""exon""","""false""","[{'src': 'hda', 'id': 29496889}]","""gene_id""","""10""","""union""","[{'src': 'hda', 'id': 30238616}]",1,No,"""no""",,2200071694,bam,39837641.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy3,0.6.1galaxy3,,2017-08-19 03:29:36.616592,101921,1332.8585770000002
2017-12-02 18:32:35.251263,slurm_normal_16gb,,4172686211,gtf,main_w3_handler1,3343541,17676587,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11740893,slurm,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""exon""","""false""","[{'src': 'hda', 'id': 32662708}]","""gene_id""","""10""","""union""","[{'src': 'hda', 'id': 32680592}]",1,No,"""yes""",,4468648574,bam,41989345.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy3,0.6.1galaxy3,,2017-12-03 00:56:45.774877,108057,23050.523614
2017-12-06 06:02:58.784752,slurm_normal_16gb,,4172686211,gtf,main_w4_handler0,3343541,17713545,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11778696,slurm,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""exon""","""false""","[{'src': 'hda', 'id': 32738452}]","""gene_id""","""10""","""union""","[{'src': 'hda', 'id': 32680627}]",1,No,"""yes""",,3249092552,bam,41989345.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy3,0.6.1galaxy3,,2017-12-06 08:15:06.113273,108057,7927.328521
2017-12-05 13:04:10.870140,slurm_normal_16gb,,4172686211,gtf,main_w4_handler0,3343541,17701819,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11766553,slurm,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""exon""","""false""","[{'src': 'hda', 'id': 32738452}]","""gene_id""","""10""","""union""","[{'src': 'hda', 'id': 32661373}]",1,No,"""yes""",,1861848694,bam,41989345.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy3,0.6.1galaxy3,,2017-12-05 15:21:55.370768,108057,8264.500628
2017-08-02 07:36:51.489044,slurm_normal_16gb,,116963244,gtf,main_w3_handler1,3029171,16484424,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10553742.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""exon""","""false""","[{'src': 'hda', 'id': 30614878}]","""gene_id""","""10""","""union""","[{'src': 'hda', 'id': 30238616}]",1,No,"""no""",,2200071694,bam,39518742.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy3,0.6.1galaxy3,,2017-08-02 07:57:50.027151,101921,1258.538107
2017-12-02 09:45:39.345052,slurm_normal_16gb,,4172686211,gtf,main_w4_handler0,3343541,17674146,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11735344,slurm,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""exon""","""false""","[{'src': 'hda', 'id': 32662708}]","""gene_id""","""10""","""union""","[{'src': 'hda', 'id': 32661373}]",1,No,"""yes""",,1861848694,bam,41989345.0,error,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy3,0.6.1galaxy3,,2017-12-02 11:53:04.131741,108057,7644.7866890000005
