chromInfo,chromInfo_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.c_and_o_argument_repeat,parameters.chromInfo,parameters.dbkey,parameters.distance,parameters.header,parameters.input.values,parameters.strand,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
20.0,len,2017-02-11 13:22:02.072502,slurm_normal,,main_w4_handler0,2990943,15011036,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",581395668,bam,9167322.roundup,slurm,,corral-repl,,[],"""/galaxy-repl/main/files/018/798/dataset_18798652.dat""","""?""","""0""","""false""","[{'src': 'hda', 'id': 28306007}]","""""",,35958491,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_mergebed/2.24.1,2.24.1,,2017-02-11 13:22:36.959925,99889,34.887423000000005
,,2017-02-11 08:13:09.399033,slurm_normal,,main_w4_handler1,2990943,15010379,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",593458240,bam,9166642.roundup,slurm,,corral-repl,,[],"""/galaxy-repl/localdata/chrom/?.len""","""?""","""0""","""false""","[{'src': 'hda', 'id': 28304909}]","""-s""",,35958491,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_mergebed/2.24.1,2.24.1,,2017-02-11 08:13:47.236915,99889,37.837882
20.0,len,2017-02-11 09:41:45.463122,slurm_normal,,main_w3_handler0,2990943,15010565,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",593458240,bam,9166803.roundup,slurm,,corral-repl,,[],"""/galaxy-repl/main/files/018/798/dataset_18798652.dat""","""?""","""0""","""false""","[{'src': 'hda', 'id': 28304909}]","""-s""",,35958491,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_mergebed/2.24.1,2.24.1,,2017-02-11 09:42:21.596258,99889,36.133136
20.0,len,2017-02-11 12:35:27.576847,slurm_normal,,main_w3_handler0,2990943,15010925,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",581395668,bam,9167242.roundup,slurm,,corral-repl,,[],"""/galaxy-repl/main/files/018/798/dataset_18798652.dat""","""?""","""0""","""false""","[{'src': 'hda', 'id': 28306007}]","""""",,35958491,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_mergebed/2.24.1,2.24.1,,2017-02-11 12:42:13.509955,99889,405.933108
