corData,corData_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.corData.values,parameters.corMethod,parameters.dbkey,parameters.outFileCorMatrix,parameters.outFileFormat,parameters.plotting_type.__current_case__,parameters.plotting_type.colorMap,parameters.plotting_type.plotNumbers,parameters.plotting_type.plotTitle,parameters.plotting_type.whatToPlot,parameters.plotting_type.zMax,parameters.plotting_type.zMin,parameters.removeOutliers,parameters.skipZeros,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
85130812,deeptools_coverage_matrix,2017-07-15 23:13:49.372312,slurm_normal,,main_w4_handler1,2643013,16352670,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10417586.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","[{'src': 'hda', 'id': 30504258}]","""spearman""","""mm10""","""false""","""png""",0,['RdYlBu'],false,,heatmap,,,"""true""","""true""",,37615983,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-07-15 23:15:26.173681,37946,96.80136900000001
219566715,deeptools_coverage_matrix,2017-12-03 19:30:57.954592,slurm_normal,,main_w4_handler1,2936266,17683986,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11748406,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","[{'src': 'hda', 'id': 32700692}]","""spearman""","""mm10""","""false""","""png""",0,['RdYlBu'],true,,heatmap,,,"""false""","""false""",,42423686,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-12-03 19:32:11.045594,68782,73.091002
201059971,deeptools_coverage_matrix,2017-09-11 07:49:18.175620,slurm_normal,,main_w4_handler1,3248730,16784916,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10855539.roundup,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 31179890}]","""pearson""","""?""","""false""","""png""",0,['RdYlBu'],false,,heatmap,,,"""false""","""false""",,40322423,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-09-11 13:44:22.693925,45008,21304.518305
260926324,deeptools_coverage_matrix,2017-09-17 18:25:22.001761,slurm_normal,,main_w4_handler1,3251344,16848684,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10915536.roundup,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","[{'src': 'hda', 'id': 31280086}]","""spearman""","""hg19""","""false""","""png""",0,['RdYlBu'],false,Heatman_speraman_allsamples,heatmap,,,"""true""","""false""",,40576453,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-09-17 18:26:16.616478,111397,54.614717000000006
127829630,deeptools_coverage_matrix,2017-07-15 01:17:10.439903,slurm_normal,,main_w3_handler0,2643013,16349843,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10415393.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","[{'src': 'hda', 'id': 30500083}]","""spearman""","""mm10""","""false""","""png""",0,['RdYlBu'],false,,heatmap,,,"""false""","""false""",,37615983,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-07-15 01:58:21.625197,37946,2471.1852940000003
93599758,deeptools_coverage_matrix,2018-01-23 07:19:07.237990,slurm_normal,,main_w3_handler0,3257313,18129170,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12209528,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 33456326}]","""spearman""","""?""","""true""","""png""",0,['RdYlBu'],true,Spearman Correlation of Read Counts,heatmap,,,"""false""","""true""",,43368043,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2018-01-23 08:51:24.070213,45008,5536.832223
85130812,deeptools_coverage_matrix,2017-07-15 21:51:38.250383,slurm_normal,,main_w4_handler1,2643013,16352524,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10417510.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","[{'src': 'hda', 'id': 30504258}]","""spearman""","""mm10""","""false""","""png""",0,['RdYlBu'],false,,heatmap,,,"""false""","""false""",,37615983,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-07-15 22:25:42.189828,37946,2043.9394450000002
1760753,deeptools_coverage_matrix,2017-09-26 15:22:17.610934,slurm_normal,,main_w4_handler0,3100738,16937102,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11006525.roundup,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","[{'src': 'hda', 'id': 31428168}]","""spearman""","""mm10""","""false""","""png""",0,['RdYlBu'],true,12hpi1 vs 12hpi2 correlation (50bp bins),heatmap,,,"""true""","""false""",,40862360,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-09-26 15:23:27.452487,105375,69.841553
474135816,deeptools_coverage_matrix,2017-05-23 16:08:06.221267,slurm_normal,,main_w4_handler1,3122176,15918720,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10016366.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 29725491}]","""pearson""","""hg19""","""false""","""png""",0,['RdYlBu'],true,,heatmap,,,"""false""","""false""",,37857452,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-05-23 16:10:10.189336,50986,123.96806900000001
219566715,deeptools_coverage_matrix,2017-12-03 12:44:08.805480,slurm_normal,,main_w4_handler0,2936266,17680585,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11747290,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","[{'src': 'hda', 'id': 32700692}]","""pearson""","""mm10""","""false""","""png""",1,,,,scatterplot,,,"""true""","""false""",,42423686,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-12-03 18:34:57.710824,68782,21048.905344000003
127829630,deeptools_coverage_matrix,2017-07-15 20:28:03.986861,slurm_normal,,main_w4_handler1,2643013,16352350,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10417318.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","[{'src': 'hda', 'id': 30500083}]","""spearman""","""mm10""","""false""","""png""",0,['RdYlBu'],false,,heatmap,,,"""false""","""false""",,37615983,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-07-15 20:29:08.900764,37946,64.913903
1075716674,deeptools_coverage_matrix,2017-05-04 17:07:05.636075,slurm_normal,,main_w3_handler1,3096002,15750959,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9859623.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 29471033}]","""spearman""","""?""","""false""","""png""",0,['RdYlBu'],false,,heatmap,,,"""false""","""false""",,37752077,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-05-04 17:08:28.185591,43553,82.54951600000001
85130812,deeptools_coverage_matrix,2017-07-15 21:51:28.732521,slurm_normal,,main_w4_handler0,2643013,16352522,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10417509.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","[{'src': 'hda', 'id': 30504258}]","""pearson""","""mm10""","""false""","""png""",0,['RdYlBu'],false,,heatmap,,,"""false""","""false""",,37615983,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-07-15 22:25:24.793749,37946,2036.061228
474131722,deeptools_coverage_matrix,2017-05-24 17:07:49.035691,slurm_normal,,main_w3_handler0,3122176,15929944,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10027731.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 29738233}]","""spearman""","""hg19""","""false""","""png""",0,['RdYlBu'],false,,heatmap,,,"""true""","""true""",,38190669,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-05-24 17:10:32.215585,50986,163.17989400000002
127829630,deeptools_coverage_matrix,2017-07-15 20:30:29.650543,slurm_normal,,main_w4_handler0,2643013,16352356,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10417322.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","[{'src': 'hda', 'id': 30500083}]","""spearman""","""mm10""","""false""","""png""",0,['RdYlBu'],false,,heatmap,,,"""false""","""false""",,37615983,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-07-15 20:31:21.158345,37946,51.507802000000005
88267244,deeptools_coverage_matrix,2017-10-13 21:40:28.851888,slurm_normal,,main_w4_handler1,3284489,17098981,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11155798.roundup,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 31685183}]","""pearson""","""?""","""false""","""png""",0,['RdYlBu'],true,,heatmap,,,"""true""","""true""",,40050553,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-10-13 21:41:38.230015,106491,69.378127
85130812,deeptools_coverage_matrix,2017-07-15 23:13:33.896972,slurm_normal,,main_w4_handler1,2643013,16352669,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10417585.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","[{'src': 'hda', 'id': 30504258}]","""pearson""","""mm10""","""false""","""png""",0,['RdYlBu'],false,,heatmap,,,"""true""","""true""",,37615983,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-07-15 23:14:25.339958,37946,51.442986000000005
12150669,deeptools_coverage_matrix,2017-05-04 14:23:20.458835,slurm_normal,,main_w4_handler0,3096722,15749290,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9858085.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 29455090}]","""spearman""","""hg19""","""false""","""png""",0,['RdYlBu'],false,Sameer's Oligo Project,heatmap,,,"""false""","""false""",,36729607,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-05-04 14:26:41.802363,12159,201.34352800000002
