corData,corData_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.corData.values,parameters.corMethod,parameters.dbkey,parameters.outFileCorMatrix,parameters.outFileFormat,parameters.plotting_type.__current_case__,parameters.plotting_type.colorMap,parameters.plotting_type.plotNumbers,parameters.plotting_type.plotTitle,parameters.plotting_type.whatToPlot,parameters.plotting_type.zMax,parameters.plotting_type.zMin,parameters.removeOutliers,parameters.skipZeros,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
219566715,deeptools_coverage_matrix,2017-12-03 19:32:15.097426,slurm_normal,,main_w3_handler0,2936266,17683991,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11748418,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","[{'src': 'hda', 'id': 32700692}]","""pearson""","""mm10""","""false""","""png""",1,,,,scatterplot,,,"""false""","""false""",,42423686,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-12-03 19:33:10.877454,68782,55.780028
52913311,deeptools_coverage_matrix,2017-09-14 08:29:28.234733,slurm_normal,,main_w4_handler0,3252519,16815509,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10885065.roundup,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 31227639}]","""pearson""","""?""","""false""","""png""",0,['RdYlBu'],true,,heatmap,,,"""false""","""false""",,40322423,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-09-14 08:33:24.281471,45008,236.046738
127829630,deeptools_coverage_matrix,2017-07-15 20:29:20.082615,slurm_normal,,main_w4_handler1,2643013,16352352,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10417319.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","[{'src': 'hda', 'id': 30500083}]","""pearson""","""mm10""","""false""","""png""",0,['RdYlBu'],false,,heatmap,,,"""false""","""false""",,37615983,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-07-15 20:30:58.045492,37946,97.962877
474135816,deeptools_coverage_matrix,2017-05-23 15:03:30.919893,slurm_normal,,main_w4_handler1,3122176,15918216,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10015891.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 29725491}]","""pearson""","""hg19""","""false""","""png""",0,['RdYlBu'],true,,heatmap,,,"""false""","""false""",,37857452,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-05-23 15:06:32.775030,50986,181.855137
219566715,deeptools_coverage_matrix,2017-12-03 19:28:30.276630,slurm_normal,,main_w3_handler1,2936266,17683979,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11748378,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","[{'src': 'hda', 'id': 32700692}]","""pearson""","""mm10""","""false""","""png""",1,,,,scatterplot,,,"""true""","""false""",,42423686,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-12-03 19:30:11.943832,68782,101.667202
12150669,deeptools_coverage_matrix,2017-05-04 14:22:18.419758,slurm_normal,,main_w3_handler1,3096722,15749276,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9858068.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 29455090}]","""spearman""","""hg19""","""false""","""png""",1,,,Sameer's Oligo Project,scatterplot,,,"""false""","""false""",,36729607,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-05-04 14:25:00.625607,12159,162.205849
474131722,deeptools_coverage_matrix,2017-05-24 15:11:10.057211,slurm_normal,,main_w4_handler0,3122176,15928985,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10026657.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 29738233}]","""pearson""","""hg19""","""false""","""png""",0,['RdYlBu'],true,,heatmap,,,"""false""","""false""",,38190669,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-05-24 15:12:59.337721,50986,109.28051
1760753,deeptools_coverage_matrix,2017-09-26 15:24:23.179207,slurm_normal,,main_w3_handler1,3100738,16937178,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11006562.roundup,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","[{'src': 'hda', 'id': 31428168}]","""spearman""","""mm10""","""false""","""png""",0,['RdYlBu'],true,12hpi1 vs 12hpi2 correlation (50bp bins),heatmap,,,"""false""","""false""",,40862360,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-09-26 15:25:54.065489,105375,90.88628200000001
260926324,deeptools_coverage_matrix,2017-09-18 15:58:38.365558,slurm_normal,,main_w3_handler0,3251344,16856356,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10923242.roundup,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","[{'src': 'hda', 'id': 31280086}]","""spearman""","""hg19""","""true""","""png""",0,['RdYlBu'],true,,heatmap,,,"""true""","""true""",,40459743,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-09-18 16:00:50.977983,111397,132.612425
88267244,deeptools_coverage_matrix,2017-10-13 21:42:54.536385,slurm_normal,,main_w4_handler1,3284489,17098992,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11155816.roundup,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 31685183}]","""pearson""","""?""","""false""","""png""",0,['RdYlBu'],true,,heatmap,,,"""true""","""true""",,40050553,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.5.0.0,2.5.0.0,,2017-10-13 21:44:37.756614,106491,103.220229
