blackListFileName,blackListFileName1,blackListFileName1_filetype,blackListFileName_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.advancedOpt.__current_case__,parameters.advancedOpt.averageTypeBins,parameters.advancedOpt.binSize,parameters.advancedOpt.blackListFileName.values,parameters.advancedOpt.exonID,parameters.advancedOpt.maxThreshold,parameters.advancedOpt.metagene,parameters.advancedOpt.minThreshold,parameters.advancedOpt.missingDataAsZero,parameters.advancedOpt.scale,parameters.advancedOpt.showAdvancedOpt,parameters.advancedOpt.skipZeros,parameters.advancedOpt.sortRegions,parameters.advancedOpt.sortUsing,parameters.advancedOpt.transcriptID,parameters.advancedOpt.transcript_id_designator,parameters.chromInfo,parameters.dbkey,parameters.mode.__current_case__,parameters.mode.afterRegionStartLength,parameters.mode.beforeRegionStartLength,parameters.mode.mode_select,parameters.mode.nanAfterEnd,parameters.mode.referencePoint,parameters.mode.regionBodyLength,parameters.mode.regionStartLength.__current_case__,parameters.mode.regionStartLength.afterRegionStartLength,parameters.mode.regionStartLength.beforeRegionStartLength,parameters.mode.regionStartLength.regionStartLength_select,parameters.mode.regionStartLength.unscaled3prime,parameters.mode.regionStartLength.unscaled5prime,parameters.output.__current_case__,parameters.output.saveMatrix,parameters.output.saveSortedRegions,parameters.output.showOutputSettings,parameters.regionsFiles,parameters.scoreFileName.values,regionsFiles_0|regionsFile,regionsFiles_0|regionsFile_filetype,regionsFiles_1|regionsFile,regionsFiles_1|regionsFile_filetype,regionsFiles_2|regionsFile,regionsFiles_2|regionsFile_filetype,regionsFiles_3|regionsFile,regionsFiles_3|regionsFile_filetype,regionsFiles_4|regionsFile,regionsFiles_4|regionsFile_filetype,runner_name,scoreFileName,scoreFileName1,scoreFileName10,scoreFileName10_filetype,scoreFileName11,scoreFileName11_filetype,scoreFileName12,scoreFileName12_filetype,scoreFileName13,scoreFileName13_filetype,scoreFileName14,scoreFileName14_filetype,scoreFileName15,scoreFileName15_filetype,scoreFileName16,scoreFileName16_filetype,scoreFileName17,scoreFileName17_filetype,scoreFileName18,scoreFileName18_filetype,scoreFileName19,scoreFileName19_filetype,scoreFileName1_filetype,scoreFileName2,scoreFileName20,scoreFileName20_filetype,scoreFileName21,scoreFileName21_filetype,scoreFileName22,scoreFileName22_filetype,scoreFileName2_filetype,scoreFileName3,scoreFileName3_filetype,scoreFileName4,scoreFileName4_filetype,scoreFileName5,scoreFileName5_filetype,scoreFileName6,scoreFileName6_filetype,scoreFileName7,scoreFileName7_filetype,scoreFileName8,scoreFileName8_filetype,scoreFileName9,scoreFileName9_filetype,scoreFileName_filetype,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,,,2017-09-13 15:07:28.237587,slurm_multi,,main_w4_handler2,2761047,16807038,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10878628,slurm,,corral-repl,,0,no,0.0,,,,,,,,,,no,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""",0,,,scale-regions,,,4000,1.0,500,500,yes,0,0,1,false,false,yes,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 31215410}]}}]","[{'src': 'hda', 'id': 31196191}, {'src': 'hda', 'id': 31196192}]",232618882,bed,,,,,,,,,,141715812,141715812,,,,,,,,,,,,,,,,,,,,,bigwig,170335320.0,,,,,,,bigwig,,,,,,,,,,,,,,,bigwig,38840856,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.3.6.0,2.3.6.0,,2017-09-13 19:52:22.713512,87138,17094.475925000002
,,,,2017-01-19 15:24:50.692250,slurm_multi,,main_w4_handler2,1796147,14820320,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8981953,slurm,,corral-repl,,0,no,0.0,,,,,,,,,,no,,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",0,,,scale-regions,,,500,0.0,,,no,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 27356293}]}}]","[{'src': 'hda', 'id': 28000153}]",4041987061,bed,,,,,,,,,,10976916,10976916,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,bigwig,34309547,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.3.6.0,2.3.6.0,,2017-01-19 15:43:54.312032,35884,1143.619782
,,,,2017-03-11 00:50:17.249102,slurm_multi,,main_w4_handler2,2945003,15268045,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9413949,slurm,,corral-repl,,0,no,0.0,,,,,,,,,,no,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,scale-regions,,,500,0.0,,,no,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 28709642}]}}]","[{'src': 'hda', 'id': 28706182}]",2998158782,bed,,,,,,,,,,83398439,83398439,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,bigwig,36545116,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.3.6.0,2.3.6.0,,2017-03-11 01:25:47.885932,97589,2130.63683
18786.0,18786.0,bed,bed,2017-03-17 02:05:19.443620,slurm_multi,,main_w4_handler2,2788464,15319455,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9460717,slurm,,corral-repl,,0,no,1.0,mean,50,"[{'src': 'hda', 'id': 28618355}]",exon,,false,,false,,yes,false,descend,mean,transcript,transcript_id,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,500000,500000,reference-point,false,TSS,,,,,,,,1,false,false,yes,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 28554741}]}}, {""__index__"": 1, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 28554740}]}}, {""__index__"": 2, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 28554736}]}}, {""__index__"": 3, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 28554735}]}}, {""__index__"": 4, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 28554734}]}}]","[{'src': 'hda', 'id': 28796171}, {'src': 'hda', 'id': 28796172}, {'src': 'hda', 'id': 28796174}, {'src': 'hda', 'id': 28796175}]",15377,bed,191282.0,bed,226817.0,bed,149388.0,bed,35103.0,bed,,91579,91579,,,,,,,,,,,,,,,,,,,,,bigwig,617264.0,,,,,,,bigwig,680553.0,bigwig,1135756.0,bigwig,,,,,,,,,,,bigwig,35333241,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.3.6.0,2.3.6.0,,2017-03-17 09:09:42.821891,66832,25463.378271
,,,,2017-03-11 07:04:59.092309,slurm_multi,,main_w3_handler2,3023341,15268876,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9414647,slurm,,corral-repl,,0,no,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,scale-regions,,,500,1.0,2000,2000,yes,0,0,1,false,false,yes,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 28704450}]}}]","[{'src': 'hda', 'id': 28677236}, {'src': 'hda', 'id': 28677252}, {'src': 'hda', 'id': 28677253}, {'src': 'hda', 'id': 28677257}, {'src': 'hda', 'id': 28677259}, {'src': 'hda', 'id': 28677260}, {'src': 'hda', 'id': 28678217}, {'src': 'hda', 'id': 28678222}, {'src': 'hda', 'id': 28678226}]",42350697,bed,,,,,,,,,,286219912,286219912,,,,,,,,,,,,,,,,,,,,,bigwig,302474302.0,,,,,,,bigwig,328934785.0,bigwig,320349897.0,bigwig,381024092.0,bigwig,346833580.0,bigwig,395788647.0,bigwig,425829846.0,bigwig,424049894.0,bigwig,bigwig,36503736,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.3.6.0,2.3.6.0,,2017-03-11 10:31:32.741306,101618,12393.648997
,,,,2016-12-13 21:40:57.260842,reserved_multi,,main_w4_handler2,2929107,14568924,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8748002.roundup,slurm,,corral-repl,,0,no,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",0,,,scale-regions,,,3000,1.0,1000,1000,yes,0,0,1,true,false,yes,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 27622837}]}}]","[{'src': 'hda', 'id': 27621425}, {'src': 'hda', 'id': 27621426}, {'src': 'hda', 'id': 27621427}, {'src': 'hda', 'id': 27621428}, {'src': 'hda', 'id': 27621429}, {'src': 'hda', 'id': 27621430}, {'src': 'hda', 'id': 27621431}, {'src': 'hda', 'id': 27621433}, {'src': 'hda', 'id': 27621434}]",31523330,bed,,,,,,,,,,25077810,25077810,,,,,,,,,,,,,,,,,,,,,bigwig,21755806.0,,,,,,,bigwig,23191850.0,bigwig,26624331.0,bigwig,25901445.0,bigwig,28904135.0,bigwig,14508395.0,bigwig,17811147.0,bigwig,19000823.0,bigwig,bigwig,34652796,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.3.6.0,2.3.6.0,,2016-12-14 03:01:44.300637,5254,19247.039795
,,,,2017-03-13 21:30:55.454474,slurm_multi,,main_w4_handler2,2963883,15285865,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9430327,slurm,,corral-repl,,0,no,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",0,,,scale-regions,,,500,1.0,10000,10000,yes,0,0,1,true,true,yes,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 28733711}]}}]","[{'src': 'hda', 'id': 28583403}, {'src': 'hda', 'id': 28583404}, {'src': 'hda', 'id': 28583405}, {'src': 'hda', 'id': 28583406}, {'src': 'hda', 'id': 28583407}, {'src': 'hda', 'id': 28583408}]",2761080,bed,,,,,,,,,,1315440782,1315440782,,,,,,,,,,,,,,,,,,,,,bigwig,1319743480.0,,,,,,,bigwig,1286278102.0,bigwig,1285103138.0,bigwig,1322164768.0,bigwig,1320387522.0,bigwig,,,,,,,bigwig,35520073,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.3.6.0,2.3.6.0,,2017-03-14 04:37:44.241664,75177,25608.787190000003
,,,,2017-01-19 14:44:30.385240,slurm_multi,,main_w4_handler2,1796147,14819769,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8981633,slurm,,corral-repl,,0,no,0.0,,,,,,,,,,no,,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",0,,,scale-regions,,,500,1.0,1000,1000,yes,0,0,1,false,false,yes,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 27356293}]}}]","[{'src': 'hda', 'id': 28000142}]",4041987061,bed,,,,,,,,,,21533215,21533215,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,bigwig,34309547,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.3.6.0,2.3.6.0,,2017-01-19 15:18:14.673594,35884,2024.288354
,,,,2017-03-29 14:42:18.222795,slurm_multi,,main_w3_handler2,3040492,15424735,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9557507,slurm,,corral-repl,,0,no,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,5000,5000,reference-point,false,TSS,,,,,,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 28961244}]}}, {""__index__"": 1, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 28970532}]}}]","[{'src': 'hda', 'id': 28970139}, {'src': 'hda', 'id': 28970140}]",1042780,bed,466360370.0,bed,,,,,,,,86267829,86267829,,,,,,,,,,,,,,,,,,,,,bigwig,72167955.0,,,,,,,bigwig,,,,,,,,,,,,,,,bigwig,35868784,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.3.6.0,2.3.6.0,,2017-03-29 15:17:33.495839,91117,2115.273044
,,,,2016-12-13 20:52:17.547837,slurm_multi,,main_w3_handler2,2927562,14568476,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8747571,slurm,,corral-repl,,0,no,0.0,,,,,,,,,,no,,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,1000,10000,reference-point,false,TSS,,,,,,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 27618895}]}}]","[{'src': 'hda', 'id': 27618781}]",2024829905,bed,,,,,,,,,,299580858,299580858,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,bigwig,34287625,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.3.6.0,2.3.6.0,,2016-12-13 21:10:15.678140,95101,1078.1303030000001
,,,,2017-03-11 00:49:51.057639,slurm_multi,,main_w3_handler2,2945003,15268044,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9413980,slurm,,corral-repl,,0,no,0.0,,,,,,,,,,no,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,scale-regions,,,500,0.0,,,no,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 28703987}]}}]","[{'src': 'hda', 'id': 28706184}]",3194440455,bed,,,,,,,,,,103646491,103646491,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,bigwig,36545116,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.3.6.0,2.3.6.0,,2017-03-11 01:45:52.058509,97589,3361.0008700000003
,,,,2016-12-14 16:10:46.824582,slurm_multi,,main_w3_handler2,2920200,14576167,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8755538,slurm,,corral-repl,,0,no,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",0,,,scale-regions,,,2000,1.0,200,200,yes,0,0,1,false,false,yes,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 27633798}]}}]","[{'src': 'hda', 'id': 27633799}]",2213357280,bed,,,,,,,,,,180832898,180832898,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,bigwig,34088625,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.3.6.0,2.3.6.0,,2016-12-14 16:29:36.478373,92028,1129.6537910000002
,,,,2017-09-15 15:53:22.170477,slurm_multi,,main_w3_handler2,3252896,16836589,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10905014,slurm,,corral-repl,,0,no,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",0,,,scale-regions,,,500,1.0,1000,1000,yes,0,0,1,false,false,yes,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 31250555}]}}]","[{'src': 'hda', 'id': 31254054}, {'src': 'hda', 'id': 31254114}, {'src': 'hda', 'id': 31254264}, {'src': 'hda', 'id': 31254315}]",226489546,bed,,,,,,,,,,277566710,277566710,,,,,,,,,,,,,,,,,,,,,bigwig,273797751.0,,,,,,,bigwig,280676216.0,bigwig,277694922.0,bigwig,,,,,,,,,,,bigwig,40537494,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.3.6.0,2.3.6.0,,2017-09-15 19:52:15.467860,27830,14333.297383000001
,,,,2017-03-06 16:05:08.090761,slurm_multi,,main_w4_handler2,3020191,15221079,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9369882,slurm,,corral-repl,,0,no,0.0,,,,,,,,,,no,,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",0,,,scale-regions,,,500,0.0,,,no,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 28639957}]}}]","[{'src': 'hda', 'id': 28639321}, {'src': 'hda', 'id': 28639322}, {'src': 'hda', 'id': 28639323}]",222357684,bed,,,,,,,,,,10856270,10856270,,,,,,,,,,,,,,,,,,,,,bigwig,65241243.0,,,,,,,bigwig,50546244.0,bigwig,,,,,,,,,,,,,bigwig,36456152,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.3.6.0,2.3.6.0,,2017-03-06 16:10:12.395695,90519,304.304934
,,,,2017-03-10 06:49:40.427995,slurm_multi,,main_w4_handler2,2945003,15260394,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9407811,slurm,,corral-repl,,0,no,0.0,,,,,,,,,,no,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,scale-regions,,,500,0.0,,,no,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 28703999}]}}]","[{'src': 'hda', 'id': 28704195}]",1220317065,bed,,,,,,,,,,4512149,4512149,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,bigwig,35165758,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.3.6.0,2.3.6.0,,2017-03-10 10:58:42.061961,97589,14941.633966000001
,,,,2017-01-05 21:04:03.694699,slurm_multi,,main_w3_handler2,2927562,14698813,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8869207,slurm,,corral-repl,,0,no,0.0,,,,,,,,,,no,,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,1000,10000,reference-point,false,TSS,,,,,,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 27618895}]}}]","[{'src': 'hda', 'id': 27618781}]",2024829905,bed,,,,,,,,,,299580858,299580858,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,bigwig,34287625,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.3.6.0,2.3.6.0,,2017-01-05 21:24:19.115331,95101,1215.420632
,,,,2017-03-10 16:22:19.827994,slurm_multi,,main_w3_handler2,2945003,15264421,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9410549,slurm,,corral-repl,,0,no,0.0,,,,,,,,,,no,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,scale-regions,,,500,0.0,,,no,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 28709377}]}}]","[{'src': 'hda', 'id': 28708636}]",3392942881,bed,,,,,,,,,,83582834,83582834,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,bigwig,35165758,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.3.6.0,2.3.6.0,,2017-03-10 16:45:39.800706,97589,1399.972712
,,,,2016-12-13 15:22:58.567665,slurm_multi,,main_w3_handler2,2927562,14565710,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8744805,slurm,,corral-repl,,0,no,0.0,,,,,,,,,,no,,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",0,,,scale-regions,,,500,0.0,,,no,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 27616878}]}}]","[{'src': 'hda', 'id': 27616884}]",891805814,bed,,,,,,,,,,20689,20689,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,bigwig,34287625,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.3.6.0,2.3.6.0,,2016-12-13 15:40:32.126977,95101,1053.559312
,,,,2017-03-11 02:02:02.960928,slurm_multi,,main_w4_handler2,2945003,15268187,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9414050,slurm,,corral-repl,,0,no,0.0,,,,,,,,,,no,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,scale-regions,,,500,0.0,,,no,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 28709377}]}}]","[{'src': 'hda', 'id': 28705145}, {'src': 'hda', 'id': 28706180}, {'src': 'hda', 'id': 28706181}, {'src': 'hda', 'id': 28706182}, {'src': 'hda', 'id': 28706183}, {'src': 'hda', 'id': 28706184}, {'src': 'hda', 'id': 28708634}, {'src': 'hda', 'id': 28708636}]",3392942881,bed,,,,,,,,,,3975595,3975595,,,,,,,,,,,,,,,,,,,,,bigwig,2320584.0,,,,,,,bigwig,4449527.0,bigwig,83398439.0,bigwig,3189094.0,bigwig,103646491.0,bigwig,94861390.0,bigwig,83582834.0,bigwig,,,bigwig,35165758,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.3.6.0,2.3.6.0,,2017-03-11 02:24:15.756306,97589,1332.795378
,,,,2017-03-24 01:24:54.560298,slurm_multi,,main_w4_handler2,3009836,15381715,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9519290,slurm,,corral-repl,,0,no,0.0,,,,,,,,,,no,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,4000,4000,reference-point,false,center,,,,,,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 28559354}]}}]","[{'src': 'hda', 'id': 28556309}, {'src': 'hda', 'id': 28556323}, {'src': 'hda', 'id': 28556335}, {'src': 'hda', 'id': 28556443}, {'src': 'hda', 'id': 28556506}, {'src': 'hda', 'id': 28556526}, {'src': 'hda', 'id': 28556584}, {'src': 'hda', 'id': 28556697}, {'src': 'hda', 'id': 28556873}, {'src': 'hda', 'id': 28556937}]",3401871,bed,,,,,,,,,,1144221172,1144221172,1172043702.0,bigwig,,,,,,,,,,,,,,,,,,,bigwig,1112379608.0,,,,,,,bigwig,1198078412.0,bigwig,974065849.0,bigwig,846736169.0,bigwig,996411576.0,bigwig,872521044.0,bigwig,1190761156.0,bigwig,1064233412.0,bigwig,bigwig,36179457,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.3.6.0,2.3.6.0,,2017-03-24 06:25:01.859203,57609,18007.298905
,,,,2016-12-14 16:36:37.821796,slurm_multi,,main_w4_handler2,2920200,14576408,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8755820,slurm,,corral-repl,,0,no,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",0,,,scale-regions,,,600,1.0,200,200,yes,0,0,1,false,false,yes,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 27633798}]}}]","[{'src': 'hda', 'id': 27633799}]",2213357280,bed,,,,,,,,,,180832898,180832898,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,bigwig,34088625,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.3.6.0,2.3.6.0,,2016-12-14 16:54:47.705556,92028,1089.8837600000002
,,,,2017-03-11 02:52:47.690167,slurm_multi,,main_w3_handler2,3023341,15268314,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9414171,slurm,,corral-repl,,0,no,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,scale-regions,,,500,1.0,2000,2000,yes,0,0,1,false,false,yes,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 28704450}]}}]","[{'src': 'hda', 'id': 28677236}, {'src': 'hda', 'id': 28677252}, {'src': 'hda', 'id': 28677253}, {'src': 'hda', 'id': 28677257}, {'src': 'hda', 'id': 28677259}, {'src': 'hda', 'id': 28677260}, {'src': 'hda', 'id': 28678217}, {'src': 'hda', 'id': 28678222}, {'src': 'hda', 'id': 28678226}]",42350697,bed,,,,,,,,,,286219912,286219912,,,,,,,,,,,,,,,,,,,,,bigwig,302474302.0,,,,,,,bigwig,328934785.0,bigwig,320349897.0,bigwig,381024092.0,bigwig,346833580.0,bigwig,395788647.0,bigwig,425829846.0,bigwig,424049894.0,bigwig,bigwig,36503736,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.3.6.0,2.3.6.0,,2017-03-11 06:11:00.169721,101618,11892.479554000001
,,,,2017-01-11 23:39:42.499792,slurm_multi,,main_w4_handler2,2946918,14745141,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8909644,slurm,,corral-repl,,0,no,0.0,,,,,,,,,,no,,,,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",0,,,scale-regions,,,500,1.0,1000,1000,yes,0,0,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 27897892}]}}, {""__index__"": 1, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 27897892}]}}]","[{'src': 'hda', 'id': 27898848}]",138981993,bed,138981993.0,bed,,,,,,,,45469991,45469991,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,bigwig,35319324,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.3.6.0,2.3.6.0,,2017-01-11 23:46:52.939478,97666,430.43968600000005
,,,,2017-02-12 20:24:58.105026,slurm_multi,,main_w3_handler2,2991255,15018135,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9174682,slurm,,corral-repl,,0,no,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",1,2000,2000,reference-point,false,TSS,,,,,,,,1,false,false,yes,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 28317245}]}}]","[{'src': 'hda', 'id': 28305653}]",1320720500,bed,,,,,,,,,,152959061,152959061,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,bigwig,35210595,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.3.6.0,2.3.6.0,,2017-02-12 20:54:55.443282,97687,1797.338256
