create_time,dbfile,dbfile_filetype,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.adv_opts.__current_case__,parameters.adv_opts.adv_opts_selector,parameters.adv_opts.idprefix,parameters.adv_opts.idsuffix,parameters.adv_opts.leftjust,parameters.adv_opts.match,parameters.adv_opts.maxaccepts,parameters.adv_opts.maxdiffs,parameters.adv_opts.maxgaps,parameters.adv_opts.maxhits,parameters.adv_opts.maxid,parameters.adv_opts.maxqsize,parameters.adv_opts.maxqt,parameters.adv_opts.maxrejects,parameters.adv_opts.maxsizeratio,parameters.adv_opts.maxsl,parameters.adv_opts.maxsubs,parameters.adv_opts.mid,parameters.adv_opts.mincols,parameters.adv_opts.minqt,parameters.adv_opts.minsizeratio,parameters.adv_opts.minsl,parameters.adv_opts.mintsize,parameters.adv_opts.mismatch,parameters.adv_opts.output_no_hits,parameters.adv_opts.query_cov,parameters.adv_opts.rightjust,parameters.adv_opts.target_cov,parameters.adv_opts.top_hits_only,parameters.adv_opts.uclust_output.__current_case__,parameters.adv_opts.uclust_output.uclust_output_select,parameters.adv_opts.userfields_output.__current_case__,parameters.adv_opts.userfields_output.userfields_output_select,parameters.adv_opts.wordlength,parameters.chromInfo,parameters.dbfile,parameters.dbkey,parameters.dbmask,parameters.hardmask,parameters.id,parameters.iddef,parameters.outputs,parameters.qmask,parameters.queryfile,parameters.self_param,parameters.selfid_param,parameters.sizeout,parameters.strand,queryfile,queryfile_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-02-13 22:35:52.294325,117343938232,fasta,slurm_normal,,main_w2_handler0,2098308,11818319,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6067833.roundup,slurm,,corral-repl,,1,advanced,,,False,2,1,,,,,,,32,,,,,,,,,,-4,False,1.0,False,,True,1,no,1,no,8,"""/galaxy-repl/localdata/chrom/?.len""",23107131,"""?""","""none""","""False""","""1.0""","""4""","[""--blast6out""]","""none""",23332554,"""False""","""False""","""False""","""plus""",37,fasta,,27132311,error,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_search/1.1.3.1,1.1.3.1,,2016-02-13 22:39:38.925562,54971,226.63123700000003
2016-02-13 22:41:28.899741,117343938232,fasta,slurm_normal,,main_w1_handler0,2098308,11818338,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6067847.roundup,slurm,,corral-repl,,1,advanced,,,False,2,1,,,,,,,32,,,,,,,,,,-4,False,1.0,False,,True,1,no,1,no,8,"""/galaxy-repl/localdata/chrom/?.len""",23107131,"""?""","""dust""","""False""","""1.0""","""4""","[""--blast6out""]","""none""",23332554,"""False""","""False""","""False""","""plus""",37,fasta,,27132311,error,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_search/1.1.3.1,1.1.3.1,,2016-02-13 22:48:32.816889,54971,423.91714800000005
