create_time,destination_id,exit_code,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.columnList,parameters.dbkey,parameters.delimiter,parameters.input.values,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-10-26 04:23:15.257410,slurm_normal,,main_w3_handler0,2867584,14175308,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12814141379,bed6,8388004.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""c1,c2,c3,c6""","""mm9""","""T""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5313798ec9ca25953'}]",,33817109,error,Cut1,1.0.2,,2016-10-26 04:23:48.636090,32188,33.37868
