create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.frame,parameters.input1,parameters.mismatch,parameters.out_format1,parameters.pattern,parameters.table,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-07-18 01:03:15.860587,slurm_normal,,main_w2_handler1,2380605,9899016,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",544830413,fasta,4187336.roundup,slurm,,corral-repl,,"""c2fb261a2ce811e5a33e005056a51846""","""/galaxy-repl/localdata/chrom/panTro4.len""","""panTro4""","""F""",20407665,"""9""","""excel""","""MAGAPPPASLPP""","""0""",,24055797,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: fuzztran39/5.0.0,5.0.0,,2015-07-18 01:11:30.555349,35039,494.694762
