create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,input2,input2_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.gapextend,parameters.gapopen,parameters.input1,parameters.input1.values,parameters.input2,parameters.input2.values,parameters.out_format1,parameters.width,parameters.wordlen,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-09-06 14:24:24.166858,slurm_normal,,main_w1_handler0,2371575,10267315,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2787,fasta,444609281,fasta,4554011.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""0.5""","""10.0""",21022451,,20462540,,"""msf""","""16""","""6""",,25030444,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: supermatcher95/5.0.0,5.0.0,,2015-09-06 14:25:48.623983,58466,84.457125
2016-03-21 18:33:03.042503,slurm_normal,,main_w1_handler2,2616285,12219376,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",31950146136,fasta,45845955828,fasta,6430344.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""0.5""","""10.0""",23965068,,23965065,,"""fasta""","""16""","""6""",,28741019,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: supermatcher95/5.0.0,5.0.0,,2016-03-21 18:35:08.539077,79607,125.49657400000001
2016-06-21 01:25:55.199547,slurm_normal,,main_w1_handler1,2745171,13218124,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4054423,fasta,4057335,fasta,7402566.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""0.5""","""10.0""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b582b14c19e7ba8489'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51d48d292191a29a0'}]","""simple""","""16""","""6""",,30981101,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: supermatcher95/5.0.0,5.0.0,,2016-06-21 01:27:00.002108,86417,64.802561
2015-11-22 03:31:32.892814,slurm_normal,,main_w2_handler0,2515326,10981233,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4033653,fasta,3866566,fasta,5242411.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""0.5""","""10.0""",22120354,,22120346,,"""fasta""","""16""","""6""",,26285444,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: supermatcher95/5.0.0,5.0.0,,2015-11-22 03:34:11.309436,64758,158.41662200000002
2016-06-21 01:15:01.211872,slurm_normal,,main_w1_handler0,2745162,13218011,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4057335,fasta,4054623,fasta,7402493.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""0.5""","""10.0""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52ce856e31b3d8dab'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bc517130a7361b55'}]","""fasta""","""16""","""6""",,30980664,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: supermatcher95/5.0.0,5.0.0,,2016-06-21 01:16:21.977685,64758,80.76581300000001
2016-03-21 22:13:48.814100,slurm_normal,,main_w2_handler0,2631384,12220765,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4093946,fasta,4093946,fasta,6432334.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""0.5""","""10.0""",23968168,,23968168,,"""simple""","""16""","""6""",,28881863,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: supermatcher95/5.0.0,5.0.0,,2016-03-21 22:16:50.880447,78782,182.066347
2016-03-21 22:13:47.150625,slurm_normal,,main_w1_handler1,2631384,12220763,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4789546,fasta,4789546,fasta,6432361.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""0.5""","""10.0""",23968166,,23968166,,"""simple""","""16""","""6""",,28881863,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: supermatcher95/5.0.0,5.0.0,,2016-03-21 22:18:58.785338,78782,311.63471300000003
2015-11-22 03:31:31.461260,slurm_normal,,main_w2_handler0,2515326,10981232,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4033653,fasta,4140505,fasta,5242406.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""0.5""","""10.0""",22120354,,22120345,,"""fasta""","""16""","""6""",,26285444,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: supermatcher95/5.0.0,5.0.0,,2015-11-22 03:32:58.688955,64758,87.22769500000001
2015-11-22 03:31:30.094115,slurm_normal,,main_w1_handler1,2515326,10981231,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4033653,fasta,4083255,fasta,5242407.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""0.5""","""10.0""",22120354,,22120343,,"""fasta""","""16""","""6""",,26285444,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: supermatcher95/5.0.0,5.0.0,,2015-11-22 03:32:58.586446,64758,88.49233100000001
2016-03-03 09:06:51.416031,slurm_normal,,main_w2_handler1,2616285,12004071,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3944648,fasta,5810777735,fasta,6233841.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""0.5""","""10.0""",23637298,,23637288,,"""simple""","""16""","""6""",,28741019,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: supermatcher95/5.0.0,5.0.0,,2016-03-03 09:08:39.197374,79607,107.781343
2018-03-05 04:43:17.887139,slurm_normal,,main_w4_handler1,3447215,18605338,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",504,fasta,1008805429,fasta,12700610,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""0.5""","""10.0""",,"[{'src': 'hda', 'id': 34208334}]",,"[{'src': 'hda', 'id': 34208493}]","""simple""","""120""","""120""",,44146651,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: supermatcher95/5.0.0,5.0.0,,2018-03-05 04:45:03.426905,75605,105.539766
2016-03-21 22:13:49.483936,slurm_normal,,main_w1_handler1,2631384,12220766,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4511376,fasta,4511376,fasta,6432364.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""0.5""","""10.0""",23968169,,23968169,,"""simple""","""16""","""6""",,28881863,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: supermatcher95/5.0.0,5.0.0,,2016-03-21 22:19:01.460430,78782,311.976494
2016-03-21 22:13:47.592976,slurm_normal,,main_w1_handler0,2631384,12220764,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4050103,fasta,4050103,fasta,6432315.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""0.5""","""10.0""",23968167,,23968167,,"""simple""","""16""","""6""",,28881863,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: supermatcher95/5.0.0,5.0.0,,2016-03-21 22:15:18.343323,78782,90.750347
2016-03-21 22:13:45.522539,slurm_normal,,main_w2_handler0,2631384,12220760,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4294339,fasta,4294339,fasta,6432332.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""0.5""","""10.0""",23968163,,23968163,,"""simple""","""16""","""6""",,28881863,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: supermatcher95/5.0.0,5.0.0,,2016-03-21 22:16:43.264611,78782,177.742072
2015-08-15 22:58:05.353378,slurm_normal,,main_w2_handler1,2409240,10127048,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",369856092,fasta,369871767,fasta,4399085.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""0.5""","""10.0""",20784258,,20781579,,"""fasta""","""16""","""6""",,24695213,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: supermatcher95/5.0.0,5.0.0,,2015-08-16 12:06:50.267993,65190,47324.914615
2017-01-06 16:08:42.326528,slurm_normal,,main_w4_handler0,2947532,14703892,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",34,fasta,1644286529,fasta,8873886.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""0.5""","""10.0""",,"[{'src': 'hda', 'id': 27834213}]",,"[{'src': 'hda', 'id': 27824535}]","""simple""","""16""","""6""",,35234428,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: supermatcher95/5.0.0,5.0.0,,2017-01-06 16:09:56.413290,79386,74.08676200000001
2016-03-21 22:13:44.909102,slurm_normal,,main_w2_handler1,2631384,12220759,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4776528,fasta,4776528,fasta,6432337.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""0.5""","""10.0""",23968162,,23968162,,"""simple""","""16""","""6""",,28881863,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: supermatcher95/5.0.0,5.0.0,,2016-03-21 22:17:01.405757,78782,196.496655
2016-07-18 16:21:21.285529,reserved,,main_w2_handler0,2768949,13433737,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7790536436,fasta,8714548640,fasta,7645149.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""0.5""","""10.0""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b520431bf4b394c366'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b577f4dbfa87c43240'}]","""simple""","""16""","""6""",,30731085,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: supermatcher95/5.0.0,5.0.0,,2016-07-18 16:34:26.279848,5254,784.994319
2018-01-26 16:37:52.749448,slurm_normal,,main_w4_handler1,3406069,18167667,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1071707669,fasta,1071707669,fasta,12249242,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""0.5""",""".0""",,"[{'src': 'hda', 'id': 33512728}]",,"[{'src': 'hda', 'id': 33512728}]","""fasta""","""23""","""23""",,43450699,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: supermatcher95/5.0.0,5.0.0,,2018-01-26 16:39:29.257175,109870,96.507727
2018-03-07 05:33:47.618554,slurm_normal,,main_w4_handler0,3447215,18634603,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",504,fasta,1008377148,fasta,12730966,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""0.5""","""10.0""",,"[{'src': 'hda', 'id': 34257727}]",,"[{'src': 'hda', 'id': 34257723}]","""simple""","""120""","""120""",,44146651,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: supermatcher95/5.0.0,5.0.0,,2018-03-07 05:35:44.623658,75605,117.005104
2017-02-01 17:31:30.281752,slurm_normal,,main_w4_handler0,2976900,14925796,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4763598,fasta,4685135,fasta,9081862.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""0.5""","""10.0""",,"[{'src': 'hda', 'id': 28169180}]",,"[{'src': 'hda', 'id': 28169179}]","""simple""","""16""","""6""",,35728012,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: supermatcher95/5.0.0,5.0.0,,2017-02-01 17:40:52.965869,99212,562.684117
2018-03-05 01:46:48.598291,slurm_normal,,main_w4_handler0,3447215,18604327,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",504,fasta,4730709322,fasta,12699636,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""0.5""","""10.0""",,"[{'src': 'hda', 'id': 34207093}]",,"[{'src': 'hda', 'id': 34201120}]","""simple""","""120""","""120""",,44146651,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: supermatcher95/5.0.0,5.0.0,,2018-03-05 01:48:15.598106,75605,86.99981500000001
2018-03-07 05:37:56.799131,slurm_normal,,main_w4_handler0,3447215,18634631,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",504,fasta,806714581,fasta,12731000,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""0.5""","""10.0""",,"[{'src': 'hda', 'id': 34257727}]",,"[{'src': 'hda', 'id': 34257756}]","""simple""","""120""","""120""",,44146651,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: supermatcher95/5.0.0,5.0.0,,2018-03-07 05:40:37.900625,75605,161.101494
2016-03-03 09:07:43.912459,slurm_normal,,main_w2_handler0,2616285,12004077,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7333341,fasta,5810777735,fasta,6233849.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""0.5""","""10.0""",23637302,,23637288,,"""simple""","""16""","""6""",,28741019,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: supermatcher95/5.0.0,5.0.0,,2016-03-03 09:09:40.850033,79607,116.93757400000001
2016-06-21 01:25:54.283090,slurm_normal,,main_w2_handler0,2745171,13218123,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4054423,fasta,4054623,fasta,7402564.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""0.5""","""10.0""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b582b14c19e7ba8489'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b537775b7fe74d6a19'}]","""simple""","""16""","""6""",,30981101,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: supermatcher95/5.0.0,5.0.0,,2016-06-21 01:27:04.992022,86417,70.708932
2016-07-13 13:41:11.428977,slurm_normal,,main_w1_handler1,2757753,13395355,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7897632404,fasta,8835174288,fasta,7607224.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""0.5""","""10.0""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50f045e6b1e6449b9'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b810d5c842552a82'}]","""simple""","""16""","""6""",,30061330,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: supermatcher95/5.0.0,5.0.0,,2016-07-13 13:43:36.818132,62597,145.38915500000002
2016-03-21 22:13:46.088852,slurm_normal,,main_w2_handler1,2631384,12220761,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4389510,fasta,4389510,fasta,6432348.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""0.5""","""10.0""",23968164,,23968164,,"""simple""","""16""","""6""",,28881863,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: supermatcher95/5.0.0,5.0.0,,2016-03-21 22:17:50.055496,78782,243.966644
