chromInfo,chromInfo_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,inputFile,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.clipping_action,parameters.clipping_attribute,parameters.dbkey,parameters.include_non_pf_reads,parameters.include_non_primary_alignments,parameters.inputFile,parameters.interleave,parameters.output_per_rg,parameters.re_reverse,parameters.read1_max_bases_to_write,parameters.read1_trim,parameters.read2_max_bases_to_write,parameters.read2_trim,parameters.validation_stringency,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2323288.0,len,2015-08-27 06:47:00.241967,slurm_normal_16gb,,main_w1_handler0,2413497,10208665,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7131021951,bam,4478504.roundup,slurm,,corral-repl,,"""/galaxy-repl/main/files/012/221/dataset_12221620.dat""","""null""","""null""","""?""","""False""","""False""",20908760,"""False""","""True""","""True""","""-1""","""0""","""-1""","""0""","""LENIENT""",,24389626,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.126.0,1.126.0,,2015-08-27 06:51:45.267605,67002,285.025638
,,2015-12-27 20:59:04.436557,slurm_normal_16gb,,main_w1_handler0,2546084,11338466,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4623774500,bam,5614377.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""null""","""null""","""hg19""","""False""","""False""",22633084,"""False""","""False""","""True""","""-1""","""0""","""-1""","""0""","""LENIENT""",,26921387,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.126.0,1.126.0,,2015-12-27 21:14:18.704759,59445,914.2682020000001
,,2015-12-27 17:38:14.314697,slurm_normal_16gb,,main_w2_handler0,2546084,11337334,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2362454583,bam,5613316.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""null""","""null""","""hg19""","""False""","""False""",22633085,"""False""","""False""","""True""","""-1""","""0""","""-1""","""0""","""LENIENT""",,26921387,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.126.0,1.126.0,,2015-12-27 17:45:31.828937,59445,437.51424000000003
,,2015-06-10 15:12:11.119111,slurm_normal_16gb,,main_w1_handler2,2298791,9627538,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5781862888,bam,3938245.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""null""","""null""","""mm9""","""False""","""False""",19751933,"""False""","""False""","""True""","""-1""","""0""","""-1""","""0""","""LENIENT""",,23564055,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.126.0,1.126.0,,2015-06-10 15:26:09.913932,63298,838.7948210000001
,,2015-08-12 22:49:55.651695,slurm_normal_16gb,,main_w1_handler0,2353314,10105928,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",24642600540,sam,4379867.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""False""","""False""",20753424,"""False""","""False""","""True""","""-1""","""0""","""-1""","""0""","""LENIENT""",,24660981,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.126.0,1.126.0,,2015-08-12 22:57:20.899961,60634,445.248266
,,2015-08-21 19:56:31.585248,slurm_normal_16gb,,main_w1_handler2,2413078,10167500,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",29852675195,bam,4436368.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""null""","""null""","""hg19""","""True""","""False""",20838812,"""True""","""True""","""True""","""-1""","""0""","""-1""","""0""","""LENIENT""",,24453300,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.126.0,1.126.0,,2015-08-21 20:57:40.588359,4244,3669.0031110000004
,,2015-06-10 15:12:55.798626,slurm_normal_16gb,,main_w2_handler0,2298791,9627549,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4707623955,bam,3938398.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""null""","""null""","""mm9""","""False""","""False""",19751922,"""False""","""False""","""True""","""-1""","""0""","""-1""","""0""","""LENIENT""",,23564055,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.126.0,1.126.0,,2015-06-10 15:39:35.348720,63298,1599.5500940000002
,,2015-09-09 09:38:14.717190,slurm_normal_16gb,,main_w1_handler1,2210340,10283523,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",35482769548,bam,4569258.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""False""","""False""",20969153,"""False""","""False""","""True""","""-1""","""0""","""-1""","""0""","""LENIENT""",,25084458,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.126.0,1.126.0,,2015-09-09 10:29:03.696750,59804,3048.97956
,,2016-02-03 21:18:41.554359,slurm_normal_16gb,,main_w1_handler2,2514962,11704991,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",16010481111,sam,5961390.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""False""","""False""",23171583,"""False""","""False""","""True""","""-1""","""0""","""-1""","""0""","""LENIENT""",,27469957,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.126.0,1.126.0,,2016-02-03 21:37:31.234972,38914,1129.680613
,,2015-12-27 16:46:17.291329,slurm_normal_16gb,,main_w1_handler2,2546084,11337147,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2362454583,bam,5613143.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""null""","""null""","""hg19""","""False""","""False""",22633085,"""False""","""False""","""True""","""-1""","""0""","""-1""","""0""","""LENIENT""",,26921387,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.126.0,1.126.0,,2015-12-27 16:54:25.298033,59445,488.006704
,,2015-12-27 20:58:35.563137,slurm_normal_16gb,,main_w1_handler0,2546084,11338463,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2362454583,bam,5614332.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""null""","""null""","""hg19""","""False""","""False""",22633085,"""False""","""False""","""True""","""-1""","""0""","""-1""","""0""","""LENIENT""",,26921387,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.126.0,1.126.0,,2015-12-27 21:04:34.372541,59445,358.80940400000003
,,2015-08-21 19:54:48.978375,slurm_normal_16gb,,main_w1_handler1,2413078,10167492,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",29852675195,bam,4436189.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""null""","""null""","""hg19""","""True""","""False""",20838812,"""True""","""False""","""True""","""-1""","""0""","""-1""","""0""","""LENIENT""",,24453300,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.126.0,1.126.0,,2015-08-21 20:26:05.488985,4244,1876.51061
,,2016-02-04 14:50:40.655420,slurm_normal_16gb,,main_w2_handler0,2588781,11710719,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",15014434613,sam,5968633.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""False""","""False""",23185646,"""False""","""False""","""True""","""-1""","""0""","""-1""","""0""","""LENIENT""",,27469957,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.126.0,1.126.0,,2016-02-04 14:54:18.591787,38914,217.93636700000002
,,2015-05-07 14:22:04.895565,slurm_normal_16gb,,main_w1_handler0,2296191,9422426,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2362650670,bam,3751777.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""False""","""False""",19614792,"""False""","""False""","""True""","""-1""","""0""","""-1""","""0""","""LENIENT""",,22911776,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.126.0,1.126.0,,2015-05-07 14:24:49.128120,63170,164.23255500000002
,,2015-05-07 14:16:28.841434,slurm_normal_16gb,,main_w1_handler1,2296191,9422343,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2362650670,bam,3751692.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""False""","""False""",19614792,"""False""","""False""","""True""","""-1""","""0""","""-1""","""0""","""LENIENT""",,22911776,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.126.0,1.126.0,,2015-05-07 14:19:26.136052,63170,177.294618
,,2015-09-04 01:46:24.924813,slurm_normal_16gb,,main_w2_handler0,2419453,10255699,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1922964032,sam,4543090.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""null""","""null""","""mm10""","""False""","""False""",20987487,"""False""","""False""","""True""","""-1""","""0""","""-1""","""0""","""LENIENT""",,25008833,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.126.0,1.126.0,,2015-09-04 01:55:31.540971,68199,546.616158
