create_time,destination_id,exit_code,handler,history_id,id,imported,info,inputFile,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.inputFile.values,parameters.sort_order,parameters.validation_stringency,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-11-03 12:48:41.887510,slurm_normal,,main_w4_handler1,2879199,14240605,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",146870854017,bam,8450029.roundup,slurm,,corral-repl,,"""d9084e1ea1c311e683d8005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b56c33761aeaf37049'}]","""coordinate""","""LENIENT""",,33595063,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.136.1,1.136.1,,2016-11-03 14:12:45.157077,88042,5043.269567
