create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.async_datasets,parameters.dbkey,parameters.file_count,parameters.file_type,parameters.files_metadata.__current_case__,parameters.files_metadata.base_name,parameters.files_metadata.file_type,parameters.paramfile,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-03-01 23:09:59.127401,slurm_normal,,main_w3_handler1,3448658,18573716,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12666577,slurm,,corral-repl,,"""None""","""?""","""2""","""auto""",135,,auto,"""/galaxy-repl/main/scratch2/tmpB7TxFB""",,44271015,error,upload1,1.1.4,,2018-03-02 10:33:39.817560,122195.0,41020.690159000005
2016-06-09 22:51:30.023762,slurm_normal,,main_w2_handler1,2731312,13127866,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7312256.roundup,slurm,,corral-repl,,"""None""","""?""",,"""maf""",298,,maf,"""/galaxy/main/scratch/tmpkG3btx""",,30714570,error,upload1,1.1.4,,2016-06-10 04:42:04.779341,85655.0,21034.755579
2017-05-03 17:37:09.727967,slurm_normal,,main_w4_handler1,2083280,15738137,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9847856.roundup,slurm,,corral-repl,,"""None""","""?""",,"""auto""",119,,auto,"""/galaxy-repl/main/scratch2/tmpMGib0T""",,37712844,error,upload1,1.1.4,,2017-05-03 18:14:31.737311,40052.0,2242.009344
2016-10-25 06:23:15.249293,slurm_normal,,main_w4_handler0,2867674,14164846,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8377373.roundup,slurm,,corral-repl,,"""None""","""mm9""",,"""bed""",153,,bed,"""/galaxy/main/scratch/tmpaAM5t1""",,33817109,error,upload1,1.1.4,,2016-10-25 06:24:49.967125,32188.0,94.717832
2016-07-05 17:15:22.904260,slurm_normal,,main_w2_handler0,2757413,13336515,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7544543.roundup,slurm,,corral-repl,,"""None""","""hg19""",,"""maf""",298,,maf,"""/galaxy/main/scratch/tmpRPKyuC""",,30438799,error,upload1,1.1.4,,2016-07-05 18:42:11.961225,81119.0,5209.056965000001
2015-12-16 21:40:40.888320,slurm_normal,,main_w1_handler1,2540071,11202137,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5472642.roundup,slurm,,corral-repl,,"""None""","""?""",,"""auto""",32,,auto,"""/galaxy/main/scratch/tmpSWWn9p""",,26837674,error,upload1,1.1.4,,2015-12-16 21:57:43.629584,75168.0,1022.7412640000001
2015-08-24 10:17:03.099042,slurm_normal,,main_w2_handler0,2411603,10187776,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4456931.roundup,slurm,,corral-repl,,"""None""","""hg19Patch10""",,"""bam""",51,,bam,"""/galaxy/main/scratch/tmpX_ixrg""",,24758259,error,upload1,1.1.4,,2015-08-24 10:19:57.349376,63253.0,174.250334
2017-11-17 18:52:03.737708,slurm_normal,,main_w4_handler0,2856389,17496375,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11555479,slurm,,corral-repl,,"""None""","""?""",,"""auto""",130,,auto,"""/galaxy-repl/main/scratch2/tmpsTF0L5""",,42070372,error,upload1,1.1.4,,2017-11-17 19:44:36.299720,66645.0,3152.5620120000003
2015-05-21 06:00:48.950178,slurm_normal,,main_w1_handler0,2314515,9510620,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3831881.roundup,slurm,,corral-repl,,"""None""","""?""",,"""auto""",33,,auto,"""/galaxy/main/scratch/tmp2ZyUn9""",,23219398,error,upload1,1.1.4,,2015-05-21 06:01:29.410032,52311.0,40.459854
2016-03-28 18:47:21.059636,slurm_normal,,main_w1_handler2,1639242,12263712,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6474803.roundup,slurm,,corral-repl,,"""None""","""?""",,"""auto""",42,,auto,"""/galaxy/main/scratch/tmpLEUz4g""",,28626146,error,upload1,1.1.4,,2016-03-28 20:21:39.436627,31997.0,5658.376991
2015-04-14 01:24:34.532192,slurm_normal,,main_w1_handler1,1834223,9222271,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3504011.roundup,slurm,,corral-repl,,"""None""","""mm10""",,"""maf""",220,,maf,"""/galaxy/main/scratch/tmpVqrvMq""",,21611910,error,upload1,1.1.4,,2015-04-14 02:17:36.650780,46269.0,3182.1185880000003
2017-11-17 19:07:52.856331,slurm_normal,,main_w3_handler1,2856389,17496447,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11556960,slurm,,corral-repl,,"""None""","""?""",,"""auto""",130,,auto,"""/galaxy-repl/main/scratch2/tmp2ky3Qd""",,42070372,error,upload1,1.1.4,,2017-11-17 21:52:10.375415,66645.0,9857.519084000001
2016-11-03 15:10:42.667693,slurm_normal,,main_w3_handler0,2879737,14241713,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8450678.roundup,slurm,,corral-repl,,"""None""","""mm10""",,"""auto""",108,,auto,"""/galaxy/main/scratch/tmp5m2tmX""",,34063095,error,upload1,1.1.4,,2016-11-03 18:05:06.020356,84079.0,10463.352663000001
2016-07-06 17:08:08.247844,slurm_normal,,main_w2_handler1,2746790,13345694,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7554761.roundup,slurm,,corral-repl,,"""None""","""?""",,"""auto""",42,,auto,"""/galaxy/main/scratch/tmpSfwq5o""",,31057859,error,upload1,1.1.4,,2016-07-06 17:16:18.060981,84146.0,489.81313700000004
2016-11-04 18:37:43.534882,slurm_normal,,main_w3_handler1,2879737,14255346,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8463930.roundup,slurm,,corral-repl,,"""None""","""?""",,"""auto""",108,,auto,"""/galaxy/main/scratch/tmpNlxEeQ""",,34063095,error,upload1,1.1.4,,2016-11-04 19:52:16.354881,84079.0,4472.819999
2016-03-22 18:27:05.861580,slurm_normal,,main_w2_handler0,1639242,12229055,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6443004.roundup,slurm,,corral-repl,,"""None""","""?""",,"""auto""",42,,auto,"""/galaxy/main/scratch/tmpMlLYNd""",,28626146,error,upload1,1.1.4,,2016-03-22 20:14:20.839240,31997.0,6434.9776600000005
2017-11-28 04:13:45.233346,slurm_normal,,main_w4_handler0,3342319,17613607,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11674388,slurm,,corral-repl,,"""None""","""hg38""",,"""auto""",130,,auto,"""/galaxy-repl/main/scratch2/tmpwVjmbk""",,42141393,error,upload1,1.1.4,,2017-11-28 04:16:53.326006,116395.0,188.09266000000002
2016-12-13 07:37:22.865629,slurm_normal,,main_w3_handler0,2928101,14561774,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8741079.roundup,slurm,,corral-repl,,"""None""","""?""",,"""auto""",108,,auto,"""/galaxy/main/scratch/tmpzvBvyc""",,34815887,error,upload1,1.1.4,,2016-12-13 08:24:29.109046,96800.0,2826.243417
2018-03-08 19:59:43.959936,slurm_normal,,main_w3_handler0,3457364,18662623,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12758728,slurm,,corral-repl,,"""None""","""?""","""1""","""maf""",110,,maf,"""/galaxy-repl/main/scratch2/tmpqIEN4M""",,44271015,error,upload1,1.1.4,,2018-03-08 21:01:08.112554,122195.0,3684.152618
2016-09-23 13:46:18.036323,slurm_normal,,main_w4_handler0,2830519,13925530,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8147918.roundup,slurm,,corral-repl,,"""None""","""hg19""",,"""auto""",42,,auto,"""/galaxy/main/scratch/tmpDexTNN""",,33123423,error,upload1,1.1.4,,2016-09-23 14:04:24.042134,28422.0,1086.005811
2017-08-02 01:43:50.752181,slurm_normal,,main_w4_handler0,3156013,16482955,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10551901.roundup,slurm,,corral-repl,,"""None""","""Saccharomyces_cerevisiae_S288C_SGD2010""",,"""bam""",227,,bam,"""/galaxy-repl/main/scratch2/tmp93gZYt""",,39629862,error,upload1,1.1.4,,2017-08-02 01:44:45.363479,107709.0,54.611298000000005
2016-11-03 20:31:19.522705,slurm_normal,,main_w4_handler0,2879303,14245559,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8454495.roundup,slurm,,corral-repl,,"""None""","""mm10""",,"""auto""",108,,auto,"""/galaxy/main/scratch/tmpOVlnxd""",,34070049,error,upload1,1.1.4,,2016-11-03 22:51:56.855355,84079.0,8437.33265
2017-05-23 13:16:15.648099,slurm_normal,,main_w4_handler0,3123624,15917070,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10014860.roundup,slurm,,corral-repl,,"""None""","""?""",,"""bcf""",396,,bcf,"""/galaxy-repl/main/scratch2/tmpj0UpqW""",,38157040,error,upload1,1.1.4,,2017-05-23 13:16:46.072556,100009.0,30.424457
2017-09-13 14:20:03.473937,slurm_normal,,main_w3_handler0,3251513,16806639,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10875431.roundup,slurm,,corral-repl,,"""None""","""mm10""",,"""bam""",228,,bam,"""/galaxy-repl/main/scratch2/tmp8akFGj""",,40460988,error,upload1,1.1.4,,2017-09-13 14:41:45.248437,111420.0,1301.7745
2015-12-02 12:52:47.321851,slurm_normal,,main_w2_handler1,2290680,11064451,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5317733.roundup,slurm,,corral-repl,,"""None""","""?""",,"""auto""",32,,auto,"""/galaxy/main/scratch/tmp7GkyKl""",,26505134,error,upload1,1.1.4,,2015-12-02 13:03:33.729541,63000.0,646.40769
2017-03-12 20:52:05.298867,slurm_normal,,main_w4_handler0,3028620,15275996,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9420874.roundup,slurm,,corral-repl,,"""None""","""?""",,"""auto""",119,,auto,"""/galaxy-repl/main/scratch2/tmpxLJ5Ek""",,36581594,error,upload1,1.1.4,,2017-03-12 22:48:57.810063,,7012.511196
2016-10-05 22:08:39.985214,slurm_normal,,main_w3_handler1,2814662,14015784,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8234102.roundup,slurm,,corral-repl,,"""None""","""?""",,"""auto""",108,,auto,"""/galaxy/main/scratch/tmpY48Z84""",,32867009,error,upload1,1.1.4,,2016-10-05 22:13:57.097499,75591.0,317.11228500000004
2015-01-28 14:43:37.743733,rodeo_normal,,main_w1_handler1,2186791,8622462,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2588586.roundup,slurm,,corral-repl,,"""None""","""mm9""",,"""auto""",31,,auto,"""/galaxy/main/scratch/tmpcJqREx""",,20707803,error,upload1,1.1.4,,2015-01-28 15:32:31.972970,58870.0,2934.229237
2015-05-03 23:53:57.187412,slurm_normal,,main_w2_handler1,2291370,9384493,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3718469.roundup,slurm,,corral-repl,,"""None""","""hg19Patch2""",,"""maf""",220,,maf,"""/galaxy/main/scratch/tmpPaPTdb""",,22833181,error,upload1,1.1.4,,2015-05-04 03:01:28.956483,63016.0,11251.769071
2017-11-21 21:47:46.030404,slurm_normal,,main_w4_handler0,3249626,17542340,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11601863,slurm,,corral-repl,,"""None""","""Homo_sapiens_nuHg19_mtrCRS""",,"""auto""",130,,auto,"""/galaxy-repl/main/scratch2/tmpEVNTRs""",,40343264,error,upload1,1.1.4,,2017-11-21 21:49:25.720121,111141.0,99.689717
2017-06-07 18:50:50.244017,slurm_normal,,main_w3_handler0,3144110,16043964,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10133775.roundup,slurm,,corral-repl,,"""None""","""hg19""",,"""bam""",227,,bam,"""/galaxy-repl/main/scratch2/tmpwRscDd""",,38512487,error,upload1,1.1.4,,2017-06-07 18:51:42.184235,66287.0,51.940218
2017-09-13 14:08:34.958851,slurm_normal,,main_w3_handler1,3251546,16806432,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10875161.roundup,slurm,,corral-repl,,"""None""","""?""",,"""bam""",228,,bam,"""/galaxy-repl/main/scratch2/tmpMU1bJi""",,40461089,error,upload1,1.1.4,,2017-09-13 14:10:22.227526,111441.0,107.268675
2017-11-17 19:07:54.694066,slurm_normal,,main_w4_handler1,2856389,17496450,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11556130,slurm,,corral-repl,,"""None""","""?""",,"""auto""",130,,auto,"""/galaxy-repl/main/scratch2/tmpHnLcSp""",,42070372,error,upload1,1.1.4,,2017-11-17 20:29:41.722226,66645.0,4907.028160000001
2016-01-21 07:38:49.109557,slurm_normal,,main_w2_handler1,2557313,11568388,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5834370.roundup,slurm,,corral-repl,,"""None""","""?""",,"""auto""",32,,auto,"""/galaxy/main/scratch/tmpDdk_EU""",,27605777,error,upload1,1.1.4,,2016-01-21 07:45:21.433998,31004.0,392.32444100000004
2015-04-14 03:41:21.868043,slurm_normal,,main_w1_handler1,1834223,9222771,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3504536.roundup,slurm,,corral-repl,,"""None""","""mm10""",,"""maf""",220,,maf,"""/galaxy/main/scratch/tmpFJ6hMl""",,21611910,error,upload1,1.1.4,,2015-04-14 04:38:52.424504,46269.0,3450.556461
2017-03-01 19:36:23.203514,slurm_normal,,main_w4_handler0,2563496,15181711,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9332448.roundup,slurm,,corral-repl,,"""None""","""?""",,"""auto""",119,,auto,"""/galaxy-repl/main/scratch2/tmpG8EWH5""",,36042707,error,upload1,1.1.4,,2017-03-01 19:40:44.242032,79772.0,261.038518
2016-11-22 09:46:50.564396,slurm_normal,,main_w3_handler0,2886340,14402819,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8607717.roundup,slurm,,corral-repl,,"""None""","""?""",,"""auto""",108,,auto,"""/galaxy/main/scratch/tmp9zlylK""",,34144322,error,upload1,1.1.4,,2016-11-22 09:59:14.233704,57602.0,743.669308
2016-09-02 20:35:25.955454,slurm_normal,,main_w4_handler0,2809219,13772456,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7993729.roundup,slurm,,corral-repl,,"""None""","""hg19""",,"""auto""",42,,auto,"""/galaxy/main/scratch/tmpJ77L8_""",,32744018,error,upload1,1.1.4,,2016-09-02 21:06:49.906556,58402.0,1883.9511020000002
2017-10-31 18:47:18.114739,slurm_normal,,main_w3_handler1,3304974,17279795,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11340435,slurm,,corral-repl,,"""None""","""?""",,"""auto""",130,,auto,"""/galaxy-repl/main/scratch2/tmprLcQQa""",,41637293,error,upload1,1.1.4,,2017-10-31 18:49:01.329177,114772.0,103.214438
2016-10-14 21:58:45.626750,slurm_normal,,main_w3_handler1,2844121,14085999,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8302792.roundup,slurm,,corral-repl,,"""None""","""hg19""",,"""sam""",156,,sam,"""/galaxy/main/scratch/tmp6imAbn""",,33301642,error,upload1,1.1.4,,2016-10-14 22:03:21.961190,91136.0,276.33444000000003
2016-10-25 05:42:38.762901,slurm_normal,,main_w3_handler1,2867674,14164766,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8377280.roundup,slurm,,corral-repl,,"""None""","""?""",,"""auto""",108,,auto,"""/galaxy/main/scratch/tmppywW8q""",,33817109,error,upload1,1.1.4,,2016-10-25 05:43:58.750824,32188.0,79.98792300000001
2015-01-28 14:43:28.032935,rodeo_normal,,main_w2_handler1,2186791,8622454,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2588261.roundup,slurm,,corral-repl,,"""None""","""mm9""",,"""auto""",31,,auto,"""/galaxy/main/scratch/tmp36ebeQ""",,20707803,error,upload1,1.1.4,,2015-01-28 14:49:31.181058,58870.0,363.148123
2016-07-24 16:12:16.085310,slurm_normal,,main_w1_handler0,2774108,13480240,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7696108.roundup,slurm,,corral-repl,,"""None""","""?""",,"""auto""",42,,auto,"""/galaxy/main/scratch/tmplr5SZ2""",,31667804,error,upload1,1.1.4,,2016-07-24 16:16:13.736378,58079.0,237.651068
2017-03-11 23:47:12.563499,slurm_normal,,main_w3_handler1,2951117,15271725,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9417134.roundup,slurm,,corral-repl,,"""None""","""dm3""",,"""auto""",119,,auto,"""/galaxy-repl/main/scratch2/tmp4L_Gj0""",,36572267,error,upload1,1.1.4,,2017-03-11 23:50:51.049282,44999.0,218.48578300000003
2017-10-31 18:51:27.035498,slurm_normal,,main_w3_handler1,3304974,17279824,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11340488,slurm,,corral-repl,,"""None""","""?""",,"""bam""",237,,bam,"""/galaxy-repl/main/scratch2/tmpZ3WeTO""",,41637293,error,upload1,1.1.4,,2017-10-31 18:53:25.104306,114772.0,118.068808
2015-03-05 21:01:10.571624,rodeo_normal,,main_w1_handler1,2221124,8874342,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3030941.roundup,slurm,,corral-repl,,"""None""","""mm10""",,"""auto""",33,,auto,"""/galaxy/main/scratch/tmpFmpKQV""",,21516997,error,upload1,1.1.4,,2015-03-05 22:24:37.665322,26009.0,5007.093698000001
2016-10-28 16:21:21.945255,slurm_normal,,main_w3_handler0,2872998,14201237,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8412976.roundup,slurm,,corral-repl,,"""None""","""Homo_sapiens_nuHg19_mtrCRS""",,"""auto""",108,,auto,"""/galaxy/main/scratch/tmpFkHXMp""",,33929803,error,upload1,1.1.4,,2016-10-28 16:46:53.231197,93145.0,1531.2859420000002
2018-02-06 04:37:18.202319,slurm_normal,,main_w3_handler0,3375304,18266092,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12347822,slurm,,corral-repl,,"""None""","""?""","""1""","""auto""",132,,auto,"""/galaxy-repl/main/scratch2/tmpYcCqUh""",,43705905,error,upload1,1.1.4,,2018-02-06 04:38:00.473658,119010.0,42.271339000000005
2016-12-04 18:30:39.501474,slurm_normal,,main_w4_handler1,1796147,14486065,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8677271.roundup,slurm,,corral-repl,,"""None""","""?""",,"""auto""",108,,auto,"""/galaxy/main/scratch/tmp4HvF4s""",,34309547,error,upload1,1.1.4,,2016-12-04 20:56:37.737897,35884.0,8758.236423
2015-12-17 13:44:02.497496,slurm_normal,,main_w2_handler0,2540071,11207057,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5481579.roundup,slurm,,corral-repl,,"""None""","""?""",,"""auto""",32,,auto,"""/galaxy/main/scratch/tmpklsdbr""",,26867596,error,upload1,1.1.4,,2015-12-17 13:49:51.291169,75168.0,348.793673
2018-02-28 15:53:34.796724,slurm_normal,,main_w4_handler1,3445335,18550381,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12646451,slurm,,corral-repl,,"""None""","""?""","""2""","""auto""",134,,auto,"""/galaxy-repl/main/scratch2/tmp4cS2rk""",,43358459,error,upload1,1.1.4,,2018-02-28 17:59:04.677491,28.0,7529.880767000001
2018-03-02 05:01:01.026057,slurm_normal,,main_w3_handler0,3448655,18576386,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12670802,slurm,,corral-repl,,"""None""","""?""","""2""","""auto""",135,,auto,"""/galaxy-repl/main/scratch2/tmpatmtgR""",,44271015,error,upload1,1.1.4,,2018-03-02 08:22:58.642294,122195.0,12117.616237
2016-07-11 19:53:42.688937,slurm_normal,,main_w2_handler0,2330928,13377726,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7588719.roundup,slurm,,corral-repl,,"""None""","""anoCar2""",,"""maf""",298,,maf,"""/galaxy/main/scratch/tmp86Xbpn""",,30016385,error,upload1,1.1.4,,2016-07-11 22:55:57.333110,64505.0,10934.644173
2018-03-03 19:23:43.735465,slurm_normal,,main_w4_handler1,3450731,18593930,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12688708,slurm,,corral-repl,,"""None""","""?""","""1""","""auto""",135,,auto,"""/galaxy-repl/main/scratch2/tmpINs1yL""",,44039286,error,upload1,1.1.4,,2018-03-03 19:26:41.895365,122408.0,178.15990000000002
2017-07-12 18:53:24.937873,slurm_normal,,main_w3_handler0,3187797,16323900,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10390266.roundup,slurm,,corral-repl,,"""None""","""?""",,"""auto""",123,,auto,"""/galaxy-repl/main/scratch2/tmphNY3xH""",,39212939,error,upload1,1.1.4,,2017-07-12 19:43:09.351584,108771.0,2984.413711
2015-01-02 16:05:01.304134,rodeo_normal,,main_w2_handler1,2161621,8490509,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",677039.rodeo,slurm,,corral-repl,,"""None""","""?""",,"""auto""",31,,auto,"""/galaxy/main/scratch/tmprTql0s""",,20198201,error,upload1,1.1.4,,2015-01-02 16:08:08.056295,57666.0,186.752161
2016-07-05 12:59:23.185258,slurm_normal,,main_w1_handler0,2746790,13334296,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7541831.roundup,slurm,,corral-repl,,"""None""","""?""",,"""auto""",42,,auto,"""/galaxy/main/scratch/tmplntp7M""",,31013877,error,upload1,1.1.4,,2016-07-05 13:10:33.702949,84146.0,670.517691
2017-04-03 11:59:33.294897,slurm_normal,,main_w3_handler1,3047554,15470550,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9600145.roundup,slurm,,corral-repl,,"""None""","""?""",,"""auto""",119,,auto,"""/galaxy-repl/main/scratch2/tmpL7pJOu""",,36991996,error,upload1,1.1.4,,2017-04-03 12:03:38.983840,102971.0,245.68894300000002
2016-07-24 00:53:27.695732,slurm_normal,,main_w2_handler1,2774108,13478758,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7694516.roundup,slurm,,corral-repl,,"""None""","""?""",,"""auto""",42,,auto,"""/galaxy/main/scratch/tmpaiVK8b""",,31667804,error,upload1,1.1.4,,2016-07-24 00:56:56.611580,58079.0,208.915848
2016-07-26 17:25:06.127769,slurm_normal,,main_w2_handler1,2776522,13499974,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7715416.roundup,slurm,,corral-repl,,"""None""","""?""",,"""auto""",42,,auto,"""/galaxy/main/scratch/tmp1SmPDN""",,31506589,error,upload1,1.1.4,,2016-07-26 17:27:19.130702,38914.0,133.002933
2018-02-26 00:02:06.976975,slurm_normal,,main_w4_handler1,3442219,18516644,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12612836,slurm,,corral-repl,,"""None""","""?""","""1""","""auto""",134,,auto,"""/galaxy-repl/main/scratch2/tmp6MNUJz""",,43992537,error,upload1,1.1.4,,2018-02-26 01:37:01.353236,122195.0,5694.376261
2016-07-25 18:34:13.902590,slurm_normal,,main_w2_handler1,2774492,13488294,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7704329.roundup,slurm,,corral-repl,,"""None""","""?""",,"""auto""",42,,auto,"""/galaxy/main/scratch/tmpQs_x_Z""",,31681152,error,upload1,1.1.4,,2016-07-25 18:40:30.344016,58079.0,376.44142600000004
2016-03-15 17:05:10.872107,slurm_normal,,main_w2_handler1,2335718,12143957,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6361436.roundup,slurm,,corral-repl,,"""None""","""?""",,"""affybatch""",23,rexpression,affybatch,"""/galaxy/main/scratch/tmpslyU4b""",,29003968,error,upload1,1.1.4,,2016-03-15 17:09:30.964137,26920.0,260.09203
2017-08-04 19:42:12.330815,slurm_normal,,main_w4_handler0,3209791,16507050,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10576994.roundup,slurm,,corral-repl,,"""None""","""?""",,"""auto""",123,,auto,"""/galaxy-repl/main/scratch2/tmpXI5NNL""",,39679869,error,upload1,1.1.4,,2017-08-04 19:43:37.103456,107931.0,84.77264100000001
2016-03-23 02:39:33.608746,slurm_normal,,main_w1_handler2,1639242,12231872,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6446301.roundup,slurm,,corral-repl,,"""None""","""?""",,"""auto""",42,,auto,"""/galaxy/main/scratch/tmp8Zl2Om""",,29080759,error,upload1,1.1.4,,2016-03-23 04:12:40.893535,31997.0,5587.284789
2015-03-05 22:59:31.417047,rodeo_normal,,main_w2_handler1,2221124,8875315,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3033477.roundup,slurm,,corral-repl,,"""None""","""mm10""",,"""auto""",33,,auto,"""/galaxy/main/scratch/tmpkn893p""",,21516997,error,upload1,1.1.4,,2015-03-06 01:41:03.101582,26009.0,9691.684535
2017-10-25 19:18:53.949471,slurm_normal,,main_w3_handler0,3230074,17217060,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11277729,slurm,,corral-repl,,"""None""","""?""",,"""fastqsanger""",399,,fastqsanger,"""/galaxy-repl/main/scratch2/tmp9JVgUs""",,41427893,error,upload1,1.1.4,,2017-10-25 19:22:45.513827,54535.0,231.564356
2016-05-09 19:22:22.482503,slurm_normal,,main_w1_handler0,2330928,12835315,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7036498.roundup,slurm,,corral-repl,,"""None""","""anoCar2""",,"""maf""",298,,maf,"""/galaxy/main/scratch/tmpiW54f3""",,30016385,error,upload1,1.1.4,,2016-05-09 22:49:03.594583,64505.0,12401.11208
2017-03-11 23:47:13.894053,slurm_normal,,main_w3_handler1,2951117,15271726,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9417135.roundup,slurm,,corral-repl,,"""None""","""dm3""",,"""auto""",119,,auto,"""/galaxy-repl/main/scratch2/tmpPZTwAY""",,36572267,error,upload1,1.1.4,,2017-03-11 23:50:52.879743,44999.0,218.98569
