bed_data,bed_data_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.bed_data,parameters.chromInfo,parameters.dbkey,parameters.input,parameters.key_option,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
4493036040,bed,2015-08-20 19:22:57.601595,slurm_normal,,main_w2_handler0,2413778,10159479,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",398066,vcf,4428957.roundup,slurm,,corral-repl,,,20836892,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20838076,"""BED-features""",,24691471,error,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-08-20 19:26:50.634710,67793,233.033115
2459505377,bed,2015-07-11 19:10:25.478466,slurm_normal,,main_w1_handler0,2371911,9840748,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",14741722,vcf,4137256.roundup,slurm,,corral-repl,,"""432d5a8a280011e59ebc005056a51846""",20314148,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20314449,"""BED_SR4""",,24101147,error,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-07-11 20:00:13.256964,65173,2987.778498
2459505377,bed,2015-07-11 19:14:30.475780,slurm_normal,,main_w2_handler1,2371911,9840852,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2054122,vcf,4137176.roundup,slurm,,corral-repl,,"""bd85f832280011e59ebc005056a51846""",20314148,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20314552,"""BED_SR4""",,24101147,error,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-07-11 19:48:49.656709,65173,2059.180929
2459505377,bed,2015-07-11 19:03:17.519596,slurm_normal,,main_w1_handler1,2371911,9840544,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4356927,vcf,4137152.roundup,slurm,,corral-repl,,"""5a278d1a27ff11e59ebc005056a51846""",20314148,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20314245,"""BED_SR4""",,24101147,error,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-07-11 19:46:23.857522,65173,2586.337926
2459505377,bed,2015-07-11 19:19:18.417124,slurm_normal,,main_w1_handler1,2371911,9840959,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",421609127,vcf,4137234.roundup,slurm,,corral-repl,,"""6ff651c4280111e59ebc005056a51846""",20314148,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20314659,"""BED_SR4""",,24101147,error,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-07-11 19:57:03.499415,65173,2265.082291
2459505377,bed,2015-07-11 19:00:50.541501,slurm_normal,,main_w1_handler1,2371911,9840434,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",46149860,vcf,4137111.roundup,slurm,,corral-repl,,"""01345ff827ff11e59ebc005056a51846""",20314148,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20314120,"""BED_SR4""",,24101147,error,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-07-11 19:40:12.544462,65173,2362.002961
4493036040,bed,2015-03-30 16:35:51.880906,rodeo_normal,,main_w1_handler1,2242242,9089711,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",31379326,vcf,3374276.roundup,slurm,,corral-repl,,,19066055,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19065024,"""BED-features""",,22118178,error,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-03-30 16:39:23.566821,3103,211.68591500000002
2459505377,bed,2015-07-11 19:06:56.271595,slurm_normal,,main_w2_handler0,2371911,9840646,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",44794507,vcf,4137230.roundup,slurm,,corral-repl,,"""baadb0e227ff11e59ebc005056a51846""",20314148,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20314348,"""BED_SR4""",,24101147,error,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-07-11 19:56:58.136462,65173,3001.8648670000002
4493036040,bed,2015-08-20 19:22:59.475081,slurm_normal,,main_w1_handler2,2413778,10159480,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",419842,vcf,4428958.roundup,slurm,,corral-repl,,,20836892,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20838078,"""BED-features""",,24691471,error,toolshed.g2.bx.psu.edu/repos/anton/vcfannotate/vcfannotate/0.0.2,0.0.2,,2015-08-20 19:27:55.819558,67793,296.34447700000004
