create_time,destination_id,exit_code,handler,history_id,id,imported,info,input_1,input_1_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.analysis_type.__current_case__,parameters.analysis_type.alignment_options.__current_case__,parameters.analysis_type.alignment_options.alignment_options_selector,parameters.analysis_type.analysis_type_selector,parameters.analysis_type.effort_options.__current_case__,parameters.analysis_type.effort_options.effort_options_selector,parameters.analysis_type.input_options.__current_case__,parameters.analysis_type.input_options.input_options_selector,parameters.analysis_type.other_options.__current_case__,parameters.analysis_type.other_options.other_options_selector,parameters.analysis_type.reporting_options.__current_case__,parameters.analysis_type.reporting_options.reporting_options_selector,parameters.analysis_type.sam_options.__current_case__,parameters.analysis_type.sam_options.sam_options_selector,parameters.analysis_type.scoring_options.__current_case__,parameters.analysis_type.scoring_options.scoring_options_selector,parameters.chromInfo,parameters.dbkey,parameters.library.__current_case__,parameters.library.input_1,parameters.library.type,parameters.library.unaligned_file,parameters.read_group.__current_case__,parameters.read_group.read_group_selector,parameters.reference_genome.__current_case__,parameters.reference_genome.index,parameters.reference_genome.source,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-03-06 15:42:46.381971,roundup_multi,,main_w2_handler2,2228416,8880574,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2708127531,fastqsanger,3042414,slurm,,corral-repl,,1,1,no,full,1,no,1,no,1,no,3,a,1,no,1,no,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",0,18742534,single,True,1,no,0,mm9,indexed,,21602885,error,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/0.3,0.3,,2015-03-06 19:57:49.884995,60577,15303.503024000001
