bamfiles,bamfiles1,bamfiles10,bamfiles10_filetype,bamfiles11,bamfiles11_filetype,bamfiles12,bamfiles12_filetype,bamfiles13,bamfiles13_filetype,bamfiles14,bamfiles14_filetype,bamfiles15,bamfiles15_filetype,bamfiles16,bamfiles16_filetype,bamfiles17,bamfiles17_filetype,bamfiles18,bamfiles18_filetype,bamfiles19,bamfiles19_filetype,bamfiles1_filetype,bamfiles2,bamfiles20,bamfiles20_filetype,bamfiles21,bamfiles21_filetype,bamfiles22,bamfiles22_filetype,bamfiles23,bamfiles23_filetype,bamfiles24,bamfiles24_filetype,bamfiles25,bamfiles25_filetype,bamfiles26,bamfiles26_filetype,bamfiles27,bamfiles27_filetype,bamfiles28,bamfiles28_filetype,bamfiles29,bamfiles29_filetype,bamfiles2_filetype,bamfiles3,bamfiles30,bamfiles30_filetype,bamfiles31,bamfiles31_filetype,bamfiles32,bamfiles32_filetype,bamfiles33,bamfiles33_filetype,bamfiles34,bamfiles34_filetype,bamfiles35,bamfiles35_filetype,bamfiles36,bamfiles36_filetype,bamfiles37,bamfiles37_filetype,bamfiles38,bamfiles38_filetype,bamfiles39,bamfiles39_filetype,bamfiles3_filetype,bamfiles4,bamfiles40,bamfiles40_filetype,bamfiles41,bamfiles41_filetype,bamfiles42,bamfiles42_filetype,bamfiles43,bamfiles43_filetype,bamfiles44,bamfiles44_filetype,bamfiles45,bamfiles45_filetype,bamfiles46,bamfiles46_filetype,bamfiles47,bamfiles47_filetype,bamfiles4_filetype,bamfiles5,bamfiles5_filetype,bamfiles6,bamfiles6_filetype,bamfiles7,bamfiles7_filetype,bamfiles8,bamfiles8_filetype,bamfiles9,bamfiles9_filetype,bamfiles_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,multibam_conditional|multibam_repeats_0|bamfiles,multibam_conditional|multibam_repeats_0|bamfiles_filetype,multibam_conditional|multibam_repeats_1|bamfiles,multibam_conditional|multibam_repeats_1|bamfiles_filetype,multibam_conditional|multibam_repeats_2|bamfiles,multibam_conditional|multibam_repeats_2|bamfiles_filetype,multibam_conditional|multibam_repeats_3|bamfiles,multibam_conditional|multibam_repeats_3|bamfiles_filetype,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.advancedOpt.__current_case__,parameters.advancedOpt.showAdvancedOpt,parameters.chromInfo,parameters.dbkey,parameters.mode.__current_case__,parameters.mode.binSize,parameters.mode.distanceBetweenBins,parameters.mode.modeOpt,parameters.multibam_conditional.__current_case__,parameters.multibam_conditional.bamfiles.values,parameters.multibam_conditional.multibam_repeats,parameters.multibam_conditional.orderMatters,parameters.outRawCounts,parameters.region,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
1972065149.0,1972065149.0,,,,,,,,,,,,,,,,,,,,,bam,2203590695.0,,,,,,,,,,,,,,,,,,,,,bam,1794820597.0,,,,,,,,,,,,,,,,,,,,,bam,1807911646.0,,,,,,,,,,,,,,,,,bam,2375573205.0,bam,2647017221.0,bam,2568415146.0,bam,2531902302.0,bam,,,bam,2017-09-29 18:05:47.499932,slurm_multi,,main_w3_handler2,3007919,16974667,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11042503.roundup,slurm,,,,,,,,,,corral-repl,,0,no,,0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/ce10.len""","""ce10""",0,10000,0,bins,0,"[{'src': 'hda', 'id': 31481458}, {'src': 'hda', 'id': 31481459}, {'src': 'hda', 'id': 31481460}, {'src': 'hda', 'id': 31481461}, {'src': 'hda', 'id': 31481463}, {'src': 'hda', 'id': 31481464}, {'src': 'hda', 'id': 31481465}, {'src': 'hda', 'id': 31481466}]",,No,"""false""","""""",,40883168,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.5.0.0,2.5.0.0,,2017-09-29 18:48:37.568111,100786,2570.0681790000003
8616269039.0,8616269039.0,,,,,,,,,,,,,,,,,,,,,bam,355656441.0,,,,,,,,,,,,,,,,,,,,,bam,7095433975.0,,,,,,,,,,,,,,,,,,,,,bam,6528772320.0,,,,,,,,,,,,,,,,,bam,406131201.0,bam,7270124038.0,bam,,,,,,,bam,2017-09-07 20:45:47.503300,slurm_multi,,main_w4_handler2,2944470,16766725,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10833820,slurm,,,,,,,,,,corral-repl,,1,yes,slurm_multi,0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",0,10000,0,bins,0,"[{'src': 'hda', 'id': 31140134}, {'src': 'hda', 'id': 31140135}, {'src': 'hda', 'id': 31140136}, {'src': 'hda', 'id': 31140137}, {'src': 'hda', 'id': 31140138}, {'src': 'hda', 'id': 31140139}]",,No,"""false""","""""",,40108324,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.5.0.0,2.5.0.0,,2017-09-07 21:16:59.847909,97544,1872.3446090000002
18653114480.0,18653114480.0,23975259302.0,bam,16971158562.0,bam,25233645087.0,bam,18488190411.0,bam,14097057031.0,bam,19927489470.0,bam,18715462971.0,bam,17514039196.0,bam,17498875390.0,bam,22733237725.0,bam,bam,12047227855.0,15550377929.0,bam,13295805446.0,bam,,,,,,,,,,,,,,,,,bam,22604594902.0,,,,,,,,,,,,,,,,,,,,,bam,7829204662.0,,,,,,,,,,,,,,,,,bam,17191259886.0,bam,17313804447.0,bam,17193314318.0,bam,11382970947.0,bam,19136738983.0,bam,bam,2018-02-19 10:51:58.102108,slurm_multi,,main_w4_handler2,3197153,18434705,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12529202,slurm,,,,,,,,,,corral-repl,,0,no,,0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,10000,0,bins,0,"[{'src': 'hda', 'id': 30599918}, {'src': 'hda', 'id': 30610509}, {'src': 'hda', 'id': 30612499}, {'src': 'hda', 'id': 30619603}, {'src': 'hda', 'id': 30634555}, {'src': 'hda', 'id': 30634692}, {'src': 'hda', 'id': 30644307}, {'src': 'hda', 'id': 30649154}, {'src': 'hda', 'id': 30698568}, {'src': 'hda', 'id': 30708749}, {'src': 'hda', 'id': 30743755}, {'src': 'hda', 'id': 30743847}, {'src': 'hda', 'id': 30802615}, {'src': 'hda', 'id': 30822897}, {'src': 'hda', 'id': 30822918}, {'src': 'hda', 'id': 30836794}, {'src': 'hda', 'id': 30869610}, {'src': 'hda', 'id': 30872749}, {'src': 'hda', 'id': 30877286}, {'src': 'hda', 'id': 30889829}, {'src': 'hda', 'id': 30890088}]",,No,"""false""","""""",,43543301,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.5.0.0,2.5.0.0,,2018-02-19 11:20:02.876777,64490,1684.7746690000001
4727253138.0,4727253138.0,,,,,,,,,,,,,,,,,,,,,bam,4505285344.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,2018-01-12 00:49:33.133573,slurm_multi,,main_w4_handler2,3352737,18008872,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12086136,slurm,,,,,,,,,,corral-repl,,0,no,,0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",0,10000,0,bins,0,"[{'src': 'hda', 'id': 32839563}, {'src': 'hda', 'id': 32839567}]",,No,"""true""","""""",,42530277,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.5.0.0,2.5.0.0,,2018-01-12 01:39:07.252879,68175,2974.119306
7095433975.0,7095433975.0,,,,,,,,,,,,,,,,,,,,,bam,7270124038.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,2017-09-07 21:18:47.509416,slurm_multi,,main_w3_handler2,2944470,16766985,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10834225,slurm,,,,,,,,,,corral-repl,,1,yes,slurm_multi,0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",0,10000,0,bins,0,"[{'src': 'hda', 'id': 31140136}, {'src': 'hda', 'id': 31140139}]",,No,"""false""","""""",,40108324,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.5.0.0,2.5.0.0,,2017-09-07 21:35:52.770307,97544,1025.2608910000001
2570040097.0,2570040097.0,,,,,,,,,,,,,,,,,,,,,bam,1287617975.0,,,,,,,,,,,,,,,,,,,,,bam,1748715475.0,,,,,,,,,,,,,,,,,,,,,bam,1597771157.0,,,,,,,,,,,,,,,,,bam,2977177376.0,bam,,,,,,,,,bam,2017-06-15 03:45:23.235442,slurm_multi,,main_w3_handler2,2937813,16104967,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10188773,slurm,,,,,,,,,,corral-repl,,0,no,,0,no,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,10000,0,bins,0,"[{'src': 'hda', 'id': 29934691}, {'src': 'hda', 'id': 29934692}, {'src': 'hda', 'id': 29934695}, {'src': 'hda', 'id': 29934698}, {'src': 'hda', 'id': 30032431}]",,No,"""false""","""""",,37747001,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.5.0.0,2.5.0.0,,2017-06-15 04:25:16.765634,96837,2393.530192
4727253138.0,4727253138.0,,,,,,,,,,,,,,,,,,,,,bam,4505285344.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,2018-01-11 21:53:07.446698,slurm_multi,,main_w4_handler2,3352737,18007755,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12084981,slurm,,,,,,,,,,corral-repl,,0,no,,0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",0,10000,0,bins,0,"[{'src': 'hda', 'id': 32839563}, {'src': 'hda', 'id': 32839567}]",,No,"""true""","""""",,42450869,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.5.0.0,2.5.0.0,,2018-01-11 22:45:42.151502,68175,3154.7048040000004
4392930057.0,4392930057.0,1872085947.0,bam,2977177376.0,bam,,,,,,,,,,,,,,,,,bam,2570040097.0,,,,,,,,,,,,,,,,,,,,,bam,1287617975.0,,,,,,,,,,,,,,,,,,,,,bam,2535916036.0,,,,,,,,,,,,,,,,,bam,1748715475.0,bam,1438203039.0,bam,1100752856.0,bam,1597771157.0,bam,1181181052.0,bam,bam,2017-06-15 02:17:20.533297,slurm_multi,,main_w3_handler2,2937813,16104506,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10188321,slurm,,,,,,,,,,corral-repl,,0,no,,0,no,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,10000,0,bins,0,"[{'src': 'hda', 'id': 29934690}, {'src': 'hda', 'id': 29934691}, {'src': 'hda', 'id': 29934692}, {'src': 'hda', 'id': 29934693}, {'src': 'hda', 'id': 29934695}, {'src': 'hda', 'id': 29934696}, {'src': 'hda', 'id': 29934697}, {'src': 'hda', 'id': 29934698}, {'src': 'hda', 'id': 29934992}, {'src': 'hda', 'id': 30027516}, {'src': 'hda', 'id': 30032431}]",,No,"""false""","""""",,37747001,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.5.0.0,2.5.0.0,,2017-06-15 02:46:39.507488,96837,1758.974191
4541405631.0,4541405631.0,,,,,,,,,,,,,,,,,,,,,bam,3775831691.0,,,,,,,,,,,,,,,,,,,,,bam,1052176186.0,,,,,,,,,,,,,,,,,,,,,bam,5673612451.0,,,,,,,,,,,,,,,,,bam,2484295427.0,bam,4298926004.0,bam,,,,,,,bam,2018-02-23 22:46:09.402506,slurm_multi,,main_w3_handler2,2937813,18503273,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12599890,slurm,,,,,,,,,,corral-repl,,0,no,,0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",0,10000,0,bins,0,"[{'src': 'hda', 'id': 33942125}, {'src': 'hda', 'id': 33942350}, {'src': 'hda', 'id': 33942796}, {'src': 'hda', 'id': 33963479}, {'src': 'hda', 'id': 34041853}, {'src': 'hda', 'id': 34042179}]",,No,"""false""","""""",,43814773,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.5.0.0,2.5.0.0,,2018-02-24 00:48:31.399384,96837,7341.996878000001
8616269039.0,8616269039.0,,,,,,,,,,,,,,,,,,,,,bam,355656441.0,,,,,,,,,,,,,,,,,,,,,bam,7095433975.0,,,,,,,,,,,,,,,,,,,,,bam,6528772320.0,,,,,,,,,,,,,,,,,bam,406131201.0,bam,7270124038.0,bam,,,,,,,bam,2017-09-07 17:24:07.145877,slurm_multi,,main_w4_handler2,2944470,16765098,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10832096,slurm,,,,,,,,,,corral-repl,,1,yes,slurm_multi,0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",0,10000,0,bins,0,"[{'src': 'hda', 'id': 31140134}, {'src': 'hda', 'id': 31140135}, {'src': 'hda', 'id': 31140136}, {'src': 'hda', 'id': 31140137}, {'src': 'hda', 'id': 31140138}, {'src': 'hda', 'id': 31140139}]",,No,"""false""","""""",,40108324,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.5.0.0,2.5.0.0,,2017-09-07 17:38:03.629613,97544,836.483736
