create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,input2,input2_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input1.values,parameters.input2.values,parameters.mismatchpercent,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-05-11 02:34:24.114067,slurm_normal,,main_w3_handler0,2861252,15807367,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3058329829,fasta,53,txt,9911941.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 26905062}]","[{'src': 'hda', 'id': 29556712}]","""50""",,36180298,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: primersearch81/5.0.0,5.0.0,,2017-05-11 02:40:34.415192,77853,370.301125
2017-05-11 03:01:18.113325,slurm_normal,,main_w4_handler0,2861252,15807502,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3058329829,fasta,53,txt,9912075.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 26905062}]","[{'src': 'hda', 'id': 29556712}]","""40""",,36180298,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: primersearch81/5.0.0,5.0.0,,2017-05-11 03:02:10.796514,77853,52.683189000000006
