create_time,destination_id,exit_code,handler,history_id,id,imported,info,input_fastq1,input_fastq1_filetype,input_fastq2,input_fastq2_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input_fastq1,parameters.input_fastq2,parameters.param_type.__current_case__,parameters.param_type.description,parameters.param_type.library_name,parameters.param_type.max_q,parameters.param_type.min_q,parameters.param_type.param_type_selector,parameters.param_type.platform,parameters.param_type.platform_unit,parameters.param_type.predicted_insert_size,parameters.param_type.run_date,parameters.param_type.sequencing_center,parameters.param_type.sort_order,parameters.read_group_name,parameters.sample_name,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-02-04 08:32:58.375261,rodeo_normal,,main_w1_handler1,2190293,8661964,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",53234108440,fastqsanger,,,2640658.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18393939,,1,,,93,0,advanced,,,,,,coordinate,"""A""","""unknown sample""",,20994453,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2015-02-04 08:37:36.998145,37892.0,278.622884
2015-01-23 07:45:21.748414,rodeo_normal,,main_w1_handler0,2168848,8592589,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5820282137,fastqsanger,5820282137.0,fastqsanger,2543169.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18270028,18270048,0,,,,,basic,,,,,,,"""A""","""unknown sample""",,20607108,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2015-01-23 07:47:55.746853,58065.0,153.99843900000002
2015-07-10 23:03:18.193412,slurm_normal,,main_w2_handler0,2369540,9837199,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1684196023,fastqsanger,1684196023.0,fastqsanger,4133677.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20271972,20272040,0,,,,,basic,,,,,,,"""A""","""unknown sample""",,24055581,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2015-07-10 23:06:17.771181,65851.0,179.57776900000002
2015-11-18 04:10:31.492800,slurm_normal,,main_w2_handler0,2510104,10930478,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",14492147591,fastqsanger,,,5185557.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",22041980,,0,,,,,basic,,,,,,,"""A""","""bichon_hg""",,26322854,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2015-11-18 04:14:44.117707,73648.0,252.624907
2015-09-29 12:56:03.488622,slurm_normal,,main_w2_handler1,2454977,10458832,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12975462834,fastqsanger,,,4736004.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21320973,,0,,,,,basic,,,,,,,"""A""","""unknown sample""",,25419978,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2015-09-29 13:01:37.631460,56940.0,334.14283800000004
2015-08-05 17:40:37.754698,slurm_normal,,main_w1_handler0,2306509,10068568,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3492513873,fastqsanger,,,4346944.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",20689967,,0,,,,,basic,,,,,,,"""A""","""Setdb1 in""",,24466183,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2015-08-05 17:44:02.224263,63530.0,204.46956500000002
2015-12-16 15:29:28.747929,slurm_normal,,main_w1_handler2,2517899,11198073,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2872752060,fastqsanger,,,5469004.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",22467475,,0,,,,,basic,,,,,,,"""A""","""unknown sample""",,26844520,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2015-12-16 15:34:04.810840,66699.0,276.06291100000004
2015-01-23 07:35:01.178406,rodeo_normal,,main_w1_handler0,2168848,8592570,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5820282137,fastqsanger,5820282137.0,fastqsanger,2543128.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18270028,18270048,0,,,,,basic,,,,,,,"""A""","""unknown sample""",,20607108,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2015-01-23 07:38:33.455535,58065.0,212.277129
2015-01-22 15:59:31.190321,rodeo_normal,,main_w1_handler0,2169286,8587482,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5729313609,fastqsanger,,,2535236.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18269729,,0,,,,,basic,,,,,,,"""A""","""K27ac""",,20017538,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2015-01-22 16:06:53.375494,56227.0,442.185173
2015-09-29 12:56:02.705770,slurm_normal,,main_w2_handler1,2454977,10458831,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12975462834,fastqsanger,,,4736003.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21320972,,0,,,,,basic,,,,,,,"""A""","""unknown sample""",,25419978,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2015-09-29 13:02:36.306247,56940.0,393.600477
2015-02-23 09:03:16.774719,rodeo_normal,,main_w1_handler1,1133718,8790706,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10200500004,fastqsanger,10200500004.0,fastqsanger,2876331.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18607619,18607622,0,,,,,basic,,,,,,,"""SG""","""SG_Br""",,20075818,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2015-02-23 09:05:54.223486,26049.0,157.448767
2015-02-23 08:54:35.454703,rodeo_normal,,main_w1_handler0,1133718,8790686,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10200500004,fastqsanger,10200500004.0,fastqsanger,2876293.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18607619,18607622,0,,,,,basic,,,,,,,"""SG_Br""","""SG_Br""",,20075818,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2015-02-23 08:58:58.110990,26049.0,262.656287
2015-08-05 20:45:45.902538,slurm_normal,,main_w1_handler0,2306509,10069379,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3492513873,fastqsanger,,,4347619.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",20689967,,0,,,,,basic,,,,,,,"""A""","""unknown sample""",,24466183,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2015-08-05 20:49:08.776012,63530.0,202.87347400000002
2015-02-05 16:48:15.192806,rodeo_normal,,main_w2_handler0,2195599,8670335,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6915968313,fastqsanger,6915968313.0,fastqsanger,2655582.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18415561,18415562,0,,,,,basic,,,,,,,"""A""","""707""",,21021942,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2015-02-05 16:52:22.287640,59220.0,247.09483400000002
2015-02-03 04:27:10.792566,rodeo_normal,,main_w1_handler1,2168116,8654488,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6572405959,fastqsanger,7942371199.0,fastqsanger,2626477.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18188427,18170472,0,,,,,basic,,,,,,,"""A""","""unknown sample""",,20399901,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2015-02-03 04:30:30.572511,54595.0,199.77994500000003
2015-02-24 09:51:01.363373,rodeo_normal,,main_w2_handler0,2185516,8801318,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3160738134,fastqsanger,3160738134.0,fastqsanger,2894353.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18607336,18607336,0,,,,,basic,,,,,,,"""A""","""SRR868866""",,21273859,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2015-02-24 09:52:56.088609,59675.0,114.72523600000001
2015-08-05 20:45:45.182219,slurm_normal,,main_w1_handler2,2306509,10069378,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3407032736,fastqsanger,,,4347618.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",20689965,,0,,,,,basic,,,,,,,"""A""","""unknown sample""",,24466183,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2015-08-05 20:50:50.813969,63530.0,305.63175
2015-12-13 07:28:09.896983,slurm_normal,,main_w1_handler2,2529151,11165731,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2492719525,fastqsanger,2492719525.0,fastqsanger,5435311.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",22431976,22431977,0,,,,,basic,,,,,,,"""A""","""QAUGMER""",,26604475,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2015-12-13 07:31:22.219272,74827.0,192.322289
2015-05-21 21:29:36.592352,slurm_normal,,main_w1_handler0,2304940,9514631,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8746464707,fastqsanger,8746464707.0,fastqsanger,3834819.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19711951,19712001,0,,,,,basic,,,,,,,"""A""","""5AzaC""",,23229750,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2015-05-21 21:53:08.567952,63470.0,1411.9756
2015-06-30 16:40:27.921574,slurm_normal,,main_w2_handler1,2208197,9769254,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2946974402,fastqsanger,,,4071619.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",20192465,,0,,,,,basic,,,,,,,"""c2-HA""","""C2HA""",,23358447,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2015-06-30 16:44:19.229787,51766.0,231.30821300000002
2015-10-16 00:04:21.085591,slurm_normal,,main_w1_handler1,2473062,10589942,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4670122251,fastqsanger,,,4859852.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21543472,,0,,,,,basic,,,,,,,"""A""","""unknown sample""",,25716073,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2015-10-16 00:08:04.007677,71395.0,222.922086
2015-09-06 12:56:49.582592,slurm_normal,,main_w1_handler1,2429620,10267047,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3359947709,fastqsanger,,,4553962.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21021882,,0,,,,,basic,,,,,,,"""A""","""unknown sample""",,25039300,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2015-09-06 14:04:57.741034,52374.0,4088.1584420000004
2015-07-10 21:59:28.586242,slurm_normal,,main_w2_handler1,2369540,9836245,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1684196023,fastqsanger,1684196023.0,fastqsanger,4133131.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20271972,20272040,0,,,,,basic,,,,,,,"""A""","""unknown sample""",,24055581,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2015-07-10 22:03:47.787624,65851.0,259.201382
2015-02-25 05:22:29.944566,rodeo_normal,,main_w2_handler0,2185516,8809678,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4001498356,fastqsanger,4001498356.0,fastqsanger,2908584.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18607339,18607339,0,,,,,basic,,,,,,,"""A""","""unknown sample""",,21273859,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2015-02-25 05:24:56.604697,59675.0,146.660131
2015-11-19 01:42:24.029209,slurm_normal,,main_w2_handler1,2510104,10942236,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",14547272337,fastqsanger,,,5198603.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",22061820,,0,,,,,basic,,,,,,,"""A""","""Bichon_HG""",,26322854,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2015-11-19 01:48:16.592498,73648.0,352.563289
2015-11-19 19:05:36.822640,slurm_normal,,main_w1_handler2,2510104,10952085,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",14547301092,fastqsanger,,,5211621.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",22058270,,0,,,,,basic,,,,,,,"""A""","""unknown sample""",,26322854,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2015-11-19 19:09:42.191352,73648.0,245.36871200000002
2015-07-10 22:16:41.499692,slurm_normal,,main_w2_handler1,2369540,9836537,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1684196023,fastqsanger,1684196023.0,fastqsanger,4133322.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20271972,20272040,0,,,,,basic,,,,,,,"""A""","""unknown sample""",,24055581,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2015-07-10 22:19:58.911570,65851.0,197.411878
2015-02-03 15:34:36.275187,rodeo_normal,,main_w1_handler0,2168116,8656881,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5751143625,fastqsanger,6949925895.0,fastqsanger,2631074.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18188426,18170470,0,,,,,basic,,,,,,,"""A""","""CD127""",,20399901,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2015-02-03 15:38:41.121388,54595.0,244.846201
2015-01-22 16:00:34.034277,rodeo_normal,,main_w1_handler1,2169286,8587496,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11740789997,fastqsanger,,,2535250.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18269730,,0,,,,,basic,,,,,,,"""A""","""INPUT""",,20017538,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2015-01-22 16:06:08.761137,56227.0,334.72686000000004
2015-02-24 11:47:58.708329,rodeo_normal,,main_w2_handler0,2185516,8802025,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4001498356,fastqsanger,4001498356.0,fastqsanger,2895742.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18607339,18607339,0,,,,,basic,,,,,,,"""A""","""unknown sample""",,21273859,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2015-02-24 11:50:57.301253,59675.0,178.592924
2015-02-03 15:45:14.874730,rodeo_normal,,main_w2_handler1,2168116,8656922,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7942371199,fastqsanger,6572405959.0,fastqsanger,2631158.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18170472,18188427,0,,,,,basic,,,,,,,"""A""","""unknown sample""",,20399901,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2015-02-03 15:49:34.396445,54595.0,259.52171500000003
2015-01-18 00:41:39.691350,rodeo_normal,,main_w1_handler1,2176738,8562931,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2863181217,fastqsanger,,,2494478.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18233423,,0,,,,,basic,,,,,,,"""A""","""SPSAWTrep8""",,20540356,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2015-01-18 02:53:19.399248,,7899.707898000001
2015-02-24 12:06:48.388479,rodeo_normal,,main_w1_handler1,2185516,8802144,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4052016656,fastqsanger,4052016656.0,fastqsanger,2895913.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18607337,18607337,0,,,,,basic,,,,,,,"""A""","""unknown sample""",,21273859,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2015-02-24 12:09:46.184202,59675.0,177.795723
2015-09-02 20:48:23.672953,slurm_normal,,main_w1_handler2,2425498,10247296,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2598600035,fastqillumina,,,4532717.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20989966,,0,,,,,basic,,,,,,,"""A""","""unknown sample""",,24966939,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2015-09-02 20:51:40.189693,19737.0,196.51674
2015-08-05 18:11:16.772716,slurm_normal,,main_w2_handler1,2306509,10068695,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3492513873,fastqsanger,,,4347045.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",20689967,,0,,,,,basic,,,,,,,"""A""","""unknown sample""",,24466183,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2015-08-05 18:15:07.511394,63530.0,230.73867800000002
2014-12-20 21:51:34.877339,rodeo_normal,,main_w2_handler0,2145197,8450998,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3518359718,fastqsanger,3518359718.0,fastqsanger,2355831.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18036793,18036794,0,,,,,basic,,,,,,,"""A""","""unknown sample""",,19869087,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2014-12-20 21:54:08.572742,56853.0,153.695403
2015-01-21 19:53:20.005275,rodeo_normal,,main_w1_handler0,2096625,8581562,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2024632953,fastqcssanger,1889150169.0,fastqcssanger,2526399.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18260823,18260869,0,,,,,basic,,,,,,,"""A""","""unknown sample""",,20593518,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2015-01-21 19:56:40.288875,54898.0,200.2836
2015-01-23 13:01:20.823056,rodeo_normal,,main_w1_handler1,2181942,8593679,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4628965384,fastqsanger,4578035616.0,fastqsanger,2544966.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18276886,18276887,0,,,,,basic,,,,,,,"""A""","""unknown sample""",,20394139,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2015-01-23 13:07:47.563377,56853.0,386.74032100000005
