chromInfo,chromInfo_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,input_variants_0|input_variant,input_variants_0|input_variant_filetype,input_variants_10|input_variant,input_variants_10|input_variant_filetype,input_variants_11|input_variant,input_variants_11|input_variant_filetype,input_variants_12|input_variant,input_variants_12|input_variant_filetype,input_variants_13|input_variant,input_variants_13|input_variant_filetype,input_variants_14|input_variant,input_variants_14|input_variant_filetype,input_variants_1|input_variant,input_variants_1|input_variant_filetype,input_variants_2|input_variant,input_variants_2|input_variant_filetype,input_variants_3|input_variant,input_variants_3|input_variant_filetype,input_variants_4|input_variant,input_variants_4|input_variant_filetype,input_variants_5|input_variant,input_variants_5|input_variant_filetype,input_variants_6|input_variant,input_variants_6|input_variant_filetype,input_variants_7|input_variant,input_variants_7|input_variant_filetype,input_variants_8|input_variant,input_variants_8|input_variant_filetype,input_variants_9|input_variant,input_variants_9|input_variant_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.analysis_param_type.__current_case__,parameters.analysis_param_type.analysis_param_type_selector,parameters.analysis_param_type.assume_identical_samples,parameters.analysis_param_type.filtered_are_uncalled,parameters.analysis_param_type.filtered_records_merge_type,parameters.analysis_param_type.minimal_vcf,parameters.analysis_param_type.minimum_n,parameters.analysis_param_type.print_complex_merges,parameters.analysis_param_type.set_key,parameters.chromInfo,parameters.dbkey,parameters.gatk_param_type.__current_case__,parameters.gatk_param_type.gatk_param_type_selector,parameters.genotype_merge_option,parameters.reference_source.__current_case__,parameters.reference_source.input_variants,parameters.reference_source.ref_file,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,ref_file,ref_file_filetype,reference_source|input_variants_0|input_variant,reference_source|input_variants_0|input_variant_filetype,reference_source|input_variants_10|input_variant,reference_source|input_variants_10|input_variant_filetype,reference_source|input_variants_11|input_variant,reference_source|input_variants_11|input_variant_filetype,reference_source|input_variants_12|input_variant,reference_source|input_variants_12|input_variant_filetype,reference_source|input_variants_13|input_variant,reference_source|input_variants_13|input_variant_filetype,reference_source|input_variants_14|input_variant,reference_source|input_variants_14|input_variant_filetype,reference_source|input_variants_15|input_variant,reference_source|input_variants_15|input_variant_filetype,reference_source|input_variants_16|input_variant,reference_source|input_variants_16|input_variant_filetype,reference_source|input_variants_17|input_variant,reference_source|input_variants_17|input_variant_filetype,reference_source|input_variants_18|input_variant,reference_source|input_variants_18|input_variant_filetype,reference_source|input_variants_19|input_variant,reference_source|input_variants_19|input_variant_filetype,reference_source|input_variants_1|input_variant,reference_source|input_variants_1|input_variant_filetype,reference_source|input_variants_20|input_variant,reference_source|input_variants_20|input_variant_filetype,reference_source|input_variants_21|input_variant,reference_source|input_variants_21|input_variant_filetype,reference_source|input_variants_2|input_variant,reference_source|input_variants_2|input_variant_filetype,reference_source|input_variants_3|input_variant,reference_source|input_variants_3|input_variant_filetype,reference_source|input_variants_4|input_variant,reference_source|input_variants_4|input_variant_filetype,reference_source|input_variants_5|input_variant,reference_source|input_variants_5|input_variant_filetype,reference_source|input_variants_6|input_variant,reference_source|input_variants_6|input_variant_filetype,reference_source|input_variants_7|input_variant,reference_source|input_variants_7|input_variant_filetype,reference_source|input_variants_8|input_variant,reference_source|input_variants_8|input_variant_filetype,reference_source|input_variants_9|input_variant,reference_source|input_variants_9|input_variant_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-09-13 15:39:11.844931,slurm_normal,,main_w3_handler0,3251072,16807273,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10876287.roundup,slurm,,corral-repl,,"""af56a052989911e7a90f005056ba55fb""",1,advanced,false,false,KEEP_IF_ANY_UNFILTERED,false,1,false,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/ce10.len""","""ce10""",0,basic,"""UNIQUIFY""",1,"[{'__index__': 0, 'input_variant': {'values': [{'src': 'hda', 'id': 31211022}]}, 'input_variant_name': 'A'}, {'__index__': 1, 'input_variant': {'values': [{'src': 'hda', 'id': 31208529}]}, 'input_variant_name': 'B'}]",,"[{'src': 'hda', 'id': 31216145}]",history,3784139575.0,fasta,4483444.0,vcf,,,,,,,,,,,,,,,,,,,,,471895.0,vcf,,,,,,,,,,,,,,,,,,,,,,,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_combine/gatk_variant_combine/0.0.4,0.0.4,,2017-09-13 15:49:20.452231,55366,608.6073
,,2016-06-06 10:51:48.635203,slurm_normal,,main_w2_handler0,2631931,13082106,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7266781.roundup,slurm,,corral-repl,,,0,basic,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,basic,"""UNIQUIFY""",1,"[{'__index__': 0, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5546a5ff0206addd8'}]}, 'input_variant_name': 'anu3'}, {'__index__': 1, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5bb2ab5ee78bc95d7'}]}, 'input_variant_name': 'den1'}, {'__index__': 2, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b56269b3db95f57fc4'}]}, 'input_variant_name': 'den2'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b573051810e56f391d'}]",history,120654912.0,fasta,112691244.0,vcf,,,,,,,,,,,,,,,,,,,,,123836744.0,vcf,,,,,120988810.0,vcf,,,,,,,,,,,,,,,,29101110.0,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_combine/gatk_variant_combine/0.0.4,0.0.4,,2016-06-06 10:55:02.517785,66258,193.882582
,,2016-08-28 19:23:18.046973,slurm_normal,,main_w4_handler1,2798687,13736407,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7955540.roundup,slurm,,corral-repl,,,0,basic,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,basic,"""PRIORITIZE""",0,"[{'__index__': 0, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b590463a6415ebca8f'}]}, 'input_variant_name': '19202122'}, {'__index__': 1, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5753a214937452dbc'}]}, 'input_variant_name': '18'}, {'__index__': 2, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b56ee962f8625f2bd3'}]}, 'input_variant_name': '17'}]",hg_g1k_v37,,cached,,,894037885.0,vcf,,,,,,,,,,,,,,,,,,,,,352646677.0,vcf,,,,,362645238.0,vcf,,,,,,,,,,,,,,,,32431803.0,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_combine/gatk_variant_combine/0.0.4,0.0.4,,2016-08-28 19:26:33.298741,88856,195.251768
,,2015-09-11 09:19:25.141914,slurm_normal,,main_w2_handler1,2418437,10300609,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",22892499.0,vcf,,,,,,,,,,,23869277.0,vcf,20410669.0,vcf,20947941.0,vcf,22755510.0,vcf,21650879.0,vcf,,,,,,,,,4585617.roundup,slurm,,corral-repl,,,0,basic,,,,,,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",0,basic,"""UNIQUIFY""",0,"[{'__index__': 0, 'input_variant': 21056184, 'input_variant_name': 'hspd3002'}, {'__index__': 1, 'input_variant': 21069400, 'input_variant_name': 'hspd3010'}, {'__index__': 2, 'input_variant': 21069405, 'input_variant_name': 'hspd3020'}, {'__index__': 3, 'input_variant': 21069415, 'input_variant_name': 'hspd3021'}, {'__index__': 4, 'input_variant': 21069419, 'input_variant_name': 'hspd3022'}, {'__index__': 5, 'input_variant': 21069422, 'input_variant_name': 'hspd3040'}]",hg_g1k_v37,,cached,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25017390.0,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_combine/gatk_variant_combine/0.0.4,0.0.4,,2015-09-11 09:21:22.699287,67855,117.55737300000001
,,2016-08-28 19:18:42.029052,slurm_normal,,main_w4_handler1,2798687,13736385,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7955515.roundup,slurm,,corral-repl,,,0,basic,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,basic,"""PRIORITIZE""",0,"[{'__index__': 0, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b590463a6415ebca8f'}]}, 'input_variant_name': '19202122'}, {'__index__': 1, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5753a214937452dbc'}]}, 'input_variant_name': '18'}, {'__index__': 2, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b56ee962f8625f2bd3'}]}, 'input_variant_name': '17'}, {'__index__': 3, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5ecb09701be73ac0d'}]}, 'input_variant_name': '16'}]",hg_g1k_v37,,cached,,,894037885.0,vcf,,,,,,,,,,,,,,,,,,,,,352646677.0,vcf,,,,,362645238.0,vcf,419415671.0,vcf,,,,,,,,,,,,,,32431803.0,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_combine/gatk_variant_combine/0.0.4,0.0.4,,2016-08-28 19:22:15.161781,88856,213.132729
,,2015-03-10 20:16:16.017407,rodeo_normal,,main_w1_handler1,2233236,8911633,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",476934.0,vcf,1261758.0,vcf,1348732.0,vcf,2583039.0,vcf,2797912.0,vcf,,,1637393.0,vcf,1734152.0,vcf,2500533.0,vcf,978209.0,vcf,1996967.0,vcf,2383788.0,vcf,2963946.0,vcf,2911128.0,vcf,991252.0,vcf,3097888.roundup,slurm,,corral-repl,,,0,basic,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,basic,"""PRIORITIZE""",0,"[{'__index__': 0, 'input_variant': 18808800, 'input_variant_name': '1'}, {'__index__': 1, 'input_variant': 18808799, 'input_variant_name': '2'}, {'__index__': 2, 'input_variant': 18808798, 'input_variant_name': '3'}, {'__index__': 3, 'input_variant': 18808796, 'input_variant_name': '4'}, {'__index__': 4, 'input_variant': 18808795, 'input_variant_name': '5'}, {'__index__': 5, 'input_variant': 18808791, 'input_variant_name': '6'}, {'__index__': 6, 'input_variant': 18808787, 'input_variant_name': '7'}, {'__index__': 7, 'input_variant': 18808786, 'input_variant_name': '8'}, {'__index__': 8, 'input_variant': 18808785, 'input_variant_name': '9'}, {'__index__': 9, 'input_variant': 18808784, 'input_variant_name': '10'}, {'__index__': 10, 'input_variant': 18808783, 'input_variant_name': '11'}, {'__index__': 11, 'input_variant': 18808781, 'input_variant_name': '12'}, {'__index__': 12, 'input_variant': 18808780, 'input_variant_name': '13'}, {'__index__': 13, 'input_variant': 18808779, 'input_variant_name': '14'}]",hg_g1k_v37,,cached,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21700235.0,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_combine/gatk_variant_combine/0.0.4,0.0.4,,2015-03-10 20:18:20.016851,5835,123.99944400000001
,,2015-03-10 20:01:31.439762,rodeo_normal,,main_w2_handler0,2233236,8911523,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",476934.0,vcf,1261758.0,vcf,1348732.0,vcf,2583039.0,vcf,2797912.0,vcf,,,1637393.0,vcf,1734152.0,vcf,2500533.0,vcf,978209.0,vcf,1996967.0,vcf,2383788.0,vcf,2963946.0,vcf,2911128.0,vcf,991252.0,vcf,3097720.roundup,slurm,,corral-repl,,,0,basic,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,basic,"""PRIORITIZE""",0,"[{'__index__': 0, 'input_variant': 18808800, 'input_variant_name': '1'}, {'__index__': 1, 'input_variant': 18808799, 'input_variant_name': '2'}, {'__index__': 2, 'input_variant': 18808798, 'input_variant_name': '3'}, {'__index__': 3, 'input_variant': 18808796, 'input_variant_name': '4'}, {'__index__': 4, 'input_variant': 18808795, 'input_variant_name': '5'}, {'__index__': 5, 'input_variant': 18808791, 'input_variant_name': '6'}, {'__index__': 6, 'input_variant': 18808787, 'input_variant_name': '7'}, {'__index__': 7, 'input_variant': 18808786, 'input_variant_name': '8'}, {'__index__': 8, 'input_variant': 18808785, 'input_variant_name': '9'}, {'__index__': 9, 'input_variant': 18808784, 'input_variant_name': '10'}, {'__index__': 10, 'input_variant': 18808783, 'input_variant_name': '11'}, {'__index__': 11, 'input_variant': 18808781, 'input_variant_name': '12'}, {'__index__': 12, 'input_variant': 18808780, 'input_variant_name': '13'}, {'__index__': 13, 'input_variant': 18808779, 'input_variant_name': '14'}]",hg_g1k_v37,,cached,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21309773.0,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_combine/gatk_variant_combine/0.0.4,0.0.4,,2015-03-10 20:03:20.634093,5835,109.194331
,,2016-08-28 19:08:29.066998,slurm_normal,,main_w4_handler0,2798687,13736356,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7955486.roundup,slurm,,corral-repl,,,0,basic,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,basic,"""PRIORITIZE""",0,"[{'__index__': 0, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5edeaf43c35536a87'}]}, 'input_variant_name': '2122'}, {'__index__': 1, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b50c50e995b730c57c'}]}, 'input_variant_name': '19'}, {'__index__': 2, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5753a214937452dbc'}]}, 'input_variant_name': '18'}, {'__index__': 3, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b56ee962f8625f2bd3'}]}, 'input_variant_name': '17'}, {'__index__': 4, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5ecb09701be73ac0d'}]}, 'input_variant_name': '16'}]",hg_g1k_v37,,cached,,,335932262.0,vcf,,,,,,,,,,,,,,,,,,,,,286176807.0,vcf,,,,,352646677.0,vcf,362645238.0,vcf,419415671.0,vcf,,,,,,,,,,,,32431803.0,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_combine/gatk_variant_combine/0.0.4,0.0.4,,2016-08-28 19:12:11.407557,88856,222.340559
,,2015-10-19 16:15:07.751570,slurm_normal,,main_w1_handler2,2470745,10641524,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",127171537.0,vcf,,,,,,,,,,,130070171.0,vcf,127212791.0,vcf,,,,,,,,,,,,,,,4906052.roundup,slurm,,corral-repl,,,0,basic,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,basic,"""UNIQUIFY""",1,"[{'__index__': 0, 'input_variant': 21606078, 'input_variant_name': '1_anu4api5'}, {'__index__': 1, 'input_variant': 21606083, 'input_variant_name': '2_anu1api1'}, {'__index__': 2, 'input_variant': 21606088, 'input_variant_name': '3_anu9sca1'}]",21591898,,history,121183082.0,fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25209174.0,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_combine/gatk_variant_combine/0.0.4,0.0.4,,2015-10-19 16:17:47.899855,37688,160.14828500000002
,,2016-06-06 11:18:41.065682,slurm_normal,,main_w2_handler1,2631931,13083107,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7267337.roundup,slurm,,corral-repl,,,0,basic,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,basic,"""UNIQUIFY""",1,"[{'__index__': 0, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b504d650daa0740af1'}]}, 'input_variant_name': 'c1'}, {'__index__': 1, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5bb2ab5ee78bc95d7'}]}, 'input_variant_name': 'den1'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b573051810e56f391d'}]",history,120654912.0,fasta,142715369.0,vcf,,,,,,,,,,,,,,,,,,,,,123836744.0,vcf,,,,,,,,,,,,,,,,,,,,,,29101110.0,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_combine/gatk_variant_combine/0.0.4,0.0.4,,2016-06-06 11:23:40.177353,66258,299.111671
