chromInfo,chromInfo_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,input_variants_0|input_variant,input_variants_0|input_variant_filetype,input_variants_10|input_variant,input_variants_10|input_variant_filetype,input_variants_11|input_variant,input_variants_11|input_variant_filetype,input_variants_12|input_variant,input_variants_12|input_variant_filetype,input_variants_13|input_variant,input_variants_13|input_variant_filetype,input_variants_14|input_variant,input_variants_14|input_variant_filetype,input_variants_1|input_variant,input_variants_1|input_variant_filetype,input_variants_2|input_variant,input_variants_2|input_variant_filetype,input_variants_3|input_variant,input_variants_3|input_variant_filetype,input_variants_4|input_variant,input_variants_4|input_variant_filetype,input_variants_5|input_variant,input_variants_5|input_variant_filetype,input_variants_6|input_variant,input_variants_6|input_variant_filetype,input_variants_7|input_variant,input_variants_7|input_variant_filetype,input_variants_8|input_variant,input_variants_8|input_variant_filetype,input_variants_9|input_variant,input_variants_9|input_variant_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.analysis_param_type.__current_case__,parameters.analysis_param_type.analysis_param_type_selector,parameters.analysis_param_type.assume_identical_samples,parameters.analysis_param_type.filtered_are_uncalled,parameters.analysis_param_type.filtered_records_merge_type,parameters.analysis_param_type.minimal_vcf,parameters.analysis_param_type.minimum_n,parameters.analysis_param_type.print_complex_merges,parameters.analysis_param_type.set_key,parameters.chromInfo,parameters.dbkey,parameters.gatk_param_type.__current_case__,parameters.gatk_param_type.gatk_param_type_selector,parameters.genotype_merge_option,parameters.reference_source.__current_case__,parameters.reference_source.input_variants,parameters.reference_source.ref_file,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,ref_file,ref_file_filetype,reference_source|input_variants_0|input_variant,reference_source|input_variants_0|input_variant_filetype,reference_source|input_variants_10|input_variant,reference_source|input_variants_10|input_variant_filetype,reference_source|input_variants_11|input_variant,reference_source|input_variants_11|input_variant_filetype,reference_source|input_variants_12|input_variant,reference_source|input_variants_12|input_variant_filetype,reference_source|input_variants_13|input_variant,reference_source|input_variants_13|input_variant_filetype,reference_source|input_variants_14|input_variant,reference_source|input_variants_14|input_variant_filetype,reference_source|input_variants_15|input_variant,reference_source|input_variants_15|input_variant_filetype,reference_source|input_variants_16|input_variant,reference_source|input_variants_16|input_variant_filetype,reference_source|input_variants_17|input_variant,reference_source|input_variants_17|input_variant_filetype,reference_source|input_variants_18|input_variant,reference_source|input_variants_18|input_variant_filetype,reference_source|input_variants_19|input_variant,reference_source|input_variants_19|input_variant_filetype,reference_source|input_variants_1|input_variant,reference_source|input_variants_1|input_variant_filetype,reference_source|input_variants_20|input_variant,reference_source|input_variants_20|input_variant_filetype,reference_source|input_variants_21|input_variant,reference_source|input_variants_21|input_variant_filetype,reference_source|input_variants_2|input_variant,reference_source|input_variants_2|input_variant_filetype,reference_source|input_variants_3|input_variant,reference_source|input_variants_3|input_variant_filetype,reference_source|input_variants_4|input_variant,reference_source|input_variants_4|input_variant_filetype,reference_source|input_variants_5|input_variant,reference_source|input_variants_5|input_variant_filetype,reference_source|input_variants_6|input_variant,reference_source|input_variants_6|input_variant_filetype,reference_source|input_variants_7|input_variant,reference_source|input_variants_7|input_variant_filetype,reference_source|input_variants_8|input_variant,reference_source|input_variants_8|input_variant_filetype,reference_source|input_variants_9|input_variant,reference_source|input_variants_9|input_variant_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-08-28 19:00:39.200559,slurm_normal,,main_w3_handler0,2798687,13736315,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7955414.roundup,slurm,,corral-repl,,,0,basic,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,basic,"""PRIORITIZE""",0,"[{'__index__': 0, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5f7c387c794cd300a'}]}, 'input_variant_name': '1'}, {'__index__': 1, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b56ca6c8ed64af57a6'}]}, 'input_variant_name': '2'}, {'__index__': 2, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b513fd10d7e0f7ad9c'}]}, 'input_variant_name': '3'}, {'__index__': 3, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5052db21780a4f271'}]}, 'input_variant_name': '4'}, {'__index__': 4, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5c4932ad604df4906'}]}, 'input_variant_name': '5'}, {'__index__': 5, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b592a3678aa44db21a'}]}, 'input_variant_name': '6'}, {'__index__': 6, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5b27a3b7311dacd58'}]}, 'input_variant_name': '7'}, {'__index__': 7, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b57bad6561dd7fe4c2'}]}, 'input_variant_name': '8'}, {'__index__': 8, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b52487bbbf3458fc61'}]}, 'input_variant_name': '9'}, {'__index__': 9, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b56e1e6ec62bbd229e'}]}, 'input_variant_name': '10'}, {'__index__': 10, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5c43ab4d25079fd03'}]}, 'input_variant_name': '11'}, {'__index__': 11, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b55e1b994295e1ae3c'}]}, 'input_variant_name': '12'}, {'__index__': 12, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5d84e18826e022dca'}]}, 'input_variant_name': '13'}, {'__index__': 13, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b50e52509d884e552a'}]}, 'input_variant_name': '14'}, {'__index__': 14, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b575127f849beb8ddb'}]}, 'input_variant_name': '15'}, {'__index__': 15, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5ecb09701be73ac0d'}]}, 'input_variant_name': '16'}, {'__index__': 16, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b56ee962f8625f2bd3'}]}, 'input_variant_name': '17'}, {'__index__': 17, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5753a214937452dbc'}]}, 'input_variant_name': '18'}, {'__index__': 18, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b50c50e995b730c57c'}]}, 'input_variant_name': '19'}, {'__index__': 19, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b59907107ac42803dd'}]}, 'input_variant_name': '20'}, {'__index__': 20, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b554aa2206ee26c687'}]}, 'input_variant_name': '21'}, {'__index__': 21, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5c040d03f8d9236f8'}]}, 'input_variant_name': '22'}]",hg_g1k_v37,,cached,,,1004003098.0,vcf,630683252.0,vcf,603429081.0,vcf,445588504.0,vcf,413859472.0,vcf,377589230.0,vcf,419415671.0,vcf,362645238.0,vcf,352646677.0,vcf,286176807.0,vcf,281811509.0,vcf,1098303722.0,vcf,172361888.0,vcf,172207431.0,vcf,904420825.0,vcf,889502803.0,vcf,816129904.0,vcf,780206304.0,vcf,731231991.0,vcf,711343185.0,vcf,551673939.0,vcf,622838612.0,vcf,,32431803.0,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_combine/gatk_variant_combine/0.0.4,0.0.4,,2016-08-28 19:03:42.877647,88856,183.677088
,,2016-02-05 15:44:46.685364,slurm_normal,,main_w1_handler1,2411542,11723018,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5246938.0,vcf,2859115.0,vcf,4606052.0,vcf,4261175.0,vcf,2788200.0,vcf,4164899.0,vcf,3348868.0,vcf,4944122.0,vcf,3032207.0,vcf,4504365.0,vcf,3830264.0,vcf,2270205.0,vcf,3099619.0,vcf,1152587.0,vcf,2431450.0,vcf,5979232.roundup,slurm,,corral-repl,,,0,basic,,,,,,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",0,basic,"""UNIQUIFY""",0,"[{'__index__': 0, 'input_variant': 23187172, 'input_variant_name': 'SP3384'}, {'__index__': 1, 'input_variant': 23187166, 'input_variant_name': 'SP3383'}, {'__index__': 2, 'input_variant': 23187161, 'input_variant_name': 'SP3355'}, {'__index__': 3, 'input_variant': 23187159, 'input_variant_name': 'SP3329'}, {'__index__': 4, 'input_variant': 23187153, 'input_variant_name': 'SP3306'}, {'__index__': 5, 'input_variant': 23187146, 'input_variant_name': 'SP3174'}, {'__index__': 6, 'input_variant': 23187145, 'input_variant_name': 'SP3145'}, {'__index__': 7, 'input_variant': 23187144, 'input_variant_name': 'SP3043'}, {'__index__': 8, 'input_variant': 23187143, 'input_variant_name': 'SP3037'}, {'__index__': 9, 'input_variant': 23187140, 'input_variant_name': 'BP6052'}, {'__index__': 10, 'input_variant': 23187139, 'input_variant_name': 'BP6045'}, {'__index__': 11, 'input_variant': 23187138, 'input_variant_name': 'BP6039'}, {'__index__': 12, 'input_variant': 23187137, 'input_variant_name': 'BP6032'}, {'__index__': 13, 'input_variant': 23187136, 'input_variant_name': 'BP6025'}, {'__index__': 14, 'input_variant': 23187135, 'input_variant_name': 'BBe009'}]",hg_g1k_v37,,cached,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28071792.0,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_combine/gatk_variant_combine/0.0.4,0.0.4,,2016-02-05 15:47:06.549449,67897,139.86408500000002
,,2015-03-10 20:35:21.449029,rodeo_normal,,main_w2_handler1,2233340,8911730,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",476934.0,vcf,1261758.0,vcf,1348732.0,vcf,2583039.0,vcf,2797912.0,vcf,,,1637393.0,vcf,1734152.0,vcf,2500533.0,vcf,978209.0,vcf,1996967.0,vcf,2383788.0,vcf,2963946.0,vcf,2911128.0,vcf,991252.0,vcf,3098122.roundup,slurm,,corral-repl,,,0,basic,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,basic,"""PRIORITIZE""",0,"[{'__index__': 0, 'input_variant': 18809277, 'input_variant_name': '1'}, {'__index__': 1, 'input_variant': 18809276, 'input_variant_name': '2'}, {'__index__': 2, 'input_variant': 18809275, 'input_variant_name': '3'}, {'__index__': 3, 'input_variant': 18809274, 'input_variant_name': '4'}, {'__index__': 4, 'input_variant': 18809272, 'input_variant_name': '5'}, {'__index__': 5, 'input_variant': 18809271, 'input_variant_name': '6'}, {'__index__': 6, 'input_variant': 18809270, 'input_variant_name': '7'}, {'__index__': 7, 'input_variant': 18809269, 'input_variant_name': '8'}, {'__index__': 8, 'input_variant': 18809268, 'input_variant_name': '9'}, {'__index__': 9, 'input_variant': 18809267, 'input_variant_name': '10'}, {'__index__': 10, 'input_variant': 18809266, 'input_variant_name': '11'}, {'__index__': 11, 'input_variant': 18809265, 'input_variant_name': '12'}, {'__index__': 12, 'input_variant': 18809264, 'input_variant_name': '13'}, {'__index__': 13, 'input_variant': 18809263, 'input_variant_name': '14'}]",hg_g1k_v37,,cached,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21700339.0,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_combine/gatk_variant_combine/0.0.4,0.0.4,,2015-03-10 20:37:49.417094,60751,147.968065
,,2016-06-06 12:07:57.708121,slurm_normal,,main_w1_handler0,2729131,13083934,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7268049.roundup,slurm,,corral-repl,,,0,basic,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,basic,"""UNIQUIFY""",1,"[{'__index__': 0, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b50b9d6c77549dbbdb'}]}, 'input_variant_name': 'c2'}, {'__index__': 1, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b52d988d6a119dee4f'}]}, 'input_variant_name': '5'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b571c97c35c4fed4bc'}]",history,120654912.0,fasta,182599422.0,vcf,,,,,,,,,,,,,,,,,,,,,112679546.0,vcf,,,,,,,,,,,,,,,,,,,,,,30663512.0,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_combine/gatk_variant_combine/0.0.4,0.0.4,,2016-06-06 12:10:53.443813,85530,175.735692
,,2015-10-19 14:02:32.454797,slurm_normal,,main_w1_handler2,2470745,10639990,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",127171537.0,vcf,,,,,,,,,,,130070171.0,vcf,127212791.0,vcf,117328606.0,vcf,115428361.0,vcf,117002901.0,vcf,,,,,,,,,4904416.roundup,slurm,,corral-repl,,,0,basic,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,basic,"""UNIQUIFY""",1,"[{'__index__': 0, 'input_variant': 21606078, 'input_variant_name': '1_anu4api5'}, {'__index__': 1, 'input_variant': 21606083, 'input_variant_name': '2_anu1api1'}, {'__index__': 2, 'input_variant': 21606088, 'input_variant_name': '3_anu9sca1'}, {'__index__': 3, 'input_variant': 21612848, 'input_variant_name': '4_anu2sca4'}, {'__index__': 4, 'input_variant': 21612851, 'input_variant_name': '5_anu12sca5'}, {'__index__': 5, 'input_variant': 21612854, 'input_variant_name': '6_ero1api7'}]",21591898,,history,121183082.0,fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25209174.0,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_combine/gatk_variant_combine/0.0.4,0.0.4,,2015-10-19 14:05:23.184014,37688,170.729217
,,2016-06-06 11:49:17.331469,slurm_normal,,main_w2_handler1,2729131,13083812,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7267840.roundup,slurm,,corral-repl,,,0,basic,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,basic,"""UNIQUIFY""",1,"[{'__index__': 0, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b577f9100c8f45f0c0'}]}, 'input_variant_name': '2'}, {'__index__': 1, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b551f3f43edbbb0b76'}]}, 'input_variant_name': '3'}, {'__index__': 2, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5655c57d2ac5a1f40'}]}, 'input_variant_name': '4'}, {'__index__': 3, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b52d988d6a119dee4f'}]}, 'input_variant_name': '5'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b571c97c35c4fed4bc'}]",history,120654912.0,fasta,112691244.0,vcf,,,,,,,,,,,,,,,,,,,,,123836744.0,vcf,,,,,120988810.0,vcf,112679546.0,vcf,,,,,,,,,,,,,,30663512.0,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_combine/gatk_variant_combine/0.0.4,0.0.4,,2016-06-06 11:52:07.288034,85530,169.956565
,,2016-08-28 19:27:04.006747,slurm_normal,,main_w4_handler0,2798687,13736415,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7955548.roundup,slurm,,corral-repl,,,0,basic,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,basic,"""PRIORITIZE""",0,"[{'__index__': 0, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b590463a6415ebca8f'}]}, 'input_variant_name': '19202122'}, {'__index__': 1, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5753a214937452dbc'}]}, 'input_variant_name': '18'}]",hg_g1k_v37,,cached,,,894037885.0,vcf,,,,,,,,,,,,,,,,,,,,,352646677.0,vcf,,,,,,,,,,,,,,,,,,,,,,32431803.0,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_combine/gatk_variant_combine/0.0.4,0.0.4,,2016-08-28 19:28:49.480002,88856,105.47325500000001
,,2015-09-25 10:05:00.225420,slurm_normal,,main_w2_handler0,2440771,10420696,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",22004321.0,vcf,,,,,,,,,,,14993754.0,vcf,20461703.0,vcf,23947124.0,vcf,21875480.0,vcf,21711240.0,vcf,,,,,,,,,4699294.roundup,slurm,,corral-repl,,,0,basic,,,,,,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",0,basic,"""UNIQUIFY""",0,"[{'__index__': 0, 'input_variant': 21225542, 'input_variant_name': '1D'}, {'__index__': 1, 'input_variant': 21225568, 'input_variant_name': '2D'}, {'__index__': 2, 'input_variant': 21225578, 'input_variant_name': '3D'}, {'__index__': 3, 'input_variant': 21225585, 'input_variant_name': '4D'}, {'__index__': 4, 'input_variant': 21225589, 'input_variant_name': '5D'}, {'__index__': 5, 'input_variant': 21225593, 'input_variant_name': '6D'}]",hg_g1k_v37,,cached,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25017390.0,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_combine/gatk_variant_combine/0.0.4,0.0.4,,2015-09-25 10:08:09.632231,67855,189.406811
,,2015-10-20 13:47:31.369152,slurm_normal,,main_w2_handler1,2470745,10655878,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",130655432.0,vcf,,,,,,,,,,,114377085.0,vcf,,,,,,,,,,,,,,,,,4920166.roundup,slurm,,corral-repl,,,0,basic,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,basic,"""UNIQUIFY""",1,"[{'__index__': 0, 'input_variant': 21637663, 'input_variant_name': 'A'}, {'__index__': 1, 'input_variant': 21632971, 'input_variant_name': 'anu4'}]",21591898,,history,121183082.0,fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25209174.0,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_combine/gatk_variant_combine/0.0.4,0.0.4,,2015-10-20 13:51:06.776887,37688,215.407735
,,2016-06-06 12:13:15.594518,slurm_normal,,main_w1_handler0,2729131,13083977,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7268087.roundup,slurm,,corral-repl,,,0,basic,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,basic,"""UNIQUIFY""",1,"[{'__index__': 0, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b50b9d6c77549dbbdb'}]}, 'input_variant_name': 'c2'}, {'__index__': 1, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5d18ed16d1c2e30ef'}]}, 'input_variant_name': '7'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b571c97c35c4fed4bc'}]",history,120654912.0,fasta,182599422.0,vcf,,,,,,,,,,,,,,,,,,,,,109344547.0,vcf,,,,,,,,,,,,,,,,,,,,,,30663512.0,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_combine/gatk_variant_combine/0.0.4,0.0.4,,2016-06-06 12:16:16.720006,85530,181.12548800000002
,,2016-04-25 09:28:36.439247,slurm_normal,,main_w1_handler1,2631931,12600138,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6801333.roundup,slurm,,corral-repl,,,0,basic,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,basic,"""UNIQUIFY""",1,"[{'__index__': 0, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5546a5ff0206addd8'}]}, 'input_variant_name': 'anu3api3'}, {'__index__': 1, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5bb2ab5ee78bc95d7'}]}, 'input_variant_name': 'den1'}, {'__index__': 2, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b56269b3db95f57fc4'}]}, 'input_variant_name': 'den2'}, {'__index__': 3, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b547d36cad772f4b7b'}]}, 'input_variant_name': 'den3'}, {'__index__': 4, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b568559c13df2ad67b'}]}, 'input_variant_name': 'den4'}, {'__index__': 5, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b514b0c7780f6a7094'}]}, 'input_variant_name': 'den6'}, {'__index__': 6, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5dcac193c031665a5'}]}, 'input_variant_name': 'den7'}, {'__index__': 7, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5dc0190b453feb322'}]}, 'input_variant_name': 'den8'}, {'__index__': 8, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b526a638f82813d145'}]}, 'input_variant_name': 'den9'}, {'__index__': 9, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b57962edefcbaa7662'}]}, 'input_variant_name': 'den10'}, {'__index__': 10, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b500b7abfb9a574b0b'}]}, 'input_variant_name': 'den13'}, {'__index__': 11, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5594ff1e7206153f1'}]}, 'input_variant_name': 'den15'}, {'__index__': 12, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b573e7966c94224f06'}]}, 'input_variant_name': 'den17'}, {'__index__': 13, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b52bbc846eaaf702d3'}]}, 'input_variant_name': 'anu2sca4'}, {'__index__': 14, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5d1ce249469ffb604'}]}, 'input_variant_name': 'ero1api7'}, {'__index__': 15, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5e71d5eaa769b5ebc'}]}, 'input_variant_name': 'ond4'}, {'__index__': 16, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b54a097e99ca4fd803'}]}, 'input_variant_name': 'orb1'}, {'__index__': 17, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5236e3283480e608a'}]}, 'input_variant_name': 'sea3'}, {'__index__': 18, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5ec4a7a6328ff1934'}]}, 'input_variant_name': 'sea4'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b573051810e56f391d'}]",history,120654912.0,fasta,112691244.0,vcf,106470732.0,vcf,114526113.0,vcf,107537910.0,vcf,106656039.0,vcf,106335633.0,vcf,124254913.0,vcf,134372486.0,vcf,134289705.0,vcf,129711925.0,vcf,,,123836744.0,vcf,,,,,120988810.0,vcf,112679546.0,vcf,90114530.0,vcf,109344547.0,vcf,105444400.0,vcf,90114530.0,vcf,116042012.0,vcf,115759617.0,vcf,,29101110.0,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_combine/gatk_variant_combine/0.0.4,0.0.4,,2016-04-25 09:31:08.933159,66258,152.49391200000002
,,2015-03-10 20:09:51.168020,rodeo_normal,,main_w2_handler1,2233236,8911582,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",476934.0,vcf,1261758.0,vcf,1348732.0,vcf,2583039.0,vcf,2797912.0,vcf,,,1637393.0,vcf,1734152.0,vcf,2500533.0,vcf,978209.0,vcf,1996967.0,vcf,2383788.0,vcf,2963946.0,vcf,2911128.0,vcf,991252.0,vcf,3097811.roundup,slurm,,corral-repl,,,0,basic,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,basic,"""PRIORITIZE""",0,"[{'__index__': 0, 'input_variant': 18808800, 'input_variant_name': '1'}, {'__index__': 1, 'input_variant': 18808799, 'input_variant_name': '2'}, {'__index__': 2, 'input_variant': 18808798, 'input_variant_name': '3'}, {'__index__': 3, 'input_variant': 18808796, 'input_variant_name': '4'}, {'__index__': 4, 'input_variant': 18808795, 'input_variant_name': '5'}, {'__index__': 5, 'input_variant': 18808791, 'input_variant_name': '6'}, {'__index__': 6, 'input_variant': 18808787, 'input_variant_name': '7'}, {'__index__': 7, 'input_variant': 18808786, 'input_variant_name': '8'}, {'__index__': 8, 'input_variant': 18808785, 'input_variant_name': '9'}, {'__index__': 9, 'input_variant': 18808784, 'input_variant_name': '10'}, {'__index__': 10, 'input_variant': 18808783, 'input_variant_name': '11'}, {'__index__': 11, 'input_variant': 18808781, 'input_variant_name': '12'}, {'__index__': 12, 'input_variant': 18808780, 'input_variant_name': '13'}, {'__index__': 13, 'input_variant': 18808779, 'input_variant_name': '14'}]",hg_g1k_v37,,cached,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21309773.0,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_combine/gatk_variant_combine/0.0.4,0.0.4,,2015-03-10 20:12:51.616026,5835,180.44800600000002
,,2016-08-28 19:30:49.345660,slurm_normal,,main_w4_handler0,2798687,13736430,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7955560.roundup,slurm,,corral-repl,,,0,basic,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,basic,"""PRIORITIZE""",0,"[{'__index__': 0, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b590463a6415ebca8f'}]}, 'input_variant_name': '19202122'}, {'__index__': 1, 'input_variant': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5753a214937452dbc'}]}, 'input_variant_name': '18'}]",hg_g1k_v37,,cached,,,894037885.0,vcf,,,,,,,,,,,,,,,,,,,,,352646677.0,vcf,,,,,,,,,,,,,,,,,,,,,,32431803.0,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_combine/gatk_variant_combine/0.0.4,0.0.4,,2016-08-28 19:33:49.253405,88856,179.907745
