create_time,destination_id,exit_code,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input.values,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-10-14 19:56:38.494564,slurm_multi,,main_w4_handler2,2855435,14084927,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",408826530,tabular,8301717,slurm,,corral-repl,,1,yes,slurm_multi,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b597271fac629a8cd8'}]",,32443707,error,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-10-15 05:28:03.802114,5254,34285.307550000005
2016-07-01 09:48:47.511110,slurm_multi,,main_w2_handler2,2688080,13304659,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",221308554,tabular,7506347,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b50ba9aed24a120e3c'}]",,31135501,error,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-07-01 10:23:55.709740,77970,2108.1986300000003
2016-10-13 12:05:40.649513,slurm_multi,,main_w4_handler2,2852796,14072542,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",408826530,tabular,8289476,slurm,,corral-repl,,1,yes,slurm_multi,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b54fec7c22be2c1cc0'}]",,33389435,error,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-10-14 01:11:00.551471,61346,47119.901958
2016-10-16 02:46:26.679223,slurm_multi,,main_w3_handler2,2852796,14090726,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",408826530,tabular,8306992,slurm,,corral-repl,,1,yes,slurm_multi,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5358b57e2e992a1c2'}]",,33389435,error,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-10-16 07:00:51.515162,61346,15264.835939
2016-10-13 00:51:35.757518,slurm_multi,,main_w4_handler2,2852796,14068872,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",408826530,tabular,8286127,slurm,,corral-repl,,0,no,,"""309b19ea90df11e6a80d005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b54fec7c22be2c1cc0'}]",,33389435,error,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-10-13 04:51:53.264500,61346,14417.506982
2016-10-20 15:52:39.600791,slurm_multi,,main_w4_handler2,2852796,14132242,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",408826530,tabular,8346514,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b52e2be76ce87d4a64'}]",,33826315,error,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-10-21 05:57:32.000999,61346,50692.40020800001
2016-11-04 18:25:36.636270,reserved_multi,,main_w3_handler2,2873268,14255183,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",408826530,tabular,8463810.roundup,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b566d11665eb9859de'}]",,32443707,error,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-11-05 07:49:29.844222,5254,48233.207952000004
2016-10-26 03:34:51.122686,slurm_multi,,main_w3_handler2,2852796,14175112,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",408826530,tabular,8387821,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b52e2be76ce87d4a64'}]",,33907465,error,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-10-27 06:46:29.380053,61346,97898.25736700001
2016-10-28 18:27:09.589437,reserved_multi,,main_w3_handler2,2873268,14202020,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",408826530,tabular,8413646.roundup,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b566d11665eb9859de'}]",,32443707,error,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-10-29 02:13:02.704571,5254,27953.115134000003
