create_time,destination_id,exit_code,handler,history_id,id,imported,info,inputA,inputA_filetype,inputB,inputB_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.inputA,parameters.inputB,parameters.overlap,parameters.reciprocal,parameters.split,parameters.strand,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-03-07 19:36:59.429010,slurm_normal,,main_w1_handler0,1994270,12059933,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12462526156,bed,284972505,bed,6282938.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",23721326,23723853,"""1e-09""","""False""","""False""","""""",,28734093,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.22.0,2.22.0,,2016-03-07 19:43:41.738801,51544,402.309791
2016-03-07 18:56:19.104976,slurm_normal,,main_w1_handler0,1994270,12059411,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12462526156,bed,284972505,bed,6282493.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",23721326,23723853,"""1e-09""","""False""","""False""","""""",,28734093,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.22.0,2.22.0,,2016-03-07 19:01:21.074253,51544,301.96927700000003
2016-03-07 19:02:10.572954,slurm_normal,,main_w1_handler1,1994270,12059519,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12462526156,bed,284972505,bed,6282545.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",23721326,23723853,"""1e-09""","""False""","""False""","""""",,28734093,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.22.0,2.22.0,,2016-03-07 19:06:05.396819,51544,234.823865
