create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.auto_mean_filter_off,parameters.chromInfo,parameters.dbkey,parameters.fit_type,parameters.many_contrasts,parameters.normCounts,parameters.outlier_filter_off,parameters.outlier_replace_off,parameters.pdf,parameters.rep_factorName,parameters.tximport.__current_case__,parameters.tximport.mapping_format.__current_case__,parameters.tximport.mapping_format.gtf_file.values,parameters.tximport.mapping_format.mapping_format_selector,parameters.tximport.tximport_selector,rep_factorName_0|rep_factorLevel_0|countsFile,rep_factorName_0|rep_factorLevel_0|countsFile1,rep_factorName_0|rep_factorLevel_0|countsFile1_filetype,rep_factorName_0|rep_factorLevel_0|countsFile_filetype,rep_factorName_0|rep_factorLevel_1|countsFile,rep_factorName_0|rep_factorLevel_1|countsFile1,rep_factorName_0|rep_factorLevel_1|countsFile1_filetype,rep_factorName_0|rep_factorLevel_1|countsFile_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,tximport|gtf_file,tximport|gtf_file_filetype,update_time,user_id,runtime
2017-03-09 10:38:06.362335,slurm_normal,,main_w3_handler0,3022677,15251916,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9398131.roundup,slurm,,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/droVir3.len""","""droVir3""","""1""","""false""","""false""","""false""","""false""","""true""","[{""__index__"": 0, ""factorName"": ""embryo to adult miRNAs"", ""rep_factorLevel"": [{""__index__"": 0, ""factorLevel"": ""embryo 0-2h"", ""countsFile"": {""values"": [{""src"": ""hda"", ""id"": 28692450}]}}, {""__index__"": 1, ""factorLevel"": ""adult fly"", ""countsFile"": {""values"": [{""src"": ""hda"", ""id"": 28692451}]}}]}]",0,0,"[{'src': 'hda', 'id': 28674640}]",gtf,tximport,971797297,971797297,sam,sam,1959911904,1959911904,sam,sam,,36368374,error,toolshed.g2.bx.psu.edu/repos/iuc/deseq2/deseq2/2.11.38,2.11.38,,14556,gtf,2017-03-09 10:50:59.431495,96067,773.06916
