create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,input2,input2_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.begin_col,parameters.chromInfo,parameters.dbkey,parameters.end_col,parameters.ignore_empty_end_cols,parameters.input1,parameters.input1.values,parameters.input2,parameters.input2.values,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-11-08 16:17:59.171168,slurm_normal,,main_w3_handler0,3292703,17382358,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5235577644,fastqsanger,5235577644,fastqsanger,11444105,slurm,,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"""false""",,"[{'src': 'hda', 'id': 32152359}]",,"[{'src': 'hda', 'id': 32152359}]",,41395779,error,toolshed.g2.bx.psu.edu/repos/devteam/subtract_query/subtract_query1/0.1,0.1,,2017-11-08 16:24:42.362794,75576,403.19162600000004
2015-11-24 13:39:34.364836,slurm_normal,,main_w1_handler1,2505163,10994180,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",17356679074,fastqsanger,19121069980,sam,5253681.roundup,slurm,,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"""False""",22069213,,22133773,,,26254147,error,toolshed.g2.bx.psu.edu/repos/devteam/subtract_query/subtract_query1/0.1,0.1,,2015-11-24 13:44:03.024846,19650,268.66001
2016-03-01 02:04:06.967996,slurm_normal,,main_w2_handler0,2615259,11976988,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6683578984,fastqsanger,5403312494,fastqsanger,6206624.roundup,slurm,,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"""False""",23564914,,23565339,,,28705725,error,toolshed.g2.bx.psu.edu/repos/devteam/subtract_query/subtract_query1/0.1,0.1,,2016-03-01 02:06:42.707251,79464,155.739255
2015-10-19 14:16:13.564798,slurm_normal,,main_w1_handler2,2474440,10640085,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3786473186,bed,2806410102,bed,4904561.roundup,slurm,,corral-repl,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"""False""",21612137,,21612078,,,25772668,error,toolshed.g2.bx.psu.edu/repos/devteam/subtract_query/subtract_query1/0.1,0.1,,2015-10-19 14:19:47.795140,52233,214.230342
2015-04-13 13:38:41.496702,slurm_normal,,main_w1_handler1,2226089,9216573,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7805692303,fastqsanger,3575473523,fastqsanger,3498695.roundup,slurm,,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"""False""",18900271,,19264718,,,21344420,error,toolshed.g2.bx.psu.edu/repos/devteam/subtract_query/subtract_query1/0.1,0.1,,2015-04-13 13:41:36.356014,33259,174.85931200000002
2015-07-13 23:48:51.250258,slurm_normal,,main_w2_handler1,2372236,9855827,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9326134826,fastq,8773998298,fastq,4150716.roundup,slurm,,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"""False""",20339237,,20339706,,,24092514,error,toolshed.g2.bx.psu.edu/repos/devteam/subtract_query/subtract_query1/0.1,0.1,,2015-07-13 23:51:39.137020,65975,167.886762
2016-03-29 20:37:44.678835,slurm_normal,,main_w2_handler0,2650025,12277705,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5127032232,tabular,508767,tabular,6485638.roundup,slurm,,corral-repl,,,"""1""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""12""","""False""",24046284,,24051534,,,27174502,error,toolshed.g2.bx.psu.edu/repos/devteam/subtract_query/subtract_query1/0.1,0.1,,2016-03-29 20:45:11.011157,52613,446.33232200000003
2015-05-04 13:33:32.105622,slurm_normal,,main_w1_handler1,2292829,9387724,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4092701558,tabular,12738641,tabular,3721152.roundup,slurm,,corral-repl,,"""2656dfc2f26211e4bf83005056a52a46""",,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"""False""",19560256,,19560257,,,22857962,error,toolshed.g2.bx.psu.edu/repos/devteam/subtract_query/subtract_query1/0.1,0.1,,2015-05-04 13:57:28.755662,61465,1436.65004
2015-04-02 15:57:56.600753,slurm_normal,,main_w2_handler1,2239763,9125347,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11199210882,wig,19995080037,wig,3410292.roundup,slurm,,corral-repl,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"""False""",19113957,,19113959,,,22027169,error,toolshed.g2.bx.psu.edu/repos/devteam/subtract_query/subtract_query1/0.1,0.1,,2015-04-02 16:00:47.574489,37105,170.973736
2017-01-30 22:24:35.806156,slurm_normal,,main_w3_handler0,2974870,14909595,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3696494482,fastqsanger,2800808428,fastqsanger,9065718.roundup,slurm,,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"""false""",,"[{'src': 'hda', 'id': 28143957}]",,"[{'src': 'hda', 'id': 28145088}]",,35692916,error,toolshed.g2.bx.psu.edu/repos/devteam/subtract_query/subtract_query1/0.1,0.1,,2017-01-30 22:36:58.943466,33225,743.1373100000001
2015-06-15 03:51:30.368886,slurm_normal,,main_w2_handler0,2328080,9652228,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",19680499924,sam,12056022273,sam,3963183.roundup,slurm,,corral-repl,,,"""10""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""10""","""False""",20005194,,20005465,,,23524406,error,toolshed.g2.bx.psu.edu/repos/devteam/subtract_query/subtract_query1/0.1,0.1,,2015-06-15 04:00:14.297030,64383,523.9281440000001
2015-01-06 03:45:26.212849,rodeo_normal,,main_w2_handler0,2161426,8502749,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5559970560,fastqsanger,2803943,fasta,2420370.roundup,slurm,,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"""False""",18125135,,18136785,,,20271581,error,toolshed.g2.bx.psu.edu/repos/devteam/subtract_query/subtract_query1/0.1,0.1,,2015-01-06 03:47:02.392885,51343,96.180036
2015-11-24 14:09:01.796448,slurm_normal,,main_w1_handler1,2505163,10994584,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",14449776180,fastqsanger,15922584893,sam,5254079.roundup,slurm,,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"""False""",22069212,,22133771,,,26254147,error,toolshed.g2.bx.psu.edu/repos/devteam/subtract_query/subtract_query1/0.1,0.1,,2015-11-24 14:12:11.275742,19650,189.479294
2016-11-08 09:52:44.343725,slurm_normal,,main_w4_handler1,2196193,14282053,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",63152192103,vcf,61251914323,vcf,8490713.roundup,slurm,,corral-repl,,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",,"""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c272707d74edd26c'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b519a551901cfcbb19'}]",,34117953,error,toolshed.g2.bx.psu.edu/repos/devteam/subtract_query/subtract_query1/0.1,0.1,,2016-11-08 10:18:52.040868,37892,1567.697143
2015-03-13 19:48:00.388336,rodeo_normal,,main_w2_handler1,2229134,8945192,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7107267240,bed,4753827763,bed,3161058.roundup,slurm,,corral-repl,,,"""1""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""6""","""False""",18853101,,18853103,,,21640885,error,toolshed.g2.bx.psu.edu/repos/devteam/subtract_query/subtract_query1/0.1,0.1,,2015-03-13 19:51:30.557823,57381,210.169487
2015-03-13 19:52:09.466802,rodeo_normal,,main_w1_handler1,2229134,8945198,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7107267240,bed,4753827763,bed,3161069.roundup,slurm,,corral-repl,,,"""1""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""3""","""False""",18853101,,18853103,,,21640885,error,toolshed.g2.bx.psu.edu/repos/devteam/subtract_query/subtract_query1/0.1,0.1,,2015-03-13 19:58:34.815035,57381,385.34823300000005
2017-05-03 17:46:58.443228,slurm_normal,,main_w3_handler0,3093643,15738217,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",26270226601,vcf,5103,bed,9847937.roundup,slurm,,corral-repl,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"""false""",,"[{'src': 'hda', 'id': 29454123}]",,"[{'src': 'hda', 'id': 29454467}]",,37686689,error,toolshed.g2.bx.psu.edu/repos/devteam/subtract_query/subtract_query1/0.1,0.1,,2017-05-03 17:48:21.128811,104951,82.68558300000001
2015-06-15 02:19:53.793276,slurm_normal,,main_w1_handler2,2328080,9652113,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12056022273,sam,19680499924,sam,3963112.roundup,slurm,,corral-repl,,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"""True""",20005465,,20005194,,,23524406,error,toolshed.g2.bx.psu.edu/repos/devteam/subtract_query/subtract_query1/0.1,0.1,,2015-06-15 02:44:35.934935,64383,1482.1416590000001
2015-04-13 13:38:18.720291,slurm_normal,,main_w1_handler1,2226089,9216570,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3626895264,fastqsanger,3575473523,fastqsanger,3498691.roundup,slurm,,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"""False""",18900277,,19264719,,,21344420,error,toolshed.g2.bx.psu.edu/repos/devteam/subtract_query/subtract_query1/0.1,0.1,,2015-04-13 13:41:59.911288,33259,221.190997
2016-03-24 13:23:10.494135,slurm_normal,,main_w2_handler1,2621100,12242902,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1900329723,fastq,1900329723,fastq,6456715.roundup,slurm,,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"""False""",23962582,,23962582,,,29177406,error,toolshed.g2.bx.psu.edu/repos/devteam/subtract_query/subtract_query1/0.1,0.1,,2016-03-24 19:41:48.438762,79792,22717.944627
2015-11-24 13:39:12.203558,slurm_normal,,main_w2_handler1,2505163,10994175,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",14449776180,fastqsanger,15922584893,sam,5253674.roundup,slurm,,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"""False""",22069212,,22133771,,,26254147,error,toolshed.g2.bx.psu.edu/repos/devteam/subtract_query/subtract_query1/0.1,0.1,,2015-11-24 13:43:35.106620,19650,262.90306200000003
2014-12-05 19:51:26.971065,rodeo_normal,,main_w1_handler0,2139780,8338158,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1643209213,sam,1247460613,sam,2219745.roundup,slurm,,corral-repl,,,"""None""","""/galaxy-repl/localdata/chrom/ce6.len""","""ce6""","""None""","""True""",17818231,,17818628,,,17728483,error,toolshed.g2.bx.psu.edu/repos/devteam/subtract_query/subtract_query1/0.1,0.1,,2014-12-05 19:52:22.411265,44863,55.440200000000004
2015-01-07 04:03:57.841469,rodeo_normal,,main_w1_handler0,2111125,8507663,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12269218437,sam,10407638388,sam,2426410.roundup,slurm,,corral-repl,,,"""None""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""None""","""False""",18142892,,18144047,,,18451554,error,toolshed.g2.bx.psu.edu/repos/devteam/subtract_query/subtract_query1/0.1,0.1,,2015-01-07 04:05:01.089567,51856,63.248098000000006
2016-07-01 12:05:55.547138,slurm_normal,,main_w2_handler1,2754938,13305258,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2357171516,interval,2357171516,interval,7507046.roundup,slurm,,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5460b22c4540383ed'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5460b22c4540383ed'}]",,31218830,error,toolshed.g2.bx.psu.edu/repos/devteam/subtract_query/subtract_query1/0.1,0.1,,2016-07-01 12:07:55.460508,86849,119.91337
2015-04-24 07:54:36.859859,slurm_normal,,main_w2_handler0,2280740,9318903,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",185124740296,vcf,12087,vcf,3652639.roundup,slurm,,corral-repl,,"""24f9db92ea5711e4b9c9005056a52a46""",,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"""False""",19434742,,19447455,,,22639624,error,toolshed.g2.bx.psu.edu/repos/devteam/subtract_query/subtract_query1/0.1,0.1,,2015-04-24 09:10:54.960946,61465,4578.101087
2014-12-15 20:58:47.318831,rodeo_normal,,main_w1_handler0,2149952,8420451,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2934451892,sam,2416153637,tabular,2322026.roundup,slurm,,corral-repl,,"""0e0e622e849d11e4b7f8005056a52a46""",,"""/galaxy-repl/localdata/chrom/ce6.len""","""ce6""",,"""False""",17971202,,17971212,,,17687851,error,toolshed.g2.bx.psu.edu/repos/devteam/subtract_query/subtract_query1/0.1,0.1,,2014-12-16 02:00:10.465616,44863,18083.146785
2015-03-13 14:39:49.650868,rodeo_normal,,main_w1_handler1,2229134,8943017,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7107267240,bed,4753827763,bed,3157558.roundup,slurm,,corral-repl,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"""False""",18849812,,18849813,,,21752480,error,toolshed.g2.bx.psu.edu/repos/devteam/subtract_query/subtract_query1/0.1,0.1,,2015-03-13 14:43:01.112465,57381,191.461597
2015-03-13 14:49:13.107580,rodeo_normal,,main_w1_handler1,2229134,8943061,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7107267240,bed,4753827763,bed,3157670.roundup,slurm,,corral-repl,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"""False""",18849812,,18849813,,,21779739,error,toolshed.g2.bx.psu.edu/repos/devteam/subtract_query/subtract_query1/0.1,0.1,,2015-03-13 14:50:41.898900,57381,88.79132
2016-02-26 09:45:02.078434,slurm_normal,,main_w2_handler1,2612232,11948989,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4696455246,fastqsanger,6126552,bai,6181655.roundup,slurm,,corral-repl,,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"""False""",23518098,,23526013,,,28318681,error,toolshed.g2.bx.psu.edu/repos/devteam/subtract_query/subtract_query1/0.1,0.1,,2016-02-26 09:50:05.461401,78487,303.382967
2016-03-01 01:53:29.773131,slurm_normal,,main_w1_handler0,2615259,11976959,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6683578984,fastqsanger,5403312494,fastqsanger,6206543.roundup,slurm,,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"""False""",23564914,,23565339,,,28705725,error,toolshed.g2.bx.psu.edu/repos/devteam/subtract_query/subtract_query1/0.1,0.1,,2016-03-01 01:55:47.803489,79464,138.030358
