create_time,destination_id,exit_code,file_list,file_list_filetype,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.adv.alignments,parameters.adv.header,parameters.adv.matepairDist,parameters.adv.minMapq,parameters.adv.primary,parameters.adv.region,parameters.chromInfo,parameters.dbkey,parameters.input.__current_case__,parameters.input.file_list.values,parameters.input.input_select,parameters.outputformat,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-10-05 01:21:05.839096,slurm_normal,,1561565154,fastq,main_w3_handler1,2843180,14009165,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8227684.roundup,slurm,,corral-repl,,both,yes,,0,no,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",2,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50d6d85e5b33b183d'}]",file_list,"""bam""",,33466944,error,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/sam_dump/1.3.0,1.3.0,,2016-10-05 01:27:25.988346,,380.14925000000005
