create_time,destination_id,exit_code,fastq,fastq2,fastq2_filetype,fastq_filetype,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.allow_and_ignore_empty_lines,parameters.chromInfo,parameters.comment,parameters.dbkey,parameters.description,parameters.input_type.__current_case__,parameters.input_type.fastq,parameters.input_type.fastq2,parameters.input_type.input_type_selector,parameters.library_name,parameters.max_q,parameters.min_q,parameters.platform,parameters.platform_unit,parameters.predicted_insert_size,parameters.quality_format,parameters.read_group_name,parameters.run_date,parameters.sample_name,parameters.sequencing_center,parameters.strip_unpairied_mate_number,parameters.validation_stringency,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-01-23 20:18:38.977648,slurm_normal,,9996475517,,,fastq,main_w2_handler0,2575580,11587005,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5852523.roundup,slurm,,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,23017253,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",,27683586,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2016-01-23 20:26:08.259210,77335.0,449.281562
2015-12-08 21:06:23.343295,slurm_normal,,11325641087,11325641087.0,fastq,fastq,main_w1_handler1,2526435,11121782,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5387623.roundup,slurm,,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",1,22282368,22282371.0,pe,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",,26542635,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-12-08 21:13:51.283397,74614.0,447.940102
2015-05-07 14:27:48.202713,slurm_normal,,8485544796,,,fastq,main_w2_handler1,2296191,9422507,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3751852.roundup,slurm,,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,19614846,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",,22911776,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-05-07 14:34:09.582215,63170.0,381.379502
2015-08-31 02:53:57.812239,slurm_normal,,3726709779,,,fastqsanger,main_w2_handler1,1139014,10228166,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4502685.roundup,slurm,,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/sacCer3.len""","""""","""sacCer3""","""""",0,20450719,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",,24230835,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-08-31 02:59:39.249603,26638.0,341.437364
2015-12-15 14:47:17.502530,slurm_normal,,5321477425,,,fastqsanger,main_w1_handler2,2519831,11185924,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5454309.roundup,slurm,,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,22172436,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",,26489179,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-12-15 14:50:38.874366,60465.0,201.371836
2015-11-21 01:45:46.137788,slurm_normal,,9259401672,,,fastq,main_w2_handler0,2305063,10971718,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5233354.roundup,slurm,,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""""","""hg_g1k_v37""","""""",0,22106199,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",,25313298,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-11-21 01:47:38.767621,45367.0,112.629833
2015-11-18 15:43:55.435310,slurm_normal,,3768253812,,,fastq,main_w1_handler0,2509847,10937253,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5192334.roundup,slurm,,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,22041881,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",,26320602,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-11-18 15:48:17.271244,72620.0,261.835934
2015-05-10 03:09:18.848420,slurm_normal,,2583949224,,,fastq,main_w2_handler0,2300098,9435237,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3762027.roundup,slurm,,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,19647461,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",,22983562,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-05-10 03:13:11.691720,,232.84330000000003
2015-06-24 20:07:19.431433,slurm_normal,,3517580833,,,fastqsanger,main_w2_handler1,2349160,9726860,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4033024,slurm,,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,20105116,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",,23657781,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-06-24 20:11:03.151277,64938.0,223.71984400000002
2016-01-18 04:07:38.288656,slurm_normal,,8251903072,8251903072.0,fastq,fastq,main_w1_handler1,2162469,11533159,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5800573.roundup,slurm,,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",1,22927724,22927725.0,pe,"""""","""93""","""0""","""""","""""","""""","""Standard""","""Korean-1""","""""","""Korean-1""","""""","""False""","""LENIENT""",,27487772,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2016-01-18 04:10:40.469048,57820.0,182.180392
2015-07-02 23:34:17.660103,slurm_normal,,6339878545,6457962371.0,fastqsanger,fastqsanger,main_w1_handler1,2353635,9784850,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4086836.roundup,slurm,,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",1,20216963,20216964.0,pe,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",,23830869,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-07-02 23:37:44.416459,65215.0,206.756356
2015-08-19 21:04:45.173106,slurm_normal,,3187472294,,,fastqcssanger,main_w1_handler2,2411908,10152419,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4422486.roundup,slurm,,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,20826634,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",,24736279,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-08-19 21:12:15.153128,67914.0,449.980022
2015-06-30 15:08:06.936293,slurm_normal,,2971983101,,,fastq,main_w1_handler1,2208197,9768219,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4070701.roundup,slurm,,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/dm3.len""","""""","""dm3""","""""",0,20191942,,se,"""c-input""","""93""","""0""",""" illumina""","""""","""""","""Standard""","""c-input""","""""","""c-input""","""""","""False""","""SILENT""",,23358447,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-06-30 15:10:56.082379,51766.0,169.146086
2015-11-19 04:30:46.266414,slurm_normal,,14547301092,,,fastqsanger,main_w2_handler1,2510104,10942790,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5199641.roundup,slurm,,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,22058270,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""Bichon""","""""","""False""","""SILENT""",,26322854,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-11-19 04:34:20.561506,73648.0,214.295092
2015-09-16 21:24:14.675226,slurm_normal,,1796873803,1796873803.0,fastqsanger,fastqsanger,main_w2_handler1,2439737,10338869,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4622281.roundup,slurm,,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",1,21118699,21118703.0,pe,"""CALR_Library_1""","""93""","""0""","""Illumina""","""Sample_1""","""250""","""Standard""","""CALR_Sample_1""","""9-16-2015""","""CALRBOUS""","""DHMC""","""False""","""LENIENT""",,24073837,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-09-16 21:28:47.808538,65923.0,273.133312
2016-01-18 04:22:22.348770,slurm_normal,,8251903072,8251903072.0,fastq,fastq,main_w1_handler0,2162469,11533220,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5800633.roundup,slurm,,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",1,22927724,22927725.0,pe,"""""","""93""","""0""","""""","""""","""""","""Standard""","""Korean-1""","""""","""Korean-1""","""""","""False""","""SILENT""",,27487772,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2016-01-18 04:29:49.912813,57820.0,447.564043
2016-01-23 19:55:26.477044,slurm_normal,,9996475517,,,fastq,main_w2_handler0,2575580,11586924,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5852425.roundup,slurm,,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,23017253,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",,27683586,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2016-01-23 20:02:58.283076,77335.0,451.806032
2015-04-06 15:49:39.687183,slurm_normal,,5607183988,5607183988.0,fastqsanger,fastqsanger,main_w1_handler1,2230179,9150349,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3433154.roundup,slurm,,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",1,19160408,19160405.0,pe,"""""","""93""","""0""","""""","""""","""0""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",,21800494,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-04-06 15:53:06.612310,60521.0,206.925127
2015-08-31 12:25:29.635472,slurm_normal,,3726709779,,,fastqsanger,main_w2_handler0,1139014,10229740,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4504685.roundup,slurm,,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/sacCer3.len""","""""","""sacCer3""","""""",0,20450719,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",,24230835,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-08-31 12:30:36.833882,26638.0,307.19841
2015-12-08 21:27:12.083915,slurm_normal,,11325641087,11325641087.0,fastq,fastq,main_w1_handler2,2526435,11121868,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5387723.roundup,slurm,,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",1,22282368,22282371.0,pe,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",,26542635,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-12-08 21:31:26.139211,74614.0,254.05529600000003
2015-03-05 20:11:56.790256,rodeo_normal,,17052503300,,,fastqsanger,main_w2_handler0,2175008,8873961,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3030180.roundup,slurm,,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/hg19.len""","""""","""hg19""","""""",0,18731283,,se,"""""","""93""","""0""","""""","""""","""0""","""Standard""","""A""","""""","""BCN 752821A""","""""","""False""","""LENIENT""",,20938813,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-03-05 20:15:21.537183,58312.0,204.746927
2015-02-25 06:14:32.983332,rodeo_normal,,4001498356,,,fastqsanger,main_w1_handler0,2185516,8809855,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2908949.roundup,slurm,,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,18607339,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",,21273859,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-02-25 06:17:57.489595,59675.0,204.50626300000002
2015-11-17 21:43:27.158558,slurm_normal,,3639201896,,,fastq,main_w1_handler0,2510104,10927833,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5182486.roundup,slurm,,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,22040067,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""I2a""","""""","""Bischon_HG""","""""","""False""","""LENIENT""",,26322854,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-11-17 21:49:11.911715,73648.0,344.75315700000004
2015-12-30 18:50:29.299551,slurm_normal,,3105892353,1947780417.0,fastq,fastq,main_w2_handler0,2550195,11350688,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5623773.roundup,slurm,,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",1,22691634,22691669.0,pe,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""3t3_293t""","""""","""False""","""LENIENT""",,27080239,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-12-30 18:54:19.314717,75885.0,230.01516600000002
2015-11-17 17:30:37.456667,slurm_normal,,3557690900,,,fastq,main_w2_handler0,2509847,10925022,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5180467.roundup,slurm,,corral-repl,,"""e97d54b68d5011e5b138005056a51846""","""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,21952902,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",,26085199,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-11-17 17:34:20.733875,72620.0,223.277208
2015-11-17 22:47:28.466814,slurm_normal,,14492147591,,,fastq,main_w2_handler0,2510104,10928606,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5183147.roundup,slurm,,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,22040873,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""I2a""","""""","""bichon_HG""","""""","""False""","""SILENT""",,26322854,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-11-17 22:51:09.170452,73648.0,220.703638
2015-11-17 23:48:07.993680,slurm_normal,,3768253812,,,fastq,main_w1_handler2,2509847,10929420,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5183843.roundup,slurm,,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,22041881,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",,26320602,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-11-17 23:52:43.682829,72620.0,275.68914900000004
2015-06-15 19:32:16.733522,slurm_normal,,4077804706,,,fastq,main_w1_handler2,2343328,9656849,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3967484.roundup,slurm,,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,20012289,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",,23647866,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-06-15 19:36:22.743364,64864.0,246.00984200000002
2015-11-08 08:03:59.579035,slurm_normal,,6639791840,,,fastq,main_w1_handler2,2489777,10843802,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5098525.roundup,slurm,,corral-repl,,,"""True""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,21914542,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""subterraneus_K""","""""","""False""","""LENIENT""",,25983354,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-11-08 08:07:13.566613,72343.0,193.987578
2015-11-24 17:56:29.885468,slurm_normal,,9259401672,,,fastq,main_w1_handler1,2305063,10997442,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5256826.roundup,slurm,,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""""","""hg_g1k_v37""","""""",0,22106199,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",,25313298,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-11-24 17:59:32.233605,45367.0,182.348137
2015-07-10 22:06:53.247431,slurm_normal,,2672932284,,,fastq,main_w1_handler2,2371989,9836413,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4133225.roundup,slurm,,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,20305313,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",,24089581,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-07-10 22:10:20.894798,,207.647367
2015-11-17 23:40:48.718811,slurm_normal,,3768253812,,,fastq,main_w1_handler1,2509847,10929120,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5183721.roundup,slurm,,corral-repl,,"""a03db2b28d8411e59c44005056a52a46""","""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,22041881,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",,26320602,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-11-17 23:45:09.137095,72620.0,260.418284
2015-11-19 01:01:58.274774,slurm_normal,,14547301092,,,fastqsanger,main_w1_handler2,2510104,10942128,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5198335.roundup,slurm,,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,22058270,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""bichon-hg""","""""","""False""","""LENIENT""",,26322854,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-11-19 01:05:57.241884,73648.0,238.96711000000002
2015-06-24 15:48:41.647105,slurm_normal,,2975806894,,,fastqsanger,main_w2_handler1,2349160,9725396,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4031858,slurm,,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,20105114,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",,23657781,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-06-24 17:38:32.679872,64938.0,6591.032767000001
2015-11-18 19:28:36.075675,slurm_normal,,14547301092,,,fastq,main_w1_handler2,2510104,10939076,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5194463.roundup,slurm,,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,22044407,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""STRICT""",,26322854,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-11-18 19:37:16.031395,73648.0,519.95572
2015-11-17 22:32:49.417017,slurm_normal,,14492147591,,,fastq,main_w2_handler0,2510104,10928418,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5182954.roundup,slurm,,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,22040873,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""bichon_HG""","""""","""False""","""SILENT""",,26322854,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-11-17 22:37:19.609522,73648.0,270.19250500000004
2015-06-24 15:36:51.846347,slurm_normal,,2975806894,,,fastqsanger,main_w1_handler0,2349160,9725343,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4031651,slurm,,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,20105114,,se,"""""","""93""","""0""","""Illumina""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",,23657781,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-06-24 15:40:55.310337,64938.0,243.46399000000002
